dates,nzd0588-0000,nzd0588-0001,nzd0588-0002,nzd0588-0003,satname
1999-07-16 22:13:59+00:00,,,,198.92,L7
1999-08-17 22:14:01+00:00,297.85,178.85,175.14,233.25,L7
1999-10-27 22:19:51+00:00,304.81,174.68,175.71,202.70,L7
1999-11-05 22:14:04+00:00,309.41,167.55,165.73,194.64,L7
1999-11-12 22:20:15+00:00,309.44,174.66,170.17,181.67,L7
1999-12-07 22:14:05+00:00,305.01,185.46,187.12,233.80,L7
1999-12-30 22:20:09+00:00,317.22,183.05,182.45,197.66,L7
2000-04-13 22:13:30+00:00,303.53,178.70,179.05,,L7
2000-04-20 22:19:39+00:00,,172.79,174.26,204.34,L7
2000-05-15 22:13:18+00:00,,141.05,,,L7
2000-05-31 22:13:06+00:00,,,,167.98,L7
2000-07-25 22:18:09+00:00,,171.10,186.21,,L7
2000-08-10 22:18:02+00:00,324.97,,,,L7
2000-09-04 22:11:58+00:00,305.45,152.49,149.20,159.09,L7
2000-09-27 22:17:48+00:00,312.13,179.22,172.46,,L7
2000-10-06 22:11:35+00:00,308.83,167.90,168.19,,L7
2000-10-29 22:17:19+00:00,310.10,,,,L7
2000-11-07 22:11:29+00:00,305.47,170.17,173.62,,L7
2001-02-11 22:11:36+00:00,295.22,174.72,171.38,193.65,L7
2001-03-22 22:17:09+00:00,309.21,182.59,185.15,238.79,L7
2001-04-16 22:11:18+00:00,304.20,188.82,192.85,238.03,L7
2001-04-23 22:17:26+00:00,308.76,188.27,188.36,219.03,L7
2001-06-19 22:10:41+00:00,306.42,,,,L7
2001-07-05 22:10:33+00:00,,154.87,195.02,260.01,L7
2001-09-07 22:09:46+00:00,,181.02,179.78,229.40,L7
2001-09-23 22:09:38+00:00,303.87,174.63,178.16,235.49,L7
2001-11-01 22:15:41+00:00,310.19,161.80,161.89,,L7
2001-11-26 22:09:45+00:00,310.82,177.16,175.45,225.44,L7
2002-03-02 22:10:08+00:00,298.36,175.72,166.53,225.36,L7
2002-03-25 22:15:47+00:00,315.31,173.73,181.67,200.94,L7
2002-05-21 22:09:53+00:00,303.10,158.08,156.81,,L7
2002-05-28 22:15:58+00:00,,146.29,140.36,,L7
2002-07-31 22:15:35+00:00,323.88,188.25,183.42,226.08,L7
2002-09-17 22:14:43+00:00,315.92,177.40,182.29,,L7
2002-10-19 22:15:08+00:00,319.94,179.20,179.84,199.06,L7
2002-12-06 22:15:13+00:00,305.69,170.86,165.41,188.60,L7
2002-12-22 22:15:17+00:00,,168.20,165.53,176.31,L7
2003-01-07 22:15:16+00:00,308.47,180.97,171.87,188.44,L7
2003-02-01 22:09:45+00:00,,179.99,180.71,199.58,L7
2003-02-24 22:16:01+00:00,,176.11,183.41,197.12,L7
2003-03-21 22:09:51+00:00,,186.70,182.78,210.69,L7
2003-04-13 22:16:07+00:00,312.41,175.99,184.65,243.76,L7
2003-08-03 22:15:46+00:00,,177.58,,,L7
2003-08-11 22:03:51+00:00,318.81,191.34,191.51,253.41,L5
2003-08-20 21:58:14+00:00,330.12,178.24,178.80,,L5
