dates,nzd0588-0000,nzd0588-0001,nzd0588-0002,nzd0588-0003,satname
1999-07-16 22:13:59+00:00,,,,198.92,L7
1999-08-17 22:14:01+00:00,297.85,178.85,175.14,216.08,L7
1999-10-27 22:19:51+00:00,301.33,176.76,175.43,211.62,L7
1999-11-05 22:14:04+00:00,304.02,173.69,172.19,207.38,L7
1999-11-12 22:20:15+00:00,305.38,173.94,171.69,202.24,L7
1999-12-07 22:14:05+00:00,305.30,176.24,174.77,207.50,L7
1999-12-30 22:20:09+00:00,307.29,177.38,176.05,206.09,L7
2000-04-13 22:13:30+00:00,308.24,177.35,176.71,202.09,L7
2000-04-20 22:19:39+00:00,308.24,176.70,176.36,202.47,L7
2000-05-15 22:13:18+00:00,308.59,172.21,180.72,211.93,L7
2000-05-31 22:13:06+00:00,308.59,172.21,180.72,200.94,L7
2000-07-25 22:18:09+00:00,303.53,165.91,179.84,186.16,L7
2000-08-10 22:18:02+00:00,314.25,165.91,179.84,186.16,L7
2000-09-04 22:11:58+00:00,311.32,163.23,172.18,177.14,L7
2000-09-27 22:17:48+00:00,311.52,165.89,172.24,177.14,L7
2000-10-06 22:11:35+00:00,310.98,166.18,171.56,177.14,L7
2000-10-29 22:17:19+00:00,312.30,162.35,169.02,163.53,L7
2000-11-07 22:11:29+00:00,311.16,163.66,169.94,163.53,L7
2001-02-11 22:11:36+00:00,306.20,168.90,166.97,176.37,L7
2001-03-22 22:17:09+00:00,306.83,174.92,174.16,216.22,L7
2001-04-16 22:11:18+00:00,304.84,179.07,180.75,223.49,L7
2001-04-23 22:17:26+00:00,305.49,180.91,182.27,222.38,L7
2001-06-19 22:10:41+00:00,304.76,183.60,184.44,222.38,L7
2001-07-05 22:10:33+00:00,304.76,177.85,186.55,229.90,L7
2001-09-07 22:09:46+00:00,307.15,179.11,188.23,237.05,L7
2001-09-23 22:09:38+00:00,305.81,177.52,186.83,236.39,L7
2001-11-01 22:15:41+00:00,306.83,168.08,178.71,241.63,L7
2001-11-26 22:09:45+00:00,307.82,169.90,178.06,237.59,L7
2002-03-02 22:10:08+00:00,305.81,174.07,172.36,228.92,L7
2002-03-25 22:15:47+00:00,308.67,172.10,171.38,217.25,L7
2002-05-21 22:09:53+00:00,306.90,171.17,170.12,217.25,L7
2002-05-28 22:15:58+00:00,305.59,163.45,161.34,213.15,L7
2002-07-31 22:15:35+00:00,310.16,168.41,165.76,217.46,L7
2002-09-17 22:14:43+00:00,314.55,168.75,168.91,213.51,L7
2002-10-19 22:15:08+00:00,315.71,169.84,168.54,212.57,L7
2002-12-06 22:15:13+00:00,316.36,178.93,177.74,204.58,L7
2002-12-22 22:15:17+00:00,316.36,176.78,175.30,197.51,L7
2003-01-07 22:15:16+00:00,314.78,177.48,174.73,195.70,L7
2003-02-01 22:09:45+00:00,312.50,176.10,174.28,190.40,L7
2003-02-24 22:16:01+00:00,312.50,176.10,175.58,191.52,L7
2003-03-21 22:09:51+00:00,311.37,177.43,175.65,194.26,L7
2003-04-13 22:16:07+00:00,311.63,177.25,176.78,200.44,L7
2003-08-03 22:15:46+00:00,312.41,179.10,183.61,217.19,L7
2003-08-11 22:03:51+00:00,315.61,181.54,185.59,226.25,L5
2003-08-20 21:58:14+00:00,320.45,180.99,184.23,226.25,L5
2003-09-12 22:04:49+00:00,318.01,182.73,184.44,235.95,L5
2003-09-20 22:15:34+00:00,317.12,180.29,184.57,248.59,L7
2003-10-06 22:15:30+00:00,317.07,179.81,183.27,244.75,L7
2003-10-07 21:58:59+00:00,318.86,180.15,183.55,243.03,L5
2003-11-23 22:15:38+00:00,319.27,179.28,181.51,242.78,L7
2003-12-01 22:05:28+00:00,319.86,177.98,180.61,240.02,L5
2003-12-09 22:16:06+00:00,319.30,177.98,180.61,240.02,L7
2003-12-26 21:59:54+00:00,317.58,178.33,181.69,236.64,L5
2004-01-03 22:10:06+00:00,317.58,179.02,182.49,228.91,L7
2004-02-19 22:06:19+00:00,315.86,177.88,181.50,218.85,L5
2004-03-31 22:00:23+00:00,317.92,178.46,181.38,216.38,L5
2004-05-09 22:07:21+00:00,315.82,179.96,183.68,207.94,L5
2004-06-10 22:08:41+00:00,314.17,180.52,189.47,202.00,L5
2004-07-05 22:03:15+00:00,318.18,175.93,189.86,206.21,L5
2004-07-12 22:09:13+00:00,314.35,175.93,189.86,218.62,L5
2004-07-21 22:03:39+00:00,314.35,175.67,191.19,219.75,L5
2004-07-29 22:10:02+00:00,314.35,174.27,192.11,226.79,L7
2004-08-06 22:03:57+00:00,313.06,174.27,188.76,226.79,L5
2004-08-21 22:15:45+00:00,307.51,173.52,190.02,233.54,L7
2004-08-29 22:10:22+00:00,309.07,174.81,189.26,233.79,L5
2004-10-24 22:15:44+00:00,306.93,172.71,189.81,233.91,L7
2004-11-01 22:11:49+00:00,309.11,175.17,189.59,233.90,L5
2004-12-04 22:10:19+00:00,292.64,173.93,187.87,233.90,L7
2005-01-28 22:16:23+00:00,274.70,179.26,181.22,223.73,L7
