dates,satname,nzd0588-0000,nzd0588-0001,nzd0588-0002,nzd0588-0003
1999-07-16 22:13:59+00:00,L7,,,,206.74
1999-08-17 22:14:01+00:00,L7,298.25,179.25,176.08,233.98
1999-10-27 22:19:51+00:00,L7,310.11,179.98,188.18,212.34
1999-11-05 22:14:04+00:00,L7,307.51,165.65,161.26,191.19
1999-11-12 22:20:15+00:00,L7,312.14,177.36,176.52,186.58
1999-12-07 22:14:05+00:00,L7,306.66,187.11,191.00,236.80
1999-12-30 22:20:09+00:00,L7,314.42,180.25,175.86,192.57
2000-04-13 22:13:30+00:00,L7,299.63,174.80,169.87,249.62
2000-04-20 22:19:39+00:00,L7,158.30,176.79,183.67,211.61
2000-05-15 22:13:18+00:00,L7,252.07,139.35,392.75,417.81
2000-05-31 22:13:06+00:00,L7,,242.11,276.11,164.25
2000-07-25 22:18:09+00:00,L7,155.86,168.10,179.15,245.11
2000-08-10 22:18:02+00:00,L7,321.77,378.86,371.23,368.14
2000-09-04 22:11:58+00:00,L7,305.35,152.39,148.96,158.91
2000-09-27 22:17:48+00:00,L7,313.33,180.42,175.28,230.34
2000-10-06 22:11:35+00:00,L7,306.03,165.10,161.60,219.75
2000-10-29 22:17:19+00:00,L7,314.00,,,
2000-11-07 22:11:29+00:00,L7,302.02,166.72,165.50,249.21
2001-02-11 22:11:36+00:00,L7,300.17,179.67,183.03,202.65
2001-03-22 22:17:09+00:00,L7,308.66,182.04,183.86,237.79
2001-04-16 22:11:18+00:00,L7,301.95,186.57,187.56,233.94
2001-04-23 22:17:26+00:00,L7,310.61,190.12,192.71,222.39
2001-05-25 22:17:11+00:00,L7,22.77,328.88,423.96,468.68
2001-06-19 22:10:41+00:00,L7,304.67,304.32,376.26,318.56
2001-07-05 22:10:33+00:00,L7,125.24,156.82,199.61,263.56
2001-09-07 22:09:46+00:00,L7,184.28,183.77,186.25,234.40
2001-09-23 22:09:38+00:00,L7,303.32,174.08,176.87,234.49
2001-11-01 22:15:41+00:00,L7,311.94,163.55,166.01,181.86
2001-11-26 22:09:45+00:00,L7,307.77,174.11,168.27,219.89
2002-03-02 22:10:08+00:00,L7,303.51,180.87,178.65,234.72
2002-03-25 22:15:47+00:00,L7,311.76,170.18,173.32,194.49
2002-05-21 22:09:53+00:00,L7,298.80,153.78,146.69,253.11
2002-05-28 22:15:58+00:00,L7,125.92,150.74,150.83,166.93
2002-07-31 22:15:35+00:00,L7,323.63,188.00,182.83,225.63
2002-09-17 22:14:43+00:00,L7,312.77,174.25,174.88,264.18
2002-10-19 22:15:08+00:00,L7,319.14,178.40,177.96,197.61
2002-12-06 22:15:13+00:00,L7,310.34,175.51,176.35,197.05
2002-12-22 22:15:17+00:00,L7,172.57,172.20,174.94,183.58
2003-01-07 22:15:16+00:00,L7,311.02,183.52,177.87,193.08
2003-02-01 22:09:45+00:00,L7,183.08,183.14,188.12,205.31
2003-02-24 22:16:01+00:00,L7,183.72,173.61,177.53,192.57
2003-03-21 22:09:51+00:00,L7,193.01,191.85,194.90,220.05
2003-04-13 22:16:07+00:00,L7,308.86,172.44,176.30,237.31
2003-08-03 22:15:46+00:00,L7,242.23,179.83,336.62,420.09
2003-08-11 22:03:51+00:00,L5,320.31,192.84,195.04,256.14
2003-08-20 21:58:14+00:00,L5,328.02,176.14,173.86,196.39
2003-09-12 22:04:49+00:00,L5,314.67,190.48,390.94,301.70
2003-09-20 22:15:34+00:00,L7,310.61,169.09,176.40,
2003-10-06 22:15:30+00:00,L7,313.13,173.29,169.46,230.43
2003-10-07 21:58:59+00:00,L5,327.80,180.70,180.59,234.51
2003-11-23 22:15:38+00:00,L7,316.01,169.81,174.19,
2003-12-01 22:05:28+00:00,L5,320.83,164.39,167.81,225.99
2003-12-09 22:16:06+00:00,L7,317.21,,,
2003-12-26 21:59:54+00:00,L5,306.55,185.84,199.55,231.15
2004-01-03 22:10:06+00:00,L7,181.67,183.85,183.96,186.40
2004-02-19 22:06:19+00:00,L5,317.59,180.63,184.15,196.33
2004-03-31 22:00:23+00:00,L5,322.58,183.03,176.90,197.29
2004-05-09 22:07:21+00:00,L5,315.67,193.34,202.02,255.50
2004-05-18 22:01:50+00:00,L5,73.06,,,
2004-06-10 22:08:41+00:00,L5,127.66,157.10,191.78,260.06
2004-07-05 22:03:15+00:00,L5,123.04,168.51,201.41,232.38
2004-07-12 22:09:13+00:00,L5,299.74,265.87,433.09,250.18
2004-07-21 22:03:39+00:00,L5,102.75,177.52,205.23,230.00
2004-07-29 22:10:02+00:00,L7,121.30,163.09,191.03,256.92
2004-08-06 22:03:57+00:00,L5,308.08,275.44,165.64,181.20
2004-08-21 22:15:45+00:00,L7,290.24,230.59,,
2004-08-29 22:10:22+00:00,L5,317.94,183.69,186.52,237.08
2004-09-15 22:09:49+00:00,L7,,,,
2004-10-24 22:15:44+00:00,L7,308.11,166.70,177.41,194.99
2004-11-01 22:11:49+00:00,L5,324.63,194.85,193.58,238.29
2004-12-04 22:10:19+00:00,L7,197.50,180.46,179.78,
2005-01-28 22:16:23+00:00,L7,180.93,172.80,,
2005-02-13 22:16:57+00:00,L7,182.38,168.90,174.09,187.10
2005-02-21 22:13:39+00:00,L5,192.61,,,
2005-04-02 22:17:01+00:00,L7,315.42,166.68,,
2005-04-11 22:10:46+00:00,L7,297.55,193.54,,
2005-04-19 22:08:19+00:00,L5,171.94,155.59,164.62,198.44
2005-04-26 22:14:08+00:00,L5,68.66,51.89,,66.89
2005-05-12 22:14:38+00:00,L5,149.03,302.24,390.27,334.37
2005-05-13 22:10:48+00:00,L7,125.56,186.07,,
2005-05-28 22:14:23+00:00,L5,203.61,244.76,288.83,316.60
2005-06-05 22:16:53+00:00,L7,313.70,174.68,195.78,
2005-06-13 22:14:31+00:00,L5,111.95,136.02,201.87,260.20
2005-06-14 22:10:37+00:00,L7,,149.91,193.47,260.78
2005-06-21 22:16:23+00:00,L7,289.71,156.47,166.28,
2005-06-22 22:08:46+00:00,L5,128.38,143.88,189.46,247.53
2005-07-08 22:08:51+00:00,L5,188.76,189.98,207.80,224.68
2005-07-16 22:10:36+00:00,L7,298.40,156.01,178.09,
2005-07-23 22:16:23+00:00,L7,,,,234.97
2005-07-24 22:09:02+00:00,L5,,166.10,266.07,301.16
2005-07-31 22:15:17+00:00,L5,145.72,163.16,166.68,185.54
2005-08-09 22:09:10+00:00,L5,323.71,193.44,190.84,217.58
2005-08-24 22:16:14+00:00,L7,189.13,191.43,378.96,398.92
2005-09-02 22:10:22+00:00,L7,,,,225.86
2005-09-17 22:15:30+00:00,L5,331.66,344.14,279.77,281.46
2005-11-13 22:09:32+00:00,L5,324.07,189.84,188.22,243.17
2005-11-20 22:15:29+00:00,L5,279.90,192.27,195.68,215.95
2005-12-30 22:16:43+00:00,L7,,,183.59,197.56
2006-01-23 22:17:23+00:00,L5,324.53,186.65,185.52,207.61
2006-02-09 22:11:13+00:00,L7,306.58,184.12,188.98,207.84
2006-02-24 22:17:41+00:00,L5,316.79,183.15,181.48,200.57
2006-04-13 22:18:38+00:00,L5,318.21,189.83,188.71,208.56
2006-04-22 22:13:00+00:00,L5,298.16,175.43,185.18,192.71
2006-04-29 22:18:53+00:00,L5,319.74,194.68,199.96,238.55
2006-05-15 22:19:06+00:00,L5,321.47,281.61,237.52,182.30
2006-05-23 22:17:02+00:00,L7,117.70,162.96,173.03,264.06
2006-05-31 22:19:43+00:00,L5,100.90,165.22,193.50,259.03
2006-06-01 22:11:14+00:00,L7,114.63,187.57,200.05,256.66
2006-06-16 22:19:57+00:00,L5,130.22,171.45,201.26,251.95
2006-06-24 22:16:54+00:00,L7,,,407.93,224.91
2006-06-25 22:13:55+00:00,L5,117.82,152.71,196.82,216.23
2006-07-03 22:11:04+00:00,L7,311.13,246.19,,
2006-07-19 22:10:56+00:00,L7,,,,
2006-08-11 22:16:38+00:00,L7,333.99,318.68,376.15,442.25
2006-08-12 22:14:35+00:00,L5,177.02,189.59,226.43,246.60
2006-08-19 22:20:27+00:00,L5,317.95,163.47,176.63,239.10
2006-08-27 22:17:00+00:00,L7,310.86,187.14,23.91,
2006-09-12 22:16:55+00:00,L7,,,,
2006-09-21 22:10:40+00:00,L7,,185.81,184.67,204.51
2006-09-28 22:16:48+00:00,L7,309.65,191.91,,
2006-10-15 22:15:19+00:00,L5,343.75,195.84,184.00,194.40
2006-11-08 22:11:02+00:00,L7,,,,211.02
2007-01-02 22:17:35+00:00,L7,310.09,170.50,177.45,188.69
2007-01-26 22:21:54+00:00,L5,324.27,174.11,181.89,237.06
2007-02-03 22:17:43+00:00,L7,227.64,176.95,180.84,
2007-02-04 22:16:09+00:00,L5,328.06,201.48,207.53,232.88
2007-02-19 22:17:25+00:00,L7,308.72,190.42,198.59,218.58
2007-03-23 22:17:30+00:00,L7,186.76,182.36,186.04,208.67
2007-04-08 22:17:29+00:00,L7,307.67,196.69,198.77,
2007-06-11 22:17:14+00:00,L7,121.60,149.19,,
2007-08-07 22:11:16+00:00,L7,136.34,143.14,136.91,
2007-08-14 22:17:00+00:00,L7,,188.57,207.27,262.85
2007-09-08 22:11:02+00:00,L7,,,,
2007-09-15 22:17:10+00:00,L7,310.97,172.89,,
2007-09-24 22:10:57+00:00,L7,171.65,166.36,168.18,262.09
2007-12-04 22:17:37+00:00,L7,315.35,171.64,,
2008-03-18 22:11:19+00:00,L7,300.90,178.60,183.33,235.65
2008-03-25 22:17:07+00:00,L7,311.07,185.79,,
2008-06-22 22:10:50+00:00,L7,134.03,164.90,,
2008-06-29 22:16:33+00:00,L7,125.51,166.09,165.49,165.97
2008-07-08 22:10:39+00:00,L7,,,,364.30
2008-08-09 22:10:23+00:00,L7,298.56,164.56,160.92,255.54
2008-08-16 22:16:31+00:00,L7,197.27,172.17,168.60,182.54
2008-10-12 22:09:49+00:00,L7,,,,232.85
2008-10-19 22:15:43+00:00,L7,313.88,186.81,183.31,211.24
2008-10-27 22:11:01+00:00,L5,321.68,178.50,185.89,213.13
2008-11-04 22:16:22+00:00,L7,317.60,170.49,,
2008-11-13 22:10:19+00:00,L7,300.25,170.97,178.21,191.70
2008-11-28 22:10:42+00:00,L5,272.53,172.66,178.99,196.96
2008-12-14 22:11:35+00:00,L5,318.93,179.12,174.37,191.99
2008-12-22 22:16:55+00:00,L7,318.92,174.50,175.64,189.44
2008-12-31 22:10:49+00:00,L7,302.14,187.93,190.47,203.91
2009-01-31 22:12:52+00:00,L5,326.45,187.36,187.42,213.57
2009-02-09 22:06:55+00:00,L5,332.17,,,
2009-05-15 22:17:24+00:00,L7,298.63,356.51,305.11,160.61
2009-05-24 22:11:38+00:00,L7,,,,176.05
2009-08-19 22:17:08+00:00,L7,308.02,182.53,188.13,237.86
2009-08-28 22:11:21+00:00,L7,301.68,164.52,174.34,236.87
2009-09-04 22:17:08+00:00,L7,308.11,191.64,196.58,223.95
2009-11-23 22:17:41+00:00,L7,,,178.13,198.27
2009-12-09 22:17:51+00:00,L7,315.65,176.07,,
2010-04-09 22:13:24+00:00,L7,,,190.01,249.39
2010-08-31 22:13:27+00:00,L7,,168.09,166.07,190.64
2010-10-25 22:19:51+00:00,L7,309.85,188.34,188.59,210.99
2010-11-02 22:16:48+00:00,L5,318.73,152.55,164.63,185.96
2011-01-06 22:14:25+00:00,L7,307.77,196.75,190.06,200.68
2011-01-13 22:20:39+00:00,L7,307.71,170.31,174.93,
2011-01-21 22:17:18+00:00,L5,323.65,197.29,200.53,238.17
2011-01-30 22:11:08+00:00,L5,326.20,172.00,167.39,211.92
2011-03-02 22:20:54+00:00,L7,310.00,164.19,168.29,187.47
2011-03-03 22:11:08+00:00,L5,327.84,179.35,176.76,230.44
2011-04-28 22:14:48+00:00,L7,298.67,181.70,,
2011-05-14 22:14:45+00:00,L7,299.90,161.33,172.35,184.55
2011-07-01 22:14:42+00:00,L7,297.92,161.43,194.41,
2011-07-17 22:14:42+00:00,L7,273.17,278.17,363.86,227.88
2011-07-24 22:20:27+00:00,L7,88.67,121.02,99.32,268.44
2011-10-12 22:20:12+00:00,L7,,,,204.52
2011-10-28 22:20:43+00:00,L7,310.57,178.83,177.52,190.53
2012-04-30 22:15:38+00:00,L7,298.19,183.43,183.72,254.97
2012-06-08 22:21:43+00:00,L7,252.03,113.84,51.43,
2012-07-03 22:15:48+00:00,L7,95.51,153.10,189.95,249.36
2012-07-10 22:22:05+00:00,L7,308.50,185.87,,
2012-07-26 22:21:52+00:00,L7,312.60,163.05,172.94,229.40
2012-08-27 22:22:36+00:00,L7,,328.19,295.26,312.45
2012-09-05 22:16:33+00:00,L7,,,,210.41
2012-10-23 22:17:00+00:00,L7,305.75,161.22,171.64,191.42
2013-01-27 22:17:23+00:00,L7,297.68,182.61,184.15,199.31
2013-02-12 22:17:23+00:00,L7,195.06,183.39,187.28,205.45
2013-03-07 22:23:30+00:00,L7,313.03,178.29,180.95,230.31
2013-04-01 22:17:14+00:00,L7,,192.24,190.70,224.89
2013-04-08 22:23:24+00:00,L7,,,,
2013-05-02 22:28:46+00:00,L8,,,,
2013-06-03 22:29:01+00:00,L8,121.79,165.00,176.58,247.73
2013-06-04 22:16:52+00:00,L7,,,,253.18
2013-06-27 22:22:32+00:00,L7,102.21,189.37,177.51,445.05
2013-08-06 22:28:59+00:00,L8,309.39,165.28,170.63,225.70
2013-08-30 22:22:49+00:00,L7,307.81,164.16,167.58,229.12
2013-08-31 22:23:14+00:00,L8,301.35,174.38,167.41,215.10
2013-09-15 22:23:01+00:00,L7,,,200.94,177.72
2013-09-23 22:29:15+00:00,L8,321.31,180.89,180.08,195.60
2013-10-10 22:17:08+00:00,L7,,,,188.78
2013-10-18 22:23:01+00:00,L8,302.26,177.63,188.18,236.31
2013-11-03 22:22:56+00:00,L8,305.48,177.77,190.25,235.88
2013-11-18 22:23:32+00:00,L7,311.46,178.22,180.80,
