dates,nzd0551-0000,nzd0551-0001,nzd0551-0002,nzd0551-0003,nzd0551-0004,nzd0551-0005,nzd0551-0006,nzd0551-0007,nzd0551-0008,nzd0551-0009,nzd0551-0010,nzd0551-0011,nzd0551-0012,nzd0551-0013,nzd0551-0014,nzd0551-0015,nzd0551-0016,nzd0551-0017,nzd0551-0018,nzd0551-0019,nzd0551-0020,nzd0551-0021,nzd0551-0022,nzd0551-0023,nzd0551-0024,nzd0551-0025,nzd0551-0026,nzd0551-0027,nzd0551-0028,nzd0551-0029,nzd0551-0030,nzd0551-0031,nzd0551-0032,nzd0551-0033,nzd0551-0034,nzd0551-0035,nzd0551-0036,nzd0551-0037,nzd0551-0038,nzd0551-0039,nzd0551-0040,nzd0551-0041,nzd0551-0042,nzd0551-0043,nzd0551-0044,nzd0551-0045,nzd0551-0046,nzd0551-0047,nzd0551-0048,nzd0551-0049,nzd0551-0050,nzd0551-0051,nzd0551-0052,nzd0551-0053,nzd0551-0054,nzd0551-0055,nzd0551-0056,nzd0551-0057,nzd0551-0058,nzd0551-0059,nzd0551-0060,nzd0551-0061,nzd0551-0062,nzd0551-0063,nzd0551-0064,nzd0551-0065,nzd0551-0066,nzd0551-0067,nzd0551-0068,nzd0551-0069,nzd0551-0070,nzd0551-0071,nzd0551-0072,nzd0551-0073,nzd0551-0074,nzd0551-0075,nzd0551-0076,nzd0551-0077,nzd0551-0078,nzd0551-0079,nzd0551-0080,nzd0551-0081,nzd0551-0082,nzd0551-0083,nzd0551-0084,nzd0551-0085,nzd0551-0086,nzd0551-0087,nzd0551-0088,nzd0551-0089,nzd0551-0090,nzd0551-0091,nzd0551-0092,nzd0551-0093,nzd0551-0094,nzd0551-0095,nzd0551-0096,nzd0551-0097,nzd0551-0098,nzd0551-0099,nzd0551-0100,nzd0551-0101,nzd0551-0102,nzd0551-0103,nzd0551-0104,satname
1999-07-16 22:13:35+00:00,329.31444444444446,329.11809523809524,324.71444444444444,328.60769230769233,327.0129787234043,325.10809523809525,322.2102564102564,319.06444444444446,316.34538461538466,318.255,329.30526315789473,329.73837209302326,322.4533333333333,327.4433333333333,327.7633333333333,329.17941176470583,318.75625,318.21,323.7576923076923,330.7875,335.50666666666666,335.75857142857143,336.37151515151515,334.39809523809527,340.47727272727275,336.8755555555556,345.93391304347824,340.9733333333333,348.46,342.15391304347827,332.8253846153846,337.12444444444446,323.21588235294115,317.39714285714285,314.52714285714285,314.95588235294116,309.815,302.875,301.6871428571428,304.3233333333333,312.66333333333336,308.215,304.21538461538466,306.84538461538466,305.24538461538464,304.46538461538466,292.1071428571429,297.5566666666667,292.55454545454546,288.82454545454544,294.33454545454543,289.74454545454546,299.87454545454545,306.09999999999997,309.63454545454545,310.16999999999996,327.32454545454544,331.33,334.65,326.7,332.18454545454546,,334.88,343.92999999999995,338.65999999999997,340.71999999999997,341.58454545454543,,338.18666666666667,,329.67454545454547,323.84999999999997,331.16999999999996,340.68666666666667,338.15999999999997,346.56538461538463,338.4166666666667,351.5971428571429,342.94666666666666,349.24538461538464,,,,,,,,,,,,,,335.8658823529412,329.8253846153846,331.4766666666667,337.1166666666667,335.2945454545454,339.9866666666667,332.33538461538467,344.85538461538465,351.94666666666666,349.74666666666667,355.61538461538464,361.66714285714284,L7
1999-08-08 22:19:52+00:00,335.09,330.0057142857143,322.42,318.7076923076923,327.5814893617021,341.11571428571426,336.5469230769231,339.15,345.0153846153846,342.86,340.64842105263153,339.07651162790694,332.22,334.73,333.61,339.8594117647059,338.725,339.08,337.8876923076923,336.75,341.65,349.06428571428575,345.94545454545454,348.43571428571425,351.0581818181818,349.16,351.28130434782605,353.23,355.62,357.6313043478261,361.40538461538466,354.43,347.02588235294115,346.3885714285714,348.4485714285714,336.95588235294116,334.83,332.28,329.78857142857146,322.71999999999997,327.41999999999996,327.79,332.9553846153846,331.85538461538465,330.35538461538465,328.84538461538466,323.80857142857144,321.56,324.18636363636364,323.6663636363636,323.2263636363636,326.8263636363636,329.18636363636364,335.35,335.79636363636365,341.88,350.4063636363636,355.94,363.04,361.43,360.7863636363636,366.56,371.40000000000003,376.21000000000004,377.66,379.15000000000003,368.24636363636364,372.26000000000005,363.51,369.99,359.73636363636365,361.68,369.64000000000004,370.04,374.53000000000003,368.3253846153846,368.34,362.6985714285714,377.4,374.22538461538466,375.89000000000004,378.35,401.3,,,,,,,361.44,358.46857142857147,358.63588235294117,357.46538461538466,363.60588235294114,351.5153846153846,361.65,367.75,373.3963636363636,369.14,361.48538461538465,375.46538461538466,388.09,388.38,387.4553846153846,377.87857142857143,L7
1999-08-24 22:19:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.57,305.22,311.8107692307692,315.10076923076923,314.1907692307692,310.7507692307692,307.56142857142856,305.37,303.06909090909096,302.7290909090909,305.4290909090909,306.26909090909095,311.02909090909094,318.67,320.4290909090909,320.49,325.0590909090909,328.19,335.48,331.72,339.90909090909093,346.44,343.4,342.02,352.54,358.17,346.2390909090909,338.94,336.7,337.29,333.0490909090909,334.12,340.44,348.13,345.08,341.78076923076924,339.74,344.84142857142854,345.21,343.84076923076924,343.86,,,,,,,,,,,,334.3107692307692,328.06882352941176,334.10076923076923,332.97,340.76,347.3690909090909,348.17,344.02076923076925,344.8107692307692,360.71,362.18,368.10076923076923,364.49142857142857,L7
1999-10-04 22:14:13+00:00,328.45,320.12571428571425,320.49,320.4276923076923,326.04148936170213,329.99571428571426,336.10692307692307,337.72,336.97538461538466,335.86,329.86842105263156,330.00651162790695,328.5,324.22,331.43,335.13941176470587,337.455,333.03000000000003,328.4276923076923,331.77,336.71,331.82428571428574,340.8954545454546,344.43571428571425,348.3181818181818,350.21000000000004,345.65130434782606,347.45,348.59,348.82130434782607,359.1453846153846,,,,,,,,322.33857142857147,313.53,321.16999999999996,317.21,328.66538461538465,327.16538461538465,326.73538461538465,323.5053846153846,316.3885714285714,319.07,315.6563636363636,315.5963636363636,318.7763636363636,316.74636363636364,323.9663636363636,331.52000000000004,328.4463636363636,329.76000000000005,329.31636363636363,334.70000000000005,343.88,342.91,343.06636363636363,344.87,350.85,353.35,351.65000000000003,353.0,346.23636363636365,342.15000000000003,339.76,349.88,337.24636363636364,346.89000000000004,348.36,350.57,362.26000000000005,356.1953846153846,352.07,355.4585714285714,357.09,349.79538461538465,351.92,356.87,,,,,,,,339.26,341.05857142857144,341.08588235294116,344.67538461538464,340.07588235294116,345.6953846153846,349.7,339.94,324.9663636363636,,,,368.41,370.11,378.04538461538465,372.18857142857144,L7
1999-10-27 22:19:51+00:00,340.0088888888889,338.4247619047619,329.73888888888894,336.4207692307692,341.91148936170214,341.21476190476193,335.27435897435896,336.5788888888889,333.65153846153845,335.225,339.56157894736845,343.6360465116279,339.8066666666667,341.4766666666667,343.0266666666667,340.95411764705887,342.24375,333.38,342.3607692307692,344.7025,348.79333333333335,356.67857142857144,359.21303030303034,353.06476190476195,355.95454545454544,352.6411111111111,352.77652173913043,354.1666666666667,361.73999999999995,356.30652173913046,347.2415384615384,348.5988888888889,339.19882352941175,336.7471428571428,333.16714285714284,331.5488235294118,324.825,324.125,318.51714285714286,318.26666666666665,324.01666666666665,326.855,324.69153846153847,324.57153846153847,324.4915384615384,322.5515384615384,313.2471428571428,310.2833333333333,302.2390909090909,303.7490909090909,308.64909090909094,318.4190909090909,322.95909090909095,321.52000000000004,331.03909090909093,333.6,343.7490909090909,340.55,354.56,346.14000000000004,356.0590909090909,349.29,348.90000000000003,360.85,365.04,361.20000000000005,360.82909090909095,361.42,362.2133333333333,348.65,349.01909090909095,357.23,361.38,369.5433333333333,366.09000000000003,368.0515384615384,363.6433333333333,363.2471428571428,366.9533333333333,367.67153846153843,362.89000000000004,379.7733333333333,375.03,371.1477777777778,381.17153846153843,383.0233333333333,379.9833333333333,367.2490909090909,374.2888235294118,360.19666666666666,356.1871428571428,357.6088235294118,353.19153846153847,346.6088235294118,345.16153846153844,343.4033333333333,351.4833333333333,349.2290909090909,348.3533333333333,348.0015384615385,358.60153846153844,369.24333333333334,363.6133333333333,373.20153846153846,371.40714285714284,L7
1999-11-05 22:14:04+00:00,336.47555555555556,332.26904761904757,332.23555555555555,,,,,,,,,,,,,,,,,332.6275,336.78333333333336,346.7942857142857,344.07575757575756,344.4690476190476,355.3536363636364,349.63444444444445,344.65043478260867,350.0266666666667,348.62,347.66043478260866,348.9569230769231,341.19555555555553,340.92117647058825,338.97857142857146,336.8985714285715,328.16117647058826,324.545,326.015,319.7685714285714,319.9666666666667,316.4866666666667,324.755,330.0969230769231,324.6469230769231,329.6569230769231,323.8469230769231,322.49857142857144,318.31333333333333,315.48727272727274,316.1372727272728,317.54727272727274,321.17727272727274,326.07727272727277,330.54,336.36727272727273,338.36,344.65727272727275,349.42,353.64,358.72,355.09727272727275,361.89,365.76,365.03000000000003,370.05,369.43,358.80727272727273,357.76,361.2233333333333,361.07,354.2572727272727,353.45,366.62,361.8333333333333,362.21000000000004,362.2069230769231,356.0933333333333,358.16857142857145,362.2033333333333,362.0969230769231,372.38,368.3533333333333,382.99,382.0311111111111,375.8269230769231,377.5233333333333,372.2133333333333,363.21727272727276,365.35117647058826,355.7166666666667,357.02857142857147,355.0311764705882,347.9769230769231,345.56117647058824,348.2869230769231,346.7633333333333,355.2833333333333,356.76727272727277,356.37333333333333,352.0669230769231,360.2469230769231,375.50333333333333,368.5733333333333,372.0469230769231,371.91857142857145,L7
1999-12-07 22:13:41+00:00,,,,,,,,,,,,,,,343.45,343.7576470588235,346.88875,,,,,,,,,,,,,,,,,,,,,330.775,324.90285714285716,314.7,327.76,327.005,326.86615384615385,326.84615384615387,320.43615384615384,322.4461538461539,305.34285714285716,321.93,313.3809090909091,313.9409090909091,310.66090909090906,321.42090909090905,317.22090909090906,335.37,333.4409090909091,339.09000000000003,345.18090909090904,343.47,355.5,354.98,356.48090909090905,358.88,356.75,367.79,364.52000000000004,367.84000000000003,364.62090909090904,356.58000000000004,367.64,356.86,352.23090909090905,351.6,356.54,367.33,365.25,362.8161538461539,361.38,374.0128571428572,365.83,364.0061538461539,369.46000000000004,375.89,378.62,373.16,374.0261538461539,378.75,374.0,366.5609090909091,365.5635294117647,355.27,360.4928571428572,352.9635294117647,351.66615384615386,362.5735294117647,346.80615384615385,351.54,353.2,357.55090909090904,361.55,353.8361538461539,363.10615384615386,375.94,371.31,375.68615384615384,376.96285714285716,L7
2000-04-13 22:13:06+00:00,332.02777777777777,327.04809523809524,324.79777777777775,324.86153846153843,326.51531914893616,326.17809523809524,333.95871794871795,329.2677777777778,330.3730769230769,331.055,332.9305263157895,327.8732558139535,323.8933333333333,320.3533333333333,320.9733333333333,329.14882352941174,,,,,,327.81857142857143,323.6787878787879,326.21809523809526,322.60818181818183,320.8322222222222,317.84478260869565,319.5833333333333,332.01,319.6347826086956,327.33307692307693,319.91777777777776,309.2817647058824,309.5671428571428,312.4371428571428,307.61176470588236,304.085,304.825,300.40714285714284,299.6933333333333,302.53333333333336,306.545,312.6530769230769,311.08307692307693,306.9830769230769,305.9030769230769,300.20714285714286,304.19666666666666,303.49636363636364,303.8263636363636,303.42636363636365,308.4463636363636,309.5963636363636,317.72999999999996,,,,,,,,,,,,,,,,344.84,334.17636363636365,346.03,350.63,345.8366666666667,342.96999999999997,334.8830769230769,332.9866666666667,332.16714285714284,346.0966666666667,340.1630769230769,344.90999999999997,352.4766666666667,,,,,,,,,,,,,,308.93666666666667,319.1766666666667,,,,,,,,,L7
2000-04-20 22:19:15+00:00,326.11777777777775,327.08809523809526,325.5177777777778,334.5130769230769,333.4502127659574,327.59809523809525,329.85410256410256,333.22777777777776,327.04615384615386,330.01,333.2157894736842,338.5118604651163,335.3333333333333,331.9433333333333,335.9133333333333,332.1123529411765,333.125,330.04,335.9230769230769,337.34,340.4166666666667,347.18857142857144,346.7542424242424,347.60809523809525,348.6363636363636,346.4322222222222,349.23,348.1733333333333,353.32,345.78,339.98615384615385,338.0777777777778,327.39647058823533,323.21714285714285,321.4471428571428,316.8764705882353,312.41,312.0,308.40714285714284,305.90333333333336,312.33333333333337,315.98,315.16615384615386,313.36615384615385,308.41615384615386,309.17615384615385,301.9471428571428,301.5866666666667,294.67272727272723,297.40272727272725,299.8627272727272,308.75272727272727,314.40272727272725,316.01000000000005,313.67272727272723,318.79,331.5527272727272,335.82000000000005,340.22,340.45000000000005,347.34272727272725,351.72,358.55,354.79,361.91,357.72,353.7427272727273,347.94,352.3366666666667,337.7,342.6227272727273,346.6,348.59000000000003,360.1566666666667,362.08000000000004,362.8961538461539,354.4166666666667,360.8871428571428,358.12666666666667,363.90615384615387,362.87,372.4166666666667,,,,,,,,,,,,,350.0861538461539,347.8266666666667,345.2766666666667,350.85272727272724,356.12666666666667,350.6961538461539,353.59615384615387,364.37666666666667,362.0266666666667,371.9461538461539,365.7371428571428,L7
2000-05-22 22:18:57+00:00,320.0855555555555,319.82190476190476,320.81555555555553,323.7838461538461,330.281914893617,323.4319047619048,321.9751282051282,326.73555555555555,325.1276923076923,321.35,324.3,323.99023255813955,322.3466666666667,320.9166666666667,318.0766666666667,326.23411764705884,328.695,321.53999999999996,327.94384615384615,330.02,335.30333333333334,343.2914285714286,346.96393939393937,351.07190476190476,345.8809090909091,346.64444444444445,344.10130434782604,341.0366666666667,350.17,346.1113043478261,344.8376923076923,336.36555555555555,326.7288235294118,324.58285714285716,317.3628571428572,310.5288235294118,303.37,306.25,297.8828571428572,302.44666666666666,303.00666666666666,306.27,307.0176923076923,306.03769230769234,306.1876923076923,304.79769230769233,298.84285714285716,297.37333333333333,292.8718181818182,297.1818181818182,290.4218181818182,308.6118181818182,303.02181818181816,315.23,303.27181818181816,319.04,322.6218181818182,327.90000000000003,331.47,335.04,342.1818181818182,344.6,346.03000000000003,351.61,355.84000000000003,356.02000000000004,345.1618181818182,340.68,344.7333333333333,333.31,332.9018181818182,329.47,330.15000000000003,350.5133333333333,341.54,347.72769230769234,349.25333333333333,355.9928571428572,352.55333333333334,359.79769230769233,359.2,,,,,,,,,,,,,346.00882352941176,340.53769230769234,340.2033333333333,348.8233333333333,355.9218181818182,356.30333333333334,352.5876923076923,363.3276923076923,368.9233333333333,369.4833333333333,374.4376923076923,373.67285714285714,L7
