dates,satname,nzd0551-0000,nzd0551-0001,nzd0551-0002,nzd0551-0003,nzd0551-0004,nzd0551-0005,nzd0551-0006,nzd0551-0007,nzd0551-0008,nzd0551-0009,nzd0551-0010,nzd0551-0011,nzd0551-0012,nzd0551-0013,nzd0551-0014,nzd0551-0015,nzd0551-0016,nzd0551-0017,nzd0551-0018,nzd0551-0019,nzd0551-0020,nzd0551-0021,nzd0551-0022,nzd0551-0023,nzd0551-0024,nzd0551-0025,nzd0551-0026,nzd0551-0027,nzd0551-0028,nzd0551-0029,nzd0551-0030,nzd0551-0031,nzd0551-0032,nzd0551-0033,nzd0551-0034,nzd0551-0035,nzd0551-0036,nzd0551-0037,nzd0551-0038,nzd0551-0039,nzd0551-0040,nzd0551-0041,nzd0551-0042,nzd0551-0043,nzd0551-0044,nzd0551-0045,nzd0551-0046,nzd0551-0047,nzd0551-0048,nzd0551-0049,nzd0551-0050,nzd0551-0051,nzd0551-0052,nzd0551-0053,nzd0551-0054,nzd0551-0055,nzd0551-0056,nzd0551-0057,nzd0551-0058,nzd0551-0059,nzd0551-0060,nzd0551-0061,nzd0551-0062,nzd0551-0063,nzd0551-0064,nzd0551-0065,nzd0551-0066,nzd0551-0067,nzd0551-0068,nzd0551-0069,nzd0551-0070,nzd0551-0071,nzd0551-0072,nzd0551-0073,nzd0551-0074,nzd0551-0075,nzd0551-0076,nzd0551-0077,nzd0551-0078,nzd0551-0079,nzd0551-0080,nzd0551-0081,nzd0551-0082,nzd0551-0083,nzd0551-0084,nzd0551-0085,nzd0551-0086,nzd0551-0087,nzd0551-0088,nzd0551-0089,nzd0551-0090,nzd0551-0091,nzd0551-0092,nzd0551-0093,nzd0551-0094,nzd0551-0095,nzd0551-0096,nzd0551-0097,nzd0551-0098,nzd0551-0099,nzd0551-0100,nzd0551-0101,nzd0551-0102,nzd0551-0103,nzd0551-0104
2006-09-28 22:16:24+00:00,L7,348.90,339.76,338.51,345.92,348.20,347.22,347.92,348.12,351.83,351.60,348.95,348.12,346.57,346.58,345.59,342.96,339.93,339.54,339.73,341.92,344.91,348.99,348.98,,,,,,,,,,,,,,,,,330.22,335.37,345.27,351.61,345.50,328.11,317.76,308.91,308.78,309.86,312.90,318.86,319.07,320.50,321.03,327.07,322.04,329.36,334.70,342.98,352.28,354.10,362.98,365.18,377.33,379.07,388.05,382.90,383.30,388.26,384.40,375.37,377.24,386.67,380.31,378.47,370.81,358.14,354.96,359.31,360.41,356.98,368.87,368.82,372.00,372.15,375.25,372.46,359.27,358.11,352.90,350.90,350.11,343.64,346.83,340.77,347.36,354.37,358.28,354.87,347.68,353.35,,,,
2006-11-08 22:10:38+00:00,L7,347.93,345.45,342.74,343.93,346.62,348.10,346.76,345.11,342.42,344.29,349.43,348.02,344.27,343.69,339.07,345.83,339.26,,,345.66,347.88,347.01,349.22,348.87,344.37,323.66,313.51,295.18,303.37,,,,,,,,,,,,,346.33,345.88,342.07,329.02,315.78,305.14,301.92,304.26,307.24,310.45,317.12,320.86,320.79,321.49,321.46,327.89,337.61,341.80,347.81,361.35,367.64,372.83,374.51,374.21,383.06,379.38,380.73,381.41,375.49,371.67,368.40,372.77,373.07,367.51,357.24,339.57,341.41,345.20,349.08,345.47,353.20,361.52,350.41,335.29,341.58,,,,,,,,,325.31,334.13,336.45,342.60,340.84,336.84,,,,,355.45
2006-11-24 22:11:13+00:00,L7,,,,,,,,,,,,,,,,,,,311.81,316.99,318.18,322.49,324.69,324.18,319.27,,,,,,,,,,,,,294.48,289.71,293.75,304.06,308.80,314.99,311.74,308.10,295.70,282.01,281.23,282.42,282.63,282.43,282.70,294.94,293.76,300.02,296.30,300.02,305.78,320.09,325.61,331.28,336.25,340.24,337.01,351.38,351.28,355.89,350.53,350.28,351.75,349.46,353.38,355.48,344.37,342.19,329.82,325.04,326.75,324.01,325.72,331.07,337.82,350.03,342.39,338.20,350.29,346.09,326.96,328.07,326.03,323.71,319.44,318.05,320.65,326.88,324.55,332.51,332.67,323.05,,,,,,336.10
2007-01-02 22:17:11+00:00,L7,339.25,339.35,335.24,337.83,345.14,347.07,343.40,346.85,344.50,342.58,342.99,349.29,347.96,343.42,348.31,343.35,343.02,337.51,341.55,339.16,342.74,344.43,345.72,348.20,346.48,352.18,348.89,346.55,347.28,350.28,345.07,343.91,336.88,334.16,333.00,326.45,325.04,325.60,323.60,327.53,340.53,348.64,352.64,347.70,338.25,328.76,314.44,310.39,310.95,311.08,319.51,316.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.75,333.50,337.59,339.08,339.73,332.53,335.99,342.47,334.67,346.55,345.84
2007-01-26 22:21:54+00:00,L5,346.40,338.39,340.69,338.97,340.61,337.80,342.26,341.77,342.82,344.20,343.97,347.99,343.60,343.35,335.89,344.21,337.13,336.50,334.55,338.43,339.43,343.27,346.55,343.98,352.65,345.96,348.53,344.31,350.15,347.96,346.76,337.80,334.47,328.66,326.70,321.80,319.11,318.21,309.54,319.44,324.96,337.19,338.51,335.65,322.07,312.47,306.08,315.56,314.57,316.19,317.32,323.32,318.42,319.88,318.93,318.57,325.99,333.69,342.06,345.46,355.31,357.90,362.97,364.45,370.17,371.31,372.00,366.75,376.82,372.13,366.84,366.01,370.52,372.21,363.04,356.47,347.23,347.65,344.49,341.68,341.50,350.80,360.99,358.12,344.47,350.66,360.23,341.73,347.62,335.02,334.11,336.04,335.73,327.81,,176.27,,344.42,344.27,337.42,335.05,350.93,346.70,352.47,349.67
2007-02-03 22:17:19+00:00,L7,366.20,362.93,368.19,370.02,366.69,368.92,373.76,376.94,366.65,371.16,372.91,377.12,376.66,370.05,364.35,371.03,368.42,367.29,368.00,367.99,370.62,,,,,,,,,,,,,,,,,,,,,370.78,372.95,370.39,358.50,347.77,333.79,331.03,328.15,329.42,334.06,337.98,343.42,342.01,345.76,341.50,351.74,358.07,365.03,368.85,375.95,381.88,385.40,393.34,393.60,400.63,392.14,398.73,398.31,398.94,394.50,396.84,392.91,389.35,393.05,381.52,369.74,375.71,372.52,370.22,374.50,373.70,389.46,391.75,383.32,421.23,383.20,366.55,365.48,364.95,365.64,359.80,357.56,358.70,356.19,,,,359.55,353.73,358.87,,,,
2007-02-04 22:16:09+00:00,L5,362.31,360.80,355.84,360.41,363.12,361.59,367.11,364.73,365.40,368.68,368.08,367.65,362.44,361.13,357.36,359.51,353.82,355.60,353.34,354.36,361.62,369.78,365.42,362.06,364.34,367.37,363.69,366.32,367.27,367.11,363.72,357.97,349.14,344.37,342.05,334.74,334.23,334.04,332.75,341.33,345.89,354.62,361.52,352.83,338.07,328.92,325.66,327.05,322.64,325.62,332.05,327.10,332.04,333.62,331.91,330.41,329.50,339.72,343.78,355.38,365.12,369.25,378.09,379.64,380.93,385.31,382.88,382.06,385.22,390.27,385.45,385.52,385.46,381.98,378.36,365.75,361.26,361.81,357.38,360.37,360.48,369.18,375.00,372.22,375.54,372.13,369.89,359.39,360.95,354.52,351.69,349.51,352.24,345.41,345.61,348.83,351.11,354.57,350.14,343.51,352.20,360.75,364.29,368.62,356.84
2007-02-19 22:17:25+00:00,L7,358.59,357.85,348.59,354.13,355.68,362.20,366.90,362.74,360.18,364.50,369.61,360.48,359.72,356.91,359.66,363.81,361.81,352.50,354.80,353.60,359.84,364.23,365.21,363.34,366.63,363.24,361.65,363.83,372.50,366.83,365.88,361.12,350.94,352.91,350.57,345.94,341.94,341.84,344.80,342.86,351.13,356.99,362.40,360.38,351.28,340.82,326.90,322.15,323.45,322.61,329.65,333.16,334.12,336.70,338.32,330.76,326.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.02,345.24,352.63,345.59,347.38,342.85,346.69,352.54,355.84,353.43,342.49,349.43,356.65,358.94,364.56,358.03
2007-03-23 22:17:30+00:00,L7,,,,,,,,,,,,,,,341.35,,,,,,,,,,,,,,,,,345.55,336.92,336.47,337.79,330.87,327.33,326.26,328.58,326.76,338.16,353.54,353.84,353.34,340.84,333.54,316.19,314.93,318.48,320.98,319.81,320.54,324.11,325.99,312.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.03,338.87,334.79,334.27,340.96,347.92,350.85,345.20,337.88,342.42,351.84,354.28,356.84,358.27
2007-07-06 22:11:01+00:00,L7,330.84,322.39,329.05,338.37,339.44,336.77,346.20,343.49,340.81,341.20,344.71,338.52,338.65,339.04,330.90,343.12,335.08,332.50,333.20,336.16,338.88,346.49,348.71,347.76,345.02,345.33,339.10,343.09,340.36,335.33,342.04,332.16,319.27,321.40,312.55,318.40,319.58,318.17,316.41,312.06,330.62,338.22,332.11,333.54,328.25,310.70,305.92,296.08,297.76,282.22,302.94,300.18,,,,,,,,,,,,,,,,,,,,,,,,,,150.37,137.66,152.62,,,,,,,,,,,,,321.20,323.84,327.97,320.51,326.44,339.61,334.13,330.16,330.67,343.31,347.24,355.99,353.71
2007-08-07 22:10:52+00:00,L7,315.95,316.10,315.33,315.10,321.38,325.91,324.77,325.62,333.57,332.87,333.37,334.37,324.27,319.51,322.34,326.19,323.33,317.14,317.47,322.35,324.17,323.40,324.09,324.50,326.78,326.93,325.49,330.65,335.67,334.64,330.74,327.34,319.89,318.17,316.99,314.74,310.74,309.26,308.05,308.25,315.88,330.89,333.14,339.03,321.31,301.13,289.72,286.98,288.63,291.40,290.19,295.28,296.54,301.46,299.14,300.93,308.42,311.12,322.07,332.71,334.74,341.55,347.80,347.41,356.15,356.38,348.58,348.71,352.48,358.74,354.79,360.46,362.42,360.77,356.96,344.80,333.25,332.74,327.57,325.05,328.47,335.23,341.49,343.61,343.14,336.11,327.64,316.81,318.36,316.66,317.36,314.10,314.03,316.63,310.65,310.12,308.62,316.33,316.91,310.25,317.85,,,,
2007-08-14 22:17:00+00:00,L7,356.02,352.19,357.61,352.38,363.05,367.08,368.46,365.06,370.20,367.45,369.81,372.20,361.92,365.56,364.07,366.47,365.42,364.20,362.29,362.57,367.66,367.42,370.72,365.90,366.37,366.85,363.68,365.89,372.72,373.15,366.03,361.64,357.34,350.84,347.89,340.84,337.81,339.27,337.95,348.66,346.49,367.84,372.03,362.59,337.97,324.18,315.76,315.70,317.97,323.42,330.80,326.40,337.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.25,357.01,351.66,355.97,358.24,360.64,352.27,360.28,368.04,365.55,376.26,363.80
2007-10-02 22:13:42+00:00,L5,328.97,328.63,325.06,326.08,329.34,331.89,334.26,339.13,337.77,332.85,336.48,336.79,332.00,330.14,324.77,331.26,326.75,324.60,321.40,320.77,324.42,332.01,331.85,327.95,325.95,332.68,327.39,332.44,339.24,336.75,340.84,332.17,329.39,325.23,321.44,314.59,312.60,313.03,309.95,312.23,324.00,327.90,329.26,319.40,306.95,306.33,292.49,291.63,290.41,292.32,289.17,299.00,308.96,310.15,311.93,313.10,312.97,322.77,332.52,335.38,344.20,352.21,351.45,350.63,358.49,362.65,360.00,353.07,359.67,359.78,358.78,357.64,355.62,355.20,,,,,,,,,,,,,,,,,316.98,315.11,318.99,320.46,312.34,312.76,315.84,318.70,319.85,312.68,314.93,319.44,316.62,333.73,344.51
2007-12-04 22:17:13+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.35,318.78,326.05,326.89,333.09,336.38,338.10,351.49,352.81,365.10,366.95,369.89,366.89,376.89,378.10,372.43,366.64,374.97,378.89,372.66,371.51,372.61,378.68,367.93,368.43,350.65,348.37,347.11,343.26,351.31,351.49,361.84,364.21,365.06,356.30,355.98,338.20,348.31,342.79,338.01,332.31,332.43,327.11,,,,,,,,336.65,334.35,342.60,338.40
2008-03-18 22:10:55+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.81,314.93,317.63,324.41,326.49,324.79,316.79,319.09,324.94,,,328.15
2008-03-25 22:17:07+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.71,333.89,344.72,,,,,,,,,,,,,,334.67,335.89,336.76,353.22,353.73,370.69,370.34,372.04,374.55,375.16,383.29,375.99,373.97,377.06,379.72,373.88,374.79,373.56,377.00,370.64,360.42,348.06,,,,,,,,,,,,352.00,344.28,334.38,332.24,,,,,,,,322.23,335.21,347.84,344.96,350.99,351.09
2008-05-05 22:10:50+00:00,L7,346.49,342.71,336.21,335.67,340.39,342.02,346.54,344.67,344.35,349.02,346.32,346.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.52,303.16,301.60,301.51,308.10,309.41,315.21,318.47,325.88,325.73,339.28,342.33,341.76,359.68,363.81,363.95,365.16,372.59,381.63,378.62,379.15,375.18,373.87,375.99,371.51,376.75,372.77,384.58,378.10,377.73,366.38,358.79,356.72,,,,,,,,,,,348.69,340.52,333.93,336.41,331.84,331.76,331.97,,,,,,,341.61,339.94,342.81,339.30
2008-06-22 22:10:26+00:00,L7,,,,,,,,,,,,297.36,,,,332.99,334.23,330.35,325.73,330.04,334.90,344.16,,,,,,,,,,,,,,,,,,,,,328.19,319.09,305.90,302.97,293.13,288.11,287.78,292.67,287.20,286.76,293.67,291.35,290.61,285.15,297.32,306.18,317.17,296.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-29 22:16:33+00:00,L7,340.88,335.29,327.04,327.19,,,,,,,,,,,,,,,,,,,,,,,,325.06,335.97,327.57,329.06,319.93,311.57,,,,,,,,,,,,,,,290.42,285.85,292.91,295.87,299.84,307.07,302.57,293.67,306.65,303.79,315.53,340.71,347.85,351.11,346.36,353.11,353.15,365.20,369.01,368.31,365.82,370.06,371.66,354.89,358.59,355.35,349.19,349.86,332.17,324.90,323.56,328.49,325.86,321.16,326.98,325.23,348.23,,,,,,,,,,320.37,313.92,316.81,,,,,,338.54,337.89,344.05,345.93
2008-08-09 22:09:59+00:00,L7,328.25,323.40,326.15,329.12,331.39,333.82,339.40,340.12,339.40,339.52,344.79,339.89,338.39,334.87,334.44,341.66,338.44,336.25,331.74,328.78,331.78,332.44,334.81,333.08,335.50,333.35,335.74,339.24,341.58,342.98,345.50,338.28,328.15,332.71,327.81,322.43,321.20,321.41,316.00,324.43,333.48,341.41,344.16,340.89,328.94,314.06,301.07,295.76,289.53,296.90,297.01,302.96,310.10,312.56,314.57,316.09,325.35,330.74,334.67,339.12,334.79,338.41,352.30,,,,,,,,,,,,,,,,,,,,,,,,,330.99,330.29,326.83,326.38,323.30,318.66,323.68,323.81,321.02,326.10,330.20,327.85,320.83,329.32,343.70,342.67,,
2008-09-01 22:15:59+00:00,L7,349.76,342.50,340.75,344.95,350.84,353.24,358.20,359.11,356.71,361.17,360.73,363.05,355.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.20,324.30,307.88,311.05,307.52,307.92,316.12,322.43,329.36,334.35,342.37,343.43,351.38,352.46,365.15,369.57,370.75,379.45,386.06,385.82,389.10,386.20,385.38,378.90,387.66,384.40,389.76,391.17,395.14,394.78,383.84,374.97,365.92,363.05,360.51,359.58,358.81,371.62,380.56,373.99,373.48,373.81,369.29,355.09,355.33,347.12,350.73,346.14,342.55,340.62,341.96,342.88,347.26,350.48,,,,,,359.14,358.05
2008-10-12 22:09:49+00:00,L7,331.93,331.82,327.03,330.20,330.71,333.11,333.37,337.14,340.33,339.91,341.05,339.36,338.57,,,,,,,,,,,,,,,333.13,340.47,344.05,345.16,332.78,320.30,,316.51,,,,,,,,,,,,305.61,300.45,293.19,298.19,300.34,305.41,311.00,311.35,315.62,314.89,324.76,321.74,332.14,339.71,345.82,352.32,354.71,362.30,365.02,363.22,363.10,360.15,367.08,360.14,359.74,367.77,365.32,365.79,357.98,348.78,336.30,342.49,,,,,,,,,,335.41,337.83,332.89,329.97,327.25,328.23,326.54,323.79,,,,,,334.50,341.91,341.27,350.39,351.36
2008-11-13 22:10:19+00:00,L7,346.37,341.49,341.02,341.08,339.06,343.51,345.79,351.61,346.40,347.76,348.62,348.00,342.94,340.50,341.05,345.76,342.40,336.87,338.12,338.57,345.21,345.43,344.99,347.71,350.32,345.25,341.81,343.23,343.97,342.04,346.75,335.26,335.29,332.24,328.58,324.74,320.70,324.07,319.26,326.44,335.93,337.77,340.74,326.93,316.63,306.92,296.96,295.12,298.83,303.08,309.37,314.84,317.74,317.62,330.90,323.01,334.41,335.52,342.40,350.45,353.32,359.33,361.95,368.47,367.48,363.92,362.44,359.40,369.95,368.68,368.48,370.29,376.05,371.77,365.02,354.86,351.56,329.81,341.05,340.10,341.78,351.42,363.02,360.81,355.57,364.34,355.71,345.60,355.80,345.93,340.70,342.93,334.64,336.39,340.77,342.58,344.81,344.31,347.15,343.18,345.17,355.28,,,
2008-11-28 22:10:42+00:00,L5,348.31,346.41,340.27,343.78,348.84,347.13,355.06,347.57,350.98,355.26,357.57,354.61,350.88,350.34,349.21,355.13,343.40,344.63,343.06,346.01,344.83,355.88,349.29,350.56,356.37,352.86,334.35,343.72,341.95,344.03,340.93,337.31,324.02,329.71,323.75,326.82,333.90,327.18,324.36,331.08,336.61,346.26,341.56,335.72,319.27,313.45,302.86,306.63,304.84,315.03,313.98,321.86,318.96,327.21,326.45,336.55,335.61,344.87,350.92,354.34,362.70,369.91,381.03,379.26,383.99,380.97,378.55,371.16,381.01,380.48,377.57,385.92,383.98,388.82,376.99,369.18,356.80,354.48,352.40,352.87,350.48,357.50,371.70,367.87,369.55,369.33,366.15,349.66,349.30,342.44,340.96,336.91,335.79,330.26,335.02,333.02,344.04,348.25,343.54,336.48,337.94,347.69,337.93,343.60,350.32
2008-12-22 22:16:31+00:00,L7,,,,,,,,,,,,,,,,338.64,337.17,,,,,,,,,,,,,,,,,,,323.28,319.44,318.28,321.01,321.11,331.25,336.07,335.61,327.87,310.77,303.28,296.37,292.59,291.66,300.29,301.60,308.65,309.83,311.78,317.52,321.78,328.23,330.03,339.43,337.37,349.12,361.77,363.88,364.45,365.94,366.97,354.46,347.68,362.08,359.90,353.32,,,,,,,,,,,,358.19,357.08,349.91,358.12,345.07,339.60,332.04,335.47,333.23,329.45,323.78,325.30,327.35,326.33,326.46,330.10,328.66,322.44,326.28,337.85,332.79,,
2008-12-31 22:10:49+00:00,L7,,,,,,,,,,,,,338.42,334.10,323.86,,333.00,330.26,329.15,332.83,334.42,335.46,331.07,319.74,335.60,335.93,330.20,333.75,337.39,333.97,328.74,321.26,319.99,316.60,318.99,313.89,306.73,307.56,306.05,309.72,321.67,324.65,329.86,314.83,298.99,293.72,281.03,,,,,,,,,,99.05,,,,,,,,,,,,,,,,,,,,,,,,,182.76,196.92,167.76,,,,,,,,,,327.70,335.50,337.58,344.51,346.91,344.85,335.83,346.64,351.79,353.30,357.45,359.44
2009-01-31 22:12:28+00:00,L5,332.54,326.08,326.25,322.51,328.47,329.63,332.04,334.18,335.24,331.79,337.00,338.73,337.22,334.26,330.60,333.54,333.51,330.58,331.17,329.92,333.02,333.30,339.77,329.22,329.82,325.77,327.58,332.55,337.70,331.94,330.01,324.02,317.04,317.39,315.26,308.91,299.56,301.86,303.47,311.68,321.61,325.24,326.77,321.63,310.79,298.72,292.22,293.25,290.54,294.54,293.14,296.42,300.65,304.75,307.19,313.90,314.53,323.59,328.38,334.93,347.05,354.00,358.70,358.62,361.17,362.73,359.48,359.69,368.88,369.35,365.46,366.66,371.46,369.36,362.41,354.36,344.65,339.09,334.09,333.90,335.28,340.49,355.70,357.56,352.29,351.64,341.13,327.64,332.34,327.44,326.27,326.17,325.55,320.46,321.32,322.77,334.85,340.20,340.26,331.06,335.52,343.68,340.16,353.90,350.40
2009-02-09 22:06:55+00:00,L5,342.67,341.64,335.87,343.30,349.22,344.23,347.28,346.09,341.49,347.32,345.70,351.73,339.66,338.21,346.58,343.37,344.79,340.50,339.13,343.69,342.33,351.97,350.54,351.29,356.10,349.14,349.00,349.70,357.75,349.52,348.72,340.93,334.56,329.81,322.37,328.77,322.51,321.99,319.55,314.89,321.75,331.46,329.45,315.86,302.52,292.64,289.71,286.54,292.27,291.90,300.19,302.71,305.11,314.59,311.64,322.61,338.50,340.81,332.32,337.51,346.02,364.83,373.42,371.41,370.83,371.39,361.39,357.58,371.73,366.05,367.92,368.40,380.10,374.63,369.94,362.22,354.36,350.04,346.30,345.40,342.17,353.59,364.50,365.30,363.66,359.80,355.82,357.72,352.41,334.50,336.38,341.34,333.77,335.72,335.98,340.07,345.64,351.03,351.23,339.54,344.21,350.35,347.53,350.19,347.99
2009-03-28 22:17:13+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.89,373.65,380.70,382.22,391.07,388.64,379.90,372.15,386.95,390.53,394.00,389.80,390.13,393.25,389.38,374.47,365.82,363.20,,,,,,,,,,,361.86,,,,,,,,,,354.35,346.23,347.92,362.25,356.94,364.75,357.45
2009-05-15 22:17:24+00:00,L7,,,,,,,,,,,,,,,,,52.38,,,,,,,,,,,,,490.21,,,,584.25,,,,,,,,,,,141.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.37,,,,632.74,616.93,560.88,233.45,153.24,,,,,,,,112.47,,,,,,,,,146.46,,,,,,
2009-09-04 22:17:08+00:00,L7,352.51,352.20,349.25,348.38,355.61,357.09,358.65,356.05,359.21,362.08,360.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.39,317.04,312.01,306.69,309.54,312.06,316.77,321.58,321.14,323.66,325.80,328.72,336.15,344.52,348.86,358.23,365.64,371.45,375.95,379.69,379.58,383.55,379.10,377.76,382.06,382.41,375.11,378.28,384.75,384.86,380.49,374.65,365.05,363.83,357.39,353.58,351.20,359.90,371.57,368.25,370.26,371.57,368.70,357.90,358.33,352.44,347.52,351.72,345.59,347.85,344.74,348.24,351.36,352.52,,,,,,360.29,357.01
2009-12-02 22:12:00+00:00,L7,347.56,343.66,340.58,337.74,348.20,342.50,346.39,,,,,,,,,,,,,,,,,,,342.97,341.91,351.24,352.86,347.54,350.41,337.78,336.06,333.06,327.05,327.67,306.13,,,,,,,,,,,,310.08,308.48,312.58,316.02,313.08,320.68,325.83,334.98,341.01,344.97,348.09,359.02,365.78,364.99,375.99,377.23,379.56,376.03,369.46,365.24,369.05,367.20,365.61,369.48,378.91,377.82,372.13,359.85,352.89,346.79,341.25,331.50,335.64,347.19,357.95,360.16,355.87,363.29,360.97,343.99,348.84,341.71,335.33,341.65,334.76,,,,,,,,332.60,345.30,352.32,357.43,348.56
2009-12-09 22:17:51+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.04,343.34,333.99,322.70,319.68,314.50,,367.68,417.90,406.45,,,,,,,,,,299.48,300.66,309.93,310.99,316.31,318.19,326.69,327.67,336.82,338.03,343.88,354.34,361.03,365.37,365.00,367.88,363.04,363.03,359.44,366.47,363.39,363.75,364.09,365.07,375.52,368.01,366.13,350.92,348.72,338.35,339.16,342.08,345.94,356.17,361.99,364.22,360.65,362.71,344.20,354.12,342.31,338.57,335.90,339.67,330.43,333.62,,,,,,,342.93,345.01,350.66,348.42
2010-02-03 22:17:50+00:00,L5,343.81,335.38,336.60,339.50,342.75,346.81,350.72,348.40,349.74,356.89,357.73,360.59,352.94,349.30,351.50,350.50,344.92,348.13,347.29,350.26,356.41,357.93,359.56,358.91,364.50,357.73,353.52,349.89,354.12,354.54,356.99,351.59,341.06,338.73,337.55,336.44,328.38,334.52,334.60,334.80,340.05,353.06,353.70,347.27,334.98,324.40,308.08,309.86,309.82,311.95,309.81,309.60,316.99,323.04,329.91,327.47,335.08,345.39,358.23,363.74,359.27,364.12,385.04,382.11,381.87,380.46,376.88,370.61,375.62,377.94,368.16,367.50,377.41,377.72,379.56,373.25,359.63,,,,,,,,,,,,,347.01,340.80,338.66,343.39,346.01,344.41,345.73,348.81,350.54,352.31,342.74,349.41,355.66,356.51,356.76,355.69
2010-02-20 22:13:09+00:00,L7,,,,,,,,,,,,,,,,,336.01,338.79,336.37,338.62,349.30,348.85,350.69,355.21,352.90,350.00,344.55,351.05,354.00,347.26,350.69,337.36,332.49,326.74,326.28,324.74,316.12,321.79,319.47,321.33,331.06,333.36,335.55,322.60,,,,,,,,,,,,,,343.75,345.36,358.99,361.29,369.52,370.01,375.16,376.48,375.79,369.13,360.09,373.84,375.15,372.78,373.26,378.90,378.51,379.21,370.35,361.44,349.59,350.04,341.33,347.33,351.67,362.99,367.48,367.11,368.57,363.67,351.44,,,,,,,,,,346.11,348.07,340.66,344.47,350.27,355.49,362.87,354.70
2010-04-09 22:13:00+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.21,303.40,306.70,307.98,308.58,312.59,313.40,332.41,335.54,338.00,352.64,356.24,365.42,358.94,365.08,360.77,352.79,357.42,355.23,363.53,356.67,360.41,366.40,361.73,361.49,350.95,342.65,,,,,,,,,,,,,336.22,334.18,,,,,,,,335.62,324.23,330.21,344.16,338.94,350.17,339.45
2010-05-11 22:12:55+00:00,L7,,,,,,,,,,,,,,,,,,,,314.26,329.17,333.92,337.54,334.37,337.94,342.82,336.70,341.28,342.32,340.91,334.38,322.01,314.61,310.51,316.94,308.86,307.60,308.41,306.83,318.49,318.32,324.44,328.39,317.97,,,,,,,,,,,294.55,298.08,297.58,311.41,326.23,333.07,336.73,347.79,350.57,350.33,359.49,361.88,352.52,345.66,348.99,342.86,346.04,350.58,351.93,353.96,347.29,344.42,325.38,,,,,,,,,,,,,,,,,,,,,332.54,333.56,329.89,337.88,346.08,348.68,354.19,354.70
2010-07-05 22:19:10+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,467.97,,,,,,,542.75,,,,,,,,,,,,299.90,294.62,282.97,289.43,290.81,295.24,300.67,,343.34,337.39,307.82,307.69,306.56,306.64,305.93,315.20,,,,,344.78,349.87,344.21,344.79,349.57,350.50,337.20,342.68,350.95,352.81,378.18,353.62,329.99,504.79,506.00,311.14,312.13,324.54,334.31,343.41,337.36,338.37,,,,,,,289.22,311.69,,306.82,308.78,,,,,,,344.27,340.94
2010-08-22 22:19:13+00:00,L7,345.76,337.73,338.27,341.06,343.51,339.51,346.05,347.12,347.13,351.37,349.95,352.22,352.52,353.80,345.71,356.18,346.34,345.82,340.80,344.66,344.03,345.41,348.30,344.48,344.51,348.47,341.16,345.36,346.13,348.25,346.54,344.95,337.58,334.13,335.40,329.55,327.86,327.00,334.03,331.81,341.19,342.72,338.23,324.96,313.04,306.10,295.71,295.27,297.40,303.72,301.00,309.46,308.76,307.37,295.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.79,341.82,335.76,335.66,338.75,336.63,340.94,344.32,333.07,337.82,346.76,349.00,352.57,357.05
2010-08-31 22:13:27+00:00,L7,,,,,,,,,,,,,,,327.46,341.44,339.19,339.47,337.71,336.52,344.30,345.80,343.89,349.42,344.48,343.90,339.61,341.78,348.12,345.84,353.19,342.24,343.23,341.71,332.34,333.42,327.28,333.58,331.43,332.93,341.36,349.16,349.65,338.40,326.02,,,,,,,,,,,,,,,,,,,,373.06,378.96,371.89,370.21,373.09,369.67,362.61,364.63,365.06,371.60,366.33,357.10,356.80,,,,,,,,,,,,,,,,,,,,329.91,343.63,340.82,330.13,339.28,343.31,344.17,359.89,354.70
