dates,nzd0526-0000,nzd0526-0001,nzd0526-0002,nzd0526-0003,nzd0526-0004,nzd0526-0005,nzd0526-0006,nzd0526-0007,nzd0526-0008,nzd0526-0009,nzd0526-0010,nzd0526-0011,nzd0526-0012,nzd0526-0013,nzd0526-0014,nzd0526-0015,nzd0526-0016,satname
1999-08-17 22:13:37+00:00,311.30,299.52,310.64,312.28,302.47,308.72,301.63,292.19,,,,283.36,280.12,299.37,295.08,305.32,308.68,L7
1999-09-27 22:07:36+00:00,319.75,313.95,317.93,321.49,316.19,317.35,310.81,308.72,331.01,319.07,317.23,299.64,299.31,315.30,306.40,310.29,313.10,L7
2000-02-02 22:07:23+00:00,319.51,311.13,316.01,317.62,317.06,320.92,314.83,311.08,321.09,312.53,308.72,303.26,302.99,315.42,308.44,311.03,313.27,L7
2000-03-21 22:07:12+00:00,328.89,324.90,324.16,322.83,323.84,326.73,322.68,324.39,321.09,312.53,308.72,313.20,314.43,323.45,315.12,313.88,315.56,L7
2000-05-08 22:06:44+00:00,322.45,318.20,322.21,316.23,313.10,321.89,316.83,312.50,301.92,303.78,293.80,297.22,310.35,314.65,312.94,314.32,311.02,L7
2000-05-15 22:12:54+00:00,319.62,317.66,322.56,315.15,311.72,319.61,314.10,308.93,301.92,303.91,288.86,294.13,310.35,319.11,314.90,312.75,313.02,L7
2000-05-31 22:12:42+00:00,315.31,314.84,322.56,312.51,311.23,316.62,314.35,306.83,300.85,298.51,287.43,295.44,310.35,315.63,311.60,312.75,313.02,L7
2000-06-16 22:12:38+00:00,314.47,312.06,316.34,310.97,308.41,315.48,312.31,303.47,291.27,292.69,283.91,291.15,310.35,319.44,311.60,303.44,315.61,L7
2000-08-12 22:05:41+00:00,311.83,309.04,313.05,307.76,303.40,310.73,307.17,297.83,278.68,290.07,280.22,287.25,318.55,320.88,313.74,303.00,317.01,L7
2000-08-19 22:11:49+00:00,314.40,311.04,314.28,308.11,303.67,310.99,307.63,298.18,278.68,294.35,285.28,291.09,319.06,320.88,319.69,305.69,316.71,L7
