dates,nzd0526-0000,nzd0526-0001,nzd0526-0002,nzd0526-0003,nzd0526-0004,nzd0526-0005,nzd0526-0006,nzd0526-0007,nzd0526-0008,nzd0526-0009,nzd0526-0010,nzd0526-0011,nzd0526-0012,nzd0526-0013,nzd0526-0014,nzd0526-0015,nzd0526-0016,satname
1999-08-17 22:13:37+00:00,311.30,299.52,310.64,312.28,302.47,308.72,301.63,292.19,,,,283.36,280.12,299.37,295.08,305.32,308.68,L7
1999-09-27 22:07:36+00:00,328.20,328.38,325.22,330.69,329.90,325.98,319.99,325.24,331.01,319.07,317.23,315.92,318.50,331.23,317.72,315.27,317.51,L7
2000-02-02 22:07:23+00:00,319.02,305.48,312.17,309.88,318.81,328.06,322.86,315.81,311.17,306.00,300.20,310.49,310.35,315.67,312.51,312.49,313.62,L7
2000-03-21 22:07:12+00:00,339.45,340.85,335.09,327.92,322.81,326.16,325.18,332.13,,,,,,,,,,L7
2000-05-08 22:06:44+00:00,308.87,308.28,319.37,310.89,297.68,311.44,302.46,289.57,292.66,301.56,287.40,283.95,,313.63,313.38,316.15,308.43,L7
2000-05-15 22:12:54+00:00,311.13,316.03,323.60,311.90,307.59,312.79,305.88,298.21,,304.18,278.99,287.94,,328.04,318.82,309.61,317.00,L7
2000-05-31 22:12:42+00:00,298.09,303.57,,301.98,309.24,304.63,315.35,298.43,298.71,282.31,283.14,299.37,,305.17,301.68,,,L7
2000-06-16 22:12:38+00:00,310.28,298.16,291.47,303.28,294.30,309.78,302.15,286.69,262.56,269.40,269.84,273.99,,334.67,,275.51,323.37,L7
2000-08-12 22:05:41+00:00,303.19,287.32,295.72,290.61,288.79,299.55,292.00,281.95,260.78,292.90,281.73,290.98,318.55,322.88,321.09,310.71,319.26,L7
2000-08-19 22:11:49+00:00,329.76,323.05,320.43,310.18,305.29,312.61,310.40,300.30,,315.74,310.57,310.32,319.57,,343.47,316.46,315.49,L7
2000-09-20 22:11:14+00:00,318.75,311.02,309.19,305.57,302.47,310.05,310.20,307.59,304.94,299.52,300.17,307.26,319.70,324.98,316.41,315.82,314.08,L7
2000-11-16 22:04:56+00:00,320.96,308.12,306.88,308.37,306.71,318.99,318.03,309.14,308.07,294.96,296.78,301.49,313.25,323.76,315.04,302.37,306.78,L7
2000-12-18 22:05:01+00:00,322.69,313.40,314.56,314.61,313.43,316.73,312.99,314.87,303.27,288.08,292.28,302.00,321.46,320.95,309.35,308.16,305.98,L7
2001-04-16 22:10:54+00:00,317.67,309.96,315.17,320.00,312.49,320.19,320.09,326.61,324.11,306.55,298.17,292.77,303.43,316.06,309.72,311.18,319.47,L7
2001-07-14 22:03:57+00:00,312.16,287.01,294.08,290.49,283.60,292.23,290.26,,,272.53,270.61,283.29,277.02,294.37,285.67,287.14,307.52,L7
2001-08-15 22:03:26+00:00,314.47,308.58,315.08,328.28,334.04,329.93,318.12,317.75,317.13,303.53,306.51,309.23,,320.81,312.55,307.88,311.76,L7
2001-08-31 22:03:17+00:00,320.44,330.23,331.43,333.46,334.10,339.81,335.08,333.76,330.48,321.88,319.82,324.42,,342.40,333.11,327.61,336.67,L7
2002-05-05 22:09:37+00:00,313.84,296.46,301.14,299.20,294.61,305.90,302.87,295.90,291.73,297.56,280.72,,283.85,305.24,295.48,291.22,299.77,L7
2002-05-14 22:03:19+00:00,339.94,327.70,322.25,325.17,327.27,339.42,340.16,,330.43,327.47,,321.06,,340.86,332.07,320.48,320.52,L7
2002-06-15 22:03:07+00:00,306.89,290.93,291.20,288.50,289.97,294.90,294.86,277.18,,,262.44,281.21,266.15,,,,,L7
2002-07-01 22:03:02+00:00,312.78,290.54,288.89,288.63,292.23,302.37,295.29,288.35,,,264.93,274.13,270.45,,,,289.54,L7
2002-07-08 22:09:12+00:00,317.90,291.51,308.59,292.24,298.87,311.92,308.14,,,311.94,313.82,,,328.89,321.48,,316.03,L7
2002-08-09 22:08:57+00:00,330.18,322.86,321.23,331.02,322.92,334.65,340.11,341.44,337.99,333.13,329.84,326.51,336.87,347.61,327.78,324.10,336.68,L7
2002-08-18 22:02:45+00:00,312.16,296.89,297.68,297.58,301.76,311.83,305.92,303.17,314.56,305.61,309.02,298.45,,320.55,310.60,300.92,315.48,L7
2002-09-10 22:08:43+00:00,323.07,316.85,311.52,322.96,328.31,338.06,336.53,331.44,323.25,308.65,310.54,314.67,327.25,342.65,337.56,326.04,328.86,L7
2003-05-17 22:03:18+00:00,348.03,,325.97,327.49,322.64,333.73,329.89,336.54,332.90,313.69,321.41,327.98,328.80,327.00,322.12,315.80,318.75,L7
2003-08-05 22:02:59+00:00,,,,,295.87,306.78,302.10,,,282.69,278.56,286.08,,300.32,296.46,290.39,302.27,L7
2003-08-13 21:51:32+00:00,335.70,327.26,326.35,330.46,330.35,329.90,335.84,336.50,332.85,319.09,317.27,319.23,323.42,332.15,329.82,326.83,332.01,L5
2003-08-29 21:51:49+00:00,334.28,324.79,316.52,324.97,318.38,332.51,335.64,330.97,328.96,315.80,321.87,321.83,326.11,338.28,328.80,321.59,319.70,L5
2003-10-07 21:58:35+00:00,334.44,328.04,324.95,326.49,327.53,335.30,340.28,320.86,318.99,304.91,312.58,313.97,319.88,338.20,337.41,330.90,328.21,L5
2003-10-15 22:08:58+00:00,,,315.65,314.35,319.59,329.98,331.24,323.43,319.45,308.79,304.34,309.63,322.79,334.28,335.62,327.02,323.82,L7
2003-11-16 22:09:23+00:00,,,,,305.33,314.15,313.91,305.25,300.80,294.06,295.68,298.20,310.33,317.36,312.85,308.27,307.11,L7
2003-12-26 21:59:30+00:00,330.71,323.64,317.53,314.35,317.40,329.74,329.68,310.30,305.31,299.74,289.96,296.74,306.67,312.36,306.17,302.99,301.33,L5
2003-12-27 22:03:30+00:00,,,,,,,,321.33,317.59,302.55,299.65,311.45,317.57,321.80,313.16,310.40,309.87,L7
2004-01-04 21:53:21+00:00,336.83,330.66,328.05,327.42,321.63,328.41,325.82,322.42,320.26,305.45,302.41,320.54,321.84,326.68,321.58,311.04,309.55,L5
2004-02-05 21:53:28+00:00,342.15,328.84,320.87,322.30,327.37,340.80,339.26,341.99,333.91,319.12,317.01,316.04,317.62,321.69,312.50,308.75,311.71,L5
2004-03-23 22:10:04+00:00,324.06,328.40,323.80,326.91,331.04,335.56,320.35,319.18,315.55,300.68,300.42,304.85,315.70,315.73,307.01,298.87,,L7
2004-03-31 21:59:59+00:00,321.63,321.38,321.68,321.56,302.74,307.37,306.04,300.33,295.45,291.23,283.79,286.56,298.52,308.19,298.92,292.81,300.21,L5
2004-04-08 22:10:00+00:00,336.99,339.31,336.73,326.06,312.46,326.96,322.17,,,,,,,328.69,311.88,316.15,316.75,L7
2004-04-24 22:09:55+00:00,,,,297.90,291.96,308.24,320.11,330.45,326.41,309.60,312.94,321.05,322.08,333.74,324.87,322.64,325.06,L7
2004-04-25 21:54:35+00:00,,,,,,,,,283.97,,,,,,,,,L5
2004-05-02 22:00:57+00:00,,,,,,,,320.06,304.17,296.45,286.42,,,,286.39,284.39,300.03,L5
2004-05-03 22:03:47+00:00,329.22,326.27,321.58,316.24,,313.43,306.54,322.49,,,,,,,,305.58,313.69,L7
2004-05-18 22:01:26+00:00,340.19,341.66,330.61,328.42,325.29,340.43,333.86,341.46,332.04,325.47,319.07,321.01,329.89,334.25,330.19,321.90,320.11,L5
2004-05-26 22:09:57+00:00,308.93,295.68,299.96,296.57,294.65,300.20,300.31,277.36,264.83,271.90,268.39,280.04,272.34,,,,,L7
2004-06-04 22:03:43+00:00,296.93,280.48,286.05,297.02,280.49,,,,,,,,,,316.15,313.30,317.98,L7
2004-06-12 21:55:59+00:00,306.18,298.95,301.33,303.14,297.71,313.95,307.00,283.13,272.54,280.96,279.52,281.85,278.54,294.69,292.22,280.79,311.84,L5
2004-06-27 22:09:48+00:00,,,297.26,298.28,287.00,300.81,299.51,289.45,266.19,266.05,265.08,275.77,269.91,283.69,275.43,270.87,,L7
2004-07-06 22:03:36+00:00,306.05,291.58,300.02,302.70,290.51,299.95,293.57,285.76,264.23,270.56,266.40,271.26,264.41,,,,,L7
2004-07-21 22:03:15+00:00,298.02,299.27,295.43,302.67,299.30,326.05,314.44,311.08,291.69,307.04,306.98,308.01,311.45,333.44,331.91,,313.60,L5
2004-07-29 22:09:38+00:00,308.07,294.71,299.52,291.98,286.84,293.09,288.52,,,,,,,325.06,303.94,294.49,312.60,L7
2004-09-08 22:03:17+00:00,323.50,316.96,316.96,312.67,307.75,314.34,313.54,309.39,313.09,298.41,,,,,,,,L7
2004-09-24 22:03:12+00:00,317.54,309.62,304.51,305.17,,,,,,,,298.62,298.88,307.79,307.02,303.82,299.57,L7
2004-10-10 22:03:07+00:00,321.99,308.64,306.11,308.95,,,,,,,,295.11,307.67,314.12,305.52,300.53,306.96,L7
2004-10-17 22:09:26+00:00,337.11,336.30,331.46,325.69,329.18,334.16,334.76,330.70,325.61,,,,,,,307.75,,L7
2005-02-14 22:07:21+00:00,322.95,313.25,311.99,309.73,312.74,318.96,319.81,318.60,315.53,308.56,302.07,311.05,318.87,317.30,294.68,295.22,300.31,L5
2005-03-03 22:04:17+00:00,322.99,309.42,304.04,306.66,309.13,314.66,313.23,306.20,306.17,299.29,,,,,,,,L7
2005-03-10 22:10:29+00:00,,,,,,,,,,,,,308.69,311.96,305.81,300.34,298.38,L7
2005-03-18 22:07:46+00:00,,,,,,,,,,,,,,,,285.69,298.96,L5
2005-04-04 22:04:14+00:00,311.16,297.31,297.89,295.70,297.75,302.51,302.25,294.39,288.97,283.86,277.48,282.12,287.05,,,,,L7
2005-04-19 22:07:55+00:00,310.12,300.79,293.92,297.35,295.10,304.67,299.49,288.39,282.78,281.30,279.99,282.03,284.36,293.19,283.03,279.51,284.11,L5
2005-04-27 22:10:21+00:00,,,,,,,,298.80,303.43,293.36,281.09,282.69,,314.04,305.58,294.77,307.48,L7
2005-05-22 22:04:12+00:00,,291.50,303.04,293.23,287.93,304.08,298.37,284.58,266.61,,,,,,,,319.57,L7
2005-06-14 22:10:13+00:00,315.88,290.67,304.64,299.18,289.11,319.22,303.29,292.12,266.80,272.06,,,,,,,,L7
2005-06-15 22:02:10+00:00,320.33,298.08,301.45,299.42,300.75,299.68,307.40,282.25,267.81,272.90,269.97,281.07,278.25,288.38,285.82,277.35,,L5
2005-06-22 22:08:22+00:00,309.82,288.63,293.02,292.02,290.93,297.66,297.72,280.59,263.47,265.84,263.38,273.32,264.50,327.73,,277.00,,L5
2005-06-23 22:04:01+00:00,299.01,283.25,280.55,285.39,285.26,300.09,289.43,270.55,247.65,251.73,247.93,248.55,,,,,,L7
2005-07-08 22:08:27+00:00,313.69,299.62,296.84,296.22,293.13,300.08,302.27,274.50,271.08,257.63,265.90,267.46,266.36,290.50,292.41,278.64,,L5
2005-07-09 22:04:02+00:00,305.98,278.19,292.21,287.25,283.06,296.20,289.04,273.00,263.38,256.97,259.13,,,,,,,L7
2005-07-16 22:10:12+00:00,,,,,292.36,302.40,298.72,284.12,270.37,273.03,267.23,274.56,269.70,288.68,285.25,274.28,289.54,L7
2005-08-09 22:08:46+00:00,309.33,290.36,293.33,293.53,292.53,305.74,300.28,294.79,279.52,292.62,290.08,283.97,280.20,314.87,311.25,306.83,316.22,L5
2005-08-17 22:10:06+00:00,312.38,301.55,300.80,289.65,287.83,304.09,297.18,290.44,287.04,283.73,265.02,279.91,288.54,305.46,297.62,286.69,,L7
2005-08-25 22:08:52+00:00,307.45,296.36,297.27,294.38,294.79,302.33,304.18,294.68,274.89,272.86,278.18,280.53,278.31,294.18,282.58,279.13,283.26,L5
2005-08-26 22:03:51+00:00,312.87,295.61,297.03,291.21,293.48,302.76,298.48,290.43,270.89,,,,,,,,291.95,L7
2005-09-10 22:08:55+00:00,316.41,303.10,299.46,296.98,297.51,309.25,304.60,297.40,289.63,286.65,284.07,289.01,296.69,309.48,302.50,299.49,298.16,L5
2005-09-27 22:03:40+00:00,314.94,296.90,295.94,296.72,298.41,303.27,303.11,,,,,,,,,292.30,302.17,L7
2006-01-01 22:04:22+00:00,,315.80,311.49,308.69,310.42,318.96,312.69,312.69,306.29,304.72,306.93,308.83,312.12,314.93,312.32,307.18,,L7
2006-02-17 22:11:22+00:00,,,,,,,,,,,,309.27,313.35,320.97,308.86,303.39,312.81,L5
2006-03-22 22:04:42+00:00,,,,,,,301.80,292.80,275.93,279.36,275.11,282.86,289.02,295.60,289.04,286.81,292.86,L7
2006-03-29 22:10:52+00:00,345.94,322.97,318.38,319.78,317.27,323.24,317.91,320.11,,303.73,299.53,301.68,317.76,323.43,,,,L7
2006-04-22 22:12:36+00:00,321.32,304.83,306.94,305.98,308.00,311.30,305.60,291.51,275.61,271.71,273.30,281.22,275.55,290.61,284.80,282.59,288.92,L5
2006-06-01 22:10:50+00:00,,,,,291.74,302.76,301.80,288.49,269.80,271.86,267.75,274.69,267.78,289.89,277.19,273.06,299.28,L7
2006-06-25 22:13:31+00:00,319.88,289.05,296.68,300.79,290.39,298.37,297.65,284.15,269.94,274.79,272.37,283.00,264.79,303.48,,277.21,328.91,L5
2006-06-26 22:04:32+00:00,,288.71,301.38,291.43,286.37,301.36,289.61,276.02,263.46,264.07,259.04,272.69,263.02,,,,,L7
2006-07-03 22:10:40+00:00,300.33,281.24,287.21,289.09,282.07,293.00,290.76,278.93,251.67,253.11,257.22,262.88,258.13,273.73,268.97,260.24,,L7
2006-07-12 22:04:25+00:00,,,287.60,293.42,291.00,298.97,299.57,283.73,265.67,271.18,261.10,271.51,261.44,310.89,297.51,302.06,,L7
2006-07-27 22:13:58+00:00,315.45,295.23,294.92,299.54,306.05,318.11,304.81,292.19,277.19,291.53,279.31,280.73,271.95,311.26,308.72,288.46,301.81,L5
2006-08-04 22:10:28+00:00,313.27,298.83,302.17,302.64,298.50,309.93,303.96,,,,,,,,281.03,281.17,287.52,L7
2006-08-05 22:07:55+00:00,314.41,299.70,302.75,300.36,297.76,307.91,304.58,296.05,281.11,281.50,277.27,287.75,288.21,305.43,295.39,284.08,305.35,L5
2006-08-20 22:10:26+00:00,,,,,,304.23,302.19,294.57,279.98,278.64,268.78,273.99,276.82,290.35,288.34,283.57,291.70,L7
2006-08-28 22:14:23+00:00,311.44,300.38,300.40,302.42,299.07,303.06,301.57,303.64,290.34,287.15,281.04,284.96,293.67,309.38,297.73,295.21,309.00,L5
2006-09-13 22:14:35+00:00,312.49,299.96,299.85,306.85,303.15,306.89,303.23,301.40,282.14,283.87,280.73,288.49,289.89,295.59,294.62,276.65,280.50,L5
2006-09-21 22:10:16+00:00,336.18,325.33,,,,,,,,303.61,302.90,299.78,311.09,314.72,308.46,307.61,311.43,L7
2006-10-08 22:08:40+00:00,326.97,317.57,310.86,307.39,317.47,328.88,327.93,317.98,321.03,301.66,297.79,293.28,302.85,315.57,304.92,308.79,315.64,L5
2007-03-09 22:05:07+00:00,320.59,315.39,316.77,315.23,313.48,311.51,308.27,302.02,291.01,289.28,,,,,,,,L7
2007-03-16 22:11:19+00:00,315.92,314.61,315.47,313.68,308.45,309.37,302.80,300.58,296.73,,,,,,,,303.51,L7
2007-05-19 22:11:07+00:00,,,,,,307.55,301.77,293.79,300.00,279.64,265.24,272.11,,321.51,307.62,295.48,314.06,L7
2007-07-06 22:11:01+00:00,,,,294.74,298.67,306.04,295.37,283.10,268.59,271.88,271.20,276.16,273.71,293.01,281.63,282.41,309.00,L7
2007-07-15 22:04:48+00:00,,285.01,,,,,,,,300.27,,273.25,268.19,334.80,324.66,318.81,331.07,L7
