,dates,nzd0461-0000,nzd0461-0001,nzd0461-0002,nzd0461-0003,nzd0461-0004,nzd0461-0005,nzd0461-0006,nzd0461-0007,nzd0461-0008,nzd0461-0009,nzd0461-0010,nzd0461-0011
0,1999-09-25 22:19:33+00:00,192.3456876380215,180.48521795768625,185.03998695839576,188.48629782871413,189.76600858017528,183.19905884151916,167.80492714078986,167.91432148598204,168.19359090916262,166.66189947974686,171.45406947024503,176.7802792184703
1,1999-11-12 22:19:27+00:00,201.04896229144268,195.66225271397036,190.7676488062932,195.2846832060485,190.72477665936452,188.5363058866314,184.93293065217333,180.27076723028264,181.0264108921369,182.31714303314365,191.98750800219275,194.34945463559572
2,1999-11-19 22:25:35+00:00,201.86837661493848,185.59010625788156,143.71637126636077,146.31671415423645,135.88049744254627,,174.74548169270224,181.7120344632551,175.4017834988577,179.13266637470508,184.78916927700817,184.1380536038772
3,1999-12-05 22:25:37+00:00,194.06984744858048,170.39636220227396,126.98412685736886,127.6720142122044,188.3200918362336,,171.11914263742824,164.59013719283024,155.4517302357061,156.07240565492776,165.52377361288822,174.88042650758217
4,1999-12-30 22:19:21+00:00,221.0651219722773,199.46348851304063,200.84791746110065,212.56146099458863,216.39263799145743,207.44133905644443,197.87686175509904,190.6704430264175,182.31088377364367,172.55471173934188,182.06075953856032,185.37453313989224
5,2000-02-16 22:19:16+00:00,209.9189184513745,197.23791178645973,178.5500442949572,129.64481997233415,184.82557869005015,175.87968642312217,175.48109181932375,176.93901884189995,168.1522758127092,169.606030378475,176.93911875357583,182.9730915913173
6,2000-04-20 22:18:51+00:00,189.4775681372457,180.03257884677384,181.7528623308348,190.0446482434868,198.0218888300872,180.8371860763058,167.21854870538857,166.76695157456388,156.7361540647942,155.88048999344764,170.89904085287046,176.55362114455548
7,2000-09-27 22:17:00+00:00,192.001391448026,188.24130041680863,195.7640588537136,195.21689847335824,206.60657444040905,187.35903002031256,174.47318285005673,172.928165274606,167.3932758840357,163.13802410637098,170.55844613618882,184.33794305312412
8,2000-11-14 22:16:54+00:00,193.70521597325956,178.94621219743252,179.8046934334809,191.19540591414795,198.01815980818716,189.2996747582468,183.29356253115736,180.7602504546456,167.85357289609578,162.83983998554797,161.44381661552137,179.13864853234958
9,2000-12-07 22:23:04+00:00,175.74748538261667,168.83246465154727,166.75106854966066,171.21366096554385,185.79383865487216,175.69135880643097,174.70131787997113,170.25556571381614,169.77150487919485,169.52964257903966,176.47344756291898,182.69461404723145
10,2000-12-16 22:16:59+00:00,195.8330858155511,187.8939044896414,183.80873227918548,195.19477622237724,205.4970478994612,203.464269186727,199.8921757655628,187.96268662325213,183.66948698125503,175.02382120600095,190.31533350354528,203.62483436724497
11,2001-01-01 22:16:57+00:00,194.9315871750104,182.12667161933095,183.96718113800824,196.97716598902855,204.92291204199188,189.7808284354703,179.3351062845074,178.4391147232223,174.19711143492304,175.65845214760088,191.74059159203767,203.71059724827123
12,2001-01-17 22:17:03+00:00,189.82284061740887,177.81023084525393,180.193031571798,188.86636626598263,198.69619836717985,189.03197218287596,183.09475077209865,179.80110150619063,172.61945318540722,171.61983945855252,182.80135993106347,193.78675897791828
13,2001-04-07 22:16:37+00:00,174.17773040289623,168.35174956018386,163.08038884985916,175.05567811164096,180.7327964812527,168.66025863461752,161.5153208056825,157.62432883781202,146.71091238749048,142.1053554254983,148.0149017862143,161.37253945005523
14,2001-10-23 22:21:01+00:00,183.8176443683075,174.73397585529864,184.3828490563144,189.93158141683276,198.14048357256289,187.3280312249431,183.89701701625728,177.00753741322023,167.8776966324635,162.79757261656596,171.94207923472234,178.54530737281866
15,2001-11-01 22:14:53+00:00,165.19007789144953,157.23098248192466,151.72177702562269,151.86140292500917,155.66366170488843,141.9881797664084,143.8652423531003,132.43522164224404,124.72041898429308,125.99190832187774,145.2431147744596,161.6394147815561
16,2002-01-04 22:15:14+00:00,182.98602761264152,174.1788158644781,168.26921073661416,175.78807419862633,182.97904611932177,174.4967392906907,164.34907656176432,159.6658941557315,154.82668647431905,160.98520418918622,167.62237422363,179.58000110129615
17,2002-02-05 22:15:25+00:00,200.57339550881107,189.12766387752896,184.42757010419243,186.8111451888605,191.5074471278916,181.6913090077066,183.20006019265685,175.8943802110331,171.78634923580302,165.7636993706845,172.44939344383698,187.78251290867823
18,2002-02-12 22:21:39+00:00,182.86726614610933,188.58325992938936,185.5222073551936,192.9262839374305,199.814358248759,191.73978036489189,179.9491358721957,181.35688439832143,172.34863928815452,165.56143488460825,172.45925719612478,177.5163527473753
19,2002-03-09 22:15:29+00:00,180.64424908275123,185.20057131626183,182.36292421407103,191.1705657687056,195.4465904969016,185.7545178978666,180.77147438878245,177.77646880897183,182.6837633148817,177.24421246259195,187.22955757684508,192.60377684022
20,2002-05-12 22:15:19+00:00,173.61666243555493,171.98419357513342,170.4453348625537,177.53664695900238,186.09018431676915,,172.89860701635735,167.89934518014232,159.44040893617333,150.91256173945197,,
21,2002-10-03 22:14:17+00:00,188.2154654411821,181.09864190453112,168.84072152576496,176.86828108683454,189.2263739973167,175.97402950452528,166.75629328643834,158.87124931508086,150.38268759842725,149.8037174752923,162.40936937347345,176.954087519739
22,2002-10-10 22:20:20+00:00,178.14745813507542,162.89209400326982,154.88080215242343,169.18789914379883,177.31264917124977,167.1425752094009,154.89142447467822,158.14354046817945,148.97149118926183,153.04160055757853,154.55126808975592,169.54010377181658
23,2002-12-06 22:14:49+00:00,161.7467485685687,150.92252631857957,146.04660450046583,148.1198338585968,153.96319788350132,141.86669325815086,134.33889774293831,135.9346900956734,135.95067939865524,139.7288205636321,161.82566094351114,174.7117967685882
24,2003-01-14 22:21:10+00:00,178.7484812461159,170.92198423338067,168.67983805798667,177.13702293354245,184.20234886060996,174.1762677183005,173.0282063612259,170.73773299288354,163.96078003725282,162.56837405673065,163.98671490904678,174.71876289330663
25,2003-02-24 22:15:13+00:00,187.57701891285657,182.0289279759467,173.19782582456162,174.16514259970552,188.36968451480868,191.04846385463836,183.8466395145453,179.51769179984586,176.50206072754548,175.6505083107392,177.74299021453766,187.6986520045003
26,2003-03-12 22:15:18+00:00,,227.65829715546303,179.62964937752477,180.25411903399444,182.15314103974504,174.39527429338258,172.28485175470811,170.96740824261948,166.42394473235612,163.3549659760103,170.28375147115332,181.80917344822063
27,2003-05-15 22:15:16+00:00,173.42691037975433,158.79427255309506,157.71621345832168,164.67255762466692,172.816340673461,159.1085161900666,156.2582338656447,149.82421563869283,136.0690621558669,128.04513446089757,,
28,2003-08-03 22:14:58+00:00,194.28542930652247,,,,,,,,,,,
29,2003-09-20 22:14:46+00:00,157.71995151875294,157.2808099309131,150.71227960764585,154.85395047352907,154.2466973648871,139.92679896451148,143.1654583629178,116.04502768455436,113.3611906005538,126.64397811597564,,
30,2003-10-13 22:20:53+00:00,179.885466482366,171.67245293116503,166.60539308451894,175.30309340976223,185.34252003505196,174.47609879087275,,,,,,
31,2003-11-07 22:15:01+00:00,,,,155.28959008338362,162.21485603440192,144.69932135081066,130.42354165262066,126.4711890442608,120.6648770052625,127.3202092661556,140.07667673500737,152.61817699621847
32,2003-11-14 22:21:19+00:00,,153.28153287316195,149.81636595964795,157.00438872860238,169.0566081660224,155.9842160357755,150.04948874911997,148.92292285560302,144.92870056754194,,,
33,2003-11-23 22:15:14+00:00,150.1195239083048,138.88875274371287,140.35647678763408,153.71205781960523,156.93605148739798,146.47811130171868,142.2213860236096,143.18269171834996,138.2493116945631,138.05569754165634,146.31974739583762,155.28172901189643
34,2003-12-01 22:05:04+00:00,161.84860796076933,154.99294258976738,158.50734118279547,158.42234614816212,158.0005851779363,145.8574428849847,138.31156713957512,136.77243070484974,130.42971568882396,122.44101267495718,139.71173521383992,165.30603177375258
35,2003-12-08 22:11:15+00:00,171.75574171867652,170.11089468149626,166.1855707951927,177.71871348024547,187.41460273443695,179.01821299439513,170.73008051460977,166.62456680180912,152.46820980030503,153.96884446997882,158.0357274524895,168.82967062214388
36,2003-12-16 22:21:32+00:00,,,,,185.9914156108676,176.84797710634737,169.4582060666888,161.74577271365598,157.7182609339281,154.09143951700645,160.79877807598018,177.11652032419374
37,2004-01-18 22:05:21+00:00,127.71778606726627,125.54983627011,131.81302712039655,137.70707674417878,146.4616088747338,144.85714333005674,145.63062974533912,152.61266881696133,146.95679778619518,146.96268993010364,152.05328487805977,155.06787241832387
38,2004-01-25 22:11:35+00:00,,,,,,,,,,,,
39,2004-01-26 22:15:37+00:00,188.1158280253408,177.80861702700997,173.77485073723454,181.81552130558043,194.18446509505412,,,,161.18479248936546,159.68022793405632,172.29098553261204,188.01336639669125
40,2004-04-06 22:21:59+00:00,,,,,,,,,132.7741239026173,127.6681947157146,141.44049080290046,147.6679967934715
41,2004-04-07 22:06:01+00:00,185.42146034580568,183.92552171332557,,,,,,,,,162.49051214314403,174.01326234688722
42,2004-04-23 22:06:29+00:00,179.35849222336293,169.73368355828774,163.28169663293107,168.15896928126287,172.1195217453925,148.69286132829018,135.83710310552493,135.11777178283182,129.9251437840175,122.6698408873218,,
43,2004-05-17 22:15:45+00:00,77.68024034827837,57.05191995547752,,,,,,213.4412146554735,,,,
