dates,nzd0461-0000,nzd0461-0001,nzd0461-0002,nzd0461-0003,nzd0461-0004,nzd0461-0005,nzd0461-0006,nzd0461-0007,nzd0461-0008,nzd0461-0009,nzd0461-0010,nzd0461-0011,satname
1999-09-25 22:19:33+00:00,408.03,399.42,404.53,408.71,407.57,397.48,378.49,380.41,379.49,382.56,389.78,398.11,L7
1999-11-12 22:19:27+00:00,403.89,394.45,396.34,401.41,398.87,393.64,382.25,380.41,380.55,382.07,390.06,395.53,L7
1999-11-19 22:25:35+00:00,404.92,394.92,380.55,401.41,398.87,384.37,380.49,381.58,379.32,382.30,389.85,393.31,L7
1999-12-05 22:25:37+00:00,406.16,394.46,370.35,401.41,399.55,382.37,380.49,379.00,374.66,377.64,385.58,392.22,L7
1999-12-30 22:19:21+00:00,409.31,395.63,376.91,404.91,404.01,387.98,380.49,381.92,376.71,377.38,385.48,391.35,L7
2000-02-16 22:19:16+00:00,410.68,397.82,379.48,401.21,402.79,387.43,380.49,382.44,376.29,377.52,385.85,391.95,L7
2000-04-20 22:18:51+00:00,408.55,396.85,377.60,399.27,402.74,386.26,381.50,381.28,373.76,375.04,384.72,389.93,L7
2000-09-27 22:17:00+00:00,402.50,398.19,404.25,407.50,416.01,393.64,387.09,380.03,370.83,372.59,385.25,396.21,L7
2000-11-14 22:16:54+00:00,402.56,391.97,398.60,404.32,411.94,393.64,386.25,384.44,373.38,371.27,375.07,392.67,L7
2000-12-07 22:23:04+00:00,396.53,386.87,390.68,395.16,405.18,388.98,383.42,380.93,373.27,372.14,377.25,391.37,L7
2000-12-16 22:16:59+00:00,395.08,385.19,387.05,393.86,404.36,392.15,387.69,382.70,376.07,372.70,380.09,393.34,L7
2001-01-01 22:16:57+00:00,394.35,384.13,386.08,393.99,403.99,391.47,386.35,381.76,375.89,373.40,382.11,395.83,L7
2001-01-17 22:17:03+00:00,393.62,383.64,385.97,394.07,403.09,391.46,386.25,381.76,375.63,373.40,382.51,396.00,L7
2001-04-07 22:16:37+00:00,390.62,380.73,380.85,390.59,398.34,388.47,383.26,378.30,371.86,369.38,378.79,392.32,L7
2001-10-23 22:21:01+00:00,381.38,372.71,380.41,390.79,395.19,387.40,383.69,377.00,369.19,361.71,370.71,376.05,L7
2001-11-01 22:14:53+00:00,376.83,369.87,371.93,376.55,377.69,368.88,366.11,358.09,349.48,347.08,362.16,374.63,L7
2002-01-04 22:15:14+00:00,376.68,368.13,367.55,374.19,377.77,369.79,365.47,358.03,351.06,351.46,362.66,373.59,L7
2002-02-05 22:15:25+00:00,383.28,374.88,372.07,378.09,381.73,373.15,370.61,363.19,357.17,355.72,366.05,377.66,L7
2002-02-12 22:21:39+00:00,385.74,380.27,377.60,383.88,387.77,378.67,374.36,368.33,361.83,359.29,369.97,380.39,L7
2002-03-09 22:15:29+00:00,387.55,383.14,380.80,387.12,390.79,381.37,377.10,371.56,366.58,363.87,374.88,384.75,L7
2002-05-12 22:15:19+00:00,391.68,388.68,384.97,391.63,397.52,387.48,382.60,378.29,375.13,372.26,381.45,389.54,L7
2002-10-03 22:14:17+00:00,395.38,390.74,386.12,390.34,401.33,386.82,377.11,369.05,362.52,362.05,381.07,390.75,L7
2002-10-10 22:20:20+00:00,389.36,381.56,375.13,384.39,393.43,381.22,369.14,364.94,359.20,358.66,374.22,385.23,L7
2002-12-06 22:14:49+00:00,382.44,371.95,366.75,374.02,379.94,367.13,358.51,357.02,353.06,355.69,369.98,381.78,L7
2003-01-14 22:21:10+00:00,384.21,373.37,368.91,376.37,382.24,369.91,362.81,361.53,356.59,358.81,369.84,382.04,L7
2003-02-24 22:15:13+00:00,384.54,374.51,369.32,375.53,383.19,374.30,367.17,365.22,360.63,362.26,371.21,382.96,L7
2003-03-12 22:15:18+00:00,384.54,374.51,370.99,376.18,382.95,374.36,368.19,366.20,361.62,362.47,371.11,383.21,L7
2003-05-15 22:15:16+00:00,382.22,372.03,372.03,374.69,380.52,372.15,367.71,366.83,362.82,364.38,366.10,383.02,L7
2003-08-03 22:14:58+00:00,399.81,377.54,375.32,377.55,385.21,379.27,378.95,375.53,371.67,369.79,363.83,385.55,L7
2003-09-20 22:14:46+00:00,392.18,368.19,365.26,369.77,372.59,357.89,346.75,320.84,317.30,331.94,344.16,,L7
