,dates,nzd0495-0000,nzd0495-0001,nzd0495-0002,nzd0495-0003,nzd0495-0004,nzd0495-0005,nzd0495-0006,nzd0495-0007,nzd0495-0008,nzd0495-0009,nzd0495-0010,nzd0495-0011,nzd0495-0012,nzd0495-0013,nzd0495-0014,nzd0495-0015,nzd0495-0016,nzd0495-0017,nzd0495-0018,nzd0495-0019,nzd0495-0020,nzd0495-0021,nzd0495-0022,nzd0495-0023,nzd0495-0024,nzd0495-0025,nzd0495-0026,nzd0495-0027,nzd0495-0028,nzd0495-0029,nzd0495-0030,nzd0495-0031,nzd0495-0032,nzd0495-0033,nzd0495-0034,nzd0495-0035,nzd0495-0036,nzd0495-0037,nzd0495-0038,nzd0495-0039,nzd0495-0040,nzd0495-0041,nzd0495-0042,nzd0495-0043,nzd0495-0044,nzd0495-0045,nzd0495-0046,nzd0495-0047,nzd0495-0048,nzd0495-0049,nzd0495-0050,nzd0495-0051,nzd0495-0052,nzd0495-0053,nzd0495-0054,nzd0495-0055,nzd0495-0056,nzd0495-0057,nzd0495-0058,nzd0495-0059,nzd0495-0060,nzd0495-0061
0,1999-08-26 22:07:32+00:00,,233.62513459033724,235.4917199789891,219.08719774587922,205.4666762960908,197.67466272971484,,193.52050594130844,,220.86430611199796,212.06500027311824,208.08173077923345,208.13972817887736,217.20580215287748,220.91915444061686,204.73852410726076,200.7481552494466,189.73236605549,189.47103432067084,189.17929248367804,,193.28969068425343,196.3838532531831,196.39865255471977,187.8683609183215,187.6304520757951,,188.46067515173849,184.38003642284988,189.93219595770708,176.71899633306853,175.54692480770456,171.38802550273792,164.69557443703422,169.4436262844901,166.38305189832755,174.2361940393783,169.84492307249465,175.1926010074042,165.0628783274023,167.5053254962183,159.7742600855082,161.95129163509012,165.1144369535527,172.11117176438518,,185.22210207658074,183.76448311420447,,,182.61248702591516,,,176.46504967449204,,177.68779344295803,184.48236384108438,183.94042704297541,191.535974593036,201.26343334085163,222.58485288801555,248.91113930689767
1,1999-11-05 22:13:40+00:00,301.46246780066673,224.01700376142864,232.07283176543055,,208.7315929585541,,202.6869022817095,191.84867411189015,203.45143046353303,212.98957557416423,204.34719544120335,205.08933184277404,202.3521245376232,204.12295820962288,216.27902384191356,207.2694147756317,203.35372091483796,197.50427810657476,191.81863023766834,190.4649951560993,193.69942058014445,198.18864792992346,203.52760648940645,200.0248924130198,192.83637891027917,175.42485864143083,182.9435267982164,191.65003969955578,184.93545327386008,191.00472558997953,195.03942157845103,182.80300265452107,180.24214817563882,183.64452602003192,186.12843209496333,175.5704928045178,167.5549162075975,178.02750578897914,172.11452306920395,181.32699201048976,178.72546612109082,182.9168457218018,188.17768702692658,188.06577092831748,191.12535769805356,200.02313167060402,,198.52248136253397,187.20240549462784,,189.41391547133694,193.56690586075658,,193.46083658514743,,191.8262283866313,195.33157524115626,197.60972237358985,207.00683836016026,206.83548463409173,225.1168904221534,266.4673743696286
2,1999-11-21 22:13:35+00:00,300.6913248191951,214.23175110583557,227.24307812387923,218.32224443940856,202.52504482083822,,,202.39488634076835,203.69674055678144,211.48449508373915,215.27617238571824,201.4021196478531,196.06875180082636,194.9360582937228,207.4703817607554,201.12283150405847,190.32178910098241,186.47847045269978,195.9635885968053,187.7146927994216,181.88218342766766,,202.2749197749708,189.37749604663827,180.88024669056387,169.85677443616757,175.38798296430946,191.78761254141017,181.61831495316102,175.31202976684523,186.50282881661337,176.6310732044102,161.98286758093826,176.99391034005038,177.08197745256635,161.40536282427624,,,,,,,192.6616455496606,183.49656304200732,193.86442097448077,195.01222453737347,190.86982339381473,188.90547924627515,,,169.01676738959665,,,184.62641648564005,,183.71273321780237,189.79531996977408,193.76368815886042,192.27853718295665,204.3011789802112,211.30116306006755,223.97950400775403
3,1999-12-07 22:13:41+00:00,318.0732392920478,,249.88040475445578,231.75573091677234,228.21508388517722,,,212.55635310066776,227.2416128820385,,231.44940164049288,234.75230320292488,,,235.29752127319367,225.13815094261858,209.85534842340078,207.14461657791117,204.27550135620754,201.92249420512667,202.0256950671003,205.97996528051635,214.6389448333619,203.99511551604078,,189.37016298293756,194.79207721148015,199.57723581576354,208.6520930870561,203.982063779265,199.63609335748365,207.54430277929487,,204.00228743513864,207.41609676237854,,192.120913880875,187.43792930149374,192.18863973039456,192.0435340836031,199.07677826236014,198.7918901704111,203.90046210335993,202.33776451662277,,216.78920861987575,209.83450453808882,,204.6011901154815,,,,,209.81263773457962,,207.82607608390242,216.964807807458,211.09242689675534,214.33720101448554,224.39632436934264,241.66744951946336,223.9554313241461
4,1999-12-16 22:07:33+00:00,318.52586120639523,,,,,,198.9915757303554,,,206.49480431320472,,,195.76693887947266,199.35127460374773,,,192.62250105020945,,177.87217756414242,,188.4906672722793,193.94618492726053,199.10522047433136,192.14961722913796,175.50886335589087,173.76228982003522,175.58270811726788,179.7256418726493,,,185.65005189641073,,182.94448323961424,,,180.6401048561476,,,,173.57800503101996,,,,,190.49499275092495,,,199.76135548818968,,,194.10080635059307,188.39334542455387,,189.83557432791608,187.96130969601018,189.26133844394502,193.01080834070893,183.5918711153284,195.14326340391693,209.3201662116452,216.93528256133007,237.67070617788903
5,2000-02-18 22:07:16+00:00,305.03225346965024,,240.51349718778064,230.51792728988445,215.86633850715674,,,204.23693860105934,,214.1248037837346,212.78310722065976,217.78118191995833,,,218.46426410092397,214.97142205117046,199.66190295311674,202.83156296488644,,200.1990440213329,196.85701330916518,199.31998127960247,211.32435177564705,207.05727679605258,,,204.00810119125094,196.1843485111603,203.87827582452167,208.59210703382226,,193.24152566118295,191.309791320542,193.25742992723738,201.62407483191708,,187.05665103729336,185.496007575538,188.10279057018948,181.3734731639823,189.21484761507688,190.7076176575363,206.44976866585876,201.81065573783073,,214.83598402201054,222.02310014723173,,220.10087682161716,,,204.95243398584094,,196.7267278286464,,,202.7313530108944,203.38673386965783,206.98872202071573,206.99314242954392,208.80126282419303,216.61624640927457
6,2000-02-25 22:13:25+00:00,311.38502668401753,179.96660247190954,,187.92698180455932,,,,,170.49347379568763,183.39869932844192,177.14004504522853,180.19862948412114,177.9567306107193,180.07834896927443,188.80777403474332,181.3386076027861,167.99826485186708,168.66200930219188,168.80456254613148,167.09816155910968,167.84336334757893,168.77072117803138,176.91089193561194,180.9132084211489,173.05861825047066,171.02797711706182,,165.951429788877,170.57736334322558,176.20624447291266,170.81255365602817,167.08726901789623,164.36292015418962,166.72752277182536,172.17991436524008,164.44791584901924,166.43749392064012,161.73169337558184,160.09966173633217,159.88782291201386,,167.5774409155528,,184.66125884911247,176.74631742197772,185.54539835066237,,198.16541175670332,,,186.95392028444078,,,180.0970835294987,182.50195198485832,192.2221297522875,195.1472102508022,190.2983452127178,198.34218489957635,201.11934541526756,201.61956534581884,221.49461890028948
7,2000-05-08 22:06:44+00:00,306.71679815658416,196.09672657567032,200.5867443035726,204.31645723963953,,178.16720474868538,,186.13709181096922,190.8103201248061,198.90051055543648,189.30010914634926,,195.31203633871553,198.38504966802387,205.9360583414796,196.10111486672,196.31043836295268,193.4249285844074,194.0397199516916,196.17512952040798,194.18129708311332,202.82064948723095,202.50692414023942,196.6893400356904,196.41400430924247,190.26045079683058,192.98792545077123,189.83954865248964,186.75143584292152,192.16751328829622,186.44287577295148,178.80279095206492,174.63861026153984,169.5067069087735,175.81912074818092,181.15921613986083,189.94523168676702,184.01598882468278,188.2076017277168,188.44736593198422,194.5091587239215,191.8035949716727,,185.93431580247173,190.69431759994904,,198.14001224590476,201.57580179410107,,197.18157621106045,206.6094793585694,200.518509982281,202.59237165839912,206.27488139741666,202.92809071938595,204.3006119408298,207.55434190612436,203.6760710597682,200.47303761041053,203.38321845158916,205.50864901315566,218.50774408393286
8,2000-05-31 22:12:42+00:00,,228.24714372418129,229.2049324757122,225.9443447340073,212.55649755349955,211.71051448634583,204.83834366542675,197.27352708703538,194.41981384177376,212.1147278489234,204.33415142761407,,187.67306823312813,199.40892420740397,205.9606465093023,207.48203237404604,204.35880890710348,202.2309217705878,197.63838374598032,199.574888412876,199.2114136880533,197.6227136612149,197.06687731275878,190.45509683539555,197.382151164784,192.7349345870356,185.78704479889262,186.02357319435916,176.6483439621916,180.95072386466455,179.09302708291932,171.59525831313758,167.24853946333377,160.45285826078688,170.9763570428005,173.87740657711973,177.33866437872953,160.28807091246955,163.82266239376048,159.71642018574823,167.33421279255364,166.34619092286877,,165.02253268472123,165.92043695219712,176.9564165235043,,175.62356919082936,,,162.43517236532037,,,154.7457259417045,153.79855271187168,153.1453225369007,151.28732834198442,157.54511932401527,158.17287739312206,161.3107119645511,172.4784633842949,183.86666857779056
9,2000-06-25 22:06:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2000-07-11 22:06:05+00:00,314.7431485472958,,200.73227565347753,196.2175017539286,199.19135900643607,182.25943942058794,192.9553330732762,190.57890479231946,188.50897235876985,197.73810029038472,,173.990220596764,193.58789400506546,201.56597936980535,216.03404685707505,202.67953181232642,197.88753296500136,195.12499217692002,193.46272452474128,197.5522275046512,194.12923568440183,194.69181470724385,197.54215208760485,187.9279324966021,183.81513026477282,181.97246864196126,183.86661151036708,182.0138234444482,186.70013715686818,189.5203480714141,178.78028674701935,176.5972111482496,165.69039869641557,171.76833723103678,163.45592432501613,177.47163304272408,181.64227618429982,183.42254520812045,171.50745226706704,172.30002915462438,168.87461183346758,183.14191685288114,179.54638607882708,183.94359826968645,184.74681051435442,194.5336058951378,190.77735877316982,,,210.58604558218474,199.75539578068876,,,186.4285387185682,179.5015695257644,187.21960115902408,193.5960915971919,180.30020456099976,192.4466954259133,203.71780903304602,207.75013613237357,224.70728443916977
11,2000-07-27 22:05:48+00:00,316.96067158402514,209.76159298643657,,,180.045672635718,178.18427581639764,,,175.93165837799825,191.74470718596368,180.89731934928295,181.64114653497631,187.57130289798462,197.29512182058642,203.225504827321,198.1751918509439,193.29207642447574,186.99842912318744,187.96214440266863,194.03751620647037,187.9091370915806,192.43297347742825,195.7988550142779,188.60975773973615,,181.88463571661592,183.57802909504545,,177.58369096866312,190.60767408405943,180.45551823026233,174.82028405025088,176.80273331201678,168.840848313633,182.38644308561706,,,,,,,,,181.20397131894427,184.33771077145263,,200.85817164202186,209.86747843817784,200.7822884659146,192.83381584444476,183.41040443792835,,,196.55679162569876,200.6302662627778,203.01149753435845,193.72420772888782,186.16884493120264,200.6634608071665,204.63626588241976,206.6504742500052,219.47945990789134
