,dates,chi0494-0000,chi0494-0001,chi0494-0002,chi0494-0003,chi0494-0004,chi0494-0005,chi0494-0006,chi0494-0007,chi0494-0008,chi0494-0009,chi0494-0010,chi0494-0011,chi0494-0012,chi0494-0013,chi0494-0014,chi0494-0015,chi0494-0016,chi0494-0017,chi0494-0018,chi0494-0019,chi0494-0020,chi0494-0021,chi0494-0022,chi0494-0023,chi0494-0024,chi0494-0025,chi0494-0026,chi0494-0027,chi0494-0028,chi0494-0029,chi0494-0030,chi0494-0031,chi0494-0032,chi0494-0033,chi0494-0034,chi0494-0035,chi0494-0036,chi0494-0037,chi0494-0038,chi0494-0039,chi0494-0040,chi0494-0041,chi0494-0042,chi0494-0043,chi0494-0044,chi0494-0045,chi0494-0046,chi0494-0047,chi0494-0048,chi0494-0049,chi0494-0050,chi0494-0051,chi0494-0052,chi0494-0053,chi0494-0054,chi0494-0055,chi0494-0056,chi0494-0057,chi0494-0058,chi0494-0059,chi0494-0060,chi0494-0061,chi0494-0062,chi0494-0063,chi0494-0064,chi0494-0065,chi0494-0066,chi0494-0067,chi0494-0068,chi0494-0069,chi0494-0070,chi0494-0071,chi0494-0072,chi0494-0073,chi0494-0074,chi0494-0075,chi0494-0076,chi0494-0077,chi0494-0078,chi0494-0079,chi0494-0080,chi0494-0081,chi0494-0082
0,1985-01-25 14:06:03+00:00,199.85363870471895,173.9111098720013,197.22533240947573,201.6717483556784,215.42386718319054,,229.0661347735439,232.112595246278,215.10443251146776,223.19406083019734,233.72485124141627,227.14060817919705,221.19826226403686,236.06980321389028,237.30609319953632,,,230.78770422819062,218.40029640604348,202.49659049968648,215.90831731438516,246.17287492039335,247.44139448476557,,248.54897415980378,229.1136107078319,224.42666979523523,237.42611834698187,225.84656202565964,,220.8997291201997,225.5493557848184,229.67159195227046,222.36447086666658,231.36916472323955,223.36818496066002,,,183.0521644083325,189.84654903470684,,194.28863116192278,202.90243707767587,210.23427212595334,214.40342623574676,230.21821404135355,227.10592390595582,230.38597348576624,216.27920516204313,207.18796018965048,204.00952507241243,189.47615672820598,179.78325818186113,201.1340366578255,229.1531666423068,217.24002195735653,218.46355319155276,209.0509552432908,197.01347761858779,201.28039597606687,198.7323112952986,190.0149273175603,183.25071620550298,186.3633404072687,204.531696527252,198.3090166663538,176.6830508015807,198.74593446180265,201.19060820148889,180.00310749278293,180.81806732403894,179.66121813967976,186.48896375050396,216.30738265206185,208.02686289062152,204.3287329298488,193.17152235415946,193.1646386741378,203.54692091370293,,197.23500547873203,201.86147044350793,167.56321982127383
1,1986-01-12 14:03:06+00:00,173.37956086805096,183.56433778740143,200.58879634080262,199.8798587662368,198.42555003890826,180.0090425867581,195.26664806154244,232.4036037586717,216.5803165787773,209.3525200418146,228.93189280387259,221.2901534670072,194.9939375025572,204.86304788558206,220.3402873915649,,180.7530132678241,202.2436537211911,200.90742979307072,212.6811203152329,233.35017202054587,214.48940873574364,216.0461600273327,,225.48418238029518,226.32764023931992,227.730332230252,225.3019205919295,214.57900815021793,199.5471861386265,188.24401951786422,199.348156790623,219.28786760539091,230.80034886614874,236.57229606993428,199.7276345490074,172.83118541777873,143.3277290641827,151.04534946114208,176.8238794435838,,218.5766291822962,218.48791069781436,203.88831412302665,222.09219226364286,209.19576343617365,199.21091578113789,205.03947241432166,209.45048777666787,213.75327108394168,201.37984602906153,206.85668139626296,206.96506156028357,206.13687152220228,194.30534862532204,191.21367890295005,199.8866405489391,194.0429138568029,191.217251410353,201.18537816858336,201.8877816674119,194.09782213137527,188.07193622828052,184.66271472967944,191.31115088877962,184.43638743406672,172.0874845543454,194.08006838433,224.28880310300906,184.46582871975284,168.11582289593738,195.34997013817457,199.71558170008566,185.52848172856866,182.71715326657085,192.8133508515319,190.4005068375852,181.4093524430413,171.57230785716524,180.99985607387055,182.63612304074675,187.24054047287785,191.76316931017868
2,1986-08-15 14:03:29+00:00,190.30292550037979,185.76740131830383,184.05191064325982,186.64848065356165,205.87892251396656,205.0449239063475,200.48480904598568,196.41558596951177,214.47780060901368,214.10178248792664,201.9811624654455,202.3114150109819,202.00424843117935,205.03838577269295,185.85755831306147,168.45641199348395,186.02532709438222,185.08625302458177,183.20722594949606,188.10527225590744,188.46612894792042,172.72470737258465,167.43295456354656,172.90971732769566,189.40256567458943,203.13267984856617,201.3909690146473,199.0596207768491,206.33394476816537,212.29414870268732,197.58407073203813,187.05425629278147,168.57643619247608,161.48958660540467,167.6547432005622,196.3508800928671,192.33426850236373,176.87044738170414,,,,173.48572108115178,190.61386188457544,191.38344456178118,205.41926106388746,192.63510123914298,193.30615468087086,201.09036734165133,197.50186131290707,,211.23678150339902,212.1666062902172,185.16355568732268,204.9716574831357,183.53444597825393,186.23762631086296,179.0705363771679,184.93272486838217,172.46383388810312,182.95113756395133,191.77849808534077,195.54663606296327,182.11434307130295,197.5349885829998,194.8597362773084,189.58138590959624,184.32141213616308,201.46356014070977,193.19893865732473,174.36120042230945,173.60115381428906,166.66069463723852,153.72417715673288,138.1208757440022,157.44760212162,179.94826576138286,165.5841460904927,166.12012974142692,189.94120170769358,185.5386030110406,165.5043086421592,149.05629698354687,
3,1986-08-31 14:02:52+00:00,,,,164.1119882626843,,,180.0272360120124,180.82297557491995,199.00558674296533,193.74892366775876,192.46630969476723,193.85578899331637,187.2770662101579,178.11483522270726,174.27076423304146,147.35147104980427,173.7544600143591,171.20035267623228,168.2395687929941,154.57272204466435,163.8281707633065,170.08561218632303,164.90414315998524,167.9455989735511,169.2137231156547,168.234146826045,,,192.12525367015866,,145.87404899713707,164.7082819098289,,,156.31125139842862,166.88326519142228,,146.6928340439549,133.97368289069718,,,,165.56750914647938,181.5908738096889,200.87754908705597,194.64323747049846,190.0515329684694,177.3236047566575,180.75034297649609,,183.11061291102425,171.96504964732821,,,,,,,138.24479256622965,150.16293863069518,166.8040352114703,161.8348149660847,162.92702987675904,165.63181063714427,148.2404855754013,,,163.60729140880943,,,,,,150.25017206659643,146.15150053242536,161.34578488906914,173.67939144582766,168.37697930851343,172.13034792430963,172.2891657196323,167.79519513750458,148.30839119438434,
4,1986-09-16 14:02:21+00:00,170.83257557756826,178.97126617432144,182.36074679484665,194.57277707556003,218.66008698370192,214.16448115209818,192.95238820463632,191.47863395011615,214.01591491327233,211.7645660675327,219.67128609002785,220.0568621512055,211.25381362082385,186.17439607245717,186.65801498638513,182.08552562150916,203.6656399498037,187.54425474797713,175.92132890857724,172.51823673390072,176.44371715470103,172.9353769999899,182.71026249185263,189.30166815974388,184.96794641254542,189.1204402464453,202.4803318142488,206.62661925135956,220.54989244544203,196.98040402720136,162.1603114245952,172.65885971272473,199.60595762658903,184.82357336765125,165.17045172194713,169.30544749055147,189.2950136961082,169.24616230269274,167.90629755129137,186.9312054350297,190.4564621965348,167.6609767150912,166.4957032816249,196.66296527057767,213.46641071005445,213.62222924481216,207.20928067844548,187.7822543951252,190.8412871035326,194.73932647734838,201.65278692439412,196.9109306220883,188.59037403142412,186.64906533132563,184.13143542417663,176.1985259736602,178.21090743156896,182.15835591974331,173.34204275107612,184.96750909459692,194.94898975178967,186.02640312572296,174.36570463061247,168.750949462311,183.30966920235394,199.2575398879285,190.87683459295485,192.9990028038089,196.98815508485393,176.59234617430275,166.5539727403166,180.39786719568855,192.1875929853149,173.59820131939543,153.2574402598476,160.31893393942812,171.9690839686255,181.39390974020606,175.15575848388335,194.10186311913827,172.88601596368596,143.30925806958777,147.67145227849647
5,1986-09-25 13:55:54+00:00,191.62967634519183,199.568230357378,215.77752007943488,,258.3775253124398,240.0949524038474,215.96785652667455,222.2822894684508,251.14267775244394,257.53862251989096,,248.7895058756045,228.2900260825522,216.74165846658545,216.42796361706093,231.65271147328082,230.59552447383857,207.93213675540625,194.5788672714915,192.01958516865858,195.27317955830318,204.2177972523862,204.59259698651593,213.61628215225036,219.1861855736796,224.01609268307556,240.48318954608402,246.70905038736956,240.23217548152448,204.81576894874243,187.8350050924165,222.91768996690763,225.43914186052746,213.33752569615888,194.19542548565505,189.21968524316932,211.1955012849865,203.43210619637495,204.87678685264217,216.21350029724076,208.36308452663246,190.85890522342427,211.94925292219762,227.08056706740297,232.93035233262623,234.12631796201612,230.41008191130544,235.21822421194057,226.36089442225483,216.1497192852533,210.576615714011,213.94808309194778,214.07251805954124,228.13316661061958,211.49391858722316,214.494329334922,206.4325499969604,209.40255981444238,200.86569697531786,223.46418301829854,221.7986001383835,205.8202723817414,187.18685369079844,,216.62781782818365,221.9313845252156,219.12091629929893,229.95145586091235,216.58098637772235,192.18572010983806,200.30518319960788,226.7591424693934,208.96459268295519,182.87132723789753,167.47134008905533,165.7503501613806,188.6001578681779,196.26678206675263,206.80745866553366,219.81424057365,169.70664608279085,176.58920880923864,185.4644916798564
6,1986-10-02 14:01:51+00:00,171.81549939357484,179.13667486715778,185.16189675427256,194.05887212574376,219.42073235108154,212.34470607971232,184.26638004560135,193.01874836879003,220.7074819824977,227.37165009655996,222.06995598175166,217.60933351879703,200.23574535512427,186.06599689390347,179.56127271725958,199.84707042172775,188.9230408866809,176.2490591390023,163.25369058543873,176.50841610047587,164.02968811446624,177.9967036628322,185.0788094815374,178.73894605482695,190.7338749715004,189.3902888115255,196.45803809572504,209.20907556248346,,170.55423914909497,159.32376611446924,191.22381985277414,197.37165811271996,185.80241068617013,171.099580790473,156.86021060203083,,166.18075491793806,173.6161003531763,179.71420678377996,169.28817726813045,152.03577786871347,179.90658977602462,197.34808995285402,196.08294842300558,199.41176623658657,203.7430513840137,203.83296846261572,195.00779931757796,193.28295364774146,188.1869219292277,185.33539008475975,185.77160216984436,196.5799418834932,175.11959574575496,185.1873888038404,179.45301261030147,177.41573411517933,165.6137271863095,181.51841144787414,183.9863841848881,173.80692406456004,163.823843113754,172.69694241841523,176.47626868540556,182.67190792846657,187.66697242906892,195.6381088352381,191.02037031216014,165.2697286448114,167.3567176621306,189.12603757057286,179.014047292492,160.23912478334933,149.38552248500727,142.90769748555837,,160.6156865148659,178.73635505728265,,155.37888785798842,158.5380965187515,143.2846725299917
7,1986-10-18 14:01:19+00:00,169.96926791103294,180.4418425672281,208.25330819942263,221.20666308468216,234.58746913358766,230.23600454398266,205.52450450679592,206.64201166499123,232.6749155296994,246.44262135797482,235.60844271607544,224.85457822778167,212.36811131279387,203.0721756383384,206.91942214341188,201.64786444085152,202.96473970984118,185.41301929147653,186.2925510368322,191.95276251106054,188.82282936502648,192.11366401900852,188.65622742615602,186.37412011996122,193.65877070801986,204.02805274702024,218.82156943249728,225.57192418760366,200.234961773185,198.15986235741605,195.68015991173087,204.20790643748848,204.25322307118086,198.7175803845333,191.0340680616057,180.88932876999843,177.51090160696768,185.89586861876208,185.69308376676665,188.87215208463704,188.843031879085,187.51374237312587,196.96852090170844,206.048781858494,214.5920281943718,211.04805030029837,208.63642473801312,216.8225252444677,207.34612566710405,181.9975998350602,194.40283743326958,203.00589083403887,190.39476507055997,197.14817771569054,191.58191153608192,191.49621786068275,176.81479896330342,174.1426085164021,170.35355605598164,192.92328701413027,192.08953078906208,185.4268930065901,196.06622297766506,181.48861097846387,177.18226589813128,178.71988703881374,224.3321716701248,223.84472304719912,190.4130223321094,185.57196778456034,198.98482149584135,194.10010462426385,188.8827763668786,155.9903247850736,151.76765246306942,145.6405595568067,165.3548517857158,191.24868318298277,192.3800868618641,,172.5617310436303,168.9214199299311,140.1392507770472
8,1986-12-21 14:00:49+00:00,231.83335037055963,210.9611255755595,181.97870905501543,181.63909471071375,220.3290413716774,266.94262894082516,276.88186623953993,279.0170809286605,266.59809048357954,273.5216854592997,266.9207480950907,248.3603867139276,236.47808505257626,228.7091138026451,236.80327503597312,225.4506134115012,223.5968684982672,221.10076321964442,205.91427798162906,201.17764295834286,198.85546071498163,193.23016553431876,218.75083459366834,211.90142335888925,237.7667700264183,247.94427476037114,243.93113633846932,250.00361931585016,253.780280838321,244.36699976386075,209.52263585501552,198.10767778667713,197.73265079506308,214.4512016936874,208.21390034412408,220.41583101130976,229.92820052180483,219.60828498115052,225.89870987355997,230.28490274175027,250.5712333557771,244.13520204729298,198.52749046631433,180.3838307760404,191.84247729924857,226.93037775738952,244.82349680065863,242.78857472352865,231.7069265453478,237.67573505780197,235.52016154424436,220.3762009495798,219.29698779470883,216.09936767740894,201.6617003435672,207.1824957892539,214.35334045979423,219.98918078513168,209.92759836291555,213.25338975948813,213.02143914376944,221.81840912709453,212.97390728882235,215.2826251336503,211.58886994777598,218.86276723782953,236.57113504430185,236.22255086614666,225.11172204613672,202.38099355308225,179.4657895362328,182.7560037545893,180.81730926258916,171.46575665618053,170.02030774943154,179.19867003025763,218.53080740606828,230.50436468599503,221.08740961168337,219.32967624386237,201.55293789393713,187.1789197896799,176.08868351521795
9,1987-01-06 14:01:18+00:00,238.63427799755212,223.7955659201584,219.2707573749912,217.48557347449935,218.61781273426996,244.23433190494484,273.8352143453669,280.60671255362206,278.0808877717302,279.69993290601525,267.2479432363722,244.9775768356193,229.79991493565552,223.6911678173776,224.02160196324374,225.1055756604564,235.36397219761147,217.17660713123684,212.70786379355164,207.3855755524894,188.83634846987025,189.3893297805694,206.6933444551704,217.2457006626843,233.01360999913257,241.62314278984374,250.63129432993034,247.78982887974934,249.0871989826269,244.6482219232334,226.96833556888055,211.41048981019406,190.3244135448626,199.37720466776128,217.01821480089123,225.03636997960282,231.22426364858944,229.28421123553187,222.5555810471137,224.508556175092,249.35290629362132,242.85176856635488,220.09694124574497,194.82199206858314,188.71188489847157,209.22626819594151,251.61911773764672,253.54059627324892,241.37514937055957,218.845947068964,220.7648154985662,228.01639547870533,221.7304367165224,209.01760162195114,195.58208066441534,202.46717593629813,208.00080789567784,217.9733935139654,209.01768729975754,218.69886284228846,229.28498548462727,218.45679780091785,213.29584883600012,219.42415108909125,205.43745097417877,211.21280756949716,223.4175865068081,233.5152293688219,221.33345683517913,201.7090109310145,178.9118289228345,174.8419279680275,182.15415157349773,180.6463212438549,160.74395440517435,188.62858924607667,224.14237680536087,239.7450437292365,238.15641824400618,238.2630042919557,204.7822384384176,184.30929150379728,171.57393042263772
