dates,nzd0510-0000,nzd0510-0001,nzd0510-0002,nzd0510-0003,nzd0510-0004,nzd0510-0005,nzd0510-0006,nzd0510-0007,nzd0510-0008,nzd0510-0009,nzd0510-0010,nzd0510-0011,nzd0510-0012,nzd0510-0013,nzd0510-0014,nzd0510-0015,satname
1999-08-26 22:07:32+00:00,,337.67,329.11,332.06,,,356.11,352.75,353.61,338.27,322.62,322.21,335.05,328.14,326.41,,L7
1999-09-02 22:13:44+00:00,,,,,,,391.22,329.32,328.31,320.10,316.07,317.10,316.47,317.78,323.07,,L7
1999-09-18 22:13:39+00:00,300.30,324.51,320.36,322.32,322.44,329.08,333.23,332.83,327.59,324.97,324.82,330.55,321.34,313.45,316.43,301.95,L7
1999-09-27 22:07:36+00:00,,,,,305.79,319.44,325.44,328.93,322.91,320.46,321.24,334.89,343.20,319.03,296.36,302.96,L7
2000-02-25 22:13:25+00:00,284.60,325.78,333.91,340.77,339.26,340.31,339.97,333.40,333.35,326.93,332.69,331.69,328.12,316.82,308.90,304.06,L7
2000-05-08 22:06:44+00:00,234.61,323.69,333.59,341.76,344.67,343.04,338.61,332.69,334.40,317.56,317.45,319.93,319.73,309.97,303.40,296.85,L7
2000-05-15 22:12:54+00:00,231.08,331.36,338.33,349.38,364.60,359.31,346.88,339.11,338.40,334.09,331.14,335.27,340.50,330.00,317.47,305.30,L7
2000-05-31 22:12:42+00:00,255.29,331.24,340.98,350.41,344.50,340.54,330.33,331.35,334.00,,,,,,,,L7
2000-06-25 22:06:19+00:00,227.50,299.72,351.47,352.83,350.37,342.65,341.12,339.57,340.56,328.06,300.79,311.15,306.72,311.37,322.23,306.70,L7
2000-07-11 22:06:05+00:00,240.41,,348.74,350.42,349.22,348.45,342.57,342.37,340.35,332.12,331.53,329.73,336.59,323.07,321.22,308.36,L7
2000-07-27 22:05:48+00:00,,,359.15,349.93,349.03,333.51,342.17,349.01,324.32,317.57,306.86,318.26,310.65,313.84,,335.37,L7
2000-08-03 22:11:55+00:00,247.54,339.11,347.33,344.39,347.22,336.61,336.81,334.23,334.07,324.78,324.04,328.14,328.57,320.16,298.59,301.86,L7
2000-08-19 22:11:49+00:00,273.52,331.96,334.35,322.04,327.93,333.44,332.22,337.36,339.42,332.52,329.62,,,,,,L7
2000-09-20 22:11:14+00:00,283.98,337.13,341.63,329.90,323.96,329.13,326.99,330.25,331.11,330.03,333.76,341.53,337.46,326.24,331.35,320.61,L7
2001-01-03 22:05:00+00:00,333.09,344.91,346.73,352.43,351.34,349.51,344.43,331.75,341.67,336.87,343.41,342.31,344.38,336.75,326.74,321.12,L7
2001-02-11 22:11:12+00:00,361.70,294.08,,,,,,,,,,,,,,373.66,L7
2001-04-16 22:10:54+00:00,349.35,309.59,,,,,,,,,,,,,,,L7
2001-06-28 22:03:56+00:00,241.59,267.25,326.91,329.78,322.29,323.77,310.52,,314.41,316.56,278.48,314.50,327.93,311.73,,338.40,L7
2001-07-14 22:03:57+00:00,254.49,299.23,332.64,335.31,326.87,332.61,327.03,328.49,323.68,321.68,318.39,307.85,305.83,334.81,294.28,341.31,L7
2001-08-15 22:03:26+00:00,282.25,317.34,319.49,326.36,325.54,332.27,328.31,339.75,331.26,316.82,281.02,303.27,322.32,317.03,310.98,298.08,L7
2001-10-02 22:02:52+00:00,324.65,347.26,345.13,344.96,338.38,324.01,303.03,304.05,325.45,330.99,332.69,320.67,321.48,322.17,312.79,313.77,L7
2001-11-03 22:02:58+00:00,356.09,350.94,356.81,360.33,356.37,331.02,336.36,338.71,333.82,335.19,331.60,332.22,330.70,333.12,322.49,331.17,L7
2001-12-12 22:09:26+00:00,325.28,331.83,334.90,336.26,335.66,324.08,320.63,331.91,319.76,,310.05,315.76,327.59,327.78,320.33,319.09,L7
2001-12-28 22:09:25+00:00,,344.95,351.62,344.36,344.53,317.58,320.27,329.63,339.95,349.22,330.73,327.27,332.11,327.84,325.18,328.23,L7
2002-01-29 22:09:33+00:00,341.85,348.83,364.10,364.89,364.93,363.66,355.00,347.91,349.90,372.90,,,371.29,344.33,308.57,,L7
2002-04-12 22:03:25+00:00,340.67,349.93,340.27,339.10,348.21,336.40,336.37,346.81,336.35,329.00,333.21,327.28,333.71,320.50,309.23,310.87,L7
2002-05-05 22:09:37+00:00,,316.60,326.08,333.66,330.97,326.12,327.35,317.15,316.38,304.58,304.53,305.75,318.15,289.51,290.93,304.40,L7
2002-06-15 22:03:07+00:00,,,,,,,,,,,,,,261.29,,,L7
2002-06-22 22:09:15+00:00,,318.11,335.34,325.71,308.46,284.06,296.55,304.12,305.90,293.38,267.78,,308.27,299.81,291.10,326.49,L7
2002-09-10 22:08:43+00:00,276.82,311.62,321.52,324.03,317.26,318.64,312.28,307.67,300.67,302.03,324.98,330.16,322.49,302.56,301.21,305.26,L7
2002-09-26 22:08:32+00:00,283.61,304.69,319.50,315.51,317.10,311.82,312.42,306.29,306.90,310.84,317.84,319.64,316.04,304.89,299.91,310.34,L7
2003-02-01 22:09:21+00:00,309.07,321.96,322.02,320.56,326.95,320.33,327.29,337.50,,,348.62,339.55,346.99,340.41,320.29,317.41,L7
2003-03-14 22:03:20+00:00,328.53,309.84,,,,,,,,,,306.74,309.86,275.62,,330.00,L7
2003-05-24 22:09:28+00:00,,,,,,,,,,346.65,,324.09,286.06,277.96,,,L7
2003-08-05 22:02:59+00:00,247.71,318.25,337.79,326.90,325.37,331.51,328.98,325.19,327.93,302.12,,288.20,313.77,308.21,306.41,302.17,L7
2003-08-12 22:09:11+00:00,234.83,,368.19,342.00,324.70,343.61,362.60,,,334.40,,,,,,,L7
2003-08-13 21:51:32+00:00,236.52,,375.37,343.57,325.35,347.35,370.36,364.48,355.53,325.88,,320.35,340.32,331.39,289.97,324.80,L5
2003-08-29 21:51:49+00:00,262.88,337.92,337.34,358.99,363.36,342.35,324.49,339.73,350.41,347.46,342.04,325.56,324.86,308.25,307.42,321.43,L5
2003-10-07 21:58:35+00:00,321.16,341.24,343.99,341.38,346.07,344.10,338.68,334.58,337.03,334.12,329.50,335.32,333.67,326.83,316.13,304.60,L5
2003-10-15 22:08:58+00:00,,,,,,,,,,334.83,341.31,343.37,342.88,336.42,312.00,,L7
2003-10-24 22:02:58+00:00,,,,,337.89,319.28,322.81,334.31,334.87,336.55,330.15,336.32,326.95,320.82,317.60,309.31,L7
2003-12-02 22:09:26+00:00,,,,,,,,,322.78,321.96,318.89,323.91,321.02,292.45,289.45,287.22,L7
2003-12-26 21:59:30+00:00,318.91,326.73,330.28,332.01,327.71,315.18,303.87,297.70,292.63,275.41,271.98,273.35,271.44,269.79,258.56,257.88,L5
2003-12-27 22:03:30+00:00,293.22,319.19,327.17,331.41,317.84,314.34,312.26,309.23,306.72,305.01,304.61,302.13,307.00,296.96,292.24,282.92,L7
2004-03-23 22:10:04+00:00,,,312.38,320.63,334.38,329.51,317.97,309.16,315.08,319.50,316.64,310.69,305.54,293.74,292.14,288.92,L7
2004-03-31 21:59:59+00:00,289.36,331.41,333.68,330.42,330.53,330.29,317.94,313.30,319.25,320.89,317.57,313.22,308.26,296.81,293.66,291.04,L5
