dates,satname,nzd0510-0000,nzd0510-0001,nzd0510-0002,nzd0510-0003,nzd0510-0004,nzd0510-0005,nzd0510-0006,nzd0510-0007,nzd0510-0008,nzd0510-0009,nzd0510-0010,nzd0510-0011,nzd0510-0012,nzd0510-0013,nzd0510-0014,nzd0510-0015
1999-08-26 22:07:32+00:00,L7,220.24,348.67,340.11,345.26,359.36,368.04,370.78,367.42,370.11,352.94,337.29,341.07,351.55,347.00,348.41,330.43
1999-09-02 22:13:44+00:00,L7,,,,,522.81,517.16,376.55,314.65,311.81,305.43,301.40,298.24,299.97,298.92,301.07,360.81
1999-09-18 22:13:39+00:00,L7,292.43,314.68,310.53,310.52,312.61,315.97,320.12,319.72,312.84,311.86,311.71,313.69,306.59,296.59,296.76,294.58
1999-09-27 22:07:36+00:00,L7,,,,,320.79,339.44,345.44,348.93,345.41,340.46,341.24,360.60,365.70,344.74,326.36,314.21
2000-02-25 22:13:25+00:00,L7,279.93,319.95,328.08,333.77,333.43,332.53,332.19,325.62,324.60,319.15,324.91,321.69,319.37,306.82,297.23,299.68
2000-05-08 22:06:44+00:00,L7,234.34,323.36,333.26,341.36,344.34,342.60,338.17,332.25,333.90,317.12,317.01,319.36,319.23,309.40,302.73,296.60
2000-05-15 22:12:54+00:00,L7,233.88,334.86,341.83,353.58,368.10,363.98,351.55,343.78,343.65,338.76,335.81,341.27,345.75,336.00,324.47,307.92
2000-05-31 22:12:42+00:00,L7,258.36,335.07,344.81,355.01,348.33,345.65,335.44,336.46,339.75,399.32,515.65,487.25,495.17,478.75,,
2000-06-25 22:06:19+00:00,L7,219.50,289.72,341.47,340.83,340.37,329.32,327.79,326.24,325.56,314.73,287.46,294.01,291.72,294.23,302.23,299.20
2000-07-11 22:06:05+00:00,L7,235.21,335.08,342.24,342.62,342.72,339.78,333.90,333.70,330.60,323.45,322.86,318.59,326.84,311.93,308.22,303.48
2000-07-27 22:05:48+00:00,L7,339.80,419.01,350.82,339.93,340.70,322.40,331.06,337.90,311.82,306.46,295.75,303.97,298.15,299.55,,329.12
2000-08-03 22:11:55+00:00,L7,253.27,346.28,354.50,352.99,354.39,346.17,346.37,343.79,344.82,334.34,333.60,340.43,339.32,332.45,312.92,307.23
2000-08-19 22:11:49+00:00,L7,277.12,336.46,338.85,327.44,332.43,339.44,338.22,343.36,346.17,338.52,335.62,531.76,489.13,,,
2000-09-20 22:11:14+00:00,L7,276.11,327.30,331.80,318.10,314.13,316.02,313.88,317.14,316.36,316.92,320.65,324.67,322.71,309.38,311.68,313.23
