dates,nzd0150-0000,nzd0150-0001,nzd0150-0002,nzd0150-0003,nzd0150-0004,nzd0150-0005,nzd0150-0006,nzd0150-0007,nzd0150-0008,nzd0150-0009,nzd0150-0010,nzd0150-0011,nzd0150-0012,nzd0150-0013,nzd0150-0014,nzd0150-0015,nzd0150-0016,nzd0150-0017,nzd0150-0018,nzd0150-0019,nzd0150-0020,nzd0150-0021,nzd0150-0022,nzd0150-0023,nzd0150-0024,nzd0150-0025,nzd0150-0026,nzd0150-0027,satname
1999-10-22 21:58:28+00:00,,512.41,457.05,,,470.66,432.75,425.57,,,343.29,338.54,340.62,355.55,362.07,346.90,341.13,340.84,349.23,357.59,362.69,346.74,366.85,378.99,363.43,365.32,382.95,396.65,L7
2000-02-27 21:58:40+00:00,,,,,,,,,,,,,,,341.81,340.22,340.03,340.29,349.84,361.65,353.07,335.74,353.44,357.79,348.80,345.91,362.02,370.05,L7
2000-03-14 21:58:11+00:00,580.65,513.48,432.30,,,440.59,406.10,393.10,346.56,340.58,335.30,333.88,345.13,344.18,348.92,345.63,343.61,349.35,353.65,361.84,361.61,349.31,357.20,371.32,356.30,364.03,381.24,383.56,L7
2000-09-06 21:56:22+00:00,612.43,502.36,,347.30,370.97,398.79,391.52,373.70,336.41,342.99,350.88,339.98,353.41,361.09,363.99,357.35,344.98,338.49,344.40,344.33,348.88,345.51,344.32,349.68,,,,,L7
2000-12-11 21:56:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,328.44,333.37,347.76,357.70,L7
2001-06-05 21:55:16+00:00,,,,337.87,353.17,375.89,366.23,364.21,360.48,349.73,355.31,361.33,364.59,361.04,365.68,359.71,350.39,352.68,355.25,353.13,352.69,343.64,350.50,356.46,347.66,345.25,366.95,381.36,L7
2001-09-09 21:54:12+00:00,,,,358.58,357.49,364.73,379.82,379.19,366.21,360.10,352.55,354.49,358.92,353.53,356.27,356.34,350.24,346.26,353.01,350.75,338.38,337.46,348.84,352.39,340.77,346.26,355.71,373.03,L7
2001-10-11 21:53:46+00:00,,511.66,447.63,338.72,,,358.32,359.89,,,350.70,353.69,359.14,369.44,364.73,355.20,,,,,,,,358.47,347.61,342.50,364.13,382.75,L7
2001-12-30 21:54:37+00:00,,,,,,,,,,,,,,,,,,,,,,334.75,346.70,353.95,341.65,337.87,354.81,362.65,L7
2002-01-31 21:54:26+00:00,,,443.71,,362.16,370.95,,390.28,391.86,369.31,361.15,364.30,361.70,356.59,353.77,352.50,358.72,364.37,364.82,370.06,366.63,340.73,369.69,368.73,350.29,349.92,362.74,375.92,L7
2002-04-05 21:54:25+00:00,621.04,,,335.80,,,347.23,,,345.21,345.94,343.04,345.34,345.37,351.51,350.95,345.76,348.30,350.08,356.29,348.23,347.35,352.39,367.36,350.27,349.45,363.67,364.66,L7
2002-05-23 21:54:18+00:00,,,,307.48,,,,,,,,352.07,359.36,363.92,363.12,355.40,351.12,356.33,368.63,367.44,355.07,328.53,363.23,380.01,,,,,L7
2002-08-27 21:53:36+00:00,,,406.35,380.96,362.96,379.73,384.55,385.41,382.69,366.64,368.59,355.60,357.62,356.89,357.50,361.77,357.52,358.03,364.01,362.08,367.13,347.27,358.46,363.01,347.01,349.56,361.18,382.42,L7
2002-09-12 21:53:31+00:00,,,389.23,364.65,357.54,365.81,378.50,379.31,369.02,364.25,360.85,359.96,358.52,352.12,,,,351.16,358.26,358.06,364.43,345.88,351.76,,,,,,L7
2002-10-14 21:53:19+00:00,599.92,520.98,,343.06,434.69,,370.14,363.46,369.90,356.11,354.16,354.72,360.56,359.54,359.49,357.28,360.73,363.05,370.95,379.33,383.32,,,,,,,,L7
2003-03-23 21:54:40+00:00,,,,,,,,,,,368.15,357.97,353.13,344.12,340.23,356.47,351.87,349.99,350.51,355.88,344.21,350.02,357.41,362.12,347.90,345.61,360.35,375.05,L7
