dates,satname,nzd0150-0000,nzd0150-0001,nzd0150-0002,nzd0150-0003,nzd0150-0004,nzd0150-0005,nzd0150-0006,nzd0150-0007,nzd0150-0008,nzd0150-0009,nzd0150-0010,nzd0150-0011,nzd0150-0012,nzd0150-0013,nzd0150-0014,nzd0150-0015,nzd0150-0016,nzd0150-0017,nzd0150-0018,nzd0150-0019,nzd0150-0020,nzd0150-0021,nzd0150-0022,nzd0150-0023,nzd0150-0024,nzd0150-0025,nzd0150-0026,nzd0150-0027
1999-07-18 21:58:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,308.23,310.44,302.10,303.90,314.36,331.54
1999-10-22 21:58:28+00:00,L7,,582.41,527.05,357.22,,482.33,460.75,453.57,495.58,466.10,358.85,354.10,352.29,364.30,368.43,359.63,356.69,360.84,369.23,377.59,386.02,374.74,390.18,394.55,376.16,378.05,395.68,410.65
2000-02-27 21:58:40+00:00,L7,,,,,,,,,,,,,,,342.36,341.31,341.36,342.00,351.55,363.36,355.07,338.14,355.44,359.12,349.89,347.00,363.11,371.25
2000-03-14 21:58:11+00:00,L7,619.65,552.48,471.30,431.78,,447.09,421.70,408.70,362.16,350.33,343.97,342.55,351.63,349.05,352.47,352.72,352.28,360.49,364.79,372.98,374.61,364.91,370.20,379.99,363.39,371.12,388.33,391.36
2000-09-06 21:56:22+00:00,L7,632.43,522.36,354.48,357.30,373.83,402.12,399.52,381.70,344.41,347.99,355.32,344.42,356.74,363.59,365.81,360.99,349.42,344.20,350.11,350.04,355.55,353.51,350.99,354.12,,,,
2000-12-11 21:56:24+00:00,L7,,,,,,,,,,,,,,,,,,,142.96,,138.84,139.81,,,325.71,330.64,345.03,354.70
2001-06-05 21:55:16+00:00,L7,511.87,442.55,340.24,347.87,356.03,379.22,374.23,372.21,368.48,354.73,359.75,365.77,367.92,363.54,367.50,363.35,354.83,358.39,360.96,358.84,359.36,351.64,357.17,360.90,351.30,348.89,370.59,385.36
2001-09-09 21:54:12+00:00,L7,340.46,331.00,336.07,338.58,351.78,358.06,363.82,363.19,350.21,350.10,343.66,345.60,352.25,348.53,352.63,349.07,341.35,334.83,341.58,339.32,325.05,321.46,335.51,343.50,333.50,338.99,348.44,365.03
2001-10-11 21:53:46+00:00,L7,,552.66,488.63,359.22,,,374.72,376.29,437.99,432.41,359.81,362.80,365.97,374.56,368.46,362.65,,,,,,,,367.58,355.06,349.95,371.58,390.95
2001-12-30 21:54:37+00:00,L7,,,,,,,,,,,,,,,,,,,,,,323.55,337.37,347.73,336.56,332.78,349.72,357.05
2002-01-31 21:54:26+00:00,L7,325.71,325.45,325.71,324.40,345.30,351.28,354.91,343.08,344.66,339.81,334.93,338.08,342.03,341.84,343.04,331.05,332.50,330.66,331.11,336.35,327.30,293.53,330.36,342.51,328.84,328.47,341.29,352.32
2002-04-05 21:54:25+00:00,L7,652.04,457.19,339.02,351.30,,,359.63,362.40,358.11,352.96,352.83,349.93,350.51,349.24,354.33,356.59,352.65,357.16,358.94,365.15,358.56,359.75,362.72,374.25,355.91,355.09,369.31,370.86
2002-05-23 21:54:18+00:00,L7,164.53,648.97,652.14,352.48,,,493.23,499.00,505.28,456.89,459.09,372.07,374.36,375.17,371.30,371.76,371.12,382.04,394.34,393.15,385.07,364.53,393.23,400.01,,,,
