dates,nzd0142-0000,nzd0142-0001,nzd0142-0002,nzd0142-0003,nzd0142-0004,satname
1999-10-22 21:58:28+00:00,359.77,359.34,345.18,346.95,367.30,L7
1999-12-09 21:58:33+00:00,349.13,354.04,348.63,344.56,364.30,L7
2000-01-10 21:58:28+00:00,352.36,359.69,357.20,364.01,365.27,L7
2000-03-14 21:58:11+00:00,362.44,368.98,367.66,370.36,370.90,L7
2000-05-01 21:57:54+00:00,359.72,368.28,366.47,367.49,,L7
2000-09-06 21:56:22+00:00,,,354.09,340.83,362.48,L7
2001-01-12 21:56:06+00:00,348.25,356.10,325.70,348.45,366.49,L7
2001-06-05 21:55:16+00:00,365.91,369.56,362.45,360.97,370.40,L7
2001-09-09 21:54:12+00:00,366.26,363.06,362.97,351.53,372.34,L7
2001-09-25 21:54:04+00:00,367.38,362.30,358.01,355.09,369.58,L7
2001-10-11 21:53:46+00:00,366.19,362.96,358.05,358.80,368.92,L7
2002-01-31 21:54:26+00:00,358.74,370.19,359.64,,,L7
2002-05-23 21:54:18+00:00,362.37,363.96,365.63,363.10,379.09,L7
2002-08-27 21:53:36+00:00,368.87,370.41,363.98,366.07,376.03,L7
2002-10-14 21:53:19+00:00,371.25,369.43,367.15,367.41,377.74,L7
2002-10-30 21:53:25+00:00,339.56,,348.41,,,L7
2003-01-02 21:53:58+00:00,359.08,369.21,362.93,358.81,373.06,L7
2003-01-18 21:54:06+00:00,367.55,377.08,376.08,373.16,381.65,L7
2003-04-24 21:54:22+00:00,372.32,362.78,365.69,,,L7
2003-05-26 21:54:19+00:00,364.36,366.57,364.93,365.53,377.45,L7
2003-07-21 21:42:09+00:00,371.08,371.54,371.88,368.49,369.63,L5
2003-08-06 21:42:27+00:00,363.51,367.83,370.43,367.22,363.37,L5
2003-10-17 21:53:51+00:00,373.85,371.29,365.09,364.44,372.93,L7
2003-10-25 21:43:40+00:00,361.71,370.99,363.18,363.82,367.07,L5
2003-12-04 21:54:19+00:00,359.03,367.19,367.25,364.02,383.56,L7
2004-02-06 21:54:44+00:00,360.09,373.03,369.75,370.14,375.57,L7
2004-03-09 21:54:51+00:00,345.86,353.24,348.00,346.19,365.81,L7
2004-03-25 21:54:54+00:00,367.99,368.71,366.05,367.31,366.42,L7
2004-04-02 21:44:54+00:00,366.84,370.71,366.67,367.35,373.04,L5
2004-04-18 21:45:25+00:00,345.55,347.45,348.73,353.57,,L5
2004-05-04 21:45:52+00:00,360.62,361.56,357.04,354.38,371.17,L5
2004-05-12 21:54:49+00:00,338.76,338.53,341.83,338.92,357.27,L7
2004-05-20 21:46:20+00:00,357.89,365.46,364.67,357.74,369.77,L5
2004-05-28 21:54:47+00:00,349.99,355.22,350.92,351.50,363.99,L7
2004-07-23 21:48:09+00:00,368.32,367.41,361.83,362.80,378.07,L5
2004-08-16 21:54:26+00:00,353.59,357.33,353.00,352.45,361.56,L7
2004-09-09 21:49:19+00:00,357.97,362.29,362.00,357.08,369.07,L5
2004-09-17 21:54:15+00:00,,,,351.84,366.85,L7
2004-09-25 21:49:43+00:00,362.08,367.28,362.00,359.44,377.74,L5
2004-10-19 21:54:19+00:00,368.35,364.05,358.75,362.12,362.67,L7
2005-01-15 21:51:45+00:00,361.51,378.04,374.98,373.09,384.34,L5
2005-02-24 21:55:17+00:00,362.59,369.38,372.01,372.23,380.12,L7
2005-03-12 21:55:20+00:00,346.90,353.21,365.04,,,L7
2005-04-13 21:55:12+00:00,358.21,369.47,372.77,371.19,376.86,L7
2005-04-21 21:52:46+00:00,372.87,384.47,380.15,384.45,385.30,L5
