dates,nzd0377-0000,nzd0377-0001,nzd0377-0002,nzd0377-0003,nzd0377-0004,nzd0377-0005,nzd0377-0006,nzd0377-0007,nzd0377-0008,nzd0377-0009,nzd0377-0010,nzd0377-0011,nzd0377-0012,nzd0377-0013,nzd0377-0014,nzd0377-0015,nzd0377-0016,nzd0377-0017,nzd0377-0018,nzd0377-0019,nzd0377-0020,nzd0377-0021,nzd0377-0022,nzd0377-0023,nzd0377-0024,nzd0377-0025,nzd0377-0026,nzd0377-0027,nzd0377-0028,nzd0377-0029,nzd0377-0030,nzd0377-0031,nzd0377-0032,nzd0377-0033,nzd0377-0034,nzd0377-0035,nzd0377-0036,nzd0377-0037,nzd0377-0038,nzd0377-0039,nzd0377-0040,nzd0377-0041,nzd0377-0042,nzd0377-0043,nzd0377-0044,nzd0377-0045,nzd0377-0046,nzd0377-0047,nzd0377-0048,nzd0377-0049,nzd0377-0050,nzd0377-0051,nzd0377-0052,nzd0377-0053,nzd0377-0054,nzd0377-0055,nzd0377-0056,nzd0377-0057,nzd0377-0058,nzd0377-0059,nzd0377-0060,nzd0377-0061,nzd0377-0062,nzd0377-0063,nzd0377-0064,nzd0377-0065,nzd0377-0066,nzd0377-0067,nzd0377-0068,nzd0377-0069,nzd0377-0070,nzd0377-0071,nzd0377-0072,nzd0377-0073,nzd0377-0074,nzd0377-0075,nzd0377-0076,nzd0377-0077,nzd0377-0078,nzd0377-0079,nzd0377-0080,nzd0377-0081,nzd0377-0082,nzd0377-0083,nzd0377-0084,nzd0377-0085,nzd0377-0086,nzd0377-0087,nzd0377-0088,nzd0377-0089,nzd0377-0090,nzd0377-0091,nzd0377-0092,nzd0377-0093,nzd0377-0094,nzd0377-0095,nzd0377-0096,nzd0377-0097,nzd0377-0098,nzd0377-0099,nzd0377-0100,nzd0377-0101,nzd0377-0102,nzd0377-0103,nzd0377-0104,nzd0377-0105,nzd0377-0106,nzd0377-0107,nzd0377-0108,nzd0377-0109,nzd0377-0110,nzd0377-0111,nzd0377-0112,nzd0377-0113,nzd0377-0114,nzd0377-0115,satname
2005-08-03 21:56:37+00:00,360.91,324.19,321.79,327.69,325.81,326.68,324.41,333.31,329.44,327.88,324.48,326.06,325.08,325.87,323.27,326.72,330.58,336.39,341.27,347.72,349.80,352.84,348.93,345.14,341.53,354.86,353.72,349.05,345.25,342.14,345.08,348.02,353.00,349.61,357.03,369.90,368.77,372.10,364.94,367.25,355.02,338.39,331.66,330.41,336.35,348.34,351.18,358.77,346.54,340.84,347.23,347.99,351.01,350.09,347.00,350.11,336.23,355.64,327.06,323.54,320.02,315.47,324.25,334.57,338.81,342.20,339.60,335.82,333.07,333.09,331.95,332.69,334.93,339.66,339.23,344.63,341.93,347.14,344.21,343.33,343.17,347.91,346.77,345.72,342.54,341.63,344.81,346.67,344.84,345.14,342.36,340.80,338.49,336.23,337.83,337.71,337.72,340.98,344.00,347.77,349.40,343.17,343.08,319.88,339.23,330.70,331.31,342.28,357.57,356.22,332.90,337.04,344.60,358.46,359.35,361.26,L7
2005-08-27 21:55:20+00:00,365.83,320.56,317.19,325.33,325.54,324.40,325.22,332.05,330.70,329.35,325.67,327.23,326.53,326.09,324.77,329.88,333.85,340.15,346.61,352.83,352.79,356.74,349.54,349.83,344.89,359.04,357.55,353.32,349.95,347.74,351.78,357.47,362.63,356.58,362.74,375.52,371.69,372.18,365.83,367.58,357.70,338.90,331.98,330.25,336.48,349.65,352.51,359.46,347.83,343.89,349.55,351.71,352.62,350.92,350.54,352.95,340.55,355.84,326.93,323.28,319.94,317.39,325.06,334.85,341.98,343.75,340.47,339.44,335.08,333.42,331.14,332.10,334.83,339.73,339.45,345.97,343.88,347.14,344.52,344.59,344.38,348.84,348.06,347.42,343.92,341.55,343.50,345.44,344.52,344.50,343.30,342.07,339.73,337.86,339.95,340.34,340.55,343.98,347.94,351.61,349.50,343.50,342.63,330.13,340.81,331.69,332.67,344.34,359.74,358.03,336.92,340.34,348.30,361.35,358.89,360.06,L5
2005-09-20 21:56:18+00:00,364.67,303.85,305.44,309.63,312.02,313.18,313.45,317.22,317.01,317.23,314.12,315.57,312.06,314.87,312.59,327.03,330.37,339.40,348.19,348.60,353.06,356.55,349.26,349.78,343.51,358.78,357.29,353.44,349.58,348.48,354.39,360.50,369.56,361.66,361.35,372.69,367.02,367.06,360.43,366.34,350.30,330.34,322.72,321.86,330.50,344.75,348.98,357.10,346.78,343.98,347.81,350.40,349.79,348.66,349.63,352.43,339.67,352.78,323.23,319.67,313.92,311.81,321.89,325.65,339.83,338.78,336.78,328.87,327.06,325.51,323.36,323.33,325.52,331.10,334.92,342.12,341.08,344.19,340.33,340.85,342.52,348.98,346.47,346.41,339.53,337.83,338.33,339.62,337.29,339.20,340.51,339.52,338.04,337.76,339.42,339.03,341.14,344.30,347.10,350.02,348.83,343.34,340.44,331.30,338.15,328.62,330.70,342.39,358.80,356.98,335.68,341.59,347.78,360.15,357.66,359.76,L7
2005-09-28 21:55:20+00:00,361.26,303.62,304.55,308.57,310.15,311.58,311.07,315.02,316.18,314.77,312.88,314.89,312.57,314.70,313.20,326.92,331.65,338.73,347.24,348.53,351.56,354.11,349.10,349.74,344.85,359.12,358.47,354.92,350.97,349.98,356.48,361.01,368.93,359.93,361.01,372.31,366.03,366.35,359.33,364.38,348.54,329.15,321.80,321.76,330.42,344.47,348.88,357.80,346.86,343.24,347.45,350.18,350.67,349.19,350.44,353.36,339.69,352.96,322.74,318.75,312.91,310.42,320.44,325.77,339.10,337.47,335.64,326.87,326.29,323.80,323.24,323.26,326.73,332.55,335.64,342.63,341.08,343.87,340.47,341.08,342.58,348.41,346.13,346.38,339.60,337.44,338.48,339.31,338.76,339.91,340.80,339.32,337.61,337.71,339.25,339.37,341.11,344.39,347.05,349.52,348.24,342.90,341.06,331.08,338.19,328.45,330.21,342.58,359.04,357.22,335.85,341.91,348.29,360.02,357.81,359.63,L5
2005-10-07 21:49:06+00:00,362.08,305.97,305.79,306.57,307.55,308.36,306.63,309.52,311.65,311.39,309.89,312.38,309.97,313.04,311.85,328.13,332.67,338.50,347.59,347.78,349.95,352.48,346.63,347.67,343.42,358.35,358.94,355.12,351.44,350.78,357.15,360.64,368.11,358.75,359.48,371.87,365.26,365.51,358.40,363.15,346.53,328.07,320.59,321.03,330.39,344.36,348.00,356.59,346.21,342.75,346.75,349.76,350.05,348.71,350.74,353.68,341.19,353.00,323.84,319.25,312.74,309.82,318.09,322.21,337.72,335.66,333.99,325.43,323.86,321.24,320.77,321.60,325.02,330.85,334.93,341.46,340.53,342.75,339.21,339.76,341.06,346.63,344.77,345.31,337.98,335.99,337.09,338.26,338.07,339.56,341.08,340.01,337.77,337.36,338.44,338.78,340.49,343.79,346.62,349.00,347.22,342.68,339.09,334.45,337.48,328.24,330.43,343.17,359.10,357.03,336.14,342.10,348.79,359.67,357.49,359.80,L5
2005-10-22 21:56:27+00:00,350.12,304.42,303.64,302.57,303.57,304.61,300.77,302.63,305.79,307.01,306.99,308.53,307.52,308.34,309.36,325.74,331.51,338.46,346.51,347.00,348.37,348.60,343.27,345.12,340.28,356.07,357.35,354.45,350.69,348.67,354.52,358.59,366.05,356.51,357.86,370.96,366.98,365.24,357.43,360.49,343.00,326.24,318.88,318.50,328.28,341.01,344.31,354.21,344.77,342.20,345.62,351.10,351.08,349.35,350.96,352.79,341.71,349.77,322.53,317.58,309.02,307.24,312.33,320.35,338.20,335.39,335.11,324.74,321.81,321.11,319.69,321.62,323.20,327.60,333.20,336.88,337.53,339.69,335.81,337.13,339.05,344.79,343.80,344.28,337.66,335.11,337.02,338.05,336.22,337.98,338.16,337.19,335.08,333.98,334.90,335.99,339.34,343.71,346.91,349.91,346.68,343.16,336.17,338.41,336.60,327.11,329.25,342.99,356.07,356.56,339.00,342.03,350.23,360.35,359.13,362.58,L7
2005-11-07 21:56:39+00:00,349.38,308.26,307.33,305.53,305.80,306.33,303.91,307.86,311.75,310.21,309.13,310.56,310.38,308.34,309.36,325.74,332.89,339.66,346.78,347.94,348.51,349.18,343.62,345.03,342.15,356.44,358.36,355.27,351.48,350.31,354.52,358.59,363.65,354.43,357.95,371.93,369.15,366.41,358.42,361.26,345.85,328.12,320.58,319.70,329.63,341.94,344.31,354.21,345.17,342.68,345.48,351.74,351.94,350.26,351.68,353.17,343.27,352.15,324.45,319.09,310.97,308.40,312.33,320.35,338.10,336.70,337.53,328.08,324.29,324.14,322.23,323.27,326.13,329.84,333.51,338.45,338.47,340.34,335.81,337.13,339.05,344.45,343.84,344.80,338.49,336.72,338.76,339.96,339.79,340.81,339.95,338.07,336.28,334.68,334.90,335.99,339.51,344.79,347.81,351.09,347.97,344.61,337.86,338.41,338.79,328.64,330.24,344.09,356.07,356.56,341.03,342.06,351.79,361.93,360.82,364.28,L7
2005-11-08 21:49:16+00:00,347.03,308.26,307.33,305.53,305.80,306.33,303.91,307.86,311.75,310.21,309.13,310.56,310.38,308.34,309.36,325.74,332.89,339.66,346.78,347.94,348.51,349.18,343.62,345.03,342.15,356.44,358.36,355.27,351.48,350.31,354.52,358.59,363.65,354.43,357.95,371.93,369.15,366.41,358.42,361.26,345.85,328.12,320.58,319.70,329.63,341.94,344.31,354.21,345.17,342.68,345.48,351.74,351.94,350.26,351.68,353.17,343.27,352.15,324.45,319.09,310.97,308.40,312.33,320.35,338.10,336.70,337.53,328.08,324.29,324.14,322.23,323.27,326.13,329.84,333.51,338.45,338.47,340.34,335.81,337.13,339.05,344.45,343.84,344.80,338.49,336.72,338.76,339.96,339.79,340.81,339.95,338.07,336.28,334.68,334.90,335.99,339.51,344.79,347.81,351.09,347.97,344.61,337.86,338.41,338.79,328.64,330.24,344.09,356.07,356.56,341.03,342.06,351.79,361.93,360.82,364.28,L5
2005-12-25 21:56:55+00:00,350.12,307.40,305.33,303.57,306.10,305.92,304.32,310.60,314.25,311.39,310.57,312.60,312.56,310.71,312.36,325.58,332.82,340.17,346.78,347.94,347.94,349.84,344.24,345.30,343.50,356.95,359.29,356.77,352.87,352.46,357.41,361.10,363.69,354.87,358.61,373.32,371.12,367.03,359.15,361.33,347.75,328.83,321.15,320.20,330.40,342.03,344.17,355.40,347.62,344.69,346.77,353.55,352.31,350.94,352.85,353.87,344.74,353.05,325.20,318.63,310.89,308.75,312.82,321.28,338.50,337.93,338.34,328.08,324.29,324.09,324.20,324.18,326.56,330.81,333.72,338.20,340.09,342.56,338.79,338.65,340.75,345.96,346.53,347.20,339.21,337.75,339.87,340.93,341.20,342.06,341.54,339.81,337.36,336.28,336.50,336.84,340.45,346.05,349.12,352.78,350.47,346.30,339.69,343.50,341.35,329.84,330.72,344.36,356.65,357.43,341.98,341.93,352.82,362.89,362.40,363.15,L7
2006-01-10 21:57:04+00:00,350.12,307.40,305.33,303.57,306.10,305.92,304.32,310.60,314.25,311.53,311.44,312.77,311.74,309.74,311.62,323.85,332.82,340.35,346.30,347.01,347.11,349.17,344.93,345.30,343.93,356.84,358.48,356.01,351.89,350.84,357.60,361.00,362.08,353.98,358.30,373.36,371.00,367.67,358.48,360.64,346.90,328.58,320.58,319.12,328.85,340.06,342.32,353.07,344.48,340.97,344.31,351.29,352.24,350.98,353.03,354.10,343.61,351.42,324.61,316.55,308.82,306.76,309.99,318.00,338.34,337.65,337.94,324.99,322.47,323.16,324.09,323.79,325.80,329.19,331.84,336.45,338.75,341.15,337.43,337.79,340.23,345.45,346.60,347.26,338.96,337.56,339.91,340.49,340.01,339.28,339.88,338.31,336.18,335.85,335.31,335.40,340.53,347.32,348.91,352.41,350.16,347.04,340.43,340.66,340.53,327.90,327.70,342.28,353.69,353.82,338.63,339.93,350.94,361.18,361.59,360.93,L7
2006-01-26 21:57:12+00:00,350.12,307.40,305.33,303.57,306.10,305.92,304.32,310.60,314.25,311.53,311.44,312.77,311.74,309.74,311.62,323.85,332.82,340.35,346.30,347.01,347.11,349.17,344.93,345.30,343.93,356.84,358.48,356.01,351.89,350.84,357.60,361.00,362.08,353.98,358.30,373.36,371.00,367.67,358.48,360.64,346.90,328.58,320.58,319.12,328.85,340.06,338.87,348.45,340.21,337.80,344.31,351.29,348.00,347.62,349.62,350.39,338.78,347.78,322.63,314.73,306.71,304.30,308.47,316.50,335.12,335.01,334.61,324.99,322.47,323.16,323.41,322.47,324.15,326.42,329.56,334.53,336.55,339.00,336.26,335.47,338.19,342.89,344.66,347.26,338.96,337.56,338.37,339.00,338.78,337.90,338.18,335.89,334.22,333.66,333.21,332.83,336.98,343.37,348.91,352.41,347.09,344.53,338.53,340.66,337.85,325.87,325.51,339.45,350.23,350.44,334.72,336.86,350.94,361.18,359.77,360.93,L7
2006-02-11 21:57:16+00:00,347.49,307.29,305.36,301.08,304.96,303.03,305.70,309.59,313.29,308.52,309.10,311.05,310.33,308.09,310.24,320.24,329.61,337.61,341.44,344.36,343.95,345.81,344.78,344.93,345.07,355.98,357.77,353.06,350.12,350.59,356.52,359.04,358.72,352.09,356.44,371.45,371.28,365.72,358.57,362.42,349.12,327.47,318.36,316.24,326.11,336.58,335.47,347.04,337.59,335.14,341.84,350.48,346.52,346.31,347.44,350.13,337.27,344.68,322.38,312.84,306.24,304.68,310.12,318.83,335.01,333.90,332.01,322.88,322.47,323.16,323.41,320.23,322.27,326.16,326.41,331.72,333.10,334.36,331.50,330.00,333.77,338.41,341.55,341.80,336.76,335.87,336.57,336.60,337.28,335.83,335.58,333.21,331.77,332.23,331.32,329.87,334.04,340.70,345.72,351.70,345.13,342.35,338.60,340.66,336.11,322.95,322.60,336.14,347.26,348.07,333.69,334.65,348.92,360.09,358.74,359.49,L7
2006-02-19 21:57:51+00:00,343.67,306.93,305.40,303.42,306.34,303.92,307.06,310.91,314.57,308.23,309.06,310.68,310.76,308.87,310.46,319.50,329.17,335.68,339.94,344.75,345.08,346.64,345.73,346.37,345.98,356.34,357.17,351.37,348.57,349.86,355.87,357.57,360.21,354.26,357.79,372.54,371.89,366.10,359.57,362.24,349.82,327.34,318.20,315.74,325.08,336.30,336.37,347.52,337.60,334.70,342.19,350.60,347.51,346.98,347.56,350.15,339.19,344.56,321.81,311.78,305.08,303.65,308.94,319.06,334.57,333.14,332.36,322.98,322.14,322.82,323.58,320.30,321.74,325.89,325.62,331.45,332.98,334.54,332.53,330.99,334.71,339.29,341.67,342.04,338.17,336.31,336.98,336.78,337.25,335.84,335.63,333.95,332.13,330.88,330.84,330.63,334.79,340.62,346.44,352.02,345.99,343.05,338.31,344.92,336.72,323.35,323.11,335.91,346.48,348.90,334.80,335.28,349.49,360.93,358.67,358.88,L5
2006-03-07 21:58:11+00:00,344.51,313.69,310.79,307.16,307.89,304.86,307.52,311.19,315.58,308.99,309.77,311.06,311.24,310.62,311.89,319.94,330.81,337.06,341.21,345.29,344.82,345.63,346.09,346.47,345.83,356.49,358.37,353.12,349.86,350.11,356.15,357.22,358.47,352.41,356.46,371.54,370.92,366.28,360.67,363.33,350.72,327.90,319.53,316.86,326.58,337.52,336.38,346.57,337.00,333.67,342.07,350.18,347.24,346.86,347.32,349.83,339.03,344.39,321.95,312.31,305.73,303.56,309.16,320.46,334.40,333.64,333.69,322.73,322.18,323.45,323.77,320.66,323.67,327.27,327.39,332.98,333.87,335.52,333.02,331.68,335.49,339.26,341.81,343.35,339.41,337.27,338.34,337.88,339.37,338.14,336.58,334.65,332.92,330.89,330.44,330.12,334.40,340.49,346.48,351.48,345.75,342.81,339.71,345.56,336.98,324.23,323.88,336.71,347.11,348.61,334.18,334.99,349.22,360.87,359.17,361.02,L5
2006-03-15 21:57:19+00:00,347.71,314.93,310.79,307.16,307.89,304.86,307.52,311.19,316.02,310.15,310.15,311.82,312.40,312.71,313.74,321.37,332.12,337.83,342.55,345.29,344.82,345.63,346.50,347.43,346.80,357.42,358.37,353.12,349.86,350.11,356.15,357.22,358.47,353.10,357.16,371.54,370.92,366.28,361.94,366.10,352.92,327.90,319.53,316.86,326.58,337.52,336.38,346.57,337.00,333.67,342.07,350.18,347.24,346.86,347.32,349.83,339.03,344.39,321.95,312.31,305.73,303.56,309.16,321.33,334.81,333.26,333.03,321.93,318.43,323.45,323.77,319.46,323.92,327.15,326.32,331.94,333.98,335.23,333.73,332.68,335.54,338.66,341.60,343.07,339.59,337.27,338.34,338.27,339.86,338.77,337.17,335.52,333.33,331.79,331.42,331.37,335.48,341.45,346.97,351.48,345.75,342.64,340.29,341.92,337.31,324.34,323.46,336.98,346.69,349.07,333.98,334.71,348.39,360.24,359.17,361.02,L7
2006-03-31 21:57:18+00:00,350.96,319.19,321.46,319.15,316.83,308.86,314.66,317.59,322.76,316.11,315.20,316.92,318.93,318.36,320.02,322.49,332.52,339.03,344.12,351.99,350.18,348.15,347.82,350.56,352.64,361.79,361.44,355.33,353.28,352.69,357.50,361.07,360.12,355.12,362.01,377.28,376.41,368.70,364.39,367.69,360.86,334.91,325.84,322.01,330.55,341.45,338.90,348.71,338.78,335.95,346.06,354.89,350.95,348.48,347.22,350.57,340.44,345.94,324.10,315.12,308.27,307.21,312.71,326.94,336.77,335.09,335.02,329.90,321.21,331.67,327.85,321.29,325.29,331.47,329.98,334.68,336.15,338.01,337.32,335.53,337.86,340.24,343.09,345.10,345.18,343.05,341.63,340.98,342.00,341.56,339.94,338.30,336.20,334.35,333.39,333.48,336.65,342.67,349.71,356.82,348.85,343.11,340.45,346.43,339.83,326.03,324.00,337.74,347.33,349.61,334.84,335.01,349.93,362.28,361.35,361.35,L7
2006-06-19 21:57:12+00:00,356.32,319.16,323.05,326.00,320.88,309.30,314.20,316.10,321.61,316.11,315.34,317.67,319.81,320.59,320.68,322.89,332.64,338.26,344.43,352.23,351.24,349.34,349.82,351.53,353.15,362.29,361.91,354.26,352.93,352.59,358.81,362.00,363.01,358.68,364.93,379.49,375.36,367.86,365.35,368.51,361.46,335.27,324.71,321.25,329.83,341.44,340.60,351.00,339.54,336.15,349.87,353.82,348.12,347.99,346.94,351.54,340.30,343.79,322.36,314.13,307.71,306.04,313.59,327.88,337.37,335.67,333.96,328.65,317.46,331.54,325.73,319.44,324.21,330.58,330.05,334.08,335.86,337.44,339.31,336.94,338.88,341.08,344.00,346.06,347.59,344.15,339.06,340.27,341.01,340.80,340.89,339.27,336.68,336.15,336.13,336.99,338.83,343.27,351.06,357.85,347.91,342.15,340.32,347.83,338.25,325.61,324.05,338.10,350.52,351.15,333.23,335.79,349.76,361.21,358.90,359.54,L7
2006-06-27 22:00:00+00:00,353.75,319.16,323.05,326.00,323.31,308.13,313.91,314.27,321.08,315.73,314.69,316.47,318.84,320.26,319.57,322.55,332.67,337.51,344.43,352.23,352.93,348.23,350.32,352.57,353.73,362.68,361.13,353.66,352.49,352.41,359.04,362.80,365.81,361.31,364.93,379.49,375.20,368.04,365.71,370.23,362.30,335.92,325.75,322.01,329.92,341.78,340.09,350.90,338.73,336.50,350.24,353.56,349.67,348.60,347.04,351.58,339.65,343.85,321.06,313.93,307.63,305.24,313.31,328.16,336.93,334.47,332.76,328.65,317.46,334.11,323.16,317.73,323.45,329.85,329.36,333.75,335.03,336.65,338.78,336.50,338.39,341.27,342.89,345.32,346.52,342.06,336.93,339.62,340.70,340.18,339.67,338.51,336.05,335.73,335.50,336.35,338.25,341.88,349.24,354.11,346.05,340.93,339.22,344.79,338.05,324.87,323.47,337.56,350.07,351.51,332.57,335.57,350.12,361.36,357.98,360.86,L5
2006-07-13 22:00:14+00:00,353.75,319.16,323.05,326.00,323.31,308.13,313.91,314.27,321.08,314.11,310.78,313.82,321.39,320.73,318.70,321.40,332.57,335.47,342.61,353.90,353.85,348.03,349.98,349.25,352.81,361.35,360.55,353.27,353.33,353.45,361.45,366.38,372.76,366.42,367.84,378.89,372.44,363.90,363.92,365.68,357.53,333.64,322.43,322.25,328.21,341.93,339.98,351.21,340.05,338.24,352.19,355.22,349.50,348.89,347.45,352.99,340.28,342.78,319.25,312.03,306.44,304.16,312.88,328.16,336.93,334.47,332.76,328.65,317.46,334.11,323.16,317.73,323.45,329.85,329.36,333.75,335.03,336.98,338.06,336.22,337.88,341.39,342.96,344.75,344.82,339.88,338.25,339.76,340.54,339.69,339.71,338.91,336.57,336.95,337.01,338.05,339.54,342.23,348.84,353.64,346.57,341.37,338.59,343.42,338.19,325.39,325.45,338.73,350.54,352.70,334.69,337.22,350.60,362.92,358.16,361.00,L5
2006-07-21 21:56:57+00:00,350.89,319.16,323.05,326.00,313.04,301.19,313.91,314.27,321.08,314.11,310.78,313.82,321.39,320.73,318.70,321.40,332.57,335.47,342.61,353.90,353.85,348.03,349.98,349.25,352.81,361.35,360.55,353.27,351.12,351.65,359.13,366.38,372.76,366.42,367.84,378.89,372.44,363.90,363.92,365.68,357.53,333.64,322.43,322.25,328.21,340.48,339.26,350.97,339.30,337.86,350.83,354.20,348.89,348.33,346.81,352.99,340.28,342.38,317.72,310.98,304.57,304.16,312.88,328.16,336.93,334.47,332.76,328.65,317.46,334.11,323.16,317.73,323.45,329.85,329.36,333.75,334.45,336.30,337.43,335.85,337.08,340.77,342.33,343.45,342.55,337.97,336.44,338.47,338.96,339.69,339.71,337.94,335.74,336.66,336.37,337.06,338.49,341.56,347.26,352.29,345.94,340.93,338.62,343.42,338.19,324.08,324.94,338.12,349.69,352.09,333.31,337.05,349.21,361.76,357.43,360.67,L7
2006-08-22 21:56:53+00:00,349.44,331.08,331.76,331.45,312.52,299.30,313.90,319.48,324.88,318.41,312.71,315.91,325.22,323.19,310.86,317.50,328.80,332.89,340.29,344.70,341.68,329.14,350.96,338.36,353.67,359.79,351.00,349.61,355.59,352.78,350.48,358.43,360.22,354.93,359.63,369.35,371.19,364.93,364.27,352.65,357.73,337.26,327.28,334.01,325.31,337.83,340.53,351.13,341.15,339.83,349.41,350.21,349.54,346.91,346.21,353.33,345.37,344.78,318.29,310.63,303.93,302.86,309.68,333.68,343.41,341.11,340.03,334.00,306.25,320.44,311.97,322.14,322.38,336.94,336.78,339.79,332.52,335.36,336.66,336.25,336.18,340.42,341.69,342.61,338.58,334.12,333.88,338.02,339.89,344.48,344.46,338.39,336.21,338.37,337.18,338.11,339.57,342.92,345.45,347.36,344.50,339.97,338.50,340.33,342.20,327.43,326.65,342.60,352.62,352.10,331.70,337.05,346.42,356.81,355.95,361.36,L7
2006-10-09 21:56:36+00:00,329.37,326.63,326.69,322.91,300.74,295.71,311.14,309.06,313.83,305.39,302.75,305.71,314.24,306.82,283.61,296.41,313.17,316.33,321.21,329.37,327.06,320.89,337.39,318.75,340.85,345.87,338.25,335.86,343.92,344.81,339.16,342.91,343.59,339.60,344.18,356.73,357.07,358.83,355.35,338.81,341.26,326.07,315.35,324.25,316.79,327.95,335.84,347.25,336.64,335.98,345.69,344.02,343.09,344.73,343.86,348.66,340.86,341.55,314.44,306.29,298.67,295.68,300.23,328.78,331.89,336.01,331.60,325.66,301.96,299.54,309.90,328.11,318.35,331.05,333.62,335.27,325.41,330.66,330.69,329.68,329.50,335.88,337.62,338.32,332.70,328.41,333.85,337.27,337.54,342.31,342.83,335.14,333.02,334.11,333.90,334.04,334.19,336.83,340.19,341.36,338.75,338.76,336.27,339.27,339.10,324.57,326.80,341.39,349.89,347.60,326.71,333.79,342.67,353.25,352.32,357.72,L7
2006-10-10 21:55:08+00:00,331.94,336.12,326.69,322.91,300.74,295.71,311.14,309.06,313.83,305.39,302.75,309.82,321.41,316.66,298.18,308.40,318.67,324.08,326.36,329.37,327.06,320.89,337.39,318.75,340.85,345.87,338.25,335.86,343.92,344.81,339.16,342.91,343.59,339.60,344.18,356.73,357.07,358.83,355.35,338.81,341.26,326.07,315.35,324.25,316.79,327.95,335.84,347.25,336.64,335.98,345.69,344.02,343.09,344.73,343.86,348.66,340.86,341.55,314.44,306.29,298.67,295.68,300.23,328.78,331.89,336.01,331.60,325.66,301.96,299.54,309.90,328.11,318.35,331.05,333.62,335.27,325.41,330.66,330.69,329.68,329.50,335.88,337.62,338.32,332.70,328.41,333.85,337.27,337.54,342.31,342.83,335.14,333.02,334.11,333.90,334.04,334.19,336.83,340.19,341.36,338.75,338.76,336.27,339.27,339.10,324.57,326.80,341.39,349.89,347.60,326.71,333.79,342.67,353.25,352.32,357.72,L5
2006-10-25 21:56:53+00:00,333.98,336.95,332.41,332.32,313.72,309.81,321.61,324.61,324.57,313.86,311.34,309.82,321.41,318.82,306.15,313.86,322.04,326.74,329.26,332.21,329.63,326.00,336.07,323.22,338.92,347.01,341.56,335.86,343.92,344.81,340.69,343.16,343.96,339.84,346.28,359.28,363.19,363.74,358.04,346.01,346.70,332.01,324.48,324.25,316.79,327.95,337.80,348.89,337.88,337.50,345.93,345.30,344.93,344.82,344.08,349.15,340.95,343.66,318.00,306.29,298.67,295.68,303.74,327.27,331.67,338.11,335.35,330.33,311.59,312.53,316.77,330.17,324.93,335.11,333.69,334.95,325.41,330.66,330.69,330.18,330.78,336.32,339.03,340.18,335.11,331.19,337.09,340.09,339.95,344.49,343.58,336.73,333.02,334.11,333.02,333.59,334.61,337.81,341.40,342.31,339.33,339.88,337.29,343.77,341.16,326.52,326.80,341.39,351.06,348.72,328.21,333.24,342.88,354.43,354.39,359.53,L7
2006-11-02 22:01:32+00:00,337.88,338.31,337.44,334.30,319.34,316.25,326.61,329.75,328.33,318.39,314.89,315.56,323.41,323.81,309.87,317.65,325.05,329.87,331.18,332.72,331.81,328.01,338.48,326.61,337.88,349.84,346.15,343.15,350.04,347.52,339.40,341.43,340.76,337.76,345.79,360.97,363.68,367.69,362.80,351.29,350.49,338.10,329.30,332.56,324.35,335.30,338.76,349.87,339.71,337.99,345.83,345.24,344.65,344.78,344.28,348.89,339.06,347.92,321.49,310.03,302.13,298.60,305.16,325.29,330.33,337.51,334.59,330.48,315.08,316.40,320.06,331.14,327.73,337.25,335.62,338.04,328.11,332.59,331.04,330.42,331.38,336.46,338.75,340.98,336.62,332.90,339.37,342.38,342.49,346.48,344.61,338.03,334.24,333.65,331.78,332.56,333.99,337.00,340.31,341.41,339.96,340.62,339.17,343.77,341.66,327.29,328.25,341.58,351.02,348.15,326.18,331.38,341.25,354.57,355.47,360.12,L5
2006-11-10 21:57:06+00:00,339.53,340.99,341.06,335.47,320.47,317.95,323.16,326.93,326.87,317.09,313.93,314.50,323.41,323.81,309.87,316.52,325.30,329.83,332.03,333.93,331.91,328.61,334.47,324.71,332.95,346.29,345.80,343.27,347.33,347.52,339.40,341.43,337.95,336.02,346.16,361.55,365.75,367.54,361.87,352.03,350.52,338.09,329.51,329.61,325.78,335.30,338.76,349.09,340.10,338.09,345.43,345.02,344.34,343.82,343.74,347.79,339.67,347.91,321.66,311.07,303.64,298.60,305.16,325.29,332.27,338.39,335.90,331.44,317.24,319.13,321.86,330.58,328.01,335.52,333.88,336.46,327.50,331.75,331.04,330.42,330.36,336.19,339.24,341.42,337.43,333.88,339.60,342.77,342.92,345.63,343.96,337.74,333.71,333.65,331.78,330.30,332.33,336.32,339.86,341.64,340.25,340.73,338.22,349.72,341.84,328.09,328.87,341.58,351.02,347.42,327.15,330.94,341.92,355.06,356.17,359.86,L7
