dates,satname,nzd0377-0000,nzd0377-0001,nzd0377-0002,nzd0377-0003,nzd0377-0004,nzd0377-0005,nzd0377-0006,nzd0377-0007,nzd0377-0008,nzd0377-0009,nzd0377-0010,nzd0377-0011,nzd0377-0012,nzd0377-0013,nzd0377-0014,nzd0377-0015,nzd0377-0016,nzd0377-0017,nzd0377-0018,nzd0377-0019,nzd0377-0020,nzd0377-0021,nzd0377-0022,nzd0377-0023,nzd0377-0024,nzd0377-0025,nzd0377-0026,nzd0377-0027,nzd0377-0028,nzd0377-0029,nzd0377-0030,nzd0377-0031,nzd0377-0032,nzd0377-0033,nzd0377-0034,nzd0377-0035,nzd0377-0036,nzd0377-0037,nzd0377-0038,nzd0377-0039,nzd0377-0040,nzd0377-0041,nzd0377-0042,nzd0377-0043,nzd0377-0044,nzd0377-0045,nzd0377-0046,nzd0377-0047,nzd0377-0048,nzd0377-0049,nzd0377-0050,nzd0377-0051,nzd0377-0052,nzd0377-0053,nzd0377-0054,nzd0377-0055,nzd0377-0056,nzd0377-0057,nzd0377-0058,nzd0377-0059,nzd0377-0060,nzd0377-0061,nzd0377-0062,nzd0377-0063,nzd0377-0064,nzd0377-0065,nzd0377-0066,nzd0377-0067,nzd0377-0068,nzd0377-0069,nzd0377-0070,nzd0377-0071,nzd0377-0072,nzd0377-0073,nzd0377-0074,nzd0377-0075,nzd0377-0076,nzd0377-0077,nzd0377-0078,nzd0377-0079,nzd0377-0080,nzd0377-0081,nzd0377-0082,nzd0377-0083,nzd0377-0084,nzd0377-0085,nzd0377-0086,nzd0377-0087,nzd0377-0088,nzd0377-0089,nzd0377-0090,nzd0377-0091,nzd0377-0092,nzd0377-0093,nzd0377-0094,nzd0377-0095,nzd0377-0096,nzd0377-0097,nzd0377-0098,nzd0377-0099,nzd0377-0100,nzd0377-0101,nzd0377-0102,nzd0377-0103,nzd0377-0104,nzd0377-0105,nzd0377-0106,nzd0377-0107,nzd0377-0108,nzd0377-0109,nzd0377-0110,nzd0377-0111,nzd0377-0112,nzd0377-0113,nzd0377-0114,nzd0377-0115
2006-06-27 22:00:00+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.15,356.50,342.70,347.45,353.65,354.50,349.21,352.20,349.08,351.89,335.59,348.87,322.35,315.01,310.92,,,,,,,,,,,,,,,,333.43,336.13,338.96,337.51,338.60,347.51,341.72,342.07,343.64,333.36,337.79,344.30,344.12,341.47,335.73,339.83,335.09,338.17,333.72,334.36,333.00,338.51,340.50,345.27,343.37,342.16,337.54,332.99,339.71,326.64,329.75,343.32,355.19,359.57,333.10,337.07,355.28,364.77,363.49,363.56
2006-07-13 22:00:14+00:00,L5,,,,,,,,,,302.52,293.56,297.70,291.39,306.39,301.56,307.92,331.90,328.78,332.46,347.65,344.51,343.28,347.17,332.41,347.93,343.99,349.85,347.27,348.39,346.55,363.58,371.48,380.29,367.60,365.97,363.51,353.46,354.66,350.08,346.90,333.11,324.11,307.08,297.80,316.88,336.79,337.27,345.68,337.24,333.73,345.76,341.85,347.83,349.87,349.16,362.05,343.25,333.90,306.18,298.35,297.64,297.20,309.95,,,,,,,,,,,,,,,339.18,331.89,333.60,333.39,341.91,343.10,340.24,335.74,330.49,342.93,340.16,338.84,335.11,339.45,341.60,340.19,346.31,348.68,351.22,349.22,344.31,345.13,350.75,348.29,343.52,333.95,331.88,338.49,325.13,336.64,345.96,350.69,348.65,337.45,345.31,343.91,362.39,356.31,350.71
2006-07-21 21:56:57+00:00,L7,335.85,284.25,283.56,287.65,286.22,285.32,,,,,,,,,,,,,,,,,,,,,,,343.10,346.29,350.22,,,,,,,,,,,,,,,336.49,335.98,352.44,338.24,339.51,345.51,356.11,352.25,350.92,348.76,,,351.20,308.96,306.07,293.42,,,,,,,,,,,,,,,,335.39,334.12,335.09,335.62,333.12,338.80,340.33,337.07,333.84,333.67,332.31,332.79,331.27,,,333.45,332.70,337.37,334.04,332.12,333.97,341.50,342.24,353.94,349.78,345.10,340.89,,,318.83,327.31,339.05,346.11,355.07,332.90,341.46,347.45,364.08,361.50,370.66
2006-08-22 21:56:53+00:00,L7,310.87,177.75,169.24,120.69,,216.01,247.28,245.58,,,,256.28,257.40,262.61,270.26,288.44,296.90,302.30,312.18,316.08,310.08,295.46,277.73,297.28,,,322.52,315.97,299.62,306.01,309.80,316.98,316.04,319.26,328.10,351.51,,322.50,,319.90,,,,284.50,306.45,317.88,325.76,333.34,322.70,321.12,334.66,337.03,337.55,328.50,332.70,335.71,,,,294.71,284.46,283.30,283.66,269.24,216.68,207.62,226.57,249.90,293.71,288.67,295.05,289.24,299.50,,,,300.66,308.74,313.80,307.99,313.07,319.48,323.21,328.57,324.31,323.16,325.07,324.83,333.30,,,320.58,323.18,319.70,321.20,319.76,321.60,326.23,333.77,335.63,333.49,331.09,329.22,,,,314.85,334.82,339.89,334.34,314.73,321.45,334.30,344.20,348.61,
2006-08-23 21:54:35+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-08 21:54:47+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-09 21:56:36+00:00,L7,328.77,325.30,325.43,321.99,318.11,309.63,310.54,308.14,312.69,307.23,310.48,312.49,313.04,,,,313.88,320.94,322.90,328.47,330.68,327.67,326.76,328.60,332.67,346.90,345.43,346.38,342.04,,,,337.47,335.51,343.01,362.62,355.83,360.17,358.50,354.46,347.52,326.73,322.25,323.16,331.15,,,,338.26,338.08,344.54,346.47,344.43,341.53,339.84,339.93,331.48,333.95,319.23,316.08,305.01,303.26,,,320.27,325.97,321.44,315.62,315.62,317.48,320.87,329.24,329.94,329.37,330.61,332.38,335.28,338.85,,,,333.29,340.32,344.56,337.14,333.22,342.32,344.61,338.10,340.33,344.16,342.60,336.01,329.94,,,328.34,333.23,339.81,340.23,336.10,335.63,335.42,334.02,335.92,324.65,330.37,344.09,,,323.68,325.19,335.82,351.93,350.67,346.01
2006-10-10 21:55:08+00:00,L5,339.68,339.93,,,,68.75,,,,,,314.42,323.48,322.08,322.91,328.99,331.24,343.58,336.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-25 21:56:53+00:00,L7,342.83,335.61,335.29,339.64,337.12,334.82,330.73,338.08,332.74,329.15,326.17,,,320.78,327.70,328.43,333.42,335.34,338.28,338.03,334.67,338.88,332.08,335.28,333.34,347.95,349.48,,,,343.55,342.31,343.06,338.22,349.61,362.02,367.72,369.06,360.04,364.41,354.57,341.80,340.59,,,,345.95,354.95,342.14,343.59,344.66,347.20,349.62,341.19,341.29,347.49,333.58,346.45,333.54,,,,312.46,322.58,326.73,338.43,338.37,335.17,327.68,334.37,333.79,330.70,341.95,340.89,331.57,331.86,,,,330.70,335.10,336.60,345.14,348.71,344.00,341.76,350.08,354.04,351.23,350.06,343.56,343.57,,,326.36,328.74,333.98,339.80,343.78,341.67,337.35,341.66,342.07,343.78,344.88,332.17,,,354.36,348.92,329.51,326.09,338.16,354.29,359.34,360.89
2006-11-02 22:01:32+00:00,L5,363.65,347.64,352.44,341.90,340.67,341.11,338.95,343.65,340.34,334.84,329.62,336.13,332.10,342.87,328.82,335.95,343.72,349.00,345.29,339.46,345.23,340.29,348.06,342.55,337.77,360.67,368.01,367.39,371.77,357.04,337.29,338.61,331.48,333.52,349.02,376.28,378.57,387.36,382.95,377.93,367.10,360.01,347.50,345.15,351.71,360.96,347.38,359.50,358.10,346.64,349.85,352.67,350.81,351.77,352.89,354.53,343.02,386.95,346.40,336.44,327.20,314.98,313.99,326.87,334.14,342.44,340.13,338.77,331.08,335.25,339.49,340.32,343.66,347.77,345.31,351.56,347.90,348.65,336.50,335.32,338.59,341.53,340.85,351.10,351.19,348.99,358.61,363.61,365.80,361.92,355.00,351.89,346.51,334.66,328.28,330.91,335.15,338.04,341.22,345.36,352.27,354.35,354.70,349.52,352.00,339.12,344.77,349.93,355.27,354.18,325.36,325.08,340.32,365.85,371.39,377.09
2006-11-10 21:57:06+00:00,L7,347.11,342.92,343.63,332.87,317.50,315.45,308.88,312.40,314.94,307.10,303.20,304.62,,,,305.57,320.74,323.78,329.60,332.08,324.48,324.45,314.48,311.23,308.15,328.16,338.18,339.81,330.83,,,,318.01,320.45,339.22,350.12,351.44,353.76,348.27,346.43,341.84,331.97,324.03,316.51,323.63,,,337.34,333.86,330.13,334.32,330.36,329.04,323.98,327.31,327.94,320.82,325.23,316.22,311.78,306.99,,,,326.87,330.60,327.99,322.10,316.58,317.86,320.32,317.82,321.51,321.72,320.38,322.98,313.27,318.32,,,317.14,327.13,336.32,337.45,333.77,330.92,331.94,337.16,337.09,331.27,331.25,327.52,321.70,,,306.92,309.74,319.58,321.88,327.49,327.87,327.24,326.64,326.81,329.76,321.55,320.09,,,326.50,312.36,316.10,329.72,340.99,345.29,335.47
2006-11-19 21:51:02+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-05 21:51:10+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-12 21:57:23+00:00,L7,331.61,,,,,305.95,304.70,308.81,307.58,296.77,292.10,294.49,306.52,304.20,310.45,310.62,318.33,318.52,,,,304.41,309.08,310.31,304.63,324.37,330.13,327.65,321.14,319.64,318.17,316.60,317.06,326.46,330.70,,,343.41,344.17,345.68,339.96,320.51,316.44,312.33,321.75,329.35,329.41,337.51,328.71,320.08,325.92,,,323.25,322.62,328.54,320.42,321.89,311.56,306.80,301.38,296.81,303.41,310.87,321.64,321.67,327.45,,,,,307.12,307.77,316.40,311.65,315.69,316.57,316.79,319.53,320.32,324.51,325.35,329.12,332.61,,,,322.43,325.79,323.80,318.61,320.84,320.07,315.84,312.13,310.20,308.22,314.48,323.31,,,323.87,321.31,316.79,322.75,311.57,315.67,327.05,339.53,331.61,313.21,316.04,,,,339.58
2006-12-28 21:57:26+00:00,L7,354.29,352.84,348.44,350.35,345.95,339.50,,,,312.64,311.32,315.36,319.20,309.50,320.89,320.90,326.06,326.63,327.31,335.68,331.34,328.44,324.76,,,,342.47,341.22,335.21,326.56,325.32,320.78,329.68,337.99,350.09,363.10,363.43,365.78,355.77,,,,330.09,326.96,336.14,347.36,344.88,357.33,343.85,336.50,339.61,343.73,346.45,342.41,340.42,,,341.64,327.64,320.44,317.44,311.22,319.37,320.50,343.37,344.31,342.97,334.15,329.31,329.00,325.94,332.01,,,,334.26,336.97,334.40,337.06,335.90,339.64,342.86,346.21,348.77,351.29,344.16,346.41,345.19,,,,329.99,329.55,323.82,325.76,321.93,324.60,330.76,333.03,336.94,337.60,339.53,336.96,,,323.01,327.74,335.75,344.18,340.56,320.65,322.65,343.37,360.14,361.21,359.44
2007-01-05 22:02:04+00:00,L5,352.06,339.87,342.23,333.85,328.31,308.02,317.01,317.58,322.15,309.70,312.12,315.77,316.15,317.28,320.22,315.72,324.04,321.63,328.15,329.75,323.81,317.03,304.50,299.11,311.63,316.98,331.59,324.81,325.11,321.83,324.60,319.18,329.13,334.29,348.88,369.35,371.24,357.97,357.21,350.82,341.45,336.00,322.37,319.36,321.93,338.16,348.07,352.62,347.96,344.08,349.05,344.83,343.48,326.73,326.72,331.26,318.26,331.97,323.88,319.79,316.56,314.09,315.27,321.05,335.07,346.42,348.47,340.51,329.48,330.81,317.91,320.13,318.85,320.42,315.17,323.00,319.39,331.96,336.68,333.37,329.07,334.84,341.56,345.45,342.34,338.24,330.11,327.06,333.84,328.89,326.30,320.90,320.43,322.96,322.97,324.53,324.48,330.97,332.27,339.67,326.74,326.17,331.92,325.61,328.36,318.59,321.46,346.44,358.94,349.00,329.09,331.00,340.65,361.36,356.97,351.78
2007-01-21 22:02:09+00:00,L5,366.48,353.37,358.05,356.83,348.65,344.97,336.82,334.17,330.05,327.22,326.44,325.88,326.83,322.30,327.75,331.83,336.75,341.32,341.94,336.54,336.07,334.63,329.22,313.28,313.29,329.69,338.20,336.14,334.56,320.26,319.27,321.48,332.15,338.97,352.30,380.32,375.68,376.42,366.27,360.50,355.12,352.10,338.00,331.15,327.83,337.14,344.16,359.19,349.35,345.40,352.15,354.49,349.94,347.79,335.68,338.55,327.38,340.23,323.86,324.45,326.03,317.84,322.28,339.31,346.22,346.11,352.49,342.12,339.25,347.89,338.74,329.53,331.19,333.68,327.83,334.07,329.81,336.73,335.87,341.02,342.47,347.73,351.08,357.19,353.71,350.75,351.64,340.19,339.81,336.86,340.53,332.29,325.26,319.83,328.12,325.20,326.44,332.65,339.41,344.93,346.39,331.09,334.88,331.75,335.93,326.54,328.47,337.83,356.36,358.89,335.08,337.71,350.76,367.77,370.09,359.23
2007-01-29 21:57:33+00:00,L7,,,332.91,348.83,344.81,342.86,343.65,343.58,334.58,325.28,322.32,314.93,321.58,329.04,329.98,326.25,,,,325.13,328.99,323.88,312.91,320.39,315.15,341.17,347.42,336.86,330.42,325.53,321.52,320.39,330.27,,,380.26,378.88,377.78,365.16,366.85,362.29,351.61,338.51,339.08,338.51,346.69,343.52,359.09,344.76,,,340.77,346.00,342.17,338.77,339.60,332.83,365.54,332.36,328.99,328.15,314.78,317.29,328.93,346.57,,,,339.79,342.09,339.64,329.05,336.77,337.36,332.40,333.34,335.24,343.02,342.30,339.41,340.28,345.89,,,345.77,342.01,338.73,339.38,339.83,342.24,334.06,335.09,330.32,328.86,322.59,315.83,322.33,,,333.38,337.68,341.31,339.00,337.07,342.81,329.26,333.12,339.06,342.91,350.09,328.15,,,361.89,362.60,357.02
2007-01-30 21:56:00+00:00,L5,364.79,358.36,362.36,362.83,359.13,353.94,351.11,337.54,329.92,325.85,334.42,339.90,340.27,340.82,329.88,328.38,332.94,336.39,336.19,338.82,335.82,336.69,323.72,321.28,328.42,344.28,354.92,348.76,351.28,342.72,328.33,323.03,339.31,345.80,362.17,383.14,384.10,388.14,384.17,388.88,375.54,354.78,349.31,342.07,347.64,354.01,350.18,362.53,357.55,340.69,347.61,354.58,352.23,353.67,355.08,361.15,352.15,,342.73,336.95,329.49,316.85,331.30,339.63,352.43,352.22,347.90,348.32,344.95,351.35,346.97,337.56,347.47,347.78,342.97,346.55,350.29,351.75,340.19,338.86,343.09,347.29,348.09,351.93,354.11,352.88,359.41,354.64,350.15,351.98,352.12,351.73,344.77,336.16,327.16,330.38,332.90,330.03,340.87,353.81,357.90,355.27,356.24,351.34,,,,,,,,,,387.74,386.44,386.58
2007-02-14 21:57:39+00:00,L7,331.74,329.59,,,,321.39,320.39,331.43,325.35,313.11,310.73,305.95,311.61,315.58,313.59,316.66,323.50,325.87,329.63,,,,305.84,312.36,312.26,329.54,333.80,330.55,327.61,326.88,331.04,330.14,332.09,335.17,351.67,,,368.60,373.91,368.74,355.38,332.11,328.37,325.13,323.98,343.74,346.75,353.89,332.97,330.74,335.40,,,335.82,341.90,345.46,334.65,350.67,330.08,322.19,315.68,314.41,313.39,318.61,335.59,343.33,341.38,332.25,,,,318.65,328.71,333.80,327.10,328.32,321.73,324.96,327.32,333.92,336.20,339.41,338.27,340.78,,,,332.29,333.39,329.13,326.02,323.77,319.42,325.10,328.86,327.31,326.37,329.15,333.83,,,342.36,342.95,340.90,337.35,325.82,329.87,336.20,350.54,349.84,329.80,331.76,346.55,,,
2007-03-18 21:57:45+00:00,L7,379.67,368.46,369.06,363.45,356.26,351.15,,,,343.89,343.42,344.23,343.92,342.50,345.73,343.24,340.41,344.83,349.86,348.72,341.31,348.08,345.56,,,,359.13,354.82,351.92,350.72,340.81,330.53,341.40,350.15,374.55,394.08,396.58,398.61,387.03,,,,348.97,346.76,351.41,365.35,367.80,374.37,360.98,353.87,362.00,364.61,365.29,360.59,361.72,,,383.08,354.34,341.54,338.61,332.72,334.12,345.62,355.89,363.28,365.48,357.49,353.52,354.74,343.91,354.36,,,,355.21,351.19,354.97,353.53,351.86,352.70,355.28,363.90,367.10,359.02,357.42,360.54,358.66,,,,348.47,342.54,341.33,339.05,340.42,341.22,346.20,348.60,357.17,359.00,355.26,359.62,,,340.44,343.63,351.07,367.83,375.41,344.32,343.85,361.59,385.24,376.50,373.82
2007-04-19 21:57:43+00:00,L7,372.94,365.61,364.75,367.65,359.22,354.08,356.10,356.80,356.85,343.92,339.48,,,,329.35,337.28,340.12,348.21,345.26,341.88,340.06,336.25,335.88,329.04,334.21,350.44,350.03,341.60,,,327.84,324.25,339.49,342.79,356.15,373.37,383.81,390.97,383.81,379.47,369.33,353.76,350.82,,,,351.75,353.34,344.47,342.33,349.52,355.18,357.78,355.66,347.30,350.69,340.52,361.25,,,,332.73,333.39,340.60,344.66,349.90,357.72,350.92,343.06,351.49,347.52,351.57,351.69,350.89,345.39,,,,341.71,345.87,348.56,346.98,353.03,357.89,351.17,356.88,357.39,359.40,362.49,357.16,354.62,,,326.96,328.03,328.23,329.38,334.43,337.19,345.30,348.61,345.28,349.94,346.40,351.74,,,350.25,366.09,357.60,337.25,330.60,347.81,364.05,362.99,371.35
2007-08-25 21:57:11+00:00,L7,,,,337.19,338.73,332.41,327.00,323.02,318.63,315.51,326.04,324.76,325.86,326.23,324.10,327.96,330.24,,,332.49,331.54,325.64,325.92,319.39,327.50,335.07,334.06,331.53,321.06,312.71,315.87,320.25,327.25,,,366.92,367.73,370.77,366.89,364.39,349.45,331.62,331.93,333.92,341.66,344.35,355.22,353.72,,,,342.36,345.70,341.59,342.90,346.74,333.45,361.73,332.06,326.26,326.92,326.42,331.70,338.57,,,,332.63,328.95,333.89,330.27,333.39,340.91,339.49,339.81,345.42,340.22,333.99,335.12,340.82,341.92,,,344.96,337.70,336.83,337.85,340.70,343.88,339.49,340.25,338.58,333.15,331.17,330.97,331.97,,,338.31,344.55,344.08,341.46,339.27,336.37,338.00,329.53,330.88,349.04,358.91,358.61,,336.73,346.60,365.81,365.19,358.88
2007-09-10 21:57:03+00:00,L7,,,342.52,340.48,328.95,334.26,330.47,335.29,322.04,320.01,315.72,319.10,312.00,314.01,318.57,323.49,327.60,,,335.17,332.44,319.33,312.44,310.60,316.17,333.86,338.57,343.06,332.04,326.89,331.21,332.21,339.20,,,372.92,378.35,379.49,373.36,366.95,359.05,340.34,336.35,331.30,333.40,347.25,353.77,361.81,348.47,,,348.37,345.77,345.24,341.49,349.24,339.24,,334.12,331.44,327.28,322.11,328.74,343.32,342.64,266.45,,336.46,328.82,333.12,332.77,329.60,330.69,336.96,333.81,339.79,333.87,339.73,336.25,338.86,335.04,,,,342.37,337.81,341.14,343.25,341.86,339.32,340.27,337.84,331.58,328.21,331.94,332.05,,,329.53,340.44,341.24,341.81,336.92,332.88,335.14,325.42,331.61,340.99,353.33,356.01,,,347.32,367.64,365.67,363.88
2007-09-26 21:56:59+00:00,L7,,,,161.20,199.57,215.58,245.68,260.32,266.96,255.54,265.85,273.93,265.91,270.77,269.81,286.16,,,302.90,301.38,301.62,290.01,291.29,289.19,296.09,313.81,313.50,308.12,293.15,297.07,305.12,304.20,,,327.84,347.55,348.78,346.21,343.30,334.24,320.21,312.64,298.67,303.76,318.16,327.88,322.07,,,313.96,323.63,327.39,318.74,319.42,327.53,335.85,322.62,327.48,317.17,310.04,299.05,294.38,303.69,308.51,,,314.27,314.95,305.93,310.78,309.87,308.46,305.30,309.60,312.15,321.38,313.14,308.81,313.05,314.32,,,311.82,320.96,320.74,320.67,317.15,315.94,311.11,318.07,317.42,319.71,315.33,311.47,307.76,,,312.95,315.79,322.83,325.30,326.72,324.88,317.67,316.14,306.31,310.62,323.39,,,,313.33,326.55,341.86,344.64,
2007-10-12 21:56:59+00:00,L7,360.85,357.63,349.49,342.93,340.63,,,332.86,332.16,327.40,330.94,329.01,326.36,320.15,322.80,326.07,330.02,338.29,336.76,329.68,331.09,,,,325.96,338.23,341.84,336.25,331.26,333.08,330.73,326.19,334.57,341.31,359.35,373.67,378.54,,,363.68,361.28,352.14,333.28,327.07,331.67,340.46,342.17,353.91,341.45,339.46,347.36,346.50,342.74,,,343.58,326.50,348.06,331.34,328.45,322.15,321.68,328.99,336.47,344.97,351.17,345.64,340.70,333.55,,,,329.88,334.86,338.42,336.13,336.04,337.19,337.85,331.56,331.29,337.81,338.13,338.33,341.80,335.01,,,331.72,337.30,332.91,330.59,320.91,319.44,323.01,320.84,327.81,327.24,333.74,336.14,,,337.19,331.41,332.79,324.48,326.64,338.37,345.84,349.49,331.39,329.48,346.27,357.76,,
2007-10-28 21:57:10+00:00,L7,341.96,329.80,327.79,333.83,327.67,,,301.55,312.76,314.09,311.57,304.90,304.15,294.98,295.80,303.13,305.62,317.73,315.14,319.41,316.34,,,,303.30,320.40,324.31,320.26,301.62,302.97,305.00,303.44,317.56,317.68,327.47,347.10,,,,346.66,339.87,317.90,312.86,310.27,323.30,326.41,331.62,334.64,330.61,330.05,336.62,334.76,,,,330.44,322.04,333.08,317.78,316.61,313.55,305.35,310.25,313.42,317.47,339.28,340.92,332.91,322.07,,,,318.65,319.17,314.67,321.33,309.84,318.46,315.25,315.50,316.90,321.42,320.96,327.29,324.69,,,317.68,315.26,316.23,314.19,302.80,298.31,295.11,303.84,305.40,311.05,318.55,324.10,323.89,,,326.87,328.09,324.65,304.27,308.25,321.96,337.16,328.03,311.06,318.66,330.90,,,325.96
2007-11-06 21:51:05+00:00,L7,,,,,,,,,,,,,344.19,344.96,343.55,345.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-11-22 21:51:13+00:00,L7,376.25,371.67,,,,,,,,,350.88,354.38,354.13,351.85,352.70,352.54,,,,,,,,,,,351.12,340.58,335.85,339.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-15 21:57:32+00:00,L7,,,,337.05,328.41,318.77,320.47,328.62,323.04,320.45,315.20,319.84,317.41,318.13,314.64,318.98,324.38,323.79,,,323.49,315.26,309.68,308.48,311.76,328.09,324.22,321.53,317.53,313.77,312.66,308.23,318.94,327.20,,,357.30,350.96,355.57,348.93,345.78,331.89,324.25,321.00,324.81,334.50,339.06,340.94,332.78,,,332.68,330.98,324.86,326.87,331.38,323.34,329.73,328.99,318.83,318.60,318.53,318.94,323.50,339.52,,,,324.85,331.99,329.62,320.90,321.66,331.33,332.31,330.25,325.31,329.66,329.11,328.84,323.50,329.77,,,325.87,320.41,324.88,329.18,324.97,325.36,324.59,320.85,316.67,310.63,313.61,315.10,320.18,,,328.76,329.82,328.53,325.10,326.87,326.19,320.75,323.97,334.39,338.42,341.39,,,335.92,352.66,351.21,338.15
2007-12-31 21:57:34+00:00,L7,354.21,339.36,346.01,335.00,330.14,331.90,325.20,336.28,,,,322.44,324.81,319.48,314.93,317.39,317.66,318.86,321.85,321.30,320.49,319.31,316.68,312.55,316.89,,,313.88,307.83,309.53,312.60,305.11,315.09,322.31,349.57,358.81,358.29,354.18,353.43,355.97,,,,308.38,319.39,334.44,336.71,344.28,330.93,324.52,336.04,335.68,334.37,327.81,333.20,,,,333.27,325.15,323.71,318.80,323.09,336.20,344.47,337.31,333.70,332.85,329.49,329.86,327.45,326.85,328.20,,,325.76,327.09,336.95,337.78,329.13,327.28,329.06,331.95,336.09,327.12,327.06,330.30,328.93,,,,319.19,312.83,317.96,317.57,314.57,315.93,321.65,322.51,328.11,335.57,337.00,,,,321.80,322.73,332.38,342.66,347.71,327.46,328.89,341.57,357.37,357.30,345.80
2008-01-16 21:57:35+00:00,L7,,,,,,,311.97,310.28,313.57,307.60,305.92,313.93,312.51,314.49,313.73,310.74,318.18,,,,311.21,305.77,307.03,300.21,300.82,310.08,312.49,316.30,311.73,308.67,307.96,306.96,316.40,,,345.16,346.47,345.52,344.48,346.46,323.63,312.56,307.30,309.05,318.74,329.01,330.22,336.62,,,,325.24,327.66,322.33,326.50,329.36,320.01,329.07,319.40,317.57,313.18,318.21,323.00,326.46,332.06,,,324.16,324.74,324.40,323.83,317.34,314.86,319.44,313.85,323.90,322.47,324.38,322.73,318.83,317.97,,,,319.43,321.56,323.68,321.51,320.44,316.13,319.31,317.52,315.74,312.37,313.07,309.89,,,315.11,324.01,326.08,324.00,324.03,318.76,324.10,313.90,315.50,327.08,335.83,333.86,,,328.05,343.72,343.05,
2008-01-25 21:51:23+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-25 21:57:37+00:00,L5,340.56,300.50,306.77,318.35,318.81,316.87,316.57,330.74,329.99,322.67,314.52,318.81,315.98,314.62,313.56,319.42,315.29,323.17,327.01,338.98,344.89,341.33,331.67,329.37,338.54,344.86,338.76,332.13,334.90,336.02,337.37,345.01,354.38,358.91,366.00,366.04,356.21,352.91,352.91,353.43,345.95,324.91,330.15,320.52,317.68,331.31,331.89,344.54,334.53,326.91,341.23,341.74,345.65,338.76,341.31,347.59,341.25,334.53,324.49,314.80,308.12,316.15,320.23,331.38,338.72,328.88,324.63,319.04,320.70,318.89,321.77,320.25,326.97,326.52,325.47,333.90,335.09,330.84,337.09,330.59,327.93,334.28,341.31,333.72,330.43,326.20,329.58,327.91,324.15,330.65,325.74,322.68,320.88,322.43,324.05,321.39,325.42,333.19,336.07,338.88,342.22,334.10,333.73,331.63,336.21,324.10,318.33,331.07,341.83,347.52,330.31,330.49,345.83,359.97,359.13,345.09
2008-03-04 21:57:24+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-20 21:57:22+00:00,L7,,,,,,,339.84,343.53,342.16,335.92,336.09,336.73,342.62,338.84,338.95,338.15,346.62,354.29,,,360.30,355.70,347.47,349.45,352.99,363.93,363.14,365.27,360.63,361.38,367.11,364.29,364.38,362.11,,,385.87,387.00,377.63,371.21,364.61,350.69,345.80,347.15,352.58,361.32,364.84,374.07,360.90,355.46,,,366.42,362.74,363.36,365.02,351.38,,339.74,338.64,338.12,334.24,338.85,346.38,355.56,356.79,,,,345.72,343.64,340.55,347.48,344.55,343.98,350.45,351.96,353.61,354.80,354.13,350.68,356.31,,,,348.78,350.01,351.42,351.72,350.65,347.61,347.75,344.86,343.01,345.60,348.26,351.63,,,358.80,360.57,353.76,356.20,346.78,353.56,341.75,347.65,353.30,363.16,370.64,343.83,,,374.13,369.47,368.67
