dates,nzd0157-0000,nzd0157-0001,nzd0157-0002,nzd0157-0003,nzd0157-0004,nzd0157-0005,nzd0157-0006,nzd0157-0007,nzd0157-0008,nzd0157-0009,nzd0157-0010,nzd0157-0011,nzd0157-0012,nzd0157-0013,nzd0157-0014,satname
1999-07-18 21:58:49+00:00,367.49,355.36,349.83454545454543,,,,,,,,,,,,,L7
1999-10-22 21:58:28+00:00,384.86,360.73,366.1827272727273,368.72076923076924,359.89,360.5166666666667,352.53272727272724,356.2166666666667,362.86,358.2366666666667,354.4633333333333,359.2133333333333,362.25,361.72,369.9,L7
1999-11-07 21:58:56+00:00,374.21,359.76,362.72545454545457,359.79923076923075,354.20714285714286,355.4633333333333,349.47545454545457,348.79333333333335,357.3871428571428,350.18333333333334,345.1666666666667,346.81666666666666,355.9,361.32,341.27000000000004,L7
1999-12-09 21:58:57+00:00,389.76,375.145,378.0072727272727,377.3769230769231,372.36857142857144,368.6666666666667,369.86727272727273,363.0366666666667,371.56857142857143,362.1066666666667,365.3233333333333,367.56333333333333,372.96000000000004,369.95000000000005,369.98,L7
2000-03-14 21:58:35+00:00,376.09,380.24,373.2609090909091,376.4338461538461,368.27142857142854,366.2133333333333,364.41090909090906,368.6333333333333,364.13142857142856,359.87333333333333,358.5466666666667,364.3666666666667,367.26,370.56,355.57,L7
2000-03-30 21:58:33+00:00,378.1,382.18,374.3127272727273,378.05538461538464,370.9428571428572,365.39000000000004,367.64272727272726,371.25,368.72285714285715,369.83000000000004,363.38,362.77,367.73999999999995,367.7,358.66,L7
2000-05-01 21:57:54+00:00,385.11,370.49,366.8363636363636,368.21846153846155,360.7657142857143,361.6933333333333,355.35636363636365,362.16333333333336,363.1657142857143,357.9633333333333,357.6566666666667,364.8466666666667,365.67999999999995,358.02000000000004,372.67,L7
2000-08-05 21:57:08+00:00,388.91,370.23,370.3981818181818,368.9476923076923,361.5942857142857,356.99,354.4681818181818,357.06,367.7842857142857,360.43,358.25,364.47,367.61,374.27000000000004,358.64000000000004,L7
2000-12-11 21:56:24+00:00,374.09,360.92,366.4554545454546,360.4238461538461,361.37,355.6666666666667,357.31545454545454,354.5966666666667,361.06,359.43666666666667,356.56333333333333,358.74333333333334,365.94,346.21000000000004,353.34000000000003,L7
2001-01-12 21:56:30+00:00,397.67,379.325,390.8027272727272,380.37,380.69428571428574,372.70000000000005,372.92272727272723,373.61,379.25428571428574,370.90000000000003,375.25,377.58,386.46,,383.22,L7
2001-02-13 21:56:03+00:00,382.34,367.3,377.6972727272728,369.10923076923075,373.79,363.6133333333333,363.23727272727274,360.6933333333333,370.68,367.8933333333333,370.8266666666667,355.2966666666667,368.91,385.09,359.85,L7
2001-06-05 21:55:16+00:00,392.45,390.16,382.99363636363637,384.9530769230769,383.3828571428572,369.1633333333333,368.12363636363636,372.18333333333334,373.41285714285715,370.7133333333333,369.7866666666667,366.7166666666667,374.47,379.31,378.78,L7
2001-06-21 21:55:05+00:00,379.99,368.41,,,,367.93666666666667,360.4218181818182,362.8366666666667,366.20142857142855,356.7666666666667,354.9533333333333,358.4533333333333,361.51,365.12,333.27,L7
2001-09-09 21:54:36+00:00,393.69,383.61,385.4327272727273,380.8538461538461,382.68428571428575,376.0233333333333,381.08272727272725,377.1633333333333,,,,,385.16,377.16,367.95,L7
2001-10-11 21:54:09+00:00,391.38,373.88,372.72727272727275,374.40615384615387,365.0057142857143,366.6166666666667,362.30727272727273,366.44666666666666,372.60571428571427,367.4866666666667,363.00333333333333,368.3633333333333,376.11,384.46,394.02,L7
2002-02-16 21:54:54+00:00,396.87,377.975,391.9036363636364,387.19384615384615,361.0257142857143,380.8833333333334,385.70363636363635,366.55333333333334,,,,,,,,L7
2002-04-05 21:54:49+00:00,359.5,,,,,,,,,,,,,,,L7
2002-08-27 21:53:36+00:00,391.75,375.65,378.8863636363636,373.6961538461539,372.90285714285716,365.22333333333336,368.30636363636364,362.80333333333334,371.10285714285715,365.9433333333334,364.7966666666667,367.8366666666667,372.1,366.71000000000004,377.86,L7
2002-10-14 21:53:43+00:00,378.93,366.0,369.97818181818184,367.46923076923076,366.79285714285714,365.6066666666666,365.7581818181818,370.26666666666665,373.77285714285716,370.9966666666666,367.9133333333333,368.37333333333333,374.34,378.59999999999997,384.78999999999996,L7
2002-11-15 21:54:00+00:00,362.18,351.0,353.2481818181818,355.87461538461537,355.26,353.90333333333336,350.47818181818184,356.16333333333336,361.51,356.72333333333336,356.19666666666666,361.6166666666667,359.43,343.25,350.85,L7
2003-01-18 21:54:06+00:00,386.65,376.465,376.47,375.35692307692307,370.76428571428573,373.94,371.16,368.88,379.43428571428575,374.21,371.71,376.45,380.87,356.93,371.21,L7
2003-05-10 21:54:22+00:00,376.64,366.38,361.5072727272727,,358.62571428571425,354.99666666666667,352.6272727272727,358.50666666666666,360.49571428571426,359.1766666666667,,,,,,L7
2003-05-26 21:54:19+00:00,371.83,361.11,364.54636363636365,366.21846153846155,357.5957142857143,358.2733333333333,352.12636363636364,351.47333333333336,357.98571428571427,357.28333333333336,351.0966666666667,357.8366666666667,366.96,359.15000000000003,345.66,L7
2003-08-06 21:42:27+00:00,391.61,381.635,381.07727272727277,380.64384615384614,377.7942857142857,374.94,376.02727272727276,376.71,383.0342857142857,382.13,374.59,387.66,383.96000000000004,388.81,376.65000000000003,L5
2003-10-17 21:54:15+00:00,394.63,372.47,378.24090909090904,371.77769230769235,368.38,365.46333333333337,362.3309090909091,360.98333333333335,371.53,370.36333333333334,366.62666666666667,371.3566666666667,,,,L7
2003-10-25 21:43:40+00:00,,,,,378.0514285714286,375.68666666666667,374.48,377.34666666666664,384.64142857142855,380.56666666666666,382.80333333333334,363.8233333333333,362.40999999999997,357.66999999999996,365.09999999999997,L5
2003-11-18 21:54:39+00:00,387.12,362.47,370.73545454545456,370.4846153846154,363.9042857142857,366.37,360.68545454545455,366.89,,,,,372.7,366.84,365.61,L7
2003-12-04 21:54:19+00:00,381.83,375.88,368.91818181818184,373.2346153846154,365.2,363.3933333333334,365.1281818181818,367.3233333333334,370.8,369.56333333333333,362.2366666666667,367.6666666666667,376.40000000000003,,,L7
2004-01-05 21:54:33+00:00,384.61,362.56,370.08727272727276,369.53076923076924,363.8885714285714,366.89000000000004,364.26727272727277,365.85,372.92857142857144,368.73,367.49,373.96,372.34,375.27000000000004,367.01,L7
2004-01-21 21:55:02+00:00,,,,,356.3342857142857,350.6666666666667,355.01909090909095,358.3466666666667,362.9042857142857,359.6066666666667,355.7033333333333,359.8833333333333,360.32,358.32,349.39,L7
2004-02-06 21:54:44+00:00,386.74,374.685,375.0109090909091,373.91,369.5414285714286,365.94,370.92090909090905,,,,,372.49,371.23,380.35,380.21000000000004,L7
2004-02-14 21:44:33+00:00,375.2,369.625,363.25363636363636,363.22076923076924,361.43142857142857,361.95666666666665,359.3636363636364,362.1666666666667,374.8014285714286,370.1066666666667,367.6533333333333,374.4433333333333,377.29,374.82000000000005,366.04,L5
2004-03-01 21:44:38+00:00,382.87,367.66,362.0072727272727,362.15615384615387,359.4657142857143,359.3066666666667,358.46727272727276,362.0966666666667,369.0157142857143,368.2166666666667,366.4433333333333,371.6033333333333,372.49,371.88,363.43,L5
2004-03-09 21:54:51+00:00,,374.47,370.79090909090905,373.09153846153845,367.03857142857146,363.71333333333337,364.92090909090905,,,,370.3366666666667,375.8366666666667,372.57,378.72,385.59000000000003,L7
