dates,satname,nzd0157-0000,nzd0157-0001,nzd0157-0002,nzd0157-0003,nzd0157-0004,nzd0157-0005,nzd0157-0006,nzd0157-0007,nzd0157-0008,nzd0157-0009,nzd0157-0010,nzd0157-0011,nzd0157-0012,nzd0157-0013,nzd0157-0014
1999-07-18 21:58:49+00:00,L7,354.49,348.86,340.38,,,,,,,,,,,,
1999-10-22 21:58:28+00:00,L7,402.36,369.48,378.91,379.49,369.89,369.85,365.26,365.55,372.86,367.57,366.13,370.88,376.25,389.72,397.90
1999-11-07 21:58:56+00:00,L7,376.21,360.76,364.18,361.03,355.35,356.53,350.93,349.86,358.53,351.25,346.50,348.15,357.50,364.52,344.47
1999-12-09 21:58:57+00:00,L7,375.01,367.77,367.28,368.30,363.94,360.80,359.14,355.17,363.14,354.24,355.49,357.73,361.16,346.35,346.38
2000-03-14 21:58:35+00:00,L7,385.59,384.99,380.17,382.28,373.70,371.28,371.32,373.70,369.56,364.94,364.88,370.70,374.86,385.76,370.77
2000-03-30 21:58:33+00:00,L7,390.10,388.18,383.04,385.44,377.80,371.79,376.37,377.65,375.58,376.23,371.38,370.77,377.34,386.90,377.86
2000-05-01 21:57:54+00:00,L7,402.11,378.99,379.20,378.68,370.48,370.76,367.72,371.23,372.88,367.03,368.99,376.18,379.28,385.22,399.87
2000-08-05 21:57:08+00:00,L7,375.41,363.48,360.58,360.64,353.88,349.79,344.65,349.86,360.07,353.23,349.25,355.47,356.81,352.67,337.04
2000-12-11 21:56:24+00:00,L7,370.59,359.17,363.91,358.27,359.37,353.80,354.77,352.73,359.06,357.57,354.23,356.41,363.14,340.61,347.74
2001-01-12 21:56:30+00:00,L7,368.42,364.70,369.53,362.37,363.98,357.10,351.65,358.01,362.54,355.30,355.75,358.08,363.06,,336.42
2001-02-13 21:56:03+00:00,L7,364.84,358.55,364.97,358.34,363.79,354.28,350.51,351.36,360.68,358.56,359.16,343.63,354.91,357.09,331.85
2001-06-05 21:55:16+00:00,L7,397.45,392.66,386.63,388.03,386.24,371.83,371.76,374.85,376.27,373.38,373.12,370.05,378.47,387.31,386.78
2001-06-21 21:55:05+00:00,L7,382.49,369.66,,,,369.27,362.24,364.17,367.63,358.10,356.62,360.12,363.51,369.12,337.27
2001-09-09 21:54:36+00:00,L7,383.69,378.61,378.16,374.70,376.97,370.69,373.81,371.83,,,,,377.16,361.16,351.95
2001-10-11 21:54:09+00:00,L7,401.38,378.88,380.00,380.56,370.72,371.95,369.58,371.78,378.32,372.82,369.67,375.03,384.11,400.46,410.02
2002-02-16 21:54:54+00:00,L7,377.12,368.10,377.54,375.04,349.74,370.35,371.34,356.02,,,280.88,,,,
2002-04-05 21:54:49+00:00,L7,367.00,,,,,,,,,,,,,,
2002-08-27 21:53:36+00:00,L7,375.75,367.65,367.25,363.85,363.76,356.69,356.67,354.27,361.96,357.41,354.13,357.17,359.30,341.11,352.26
