,dates,usa_CA_0240-0000,usa_CA_0240-0001,usa_CA_0240-0002,usa_CA_0240-0003,usa_CA_0240-0004,usa_CA_0240-0005,usa_CA_0240-0006,usa_CA_0240-0007,usa_CA_0240-0008,usa_CA_0240-0009,usa_CA_0240-0010,usa_CA_0240-0011,usa_CA_0240-0012
0,1984-06-10 18:20:05+00:00,205.2361685477474,199.39549390205016,200.75328413971667,217.4614749996951,213.25084394840192,211.06543283371408,199.11821022240866,204.90913560732562,212.6737652624396,207.83206055884403,211.41609062147538,206.0210082995713,200.09056550889548
1,1984-06-26 18:20:19+00:00,207.08274848887154,197.52092598314476,204.0870975534595,215.28888226736257,216.01672655458498,211.04001357192087,199.96963574049607,203.15673217441608,204.1161423473432,198.2647741965218,199.6831850502915,201.96317066651056,200.5231499974617
2,1984-12-19 18:21:59+00:00,211.14329386788873,,203.64051911747276,205.7564644956446,199.94574154220055,,,195.65048738766504,199.32250545009327,203.13241556295688,211.67110192644907,211.71480570528252,211.97373768357556
3,1985-01-20 18:22:13+00:00,209.99125865802927,,189.144972867065,,199.66181680351335,,,180.0995381610381,,,,,224.38137903135134
4,1985-05-12 18:21:57+00:00,187.52387006770266,208.20651327778464,210.3664600896633,214.3468747006522,203.740692962228,187.00968883304196,184.78288299937432,199.36858288605663,201.10785899341198,201.98490518664414,210.64943182074407,213.51796563313675,206.76446596111992
5,1985-06-29 18:21:53+00:00,208.77772043850982,212.72654685674428,212.86688158550854,217.80840916978457,211.64700683603863,209.57865881705234,196.9380573530177,207.19460903575379,200.2953067012359,198.15462331739397,214.62500656029354,213.28248714071142,210.2841845974125
6,1985-10-03 18:20:56+00:00,225.77984951346727,208.45856278624927,213.69554926360388,218.31061998706298,215.9211237240185,219.15397709945842,210.47177763267953,212.30384508066993,219.17858856091718,221.20549582132878,229.68561611877928,226.7924884072478,216.05233135471923
7,1985-12-06 18:19:58+00:00,,,,,,,,,,148.01252027696273,158.1471994052069,,
8,1986-01-07 18:19:23+00:00,199.61277014135274,138.14055591530075,180.69279915792214,205.63537620354685,201.20049939250694,,,180.33253706118435,,186.64230667943627,195.56515556982015,201.46833066654878,196.94946634021568
9,1986-02-08 18:18:42+00:00,214.36869529426943,159.7294144349631,182.76525208754214,,184.74765585554152,,,179.89573221899022,,191.07793927347956,194.48240765853538,196.64020118821915,191.8169930284175
10,1986-04-13 18:17:19+00:00,199.5714998017376,167.93526393499585,178.4144742634871,186.8987828445592,200.70359155542627,193.45296515192945,181.5346501384086,180.17334277854118,187.33122681344915,194.71557241458916,201.75153320043896,194.8949442950732,196.31240813149162
11,1986-04-29 18:16:56+00:00,181.12769647178794,174.09617341067838,182.185192459129,194.6946598046028,206.64806688113958,198.44508281883373,189.00297873820017,189.8349259066159,188.74702957381112,193.76712926549476,203.0102099807171,194.64778655366334,202.95226176270376
12,1986-05-15 18:16:31+00:00,189.08973130561478,192.19320101487213,195.55162363267956,208.8544564947954,210.96817880932016,197.09607726081458,196.3930611440982,200.92353064238742,190.9567415105051,200.4208285937477,201.34102392449796,196.63709471923477,200.31574542279503
13,1986-06-16 18:15:33+00:00,193.90239660010496,193.60395356244467,202.27088244481845,219.61792789864757,217.246347455068,208.7664337086481,200.22847297054105,203.41079098140193,,201.44140743252504,212.75272967831222,208.3806334416299,199.2717114070344
14,1986-09-20 18:12:14+00:00,228.00583136107267,206.09836627272475,216.18933886026235,244.13145222243696,252.76767364946562,249.0520759070441,237.20439938369543,233.97383288560192,235.76256851527836,223.9604539383372,226.6859672817441,224.95098200978123,225.96720073726502
