,dates,usa_CA_0009-0000,usa_CA_0009-0001,usa_CA_0009-0002,usa_CA_0009-0003,usa_CA_0009-0004,usa_CA_0009-0005,usa_CA_0009-0006,usa_CA_0009-0007,usa_CA_0009-0008,usa_CA_0009-0009,usa_CA_0009-0010,usa_CA_0009-0011,usa_CA_0009-0012,usa_CA_0009-0013,usa_CA_0009-0014,usa_CA_0009-0015,usa_CA_0009-0016
0,1984-03-23 17:50:13+00:00,217.3919168931508,205.22858434829263,218.55079183344995,241.4318183716359,226.55045947566194,224.69153963779982,227.58232129839382,215.2926807871756,200.41898823452783,190.02913822055427,199.4589714295829,190.36797177968126,188.5233436734532,200.55462909245168,203.37669902547464,205.09690404537386,192.59183348905464
1,1984-05-06 17:49:52+00:00,209.30024961831162,196.91143006491762,209.02673099473262,220.86991153615776,208.76768720863555,206.98096367053327,212.62858398225666,187.1554189404653,184.38790293895784,192.94574821752394,196.18139693582253,174.41906561956645,185.3650643210611,184.64128182605003,177.41849121371044,182.52131982376912,180.9919958862565
2,1984-12-16 17:52:39+00:00,198.03753574349201,198.2549317772282,199.92481226267324,201.77141628640098,194.23090071761388,199.0399247208893,203.98514219916143,199.05017220697655,196.9531489934497,192.94298076368312,195.7350473209387,191.02240263792243,193.35083228036632,192.84567332279994,192.3543804417095,189.96293344058915,181.93706624879735
3,1985-04-23 17:52:47+00:00,209.4426933900573,210.27948918574782,217.4692547141584,225.45068172649442,218.25274320435187,218.46693443697635,220.0155534958979,211.6114744841617,209.50503981986714,209.02661185220654,215.18161819463052,204.3854219763198,205.87219379535466,211.7862312615691,212.7958807144488,203.61252627503927,196.5346579804514
4,1985-07-28 17:52:22+00:00,207.62943614884998,211.66656587865705,215.16312466823445,226.4354890849719,220.24537587763368,217.7358443417565,224.02377165426236,217.35396976864183,213.57078205508267,223.5656354852889,238.95605761506255,232.16089623190297,221.45857729659394,,,,
5,1985-08-13 17:52:13+00:00,212.777990622664,220.65763604398475,223.55102874896144,234.00874391205727,230.07259487688336,226.75974854157803,229.28496335781276,226.46476711646056,227.3144848213734,233.9801908241424,244.78434588602926,237.9529380961331,228.26702467018882,225.78339471381588,225.8422844824732,222.2844229347865,208.19936742466496
6,1985-09-14 17:51:50+00:00,220.38495822096613,220.96262493516141,229.63071401800644,235.38468844957708,238.1627841221365,232.86899503956707,238.82728876665874,233.86732384541523,230.2559196453486,241.17088122480027,259.1038180635721,243.68960506090178,233.8420897742373,229.71598408390983,225.2173830726397,220.77033703490704,215.16331594883235
7,1985-11-01 17:51:17+00:00,213.45195278885154,214.3893164362087,217.78855808905706,226.93153736465976,222.26810601577074,223.5288310760867,219.0595381494037,225.09969710867983,229.83357981232535,245.41482486617576,248.92151519586523,238.7741896111233,233.65990032283037,224.07934097608052,219.4526313701183,215.76264679287897,204.42082574820552
8,1985-11-17 17:51:01+00:00,205.06775483551615,209.87980983181197,206.76521868781896,211.94671092542683,212.66668385789563,212.4597697486104,210.279209743503,216.78517479214497,223.2800951631829,229.3078795666677,244.76788018471422,231.90949156226935,224.17710806778996,218.23009052938633,215.48685228588906,207.85578949297343,198.85500633254875
9,1986-02-05 17:49:27+00:00,202.3385227062959,194.29865538776392,203.09787882959864,212.75080734953485,200.85540469150652,200.75891686140807,208.0779870973852,203.13855450872688,191.46227265054247,178.62902251271547,188.0385192786381,174.47113568947884,173.86453743953626,182.44343074525565,189.12727437959526,191.48337851938422,184.92008039889416
