,dates,mex0341-0000,mex0341-0001,mex0341-0002,mex0341-0003,mex0341-0004,mex0341-0005,mex0341-0006,mex0341-0007,mex0341-0008,mex0341-0009,mex0341-0010,mex0341-0011,mex0341-0012,mex0341-0013,mex0341-0014,mex0341-0015,mex0341-0016,mex0341-0017
0,1986-03-19 16:50:19+00:00,,174.02618297171492,175.8876704563765,178.38393201641856,214.20770036307457,222.72860699270936,198.26485645991744,177.2377450719107,183.02191849249584,191.83559928748764,190.11590194165714,197.74836876576057,194.26304696441417,189.40857925236307,185.71533774687265,187.66901517171394,186.62212436685587,190.72348418290716
1,1986-04-20 16:49:38+00:00,179.68433110400636,162.47789249913188,164.27678619066717,174.6640489939208,215.62666543183792,219.37383066936874,202.47631340489335,176.6921964314983,180.74349832538314,188.36376097013903,179.0118739017197,190.11384849497236,191.01211509186334,187.66469731672888,186.8282730136777,190.8984086698343,194.66049488441743,197.74235709668213
2,1987-09-14 16:51:10+00:00,176.50357565507122,159.5690819616725,161.9698977049486,159.24702106026638,185.4809220222985,207.2988041492582,181.61430107359968,168.7602797380286,164.15331343893934,171.9764031071281,166.40005760336052,161.37637389297583,171.59526419752575,172.32432774681791,185.53785503858947,203.74688021279502,208.3243011249378,211.2009627731053
3,1990-02-10 16:45:58+00:00,164.6826929392147,147.57492463352165,154.53850822125872,159.08049061199455,171.063043014536,199.14564168484532,176.79434212772375,169.59458500742556,171.80756589389946,175.25131100551573,169.82842561252477,174.15917387978055,168.9154545111187,168.16939445410537,168.8623751379287,170.19888497701294,165.24142271887536,167.7046883492044
4,1990-04-15 16:44:33+00:00,179.6497437340379,159.85384901783036,163.12531875381208,159.59540540104817,,221.74113447273203,206.90557096458207,200.48594448334183,197.16994203828864,203.23080036870465,197.176147239155,196.1390457066198,195.3751761734664,195.2780467151846,196.13787508351896,192.02340259385693,190.55723618244656,199.43154149445036
5,1993-01-17 16:45:59+00:00,,134.13898867193893,144.80809681393202,151.0439085096994,,211.3526340205956,193.43740753977698,175.184394479167,177.01866954270128,183.8189736015792,180.58873188012947,180.0748375419902,181.70627123755972,178.27484466301578,183.36031148843034,184.53071939161924,177.36397044030477,173.47352235904697
6,1993-02-02 16:46:10+00:00,168.02699602238235,138.77300153579424,150.7174987121187,153.2007291350617,,215.66588399272214,195.03799874972262,177.65880335418404,180.90890310926736,186.4620902554856,179.31458807387466,184.14140709362118,181.13637232887774,179.61167586525207,181.18537915123727,176.78421450427658,168.3733695048544,171.26032903501567
7,1993-02-18 16:46:17+00:00,176.74031218024737,150.38502651249485,161.00467593872781,158.34489176495055,176.53170823309188,218.24906038824327,196.43630679673782,164.74573766784107,173.5206248119271,177.05578275695308,179.7769254580462,186.26816679632157,180.66424521278117,180.23622378700873,186.00087566909207,187.0011924225321,178.1366257437764,180.06665779189404
8,1993-03-22 16:46:29+00:00,153.5263415811994,136.7836182502134,136.57063470383292,139.47032843874217,167.66397710350216,188.1977930617254,180.14550395292565,155.8864496755977,164.15943605527892,177.11047661710109,166.93018687567064,165.4837219415417,173.95142662327538,170.405685645598,169.35451791348993,164.00684886124577,160.19390793584725,161.40992685988016
9,1993-04-07 16:46:35+00:00,180.49251997749673,161.91898548644568,157.3480178762506,157.58646185116868,185.17403923463252,207.7224002274615,196.8590598144857,180.48883750144807,190.6625100776628,194.97573109085272,179.66221473455488,178.5528947118853,185.11619617114906,182.95348520780448,185.52572032933466,180.3520829946135,172.1335001350116,172.3821928816729
10,1993-04-23 16:46:44+00:00,168.61279815615296,150.55542204603782,154.6093429336741,159.14438631563843,184.48259555353002,207.78575523957255,191.9835523704025,183.15909507788368,180.66557253385167,193.64493455242103,177.58787965918913,180.28516768594875,181.19037044703785,181.88573654064322,185.15449471342487,182.81164323960326,181.58485227539472,177.1652942922894
11,1993-05-09 16:46:47+00:00,168.9674788400367,157.14909066124312,153.05831501493336,153.2739560352296,,205.32909181870548,191.7953109193829,169.0066773400639,168.6606089867731,182.06468569916075,176.47567963740428,181.61362818731544,181.62791270854595,178.77983904281507,182.84508561920603,187.67605971136118,190.2654877862705,192.62144085609896
12,1993-06-10 16:46:51+00:00,175.66777274846015,160.3202557375821,155.02786624265445,156.78916506752577,188.89157492916698,212.50589138086949,194.61142183133103,177.05888161472745,169.7138158907004,179.46931924870592,179.73882264889687,182.51435647777578,189.60535687797432,197.22122578794568,203.99281066970707,204.530875262929,209.60753962747026,220.00603029044095
13,1993-08-13 16:46:43+00:00,164.21373271535734,146.53430276609828,151.71671801906092,155.40266482715063,177.06049555863052,197.77919750468382,183.736375179425,157.61026455388674,147.95846959987492,161.82624361795513,164.73464583123325,171.4445028879518,181.6449315462249,182.54052677452734,200.04292736460565,204.1084271070263,205.56960521517738,212.53024221312194
14,1993-10-16 16:46:30+00:00,165.21297932899267,150.18580997983926,157.5040581192735,160.5681934668043,171.40163024174007,,190.47727123351197,159.69775844277495,150.10444045842667,164.17763074204544,161.11664101915693,167.453424637219,173.27048672261765,174.0371932022819,182.08535405198273,193.41362511131155,198.14649455313923,194.84351694796257
15,1993-11-01 16:46:25+00:00,164.69264943906833,144.13179419476972,153.56870481219556,159.99480311086873,181.9094664333476,205.72846535814963,192.2361262584713,156.1668659853263,147.4338835545391,162.74307613773354,164.779428025966,167.64113591963297,182.80801146655176,182.1754226759921,191.3786065998629,198.28168941582598,207.9595986968206,208.14918707078084
16,1993-11-17 16:46:14+00:00,,139.6560426897419,153.5038507007426,157.23331378030375,,201.31434872661907,186.38116959098397,158.41434707818726,149.40688357368577,163.9451933767058,169.87287473106625,173.2565475763701,181.2196713169795,181.83669824156857,199.63817690516407,202.9677972843458,211.07659632847185,209.82218049698582
17,1993-12-03 16:46:13+00:00,,118.63631005965028,146.54196780605844,147.30621079131842,150.82183327137966,,175.17663455233105,144.26003923057374,138.05033523895008,150.8913374707489,151.18310137550608,157.70036583789437,167.85898663613497,163.98430741945884,185.38029356039777,187.67970093794065,190.33464422121003,
18,1993-12-19 16:46:05+00:00,165.48049422453113,138.19961100328192,150.35601680691093,155.43983600429908,177.66712047994022,202.1970213447331,181.9547848289776,148.799250441293,142.4353449817942,158.26056123991822,158.99222756732303,163.71441157730888,169.03362324621892,162.3185651288961,167.99146376193215,163.17232432513572,156.40804164395428,151.1507425455217
19,1994-01-04 16:45:53+00:00,,145.83115787897174,156.2316683506624,160.36407109869776,197.24474398373056,214.97016368018808,184.8298997269333,163.23406153018882,161.81848423744424,179.66616936633045,173.97582636972243,175.39613630344564,176.80391690296074,172.24809134254178,183.58709782030076,185.58717378283617,191.1430843249614,178.86182295829082
20,1994-02-05 16:45:29+00:00,176.6323861029926,161.7351528373831,165.39833553121974,172.36115931064384,207.2854731465085,227.175237849238,197.59062177997734,176.44913817469893,179.8984457097175,185.64434036254494,185.14825172221506,185.11634819813185,184.68635945959772,181.75415160772246,184.90318226603694,181.0471926483646,169.46185929333714,175.00200718192292
