dates,nzd0322-0000,nzd0322-0001,nzd0322-0002,nzd0322-0003,nzd0322-0004,nzd0322-0005,nzd0322-0006,nzd0322-0007,nzd0322-0008,nzd0322-0009,nzd0322-0010,nzd0322-0011,nzd0322-0012,nzd0322-0013,satname
1999-08-17 22:12:02+00:00,369.01,356.53,377.05,370.69,363.13,,373.75,354.07,359.55,360.14,370.99,371.86,371.85,378.77,L7
1999-08-26 22:05:56+00:00,386.30,361.26,365.16,357.76,359.61,355.31,368.49,355.41,358.76,362.42,368.02,372.88,368.88,364.57,L7
1999-09-27 22:06:00+00:00,389.14,358.70,356.47,354.57,359.59,353.18,366.38,356.57,358.36,362.33,367.91,373.22,369.21,364.47,L7
1999-10-13 22:06:00+00:00,389.21,354.87,353.05,350.66,356.79,349.13,362.59,354.77,356.33,361.72,364.63,370.83,366.47,362.95,L7
1999-11-21 22:12:00+00:00,388.10,357.78,355.04,351.84,358.51,353.41,364.96,355.81,358.31,363.53,366.06,372.47,367.42,365.00,L7
1999-12-16 22:05:57+00:00,393.70,357.19,359.28,358.29,363.14,361.34,369.63,356.66,359.07,365.56,371.28,375.36,372.04,368.26,L7
2000-02-18 22:05:41+00:00,398.63,357.08,355.62,356.19,363.74,363.06,368.90,355.82,359.21,367.11,371.64,375.21,371.40,366.37,L7
2000-02-25 22:11:49+00:00,404.96,356.59,356.09,358.47,365.28,364.61,370.04,357.61,363.03,371.36,377.71,379.01,372.50,375.33,L7
2000-03-05 22:05:36+00:00,404.96,356.59,349.97,355.06,365.28,364.61,370.04,354.38,363.03,371.36,377.71,373.42,372.50,367.35,L7
2000-03-21 22:05:37+00:00,403.45,354.98,349.10,352.59,362.70,361.87,367.42,352.62,361.59,369.37,375.58,372.86,371.20,366.03,L7
2000-04-13 22:11:30+00:00,407.06,357.56,352.39,355.56,365.49,367.16,371.96,352.94,363.71,372.17,378.67,373.68,374.96,368.89,L7
2000-05-24 22:04:58+00:00,408.09,353.50,350.82,352.22,362.42,367.38,371.34,351.77,363.21,372.45,380.05,372.79,375.90,368.17,L7
2000-09-13 22:03:38+00:00,394.52,349.30,350.00,334.51,345.84,352.39,350.96,339.26,355.94,363.45,364.10,369.69,370.21,366.71,L7
2000-10-31 22:03:22+00:00,387.43,360.00,349.55,329.09,337.16,,322.70,325.56,,,,,,339.05,L7
2000-11-23 22:09:30+00:00,382.58,362.62,346.10,331.18,337.25,355.25,332.65,335.45,360.10,370.53,370.53,377.20,376.74,356.60,L7
2000-12-02 22:03:21+00:00,389.57,361.12,351.36,338.95,342.57,360.46,341.15,346.79,372.27,374.70,372.65,378.48,377.13,365.28,L7
2000-12-18 22:03:25+00:00,396.24,367.44,360.69,346.10,348.44,356.97,345.53,352.67,371.67,371.77,370.68,373.78,374.41,368.46,L7
2001-01-03 22:03:24+00:00,400.94,363.25,367.24,355.00,357.40,364.91,350.21,359.64,379.25,380.11,373.53,377.56,380.69,373.34,L7
2001-01-10 22:09:39+00:00,394.40,365.57,367.51,355.71,359.69,367.24,356.36,362.48,381.13,381.58,374.51,379.80,381.05,375.56,L7
2001-01-19 22:03:31+00:00,391.80,362.94,366.27,355.81,360.65,366.80,357.51,362.63,378.80,379.06,373.60,378.95,379.53,375.61,L7
2001-01-26 22:09:42+00:00,391.80,362.94,361.28,352.42,360.65,366.80,354.07,361.05,378.80,375.55,369.37,373.79,379.53,375.61,L7
2001-02-20 22:03:24+00:00,390.41,363.14,361.02,352.78,361.13,366.73,356.14,360.98,377.45,375.33,369.94,375.29,381.30,378.04,L7
2001-03-15 22:09:27+00:00,389.70,359.24,360.56,359.49,367.30,368.21,360.63,365.56,376.52,375.58,370.63,375.67,380.18,378.03,L7
2001-03-31 22:09:19+00:00,390.67,361.41,363.06,362.04,367.84,371.55,363.72,365.75,375.57,376.11,372.42,376.19,379.27,379.49,L7
2001-06-19 22:08:41+00:00,390.88,356.27,361.78,363.36,369.56,375.66,369.03,366.10,373.84,375.95,373.16,377.23,381.70,386.85,L7
2001-06-28 22:02:21+00:00,389.65,354.24,361.06,359.44,365.26,370.79,367.50,364.11,373.84,372.47,373.16,373.04,376.44,386.85,L7
2001-07-14 22:02:21+00:00,388.81,348.63,356.34,353.81,359.59,363.16,363.52,357.44,365.91,365.17,370.33,367.78,370.60,385.79,L7
2001-08-15 22:01:50+00:00,392.64,348.19,357.74,355.69,357.14,360.38,366.73,356.62,363.45,365.19,373.43,365.78,365.95,378.61,L7
