dates,nzd0053-0000,nzd0053-0001,nzd0053-0002,nzd0053-0003,nzd0053-0004,nzd0053-0005,nzd0053-0006,nzd0053-0007,nzd0053-0008,nzd0053-0009,nzd0053-0010,nzd0053-0011,nzd0053-0012,satname
1999-08-17 22:10:26+00:00,371.31,352.15,356.70,358.43,367.85,368.60,371.00,364.17,372.46,378.77,381.37,381.10,381.15,L7
1999-08-26 22:04:21+00:00,373.63,354.81,353.59,361.74,364.64,368.63,371.71,370.05,383.18,389.19,386.25,390.93,382.30,L7
1999-09-27 22:04:25+00:00,383.61,356.81,358.04,363.17,369.32,377.70,377.48,370.46,374.72,384.44,385.70,385.69,376.63,L7
1999-11-14 22:04:18+00:00,375.85,349.70,351.31,367.55,372.32,378.53,371.23,372.62,383.59,380.56,384.55,387.69,385.87,L7
2000-02-09 22:10:19+00:00,382.99,362.48,361.11,364.60,368.50,376.35,369.64,373.62,380.57,396.69,389.31,394.34,386.10,L7
2000-04-13 22:09:54+00:00,390.85,356.23,348.95,360.55,360.11,370.43,360.28,365.44,372.87,383.16,383.48,383.89,379.89,L7
2000-04-29 22:09:53+00:00,383.78,359.46,357.33,361.89,361.75,369.92,359.84,366.91,385.39,389.38,385.26,383.98,385.27,L7
2000-05-15 22:09:42+00:00,,,,352.49,359.61,361.30,355.72,359.83,353.50,,,,,L7
2000-05-24 22:03:22+00:00,371.42,352.21,353.76,362.89,365.21,370.59,369.45,366.12,376.12,384.38,380.79,382.94,385.89,L7
2000-06-09 22:03:16+00:00,366.20,349.72,348.51,359.11,360.98,364.45,362.32,359.97,374.77,380.79,380.83,383.30,381.42,L7
2000-08-03 22:08:44+00:00,359.06,343.36,342.55,348.38,354.61,364.81,359.98,361.43,372.68,376.71,374.30,378.36,,L7
2000-08-12 22:02:30+00:00,356.73,348.82,349.19,357.30,362.60,367.88,367.96,364.49,377.91,383.21,378.54,378.96,377.47,L7
