dates,satname,nzd0044-0000,nzd0044-0001,nzd0044-0002,nzd0044-0003,nzd0044-0004,nzd0044-0005
1999-08-17 22:10:26+00:00,L7,384.82,370.67,375.26,377.78,382.54,392.58
1999-08-26 22:04:21+00:00,L7,385.06,373.73,378.76,382.75,394.22,403.70
1999-09-27 22:04:25+00:00,L7,376.49,372.19,377.80,378.26,381.82,393.86
1999-10-04 22:10:38+00:00,L7,387.96,378.44,384.28,391.19,392.30,407.93
1999-11-14 22:04:18+00:00,L7,379.99,377.75,380.71,381.26,385.16,398.48
2000-01-01 22:04:13+00:00,L7,390.57,380.29,,,,
2000-02-09 22:10:19+00:00,L7,388.56,378.83,382.53,383.48,381.29,391.34
2000-04-13 22:09:54+00:00,L7,386.28,377.38,380.86,380.87,375.67,383.27
2000-04-29 22:09:53+00:00,L7,387.04,379.37,383.38,384.95,385.72,390.64
2000-05-24 22:03:22+00:00,L7,395.00,380.29,381.44,386.00,384.90,396.43
2000-06-16 22:09:26+00:00,L7,385.64,374.93,383.68,388.45,403.75,407.08
2000-08-03 22:08:44+00:00,L7,389.72,375.41,372.36,368.87,366.01,370.96
2000-08-12 22:02:30+00:00,L7,394.87,384.62,382.02,385.94,383.31,398.81
2000-09-04 22:08:22+00:00,L7,373.53,363.34,363.33,361.80,371.21,379.66
2001-01-03 22:01:48+00:00,L7,393.68,381.85,382.44,385.53,394.90,407.59
2001-01-26 22:08:07+00:00,L7,385.36,376.13,382.19,383.05,384.73,388.99
2001-03-08 22:01:45+00:00,L7,388.92,375.62,375.53,372.68,367.66,378.61
2001-03-24 22:01:35+00:00,L7,394.95,377.71,380.24,373.75,372.14,379.67
2001-06-03 22:07:16+00:00,L7,392.44,380.49,389.04,388.75,399.14,
2001-06-19 22:07:05+00:00,L7,393.20,385.13,389.45,388.66,394.52,
2001-08-15 22:00:14+00:00,L7,395.80,378.87,381.22,385.15,391.76,397.32
2001-08-31 22:00:05+00:00,L7,378.29,371.48,402.40,418.09,385.13,392.33
2001-09-07 22:06:11+00:00,L7,376.46,371.19,373.34,376.65,380.46,390.00
2001-09-23 22:06:03+00:00,L7,,,385.72,389.28,384.00,385.99
2001-10-18 21:59:42+00:00,L7,373.21,366.07,369.93,373.38,369.46,378.65
2001-11-19 21:59:56+00:00,L7,374.60,372.11,379.01,379.84,387.59,400.02
2001-11-26 22:06:09+00:00,L7,,,,,,
2001-12-05 21:59:55+00:00,L7,363.00,360.72,362.80,358.94,365.25,379.14
2001-12-21 22:00:05+00:00,L7,387.52,381.79,379.62,380.45,377.37,389.51
2002-01-22 22:00:16+00:00,L7,390.44,383.75,382.34,394.73,402.91,410.74
2002-01-29 22:06:21+00:00,L7,358.62,347.03,361.18,363.78,372.03,385.37
2002-02-14 22:06:29+00:00,L7,371.42,367.30,363.69,368.65,365.73,389.98
2002-02-23 22:00:19+00:00,L7,391.67,381.94,380.65,379.95,383.95,394.20
2002-03-18 22:06:22+00:00,L7,385.94,377.34,385.78,384.99,378.37,388.68
2002-03-27 22:00:13+00:00,L7,385.24,377.87,379.55,375.21,369.30,379.61
2002-06-15 21:59:55+00:00,L7,384.34,367.98,365.21,367.54,371.74,
2002-06-22 22:06:03+00:00,L7,392.09,377.21,384.69,387.58,394.81,397.76
2002-07-01 21:59:51+00:00,L7,384.03,367.45,377.01,374.77,383.85,390.78
2002-07-08 22:06:00+00:00,L7,366.20,360.19,,384.24,390.18,398.69
2002-07-17 21:59:44+00:00,L7,394.20,376.27,381.72,386.74,398.46,407.03
2002-10-12 22:05:14+00:00,L7,382.17,370.59,380.01,387.84,406.96,410.81
2002-10-28 22:05:22+00:00,L7,386.71,369.87,376.55,387.40,407.47,414.73
2002-11-13 22:05:30+00:00,L7,389.31,371.86,380.07,392.90,411.91,424.26
2002-11-22 21:59:33+00:00,L7,391.49,373.96,376.01,387.09,397.39,416.48
2002-12-31 22:05:56+00:00,L7,,,,,,
2003-01-09 21:59:45+00:00,L7,391.42,385.50,379.51,381.92,380.36,391.99
2003-02-01 22:06:10+00:00,L7,372.86,356.72,355.46,365.42,365.29,386.22
2003-04-06 22:06:21+00:00,L7,386.71,374.62,379.24,369.32,368.73,378.62
2003-04-22 22:06:19+00:00,L7,394.62,390.03,385.07,385.18,381.00,389.52
2003-05-08 22:06:20+00:00,L7,403.35,397.70,388.52,386.11,381.14,393.89
2003-05-24 22:06:17+00:00,L7,400.71,391.47,388.70,388.88,378.61,390.97
2003-07-28 21:48:04+00:00,L5,384.68,361.94,361.39,365.89,364.90,372.12
2003-08-28 22:05:57+00:00,L7,246.60,,,,,
2003-08-29 21:48:38+00:00,L5,384.61,380.37,379.67,378.95,381.56,397.86
