dates,nzd0044-0000,nzd0044-0001,nzd0044-0002,nzd0044-0003,nzd0044-0004,nzd0044-0005,satname
1999-08-17 22:10:26+00:00,386.82,373.07,377.55,379.96,385.36,394.76,L7
1999-08-26 22:04:21+00:00,386.31,375.23,380.19,384.11,395.98,405.06,L7
1999-09-27 22:04:25+00:00,384.82,382.19,387.32,387.35,393.58,402.95,L7
1999-10-04 22:10:38+00:00,381.38,370.54,376.76,384.01,383.01,400.75,L7
1999-11-14 22:04:18+00:00,382.49,380.75,383.57,383.99,388.69,401.21,L7
2000-01-01 22:04:13+00:00,386.15,374.99,,,,,L7
2000-02-09 22:10:19+00:00,396.06,387.83,391.10,391.66,391.88,399.52,L7
2000-04-13 22:09:54+00:00,380.70,370.68,374.48,374.78,367.79,377.18,L7
2000-04-29 22:09:53+00:00,382.12,373.47,377.76,379.59,378.78,385.28,L7
2000-05-24 22:03:22+00:00,396.42,381.99,383.06,387.55,386.90,397.98,L7
2000-06-16 22:09:26+00:00,386.64,376.13,384.82,389.54,405.16,408.17,L7
2000-08-03 22:08:44+00:00,397.47,384.71,381.22,377.32,376.95,379.41,L7
2000-08-12 22:02:30+00:00,391.62,380.72,378.31,382.39,378.72,395.26,L7
2000-09-04 22:08:22+00:00,375.11,365.24,365.14,363.53,373.45,381.39,L7
2001-01-03 22:01:48+00:00,391.51,379.25,379.96,383.17,391.84,405.23,L7
2001-01-26 22:08:07+00:00,392.61,384.83,390.48,390.96,394.97,396.90,L7
2001-03-08 22:01:45+00:00,390.09,377.02,376.86,373.95,369.31,379.88,L7
2001-03-24 22:01:35+00:00,398.70,382.21,384.53,377.84,377.43,383.76,L7
2001-06-03 22:07:16+00:00,387.77,374.89,383.71,383.66,392.55,,L7
2001-06-19 22:07:05+00:00,389.03,380.13,384.69,384.11,388.64,,L7
2001-08-15 22:00:14+00:00,388.63,370.27,373.03,377.33,381.64,389.50,L7
2001-08-31 22:00:05+00:00,375.79,368.48,399.54,415.36,381.60,389.60,L7
2001-09-07 22:06:11+00:00,381.88,377.69,379.53,382.56,388.11,395.91,L7
2001-09-23 22:06:03+00:00,,,387.24,390.73,385.88,387.44,L7
2001-10-18 21:59:42+00:00,381.46,375.97,379.36,382.38,381.11,387.65,L7
2001-11-19 21:59:56+00:00,381.18,380.01,386.53,387.02,396.88,407.20,L7
2001-12-05 21:59:55+00:00,369.00,367.92,369.66,365.49,373.72,385.69,L7
2001-12-21 22:00:05+00:00,388.77,383.29,381.05,381.81,379.13,390.87,L7
2002-01-22 22:00:16+00:00,388.36,381.25,379.96,392.46,399.97,408.47,L7
