dates,nzd0453-0000,nzd0453-0001,nzd0453-0002,nzd0453-0003,nzd0453-0004,nzd0453-0005,nzd0453-0006,nzd0453-0007,nzd0453-0008,nzd0453-0009,nzd0453-0010,nzd0453-0011,nzd0453-0012,nzd0453-0013,nzd0453-0014,nzd0453-0015,nzd0453-0016,nzd0453-0017,nzd0453-0018,nzd0453-0019,nzd0453-0020,nzd0453-0021,nzd0453-0022,nzd0453-0023,nzd0453-0024,nzd0453-0025,nzd0453-0026,nzd0453-0027,satname
1999-08-08 22:19:28+00:00,385.97,375.92,370.25,366.67,359.97,351.44,345.71,341.40,354.06,361.33,351.76,322.63,324.71,331.01,356.82,364.72,349.25,344.86,360.53,370.95,354.64,346.33,339.34,324.30,,,250.38,265.50,L7
1999-09-25 22:19:33+00:00,390.96,384.87,377.22,374.34,369.69,357.81,348.69,348.68,355.31,351.44,340.20,322.87,334.46,340.45,353.38,355.91,350.84,351.11,363.10,367.16,357.75,348.29,329.83,311.56,289.41,,254.26,279.37,L7
1999-11-12 22:19:27+00:00,391.39,379.59,371.81,367.87,366.68,362.17,356.81,350.57,343.72,340.47,337.53,333.35,339.03,336.95,349.14,355.86,355.57,354.73,357.38,355.62,353.26,354.27,329.15,305.74,288.60,293.81,254.26,279.37,L7
1999-11-28 22:19:20+00:00,395.59,379.01,371.30,367.44,366.92,364.44,360.05,350.90,338.17,337.93,342.75,341.60,341.38,338.97,355.14,360.64,358.99,356.78,354.24,351.40,351.66,353.80,328.47,306.95,293.50,308.99,254.26,279.37,L7
2000-01-31 22:19:21+00:00,393.55,379.25,372.10,366.49,365.45,363.58,358.68,348.76,336.27,335.53,339.78,341.49,341.65,340.31,351.80,356.31,357.69,355.91,353.63,350.26,349.70,347.39,327.49,312.46,305.72,320.82,254.26,283.24,L7
2000-04-20 22:18:51+00:00,386.17,368.60,364.58,358.21,359.83,362.76,360.10,346.08,324.13,320.96,330.61,347.00,345.18,342.26,351.95,355.68,352.07,352.59,350.22,348.69,351.60,349.18,330.17,313.43,311.16,320.82,227.51,275.26,L7
2000-05-22 22:18:33+00:00,384.14,368.44,365.77,359.30,359.56,360.06,355.79,343.32,325.33,321.77,330.09,341.56,342.96,344.61,353.06,352.12,346.77,350.12,352.61,356.03,355.66,344.91,329.64,319.87,322.84,334.32,224.89,268.21,L7
2000-09-27 22:17:00+00:00,358.84,347.87,352.24,349.06,351.48,348.76,347.68,341.68,334.25,328.56,327.47,333.66,341.28,339.16,343.66,343.03,335.88,344.16,352.90,353.92,348.48,335.74,323.56,316.64,321.93,288.06,242.40,270.64,L7
2000-11-14 22:16:54+00:00,423.17,404.84,386.26,375.55,363.90,361.39,359.96,357.06,351.24,352.48,352.46,340.10,333.86,327.91,333.44,338.83,343.62,346.69,345.77,337.88,332.72,324.50,311.59,316.13,321.93,302.57,264.48,280.27,L7
2000-12-16 22:16:59+00:00,414.88,393.42,379.88,372.40,363.89,362.94,363.51,359.85,354.03,355.83,353.76,346.46,332.98,323.04,326.71,337.33,345.57,347.48,346.19,335.90,327.97,320.82,312.09,319.17,324.01,310.54,294.55,291.25,L7
2001-01-01 22:16:57+00:00,412.66,395.29,383.04,373.13,364.85,361.87,359.12,356.89,352.65,355.09,353.17,348.78,335.72,325.87,327.89,337.29,341.80,344.36,348.46,344.43,334.98,323.63,312.27,317.53,321.38,313.66,302.20,290.63,L7
2001-01-17 22:17:03+00:00,409.40,391.83,379.98,368.93,362.23,359.04,357.08,354.90,351.46,353.53,351.83,348.47,335.25,326.53,327.50,333.95,338.46,345.73,351.87,349.41,339.42,324.57,310.29,314.70,320.02,315.06,305.60,289.90,L7
2001-04-07 22:16:37+00:00,402.56,388.23,374.42,363.96,357.77,352.66,348.81,348.85,348.95,350.61,348.20,347.89,334.48,326.36,328.14,335.71,342.18,348.64,357.37,358.27,349.14,330.58,313.44,313.81,317.25,321.81,312.65,285.88,L7
2001-08-13 22:15:25+00:00,375.18,361.73,335.37,324.14,320.38,310.06,312.72,320.12,324.65,322.60,322.76,334.20,342.19,337.63,336.29,335.91,350.27,357.67,357.81,349.25,349.81,340.84,324.96,305.29,308.11,,,267.36,L7
2001-08-29 22:15:16+00:00,381.06,354.87,331.66,324.58,321.22,320.42,320.48,323.00,324.21,320.59,323.99,335.01,341.64,336.81,338.00,341.29,350.54,353.13,351.85,350.32,354.93,343.39,327.30,309.94,308.11,,,267.36,L7
2002-01-20 22:15:25+00:00,374.18,346.67,331.49,327.32,323.47,321.90,326.51,325.71,321.07,319.29,329.69,343.78,342.10,338.34,340.38,346.26,353.33,354.84,342.62,338.05,346.99,349.54,335.45,316.37,339.83,330.14,318.49,275.88,L7
2002-02-05 22:15:25+00:00,377.35,349.26,337.56,332.94,326.49,322.87,324.01,325.28,321.11,321.39,335.16,344.24,339.62,336.86,342.75,349.73,355.12,354.11,341.14,336.45,343.65,348.57,335.33,319.35,336.24,330.38,318.49,280.30,L7
2002-03-09 22:15:29+00:00,373.73,356.40,350.96,349.46,340.14,326.73,321.05,324.19,325.61,332.05,347.53,348.11,336.92,336.33,345.49,358.54,359.94,352.98,336.92,332.31,336.02,342.12,337.44,332.31,334.76,324.78,318.49,291.66,L7
2002-10-03 22:14:17+00:00,412.34,411.08,386.98,368.01,359.30,357.43,358.06,354.29,356.57,344.60,337.37,337.74,344.64,345.70,348.58,341.52,340.47,345.03,363.47,358.01,332.62,309.18,300.70,305.61,319.69,319.81,,298.50,L7
2002-12-06 22:14:49+00:00,399.54,391.81,371.78,354.19,346.06,344.36,342.96,342.00,342.90,336.19,331.18,334.96,336.04,334.15,337.16,332.45,335.68,341.50,352.12,345.31,333.66,315.92,299.44,293.75,301.83,304.23,295.24,293.17,L7
2003-01-07 22:14:52+00:00,387.15,379.41,367.70,355.60,346.57,342.94,341.72,343.29,347.51,342.59,337.91,341.91,343.08,340.40,338.53,340.85,343.24,344.65,351.24,349.22,342.78,322.16,307.60,301.67,305.41,311.02,315.76,293.25,L7
2003-01-23 22:15:03+00:00,381.03,372.25,361.02,351.19,343.01,342.18,342.89,344.39,343.59,340.89,340.20,343.28,342.18,340.39,338.84,341.44,343.82,344.57,350.72,351.08,341.32,321.94,304.45,302.23,309.73,317.18,321.37,292.28,L7
2003-02-24 22:15:13+00:00,379.88,368.90,359.15,349.58,343.17,342.68,344.03,346.25,346.04,343.45,344.28,345.26,343.65,342.61,341.93,342.77,346.23,347.17,351.81,351.75,340.14,324.60,309.02,306.83,313.85,325.08,328.12,291.57,L7
2003-03-12 22:15:18+00:00,376.74,366.18,356.74,346.54,341.72,341.25,342.16,345.06,345.93,343.84,344.85,345.84,344.16,343.59,342.22,342.36,346.46,348.03,352.23,350.12,338.50,324.43,310.99,309.04,316.11,324.99,313.00,290.82,L7
2003-08-11 22:03:27+00:00,375.56,360.86,355.14,348.25,347.09,349.27,347.47,348.42,348.46,343.36,344.60,346.24,346.44,344.15,344.84,343.86,350.71,350.76,349.57,343.06,335.82,329.80,325.24,322.66,328.87,340.61,280.94,281.43,L5
2003-08-27 22:03:45+00:00,382.07,365.02,354.04,348.22,347.52,346.99,338.92,335.47,337.59,332.47,331.60,337.49,339.72,336.87,337.70,338.13,340.55,336.96,335.03,327.43,326.68,325.42,320.88,319.00,327.40,324.49,247.59,276.73,L5
2003-09-20 22:14:46+00:00,391.92,378.19,367.10,361.32,349.97,341.00,330.73,328.14,334.98,330.51,325.79,332.36,333.23,324.88,325.59,326.90,326.25,321.67,319.50,315.79,317.97,320.09,316.40,316.58,314.29,297.42,247.89,277.35,L7
2003-11-07 22:15:01+00:00,393.69,382.65,370.53,360.28,346.63,335.65,326.49,326.25,334.09,327.21,326.23,330.61,328.71,319.15,321.87,327.55,323.79,319.53,320.81,315.59,313.99,312.10,311.14,313.52,316.76,304.53,259.80,278.88,L7
2003-11-23 22:15:14+00:00,396.50,385.78,373.45,361.95,346.31,335.31,326.69,325.02,333.80,326.32,325.13,328.75,327.15,317.99,321.78,326.61,325.98,320.39,321.00,316.24,316.37,312.59,310.65,313.26,319.94,310.86,266.42,283.02,L7
2003-12-01 22:05:04+00:00,396.50,385.78,373.45,361.55,347.73,336.02,327.23,323.37,330.51,324.38,323.10,325.39,321.27,313.14,317.92,326.26,326.60,321.26,320.75,317.08,318.02,315.29,310.46,312.56,318.30,313.36,275.06,279.70,L5
2003-12-17 22:05:10+00:00,397.06,384.85,373.12,363.54,351.22,339.46,330.33,325.83,332.39,326.81,322.92,324.18,319.65,311.74,316.69,325.80,327.80,323.79,323.45,321.08,320.45,318.09,315.12,317.42,320.66,317.09,283.74,280.38,L5
2004-01-18 22:05:21+00:00,395.90,382.60,370.61,360.42,348.44,338.25,330.12,325.58,330.89,323.63,321.41,322.26,318.28,311.74,316.69,325.80,327.80,323.79,323.45,321.08,320.45,318.09,312.90,316.30,319.63,314.43,283.74,281.57,L5
2004-01-26 22:15:37+00:00,396.84,381.50,370.26,360.49,349.48,340.32,331.56,327.32,332.16,325.13,322.46,323.22,317.64,312.83,317.30,326.34,328.89,324.62,324.54,322.01,321.44,320.06,315.10,318.41,319.99,316.68,290.00,281.87,L7
2004-02-11 22:15:41+00:00,397.16,382.12,371.13,360.43,348.84,339.19,330.68,327.68,332.36,325.62,322.48,322.03,315.24,311.44,314.42,324.55,327.45,323.75,322.92,321.27,319.56,320.72,315.78,319.95,320.39,317.69,296.86,284.08,L7
2004-03-14 22:15:49+00:00,397.50,384.14,374.38,362.60,351.52,341.52,333.53,332.67,334.80,326.91,323.04,319.90,313.18,308.84,311.78,323.64,327.74,324.84,324.40,323.23,321.22,320.53,316.98,320.20,318.23,314.64,304.96,285.26,L7
2004-04-23 22:06:29+00:00,392.51,377.44,370.54,359.45,352.71,346.10,339.00,337.22,336.34,325.60,322.23,319.21,312.91,309.29,313.29,326.67,333.97,332.26,331.52,329.16,326.72,326.70,321.10,320.39,318.73,316.79,315.27,282.01,L5
