dates,nzd0373-0000,nzd0373-0001,nzd0373-0002,nzd0373-0003,nzd0373-0004,nzd0373-0005,nzd0373-0006,nzd0373-0007,nzd0373-0008,nzd0373-0009,nzd0373-0010,nzd0373-0011,nzd0373-0012,nzd0373-0013,nzd0373-0014,nzd0373-0015,nzd0373-0016,nzd0373-0017,nzd0373-0018,nzd0373-0019,nzd0373-0020,nzd0373-0021,nzd0373-0022,nzd0373-0023,nzd0373-0024,satname
1999-09-04 22:00:09+00:00,341.60,326.23,323.98,320.31,325.46,333.23,337.52,344.73,338.46,337.18,365.02,368.02,373.70,356.09,350.88,370.04,327.92,346.74,347.37,325.22,340.26,325.89,332.90,337.53,343.16,L7
1999-09-20 22:00:08+00:00,332.26,322.75,314.14,313.64,317.39,324.42,327.83,336.34,329.99,334.24,357.74,359.51,365.15,347.15,345.99,360.82,321.82,340.86,340.75,317.51,333.79,319.38,322.14,328.92,332.85,L7
1999-12-09 22:00:09+00:00,331.97,323.13,314.58,315.20,319.17,323.44,325.83,333.93,326.69,333.81,356.81,358.81,363.86,346.52,345.19,360.38,321.33,339.15,341.83,319.20,334.99,318.75,321.51,328.03,333.70,L7
1999-12-25 22:00:04+00:00,333.94,324.27,314.75,315.00,319.43,323.30,325.34,331.79,325.25,332.43,356.91,357.88,363.85,346.90,346.99,359.75,323.06,340.45,345.18,319.90,332.91,317.84,321.40,329.63,336.73,L7
2000-01-26 22:00:02+00:00,336.88,327.48,317.37,316.48,321.06,323.97,325.50,330.69,325.42,333.74,358.92,360.51,365.14,349.60,350.09,362.07,324.47,342.02,349.13,320.88,332.45,317.01,322.96,331.31,343.32,L7
2000-02-11 21:59:57+00:00,339.41,327.36,317.58,317.52,322.06,324.95,326.39,331.26,325.07,333.34,359.21,361.04,367.11,350.64,351.68,364.00,325.50,344.05,351.30,323.20,333.76,318.13,323.76,330.93,344.14,L7
2000-02-27 21:59:52+00:00,340.76,329.25,318.87,317.96,322.62,325.75,326.57,331.54,325.01,333.94,359.05,360.06,366.48,350.61,351.66,363.27,325.75,344.95,351.04,323.32,333.59,317.67,324.01,331.57,343.35,L7
2000-03-14 21:59:47+00:00,338.72,329.01,317.86,316.65,321.45,323.40,324.07,328.71,321.88,332.56,357.37,357.79,364.11,347.98,349.97,360.31,324.57,343.17,350.70,321.56,331.85,315.38,319.93,328.64,341.07,L7
2000-03-30 21:59:45+00:00,345.45,332.54,322.70,319.29,323.94,324.91,325.64,330.49,323.70,334.77,360.20,360.99,367.06,349.32,351.99,361.92,326.14,344.87,352.47,323.69,333.69,317.13,322.73,331.42,343.65,L7
2000-04-15 21:59:31+00:00,349.77,334.65,324.22,319.25,324.31,325.25,326.17,331.15,324.05,335.67,362.51,363.83,369.99,349.42,351.92,361.92,326.01,344.87,352.52,323.01,334.33,318.07,323.20,331.83,340.83,L7
