dates,nzd0373-0000,nzd0373-0001,nzd0373-0002,nzd0373-0003,nzd0373-0004,nzd0373-0005,nzd0373-0006,nzd0373-0007,nzd0373-0008,nzd0373-0009,nzd0373-0010,nzd0373-0011,nzd0373-0012,nzd0373-0013,nzd0373-0014,nzd0373-0015,nzd0373-0016,nzd0373-0017,nzd0373-0018,nzd0373-0019,nzd0373-0020,nzd0373-0021,nzd0373-0022,nzd0373-0023,nzd0373-0024,satname
1999-09-04 22:00:09+00:00,341.60,326.23,323.98,320.31,325.46,333.23,337.52,344.73,338.46,337.18,365.02,368.02,373.70,356.09,350.88,370.04,327.92,346.74,347.37,325.22,340.26,325.89,332.90,337.53,343.16,L7
1999-09-20 22:00:08+00:00,322.93,319.26,304.31,306.98,309.33,315.61,318.14,327.94,321.51,331.29,350.46,351.01,356.61,338.21,341.10,351.60,315.72,334.97,334.12,309.81,327.33,312.88,311.39,320.31,322.54,L7
1999-12-09 22:00:09+00:00,331.38,323.91,315.45,318.31,322.72,321.47,321.83,329.12,320.10,332.97,354.95,357.41,361.26,345.26,343.60,359.51,320.35,335.74,344.00,322.58,337.38,317.47,320.25,326.26,335.41,L7
1999-12-25 22:00:04+00:00,339.86,327.67,315.27,314.39,320.21,322.87,323.87,325.37,320.92,328.27,357.21,355.09,363.81,348.04,352.37,357.83,328.23,344.36,355.23,321.99,326.69,315.13,321.07,334.44,345.81,L7
2000-01-26 22:00:02+00:00,348.62,340.33,327.83,322.43,327.56,326.65,326.13,326.29,326.11,338.99,366.97,371.00,370.30,360.41,362.49,371.36,330.13,348.28,364.94,324.79,330.59,313.69,329.17,338.01,369.70,L7
2000-02-11 21:59:57+00:00,352.09,326.75,318.67,322.67,327.06,329.89,330.86,334.11,323.33,331.36,360.66,363.69,377.00,355.84,359.62,373.66,330.64,354.21,362.16,334.81,340.30,323.74,327.79,329.03,348.24,L7
2000-02-27 21:59:52+00:00,348.84,340.57,326.57,320.61,326.02,330.52,327.63,333.24,324.67,337.50,358.10,354.20,362.68,350.44,351.57,358.89,327.28,350.34,349.46,324.07,332.60,314.90,325.52,335.43,338.62,L7
2000-03-14 21:59:47+00:00,327.34,324.61,316.89,311.19,317.23,316.76,320.02,324.87,316.51,327.56,353.27,352.11,357.13,337.66,339.05,349.34,319.66,334.32,344.96,312.89,328.07,309.88,304.33,316.97,327.16,L7
2000-03-30 21:59:45+00:00,370.02,343.97,338.24,325.43,326.81,326.20,329.15,340.46,334.26,346.71,370.24,373.43,377.24,347.58,355.23,362.86,326.67,346.81,346.57,324.67,340.22,325.07,330.95,339.77,340.60,L7
2000-04-15 21:59:31+00:00,380.02,349.41,334.82,318.96,326.89,327.67,329.89,335.78,326.53,342.00,378.72,383.70,390.53,350.17,351.39,,325.10,,352.83,318.29,338.77,324.72,326.52,334.74,321.08,L7
