,dates,usa_HI_0053-0000,usa_HI_0053-0001,usa_HI_0053-0002,usa_HI_0053-0003,usa_HI_0053-0004,usa_HI_0053-0005,usa_HI_0053-0006
0,1991-12-03 20:24:42+00:00,196.73550364532355,198.11052155058232,195.57854158062932,193.98979499344372,198.6343827814318,198.15307892255862,205.3190589793695
1,1999-08-11 20:53:07+00:00,,,,,,,212.3948487706386
2,1999-09-12 20:53:05+00:00,198.5078677972746,204.2785729000323,202.68683817273575,203.06524969126508,218.01013564995182,211.86755127595998,211.9799796678072
3,1999-09-19 20:59:18+00:00,196.5969688540944,200.64470923973113,203.64662049011065,205.8914649797674,207.91680665816006,207.62306664348634,203.57083492382685
4,1999-09-28 20:53:15+00:00,213.14417218361612,206.02426093951027,203.08765828949436,205.28670869755535,212.3370276795319,205.8212595856947,211.56196348260838
5,1999-10-30 20:53:07+00:00,209.45002127016897,204.47860851566358,204.48669959821348,210.13844648388954,216.8260666199794,214.91313545826145,253.05089504386143
6,1999-11-15 20:53:07+00:00,206.2821792490987,205.50420876087497,207.7113485776922,203.5410783722349,208.4163125734332,204.57923454623108,211.56244466723882
7,2000-01-09 20:58:51+00:00,205.48728648771052,205.54853375713813,205.37031804719626,200.1696792008666,208.64391605597785,207.13695988229344,210.63469140151508
8,2000-03-29 20:58:33+00:00,201.67099367811912,200.94998104955988,203.554386289858,199.62471003656302,209.00821565169352,203.65721321210933,215.19158770335196
9,2000-06-26 20:51:56+00:00,199.91098165503874,202.70482042263683,200.94278831921335,206.70791606310848,210.46111224771576,213.4910810263615,208.15088648849033
10,2000-07-12 20:51:43+00:00,,,,,,,
11,2000-07-28 20:51:26+00:00,203.60223268539391,204.5029169736879,201.24599042267252,207.99454238262157,210.22149777107265,209.44038256371402,209.6867925835744
12,2000-08-04 20:57:33+00:00,198.03462627353923,215.323671164494,205.819560704229,208.9488364325873,213.43544571584542,214.5403838060114,183.57956941807345
13,2000-09-21 20:56:29+00:00,206.28408810597975,211.01627445756253,215.2100545530753,212.34819435863716,218.04674541819762,214.05566289177415,217.9651172331739
14,2000-10-07 20:56:48+00:00,202.67714953567307,203.7428985120405,203.70855748562218,204.66868383637077,208.13366512840997,204.22884527059998,213.20117572633586
15,2000-11-17 20:50:34+00:00,209.9478129576827,197.80374309856333,205.67744819737086,189.7553975882418,205.13410382536009,207.54676605743023,197.9157330561054
16,2000-11-24 20:56:45+00:00,207.4262515730074,203.64429281832253,204.7172717096966,200.54599418489616,208.9758262157938,203.2381458969162,209.8423782698599
