,dates,nzd0335-0000,nzd0335-0001,nzd0335-0002,nzd0335-0003,nzd0335-0004,nzd0335-0005,nzd0335-0006,nzd0335-0007,nzd0335-0008,nzd0335-0009,nzd0335-0010,nzd0335-0011,nzd0335-0012,nzd0335-0013,nzd0335-0014,nzd0335-0015,nzd0335-0016
0,1999-08-17 22:12:02+00:00,,182.4100238352944,177.6441578596337,168.5360625457318,172.4758580808588,185.95369473793718,178.48347012135466,172.49415456947924,187.47554741650077,181.59938258292695,167.02890151476754,167.84120779640696,168.16792003582788,182.21134345205118,,139.19209856376398,143.49985108133987
1,1999-08-26 22:06:20+00:00,182.4447618270733,,161.8575800504266,162.43367650893563,156.74138788857277,160.44524851007736,161.4572500778233,161.73466031223626,163.0903989129176,162.958984214996,158.24957079553988,154.63438160251692,162.1229336768063,163.77407632000637,129.34134845086268,115.41285903938935,127.66153267726125
2,1999-10-13 22:06:00+00:00,161.16171418349063,158.9515409465793,151.3785878900103,140.2936994568337,137.96918148885547,134.39633129702236,143.86706450139906,143.58990717779483,144.40531219910082,,154.16699414505655,154.7595884747195,149.8964638160387,151.36694082752658,144.12475546474911,132.9963004153531,129.4114365664276
3,1999-11-21 22:12:00+00:00,,198.77290706250318,193.4251829878003,183.7440237582609,184.19303310582677,172.367637576708,158.97390262577858,156.07050904273103,153.04460564255987,162.87652811639384,160.9775786010625,163.4723281276582,169.96069664109518,167.29544183883746,157.53874288101846,137.98443638512322,132.19840740075568
4,2000-02-18 22:05:41+00:00,139.8364390981341,,164.25967611829856,174.72425036809332,169.35895195452602,171.3225746799164,165.53186814820953,165.77140827282858,167.85396551483723,166.10604733354327,168.9518741217799,184.00623410132417,178.97037088320258,190.32740301709717,181.27688295906387,177.17550168115736,166.12241598819537
5,2000-03-21 22:06:01+00:00,171.49261583542494,,138.12864361876467,137.90606129468523,142.66394917304254,148.9201418839087,150.5443682622662,155.45596564857058,163.2768343492926,168.63717500888046,170.04131232726806,170.17369930139554,173.07547673804837,172.6968334866155,168.5768871654143,159.79892950019826,145.8209807753485
6,2000-04-13 22:11:30+00:00,,,117.09469355629675,134.89872373674146,145.82788876834746,143.1718118029176,148.46515170645412,156.76911829996254,167.5871070070699,,168.4145135693813,166.815890874675,170.7642917268589,172.443614433247,158.9405651088137,151.03933380222477,151.77105944671666
7,2000-05-24 22:05:22+00:00,,,,,143.35364037081055,150.09750379834946,150.57853838070545,153.68839271264773,147.3309985916704,,149.2319663885238,156.60313103354133,157.07510415611117,,,142.429872644657,113.54065257405058
8,2000-08-12 22:04:29+00:00,,,152.76114841049298,148.12606708652734,146.35160390359874,146.55848447916108,145.98694703356267,144.31732554786163,152.08382041785387,157.34182544677458,157.27347567069137,156.9562977267519,145.26449347706557,137.01266287664896,,,
9,2000-08-19 22:10:13+00:00,195.74812012195295,197.31152486327045,184.44787495249528,177.3341178876504,166.91106594301172,166.04928483063892,170.18949690410318,160.3225749164232,171.03180463794192,176.63714932087726,179.75328367807467,172.4493330797834,160.14706160949797,158.43002663614465,,132.3555024747958,137.73163424455538
10,2000-09-13 22:04:02+00:00,206.14781333554848,180.76753992469236,190.32935658718228,178.07345480037023,169.7716602765656,156.52789930413212,149.60876503768046,141.9304667854228,139.8324568711106,139.86969646175774,144.09953098835123,142.95792603415498,140.5122508126689,136.50279506481846,118.84861189636564,108.72389014192107,110.6738611818519
11,2000-10-15 22:03:32+00:00,182.74172016302,179.09644331708878,176.1963638845931,169.6246904084318,167.79106401750653,155.74451572206658,124.11049695299269,131.55426069954933,134.80294766138402,145.0362807671608,134.52846322941255,135.94147870337187,141.42815888487442,143.06245506403624,115.42961349661404,121.1922232340959,123.41731451775617
12,2000-11-07 22:09:29+00:00,183.78244048717426,178.11211527135347,178.85044435118147,176.75195234383705,172.35341717912783,162.62605404542495,142.77240203278026,135.22046172444732,154.9305052723225,,132.88457459811252,134.19727321378681,136.37325263212546,148.71823250596714,133.8268594884323,130.61851347896626,116.43505862219257
13,2000-11-23 22:09:30+00:00,177.35588331879148,171.08805665351824,176.55707232071322,174.705564322625,170.42657180553496,167.95604276840808,166.7130469208629,155.01049864062847,160.3675409371265,150.79845059528907,146.19485234310739,143.64748407998005,148.6632196972855,166.5375881454597,159.5830841873417,146.15698246213344,139.41363040329742
14,2000-12-18 22:03:25+00:00,216.10852943931306,180.52526561439132,176.10316773670954,187.4735285565645,186.28903326109594,181.81578269000465,171.98603540399714,173.1379830142491,184.23283842672052,,173.01253668081742,164.9163313386848,177.92846663904518,181.03518643688795,162.78815780752382,152.46212957925093,156.03303556230082
15,2001-01-03 22:03:24+00:00,183.89047726704487,178.79739074413916,173.69942481485953,167.84668623396496,168.13296288652225,175.73789543350492,175.68077674658707,174.1538050767767,167.09002245578142,169.85123976373634,168.86264162057398,173.32322870221924,175.83165957032145,181.6453481622752,179.02171009293113,153.06279857847525,146.5901042591779
16,2001-01-10 22:09:39+00:00,175.14872314494625,179.58320095850752,177.3364732403463,164.8268679115102,169.60920502353864,168.68988655327217,167.4773542009117,173.5661858139356,174.78972615528735,169.12014661251933,166.1491690367397,168.16534367139164,171.81710178246956,185.2440859971303,170.2180758380376,162.32242853072384,152.27180289238544
17,2001-01-19 22:03:31+00:00,176.0873691043982,165.49570946719348,158.63728532544215,155.26384995566022,151.13484783181974,151.6425660768304,155.3376387540139,160.97601163331424,155.82221719431465,150.58868812335814,154.4093024620183,164.7034306957314,167.69822348341827,174.81284019315558,168.6529944665361,162.72408137108792,154.7368024661491
18,2001-02-20 22:03:48+00:00,179.04152278970406,134.19877937685857,149.50941668495156,140.64124304324696,141.0518150901489,132.21336707299585,149.18165088447307,150.53092629982905,155.15486721167852,159.8649999095709,160.20157465339096,175.11670339358204,173.24337811164452,183.635347893606,187.43497883815272,180.7924389505329,180.38035354147124
19,2001-03-15 22:09:27+00:00,185.63290031196024,141.71502875870564,145.58183781708212,155.80819162879254,154.77298726720272,148.3048263539981,146.35157178072876,150.8580169614984,157.03046460362643,,161.8349610485549,165.71492175761037,163.59365516515214,169.99555493493256,168.12360302521068,166.7263144348663,161.9202452500223
20,2001-03-31 22:09:19+00:00,201.19961482414556,172.59483422961554,168.45115659364546,165.21578557159688,162.28967467797247,165.86971839277717,166.88938444297645,161.7390224742669,161.68795351400718,,170.1561362435078,173.02318652340645,176.28596476767052,180.16577471057906,178.77058161588474,170.90296306132,166.58450509694526
21,2001-04-16 22:09:18+00:00,,,,,,,,,,,,,,146.9398643936259,151.8426004174164,127.79987401389714,
22,2001-05-02 22:09:15+00:00,,,130.75681728855614,139.72294377014563,153.92143001398492,155.54440116877808,147.69467022599048,145.28904818269567,151.32868502291615,,160.93625902579475,158.73515410100438,159.26748446744236,164.29191156058909,155.6242539831078,158.10025975588815,153.46112780417397
23,2001-08-15 22:01:50+00:00,,,,,,,,,,,,,,,,,
24,2001-08-31 22:02:05+00:00,,,,,,,,,,,,,,,,,
25,2001-09-23 22:07:39+00:00,176.91616803637774,166.55972208271083,166.33255894959,161.17286918544085,157.2058488674399,148.81645173657614,150.31873146240395,155.20697411386126,152.0362198923308,,151.49537620801058,156.34209889807272,153.73233101705543,161.17576229012755,158.15211084577663,156.1893707275516,153.43715885335476
26,2001-10-02 22:01:16+00:00,192.8880207058018,180.6768788578377,174.24571908554432,170.6736851761187,166.04563102889355,161.2506341448009,160.26544523384288,158.36930737946597,164.89819083633984,164.54284847575718,161.26933650055392,158.21074204973718,170.677989500429,169.88697391044514,168.97745215588205,164.27338108647308,158.00596397914438
27,2001-11-03 22:01:22+00:00,174.69422402456024,165.47440401551233,150.96816325038657,158.09951854994077,158.73193769633215,154.120961897951,143.8047780979157,137.79877324053777,130.39076377042983,,133.87063392542095,130.21304103122455,125.84688396944028,125.89743899224501,121.11413856205769,117.52480333737465,110.3525572343597
28,2002-01-29 22:07:57+00:00,213.9176409027061,201.73803781446207,194.87622573862475,183.2412164022898,180.85699304368555,183.6122713279379,189.22767874970285,184.73107776811318,179.89282411634687,173.62953976433414,180.34577058016998,167.76694112951785,174.33821001172166,173.11002078802304,,161.0277840093348,142.11628222020818
29,2002-02-07 22:01:54+00:00,240.35700109545724,158.30079048263156,146.1999982922469,,,,,,,,139.18529507530576,150.78574813530437,147.3698013608872,145.58500954543283,,,
30,2002-03-11 22:02:19+00:00,,162.51777094080728,142.64289142978964,146.53518052817066,140.10432818103274,,147.63637422444395,145.17632776913638,141.75146114207257,151.7227709127543,152.5244701750552,149.13035161726432,157.64055544805325,147.08817224615353,137.81686389487908,,119.41450644956957
31,2002-04-03 22:07:57+00:00,220.75722868771217,181.33766617702676,171.19189167665044,178.2790975725587,173.3073621671189,177.39502955860968,175.60930876652122,175.39204746836515,165.0184098381971,,184.65677196185723,184.2715327320925,185.2917600739977,,,183.87032088938017,
32,2002-05-14 22:02:07+00:00,,,,,,,,,,,,,,,,,
33,2002-07-17 22:01:44+00:00,,,,,,,,,,,,,,,,,
34,2002-08-02 22:01:37+00:00,173.88758722995235,180.67383967508667,194.265211541601,194.79254760176758,191.5627122226963,181.4029966540719,174.34689261961591,168.43104939212657,160.46353042114293,,155.2385584632194,156.52385152789273,159.02722036379072,,,154.38179523177948,
35,2002-08-18 22:01:09+00:00,188.14261153026808,193.10941236177348,189.59236699419992,176.95738591656715,163.38081159175218,150.88111326823767,150.8503421683833,151.07778793050892,149.34870583731552,,143.8379766100115,134.78048148385278,124.60160213108136,107.4511384052362,,106.16854133782255,112.5522622449552
36,2002-10-05 22:00:43+00:00,216.85193931103308,213.65387937331005,199.62269572229275,188.73622331182293,177.4732284146395,167.23287759300223,156.86489876074612,152.44940171222754,147.15899554218063,149.5507351522361,151.07221154921808,153.44389123760348,155.93585031694718,158.74285517659357,154.21731680435275,128.37623014429255,127.57580760663487
37,2002-11-13 22:07:06+00:00,193.09823442838228,206.6722455640355,200.30912079112815,195.46943431451726,170.15602069557042,166.528643511592,155.80572341986274,159.40796918473177,162.58216968678153,,158.89512116984199,153.61619842562388,146.99780702716055,152.69914787456875,155.08578002067924,151.6371374414513,146.8227318108606
38,2002-11-29 22:07:25+00:00,191.35737146770063,190.27640657313805,202.8409942755051,176.8386535383933,179.0049654954284,179.72975058731225,175.6613197326317,167.65423646798988,154.49405229194974,,164.30370851765903,164.70881322197624,159.89005344546285,161.2772368355245,160.63559208265244,156.52598231625433,150.77419246815475
39,2003-01-25 22:01:54+00:00,182.90707158720622,170.5229697772194,169.12707776631947,171.36463466257032,171.08462551793275,167.00382873210123,166.07976924237374,162.26116227978784,156.73831996484435,,153.28545569553245,152.39520196337637,156.090098725786,166.1527601434967,156.9995258555938,154.22071973134638,143.1023325283656
40,2003-02-26 22:01:40+00:00,,,,,,164.1499948438526,167.80554400733587,170.68442329113145,169.70944670082247,179.37462883217754,178.14044012734854,174.99798830353794,170.80662401215437,164.75845165492836,155.51237476977616,162.11685945615986,155.30055887137442
41,2003-03-05 22:07:55+00:00,200.6887603395286,193.44652382185313,185.72131266009313,173.3809262119343,172.22436805497492,171.57049505374022,176.3454398737346,178.4711991308403,173.07529266771155,186.54134216948984,181.72113848241963,182.07229028047007,182.25404994985928,184.14561168200729,173.52519996010724,165.76663481558117,161.73593923762624
42,2003-03-21 22:07:51+00:00,195.61819109463065,180.42494686441538,172.20903319837117,171.06624460301813,168.195716038539,164.56687852225653,175.52945756305888,176.49196111255222,182.6073195053079,182.69065619751643,179.0332762779998,186.64725483268808,187.46926290741723,183.66846773727409,175.46265453806348,170.27823303125265,168.2128249342983
43,2003-04-06 22:07:56+00:00,181.3165373344678,156.98996643985276,158.3041198241265,157.76508242160273,156.33259786983766,146.88332512714024,144.37520864554355,148.83813790611487,159.47232978051196,,174.1934245588182,176.23731807100003,181.3292831724841,180.55858755142185,167.1938341637166,158.23543700913868,140.6873115276206
44,2003-04-15 22:02:09+00:00,,,,145.70848112491188,160.59127988436893,140.03748621410068,141.54961317770844,150.10184130988105,160.42431693263023,,165.24275095880952,165.47747812525975,166.10632349681407,173.70338829877687,167.5358560039677,152.59249276545043,155.4589946343766
45,2003-08-13 21:49:56+00:00,166.68438978358077,162.85342333665838,,,,,,,,,,,,,,,155.17856197773952
46,2003-08-29 21:50:14+00:00,,,177.60921654152577,175.2744494738448,172.48503581878373,168.24364086455793,152.92525780094005,168.06969313191138,169.04601096538127,178.05315778533455,176.82417671171828,179.5261927242867,176.05946797912188,173.10533532445558,,142.5388010622862,148.9617606631934
47,2003-09-05 21:56:31+00:00,167.40280740108994,178.62536208790976,171.4005533623436,165.33815859577388,160.44562291316132,154.83881794579798,155.44606888141058,150.57921461483213,154.4378869778916,155.51471829352204,158.8469906268613,163.50739373493712,160.88557828967464,158.86841560682723,,,
48,2003-10-16 21:51:19+00:00,,,210.11044806184927,,,,,,,,,,,185.56049955899778,180.66418561050892,175.87840959385488,173.3225531015531
49,2003-10-31 22:07:36+00:00,,,,,183.10390228701434,177.79784176336213,176.03137658588295,164.29444830687407,156.29061831072062,,162.4831427550279,158.48492270863167,,,,,
50,2003-12-03 21:51:31+00:00,167.2352696724462,165.4329676408861,171.68959685595104,164.55153193901694,158.58296968262175,153.04165635328735,152.76996079053288,147.16396773674433,153.49172034038227,162.6595179588538,161.2043721290513,163.6044134930514,165.2181157145866,174.19621887910375,169.36772294949466,163.59341399652357,153.5572924149891
51,2004-01-04 21:52:10+00:00,171.26594785645915,166.4245061175092,179.34865636752642,176.65607835571666,174.1803761071842,173.58958701655672,172.98925118910947,181.4798281836079,183.4089831268773,177.32385447875254,168.8042944908594,166.703770000036,171.10809988045008,169.54150068874,170.71154030140332,169.45960715066084,168.5765003746568
52,2004-01-19 22:08:11+00:00,,,,,,,154.62429273203432,169.43020685237488,164.8267853567422,,174.18733112691262,177.4690992402406,168.42504778853584,174.76386761320518,,,
53,2004-03-23 22:08:28+00:00,169.66007569768368,149.75902129125646,,,,,,149.7404110276035,155.532355609085,,165.6909894007978,174.2227976543245,178.75778488368348,186.23893160787424,167.99237299609763,,
54,2004-04-16 21:58:55+00:00,,,148.88917506274575,153.96757980159268,166.52784800564723,173.76913795116909,177.45461369059856,177.17588594549102,177.68294768116056,181.92824338228465,183.1191400588958,187.69406216850507,194.8320191116323,198.12245627343066,200.16101905284052,193.22229182126406,143.47495410762622
55,2004-04-17 22:02:32+00:00,,,,,,,,,,,,,,,,,
56,2004-06-12 21:54:47+00:00,,,,,,,,,,,,,,,,,
57,2004-07-14 21:55:43+00:00,,,,,,,,,,,,,,,,,
58,2004-08-15 21:56:01+00:00,,,181.75921822863552,181.84745150526987,160.54892658606533,,137.3969382091676,148.3523144836059,161.591469250986,,159.75084979484006,156.80648508730752,162.7113802082339,,,,
