,dates,jap0301-0000,jap0301-0001,jap0301-0002,jap0301-0003,jap0301-0004,jap0301-0005,jap0301-0006,jap0301-0007,jap0301-0008,jap0301-0009,jap0301-0010,jap0301-0011,jap0301-0012,jap0301-0013,jap0301-0014,jap0301-0015
0,1984-07-27 01:10:28+00:00,175.02611848402537,166.45510453096352,169.68368336136757,170.72155738142573,174.57323566298493,171.39337600129284,167.89962555933639,167.33304886861927,172.4136017513918,186.0487411731996,183.14607826544966,178.4480143520587,162.37029038686632,161.60299785202986,158.0040206185936,167.0041153156007
1,1984-09-22 01:05:16+00:00,189.70135662515713,173.8386928066105,185.02683350249893,180.0666069871146,186.546896760603,179.93101676635868,,190.6061958174348,197.78298047096382,208.61213529095107,211.3377016816432,202.31409422690288,189.26248682922184,181.03436466645886,177.9684039728268,180.97953187993713
2,1984-10-08 01:05:16+00:00,189.20867805179637,175.3227800093938,173.40543350985442,177.68215190630877,176.28396397878006,172.88534133617918,174.41390476634072,,185.59760960759917,193.61280056837862,201.09302894077658,190.35304897718657,181.11404401867114,175.07488096909427,171.40613786081008,178.52357101972325
3,1984-10-24 01:05:11+00:00,190.69650680325515,172.19578570231153,190.17816626982184,173.2703359919013,174.48373213276943,162.04449020356495,157.52269274579797,156.36013541488018,,182.66940147290313,186.3975477360624,172.69857589620364,160.7773972731155,156.97327361152153,157.56494229481098,162.56816683728655
4,1984-10-31 01:11:19+00:00,192.80070573976812,177.07787305365727,183.16396465942188,185.2186953979565,181.88577013157092,176.07553990481966,178.103508331776,181.292071192674,190.11286893159107,193.30217004258688,187.05415164661846,184.0385765479964,172.04132675044747,171.29843210393105,167.735357923487,179.52700307009758
5,1984-11-09 01:05:04+00:00,176.3454489146051,162.43976729247248,162.2086245037452,164.1458636484696,165.60976559502032,164.05214726987037,163.06522377078844,168.46906808063397,174.5427896499663,183.73551125895963,178.8808305382733,172.38758863161638,158.80357170748863,160.63735899697,,161.98744326113942
6,1985-01-12 01:05:29+00:00,179.23026504774654,160.91771600571798,162.2926611653306,167.56058977692066,163.92663522970753,166.62316893435758,159.573652704673,163.69666490035362,168.58812384698706,178.33102304239853,178.6527233774891,165.97239296568273,155.17284236487367,164.89597823487333,,163.4817433060547
7,1985-01-28 01:05:33+00:00,175.3620151966196,,161.43374785595807,172.9882877565433,164.63318307264066,171.0340430607304,161.32140714948918,166.36652112797603,,184.3962751688511,182.5756632258316,178.55643492222083,173.54112777661393,159.1190936647632,159.0892412673111,166.51255354571154
8,1985-02-04 01:11:45+00:00,201.20019899014702,179.89204113042848,181.56198924236443,182.4804245184717,177.52031382826436,178.38236745468987,179.42508534551385,176.00147691878033,186.13831897010567,197.8314319670199,193.3904276943348,183.15335378017923,179.6714662466962,172.64352674554323,177.09126270320405,176.99781046284306
9,1985-03-01 01:05:36+00:00,164.75016393599424,145.22511887764446,155.6028142737681,148.77051834675228,156.51932118697795,140.52206644052828,152.70448517926297,149.568323168838,157.3130976308975,168.94572365868186,172.7483039633606,164.15705814049244,149.31324684420179,153.0015452251905,,154.85958428418493
