,dates,aus0353-0000,aus0353-0001,aus0353-0002,aus0353-0003,aus0353-0004,aus0353-0005,aus0353-0006,aus0353-0007,aus0353-0008,aus0353-0009,aus0353-0010,aus0353-0011,aus0353-0012,aus0353-0013,aus0353-0014,aus0353-0015,aus0353-0016,aus0353-0017,aus0353-0018,aus0353-0019,aus0353-0020,aus0353-0021,aus0353-0022,aus0353-0023,aus0353-0024,aus0353-0025,aus0353-0026,aus0353-0027,aus0353-0028,aus0353-0029,aus0353-0030
0,1987-05-22 23:08:56+00:00,207.7714894087158,195.9533233235809,207.0903386211722,212.5379807478705,211.5687914372184,197.32266248882303,189.146412090144,191.57369554073787,194.51852129083375,195.64537953797608,204.89201293011052,210.71557995037296,202.35434506679752,201.4479557845844,207.02476400090598,206.02856328956312,210.3507327970028,207.82192238412517,199.16326880777848,197.23271474785832,209.30555341575848,205.34546018542977,201.4959527243734,206.07749886027483,209.26670590921492,212.35119082353924,213.40040420113087,213.42701202751687,213.85555004354046,211.73208358051738,219.51034205257565
1,1987-05-29 23:15:17+00:00,182.74640454986246,,199.7055738134791,208.01585817832796,202.1598851786518,176.80877669509476,178.174480102583,178.98668872939382,178.5751485783532,179.4446614710374,186.65085752839397,198.3761139343801,190.78215752809075,192.14651297920756,196.29506875089925,197.88923128884306,200.29589644902893,195.18189699362796,186.04472398038013,194.99545621545965,202.27530798977227,190.18047615520288,194.6919399701349,194.61053712263464,198.92930426159418,203.92276181450032,208.03210635151692,210.6885490058439,206.73515773828285,206.79676552923166,217.9793861989198
2,1987-09-18 23:18:02+00:00,222.70206494398153,213.09931532255877,222.11335539525086,224.03563114394535,219.02504369763642,209.57577142132132,205.80873998181613,203.19806473162032,208.74159236318354,205.32885666319282,212.44124518163468,211.4656143955213,206.0686702963472,209.93266685826313,208.72026552916756,213.2700659600579,217.53302858355818,227.94096495521694,224.59651777748624,207.25911520632428,211.63788137092996,211.89313947380816,207.11031642100164,204.07628260271753,206.48426325193688,163.2705302961685,193.63855096050088,211.59613649913055,214.08065647727736,217.61982483185793,215.3093109876971
3,1987-09-27 23:12:03+00:00,206.51291005381282,206.4598014256338,228.01626907687896,227.98373250115486,226.8943529734898,215.67377100933896,199.42434661623025,199.69257377669828,200.87666848027135,200.56139106810653,201.57548114901914,,,,203.7277121068578,212.95970564130448,216.3380921377385,227.11901890195952,226.19293084337272,224.41134366410898,226.49650779329093,215.60495394347865,203.45944259195002,208.25198836738946,213.1396994047238,157.65675841368005,200.78234799532896,214.70242745736084,214.66700775237365,212.175515416043,214.12370766062776
4,1987-10-04 23:18:22+00:00,197.95888543871456,194.92502833413045,205.22865050067352,212.90232392097906,208.0953244107781,203.5315839212777,195.84350277400043,192.37086173590257,195.66382523429175,194.27983110038787,192.92382174584458,193.812945165747,189.5168177398034,195.01944659826964,184.6232656916009,195.3531479931697,203.0794232895439,207.68636328732975,206.19000939241988,210.06511399845883,212.77892643137267,200.98042614848265,193.99507974337496,197.12695851087634,199.6179403134932,146.5328510519969,193.33673945529455,200.54719202802227,202.18280673732397,202.17372336143828,194.8493094903956
5,1987-10-13 23:12:21+00:00,221.38417772439695,220.46153912974648,223.39628277652707,224.93154221091552,222.14955622546597,214.11666239973988,211.0087548356778,205.93131243738662,203.59341873180588,192.16472955757988,194.09345818075687,187.9643526461055,196.59107679349376,209.62648436614023,211.74208815652457,214.70140376395412,222.07647599940543,218.17662347307956,222.6019892918986,224.78681151187698,222.22985210968,211.68153811902795,202.6410900914527,205.87564557259273,203.7547957537726,167.85146517986354,202.67050904585955,220.0076549929296,220.98406923026565,214.41130272295038,211.23687243227178
6,1987-10-29 23:12:37+00:00,240.35995759378972,227.59008638721707,226.9614343894824,241.09674393503857,240.0586807473056,233.46987893296716,233.93363300229342,228.59068724803495,226.82577214016777,214.5052855040555,212.1066495366045,210.83938108299282,221.7560920578647,224.28978662384165,229.6571515308416,230.69804030291675,248.01376504207894,247.04736788090537,230.75820740847598,237.30100816536313,245.34707546167073,226.0390597403146,229.33289266982746,227.24264746082565,223.43499530349283,208.26718463200464,222.78029308445028,241.80722484475893,243.2625400765714,235.80437388599674,230.3278571074665
7,1988-02-25 23:20:50+00:00,229.23679160084242,224.0008116364665,231.2854857239164,228.094409681195,228.41328928626683,222.61401362646177,201.9493162212484,204.86790582170258,204.75825873303427,206.5140233353042,208.90181355479126,208.004881976136,218.9736821094333,219.63898953737822,221.8532960080982,217.24087203900027,237.14107591748586,231.17847097679334,221.0681584212311,227.2385516209913,234.48478995582104,219.4081907787318,215.50971818155173,213.9146980636026,215.50724162654473,210.23174250802293,219.50300304422223,220.26727445663417,216.3339110484285,212.57268434629617,209.4033699838832
8,1988-03-05 23:14:45+00:00,221.67707885353565,217.29616195238756,230.20590848684276,222.41794212815424,228.6425738865221,214.0663856541488,205.042256873857,204.9243715678627,197.854024503443,198.88401092490975,193.799489675584,195.87856504212894,206.23493840317508,213.9294957249378,213.9617089041824,211.28706482999294,232.1278782300037,229.61153695611605,217.90730402089116,222.00099902634312,230.52400589811617,215.49256196413756,207.24191438345554,203.3632040886548,202.70220762954,204.45404618568182,209.80344666523908,210.73406838937592,213.7148113198323,210.05475223020704,208.89863693591033
9,1988-03-12 23:21:00+00:00,217.88416815000033,217.43884122332145,224.18174049360525,219.03314000890919,226.4487105687729,215.82323664676963,203.33053189664702,195.19258658535028,199.30436390195462,202.07029534193828,199.4675544290265,204.21260531012103,213.33208844219718,211.9654370130599,211.1428526507986,218.2405902589635,233.77401058907762,236.40423296686805,221.0791709227584,226.84710479237805,230.44072163642798,224.1623709293793,216.5512036378343,204.21381812431144,211.34548264616592,210.36615932132514,215.1652720744649,216.26278390182932,217.09959519034635,215.15856344636956,217.54869092861185
