,dates,chi0295-0000,chi0295-0001,chi0295-0002,chi0295-0003,chi0295-0004,chi0295-0005,chi0295-0006,chi0295-0007,chi0295-0008,chi0295-0009,chi0295-0010,chi0295-0011,chi0295-0012,chi0295-0013,chi0295-0014,chi0295-0015,chi0295-0016,chi0295-0017,chi0295-0018,chi0295-0019,chi0295-0020
0,1985-07-27 14:09:17+00:00,214.36986556333457,174.65640782857946,,,218.70024117420886,229.05928158444988,224.47457182293442,235.04937612795797,214.3386650422667,209.2190242270048,201.13360055864905,201.7508587400979,208.19811723152665,200.5005035217304,209.41133803515132,216.53165541244508,196.2312556767133,194.31160594068055,203.41388770143342,208.04845974534064,235.17669230879395
1,1986-02-04 14:06:23+00:00,172.89777045152917,193.30698893932095,,,229.4499284398599,227.28443501059303,215.31519501535274,224.50492432264173,233.26405572301138,198.11569919758938,184.00039050387267,193.65122541580084,207.65623456951755,212.13950160921743,216.21887276007195,214.6829743962549,207.13234400877965,183.93040118693364,186.26697607946684,213.20661971958592,235.0665443724641
2,1986-07-30 14:01:40+00:00,189.93132635004676,175.25222307305106,190.0640665608468,189.63395333643103,202.33933715096614,209.14274314527336,202.5118622410722,217.9627074047158,214.2956525499734,214.0822811813021,175.51642754249573,166.82334380858788,169.87755659817844,172.56242520533146,190.52847491297055,198.45979198554048,189.13571163101713,173.7410901721593,,,
3,1986-08-31 14:00:29+00:00,230.2634176510822,216.93083236871044,216.07382705439795,213.26329657813335,217.7042444106346,221.4599076343958,227.60195183751358,236.9963222934991,242.43596009524612,236.22567172575106,207.5330145031996,191.35043282255126,185.48769175208,197.1233676062505,211.9828569933872,235.7879659078239,213.76303312448488,201.67687807478518,207.1695698552837,231.64607696495963,243.21102237311305
4,1986-11-03 13:58:22+00:00,234.55913848140756,235.66736826936378,223.98705640650982,228.98661734820703,233.05806683995024,234.83461717870674,227.49315507186623,226.2308274479602,231.47641509752302,235.05617907956062,198.54970155146387,202.2237881279427,201.2016188973673,211.98594299501374,207.8473197226267,220.2345641965528,222.79230098808026,201.00354551493785,194.46238981214566,202.63654137178673,241.75270854914547
5,1987-02-07 13:59:57+00:00,225.80629646290708,230.3875319627906,220.1752199379105,229.0247424153365,225.64281989765382,223.83494488929745,233.31297019254714,242.60759387831052,214.62343157388696,218.01017050515742,257.10582623000977,220.4084377108217,180.83323750966107,183.87268186990863,219.54748623100326,217.29671686813847,220.55822861099148,209.89582269125336,190.79022154234337,206.8552804914906,242.0369750475688
6,1987-03-27 14:01:45+00:00,262.2343915676451,236.4196157149789,230.26224976044955,243.34059386941817,237.14745881613572,225.1443176295844,250.56847922693385,276.81191560734055,239.97105442194135,230.03699622271984,240.25883718225106,221.1135436803927,188.0803880333037,192.03081237885323,233.85081408793604,244.28548316771665,231.82124014914066,222.50130921786158,212.33215692880208,213.50367908149838,241.14711928909364
7,1987-11-06 14:07:20+00:00,233.63943016775133,220.63314169013168,225.32897161815913,228.28946293939896,227.5365538932587,247.1002550837352,258.5173636980138,246.4209663377998,230.80766970220049,211.06275200887586,202.7602658710887,215.93129486324494,194.6975734194952,173.35603485364257,206.0899663645298,,,,203.3428604336056,218.57836301835334,
8,1988-03-29 14:09:29+00:00,,321.4127952809747,306.8725912640711,311.86958257414636,327.10207879612784,317.9664220861907,310.7690492059059,312.9867650174551,304.54130919831545,296.3203299146673,279.29896400234134,248.9964829538871,218.0156451516365,212.35393090042956,220.11704801194318,241.9525968076766,248.78640182080787,249.23991897014258,248.82201526999066,216.99667819601103,
9,1988-04-30 14:09:40+00:00,276.0211664756256,289.90854062686986,293.1605894035196,289.8646536824863,315.8410973915608,310.75993285512794,304.30262595320204,308.8746452435835,300.66067941584123,288.461793342842,269.72472092678737,254.05461018489734,218.47615960241671,222.96680339289318,237.62780651268704,224.86025329343587,222.74113430176547,231.19839479213155,230.5438346408804,221.41269488661638,229.2699698731484
