dates,sar1375-0000,sar1375-0001,sar1375-0002,sar1375-0003,sar1375-0004,sar1375-0005,sar1375-0006,satname
1984-05-06 09:33:51+00:00,,152.67,150.53,144.76,150.24,148.90,152.47,L5
1984-09-11 09:36:38+00:00,152.99,144.11,137.76,137.19,136.09,137.50,139.14,L5
1984-09-27 09:36:39+00:00,170.99,149.29,143.04,139.36,140.11,140.96,142.75,L5
1984-10-29 09:36:32+00:00,176.27,150.75,146.27,141.10,141.78,142.35,144.88,L5
1985-06-26 09:36:35+00:00,172.56,148.15,146.02,132.97,139.76,141.71,144.93,L5
1985-07-28 09:36:22+00:00,180.64,155.62,153.91,141.52,144.08,149.07,151.85,L5
1985-08-13 09:36:12+00:00,180.64,155.41,157.51,146.81,144.71,148.68,153.89,L5
1985-08-29 09:36:02+00:00,183.77,156.85,157.38,146.10,146.16,149.09,154.01,L5
1985-12-03 09:34:43+00:00,185.26,157.52,158.38,147.01,144.50,153.19,154.85,L5
1986-01-04 09:34:08+00:00,182.76,156.77,154.45,146.52,140.90,156.06,150.74,L5
1986-04-10 09:32:04+00:00,168.49,146.90,140.53,138.88,130.01,169.60,138.71,L5
1986-05-12 09:31:17+00:00,178.23,153.67,150.99,147.91,139.69,169.66,149.88,L5
1986-06-29 09:29:50+00:00,174.39,154.10,154.59,151.16,144.49,164.42,153.24,L5
1986-09-01 09:27:32+00:00,176.41,155.58,159.83,152.31,149.56,156.51,160.05,L5
1986-09-17 09:27:01+00:00,180.31,156.33,160.27,153.77,149.86,157.64,159.73,L5
1987-03-28 09:28:52+00:00,186.33,160.62,158.74,156.49,154.27,156.79,153.79,L5
1987-04-13 09:29:24+00:00,186.33,145.03,137.67,136.05,139.84,142.35,153.79,L5
1987-05-15 09:30:21+00:00,186.33,141.79,136.78,135.58,138.56,140.61,149.05,L5
1987-07-02 09:31:27+00:00,184.21,145.11,142.36,140.86,141.80,144.15,151.40,L5
1987-07-18 09:31:44+00:00,184.21,146.50,144.53,141.53,142.55,145.26,152.19,L5
1987-08-03 09:32:13+00:00,184.21,146.50,144.53,141.53,141.93,144.28,149.81,L5
1987-08-19 09:32:41+00:00,179.05,145.54,142.21,139.81,139.88,142.47,147.44,L5
1987-09-04 09:33:07+00:00,180.17,146.99,144.97,141.37,140.50,143.07,149.07,L5
1987-09-20 09:33:30+00:00,182.23,148.97,147.85,144.12,142.95,145.81,151.09,L5
1987-10-06 09:33:50+00:00,175.66,145.25,146.30,142.35,139.04,142.32,150.71,L5
1987-11-07 09:34:26+00:00,177.81,148.81,153.41,148.64,141.85,145.14,152.05,L5
1987-12-09 09:34:58+00:00,176.29,150.16,152.28,147.18,138.98,143.76,149.44,L5
1987-12-25 09:35:13+00:00,176.29,152.28,152.28,148.77,139.18,145.31,150.83,L5
1988-01-10 09:35:29+00:00,178.63,153.01,152.64,147.51,138.26,145.11,151.57,L5
1988-02-11 09:36:05+00:00,176.62,150.72,147.96,144.82,135.51,142.93,149.59,L5
1988-04-15 09:36:38+00:00,180.53,152.78,145.38,143.01,135.72,143.91,148.13,L5
1988-05-17 09:36:55+00:00,179.99,152.78,145.94,142.56,136.61,144.53,148.42,L5
1988-06-02 09:37:02+00:00,177.00,150.84,142.99,140.05,135.29,142.16,146.41,L5
1988-07-04 09:37:12+00:00,177.85,147.82,145.03,140.48,139.64,142.12,147.44,L5
1988-07-20 09:37:15+00:00,173.58,145.79,143.30,140.08,139.62,140.25,144.81,L5
1988-08-05 09:37:16+00:00,173.58,144.63,141.86,138.83,138.09,139.00,144.19,L5
1988-08-21 09:37:17+00:00,174.83,147.65,144.37,138.99,139.10,139.83,144.77,L5
1988-09-22 09:37:13+00:00,174.83,147.50,145.53,139.62,141.59,143.45,146.88,L5
1988-10-08 09:37:09+00:00,174.83,145.63,142.47,137.27,139.23,143.45,145.61,L5
1988-10-24 09:37:05+00:00,175.22,146.83,143.53,138.86,139.33,145.43,146.55,L5
1988-12-11 09:36:57+00:00,175.11,145.69,139.51,136.13,136.04,143.05,143.35,L5
1988-12-27 09:36:51+00:00,177.02,146.92,142.12,138.09,137.27,143.34,145.44,L5
1989-01-12 09:36:44+00:00,179.29,147.47,143.26,137.31,137.11,143.03,146.27,L5
1989-01-28 09:36:31+00:00,180.58,149.45,146.11,138.96,138.43,144.84,149.35,L5
1989-03-01 09:36:18+00:00,177.99,149.59,146.53,140.10,138.90,146.91,150.18,L5
1989-03-17 09:35:40+00:00,180.40,151.46,148.19,141.53,140.51,148.24,151.99,L5
1989-04-18 09:35:31+00:00,178.32,153.69,149.51,143.95,140.12,144.21,151.57,L5
1989-05-20 09:34:56+00:00,178.44,152.67,150.83,144.99,139.88,142.19,151.67,L5
1989-06-21 09:34:19+00:00,181.92,155.14,156.72,149.93,145.09,146.96,156.66,L5
1989-07-23 09:33:45+00:00,178.17,154.50,155.86,149.79,145.73,147.68,155.04,L5
1989-08-24 09:33:03+00:00,178.72,153.62,151.44,146.47,145.20,146.49,151.47,L5
1989-09-25 09:32:16+00:00,184.20,155.58,156.60,150.44,149.98,150.19,155.89,L5
1989-10-11 09:31:53+00:00,184.30,155.38,153.82,148.03,147.89,149.16,154.15,L5
1989-10-27 09:31:15+00:00,190.28,159.86,161.37,152.66,151.12,154.41,159.96,L5
1989-11-12 09:30:54+00:00,190.28,160.18,162.34,152.82,151.09,154.27,160.89,L5
1989-12-14 09:30:02+00:00,193.54,161.20,157.35,148.68,151.58,156.98,158.75,L5
