dates,nzd0023-0000,nzd0023-0001,nzd0023-0002,nzd0023-0003,nzd0023-0004,nzd0023-0005,nzd0023-0006,satname
1999-10-04 22:10:38+00:00,379.90,384.99,383.57,385.53,372.65,376.48,372.53,L7
2000-02-09 22:10:19+00:00,379.90,384.99,383.57,385.53,372.65,382.12,380.21,L7
2000-03-28 22:10:07+00:00,379.60,381.53,384.75,382.99,376.19,380.86,379.37,L7
2000-04-29 22:09:53+00:00,379.37,378.25,386.04,383.93,379.38,381.46,380.31,L7
2000-05-15 22:09:42+00:00,374.42,375.96,380.23,381.22,376.54,379.29,377.96,L7
2000-09-20 22:08:03+00:00,371.92,374.81,377.88,379.62,374.94,374.28,373.46,L7
2000-10-06 22:07:59+00:00,371.51,373.74,376.31,377.73,373.11,373.17,373.35,L7
2000-11-07 22:07:53+00:00,368.86,371.19,373.52,374.03,369.86,371.48,372.52,L7
2001-01-26 22:08:07+00:00,377.68,374.87,378.08,376.33,372.06,373.93,376.96,L7
2001-03-15 22:07:52+00:00,378.63,375.36,378.38,376.69,372.22,372.46,375.11,L7
2001-04-16 22:07:42+00:00,384.39,376.96,380.87,379.25,372.68,374.44,376.79,L7
2001-06-03 22:07:16+00:00,382.00,377.60,379.30,379.63,373.96,374.59,377.24,L7
2001-09-07 22:06:11+00:00,377.49,374.38,376.10,374.74,367.14,367.76,370.64,L7
2001-11-26 22:06:09+00:00,368.77,368.62,368.02,368.51,361.18,363.01,366.76,L7
2002-02-14 22:06:29+00:00,375.57,372.26,371.50,370.22,361.45,360.70,367.72,L7
2002-04-03 22:06:21+00:00,376.89,371.79,370.22,372.61,371.51,369.18,373.88,L7
2002-11-13 22:05:30+00:00,375.45,375.74,381.83,382.94,370.83,373.66,,L7
2003-01-16 22:06:02+00:00,377.79,377.31,379.60,379.82,374.77,374.11,375.46,L7
2003-05-24 22:06:17+00:00,370.10,378.41,374.85,378.12,373.15,372.24,373.53,L7
2004-01-19 22:06:35+00:00,383.93,,,394.11,384.86,382.10,379.87,L7
2004-04-16 21:57:19+00:00,379.38,373.89,374.97,387.25,381.72,382.10,379.87,L5
2004-05-18 21:58:14+00:00,373.88,374.04,372.78,382.70,377.95,374.52,372.13,L5
2004-06-03 21:58:42+00:00,373.88,383.35,372.78,382.70,377.95,374.52,372.13,L5
2004-06-11 22:06:38+00:00,373.88,385.71,377.57,384.20,379.69,376.24,374.89,L7
2004-07-13 22:06:34+00:00,370.58,381.67,374.25,380.58,376.90,373.60,372.44,L7
2004-07-29 22:06:27+00:00,366.94,379.59,374.05,376.25,373.93,370.17,369.70,L7
2004-08-30 22:06:20+00:00,370.76,379.59,374.05,376.25,373.93,371.94,372.07,L7
2004-11-02 22:06:28+00:00,371.07,380.03,374.91,376.41,373.37,372.30,372.07,L7
2004-11-10 22:02:36+00:00,370.72,377.99,374.57,376.22,372.88,371.86,369.53,L5
2004-12-04 22:06:44+00:00,372.29,375.13,377.78,378.58,375.05,373.76,372.09,L7
2005-01-13 22:03:41+00:00,376.00,373.53,382.97,383.52,378.83,376.06,375.26,L5
2005-01-21 22:06:59+00:00,377.07,374.80,383.22,384.22,379.96,377.13,376.09,L7
2005-02-06 22:07:07+00:00,374.11,372.71,380.93,383.10,378.96,377.34,375.78,L7
2005-02-14 22:04:09+00:00,376.97,374.65,381.57,382.06,378.83,376.34,374.20,L5
2005-02-22 22:07:14+00:00,374.77,373.07,379.76,380.35,377.48,374.73,372.49,L7
2005-03-02 22:04:24+00:00,373.16,371.49,378.10,379.14,376.01,372.59,370.41,L5
2005-04-03 22:04:40+00:00,374.23,372.23,378.37,379.42,376.37,373.54,372.14,L5
2005-04-19 22:04:43+00:00,375.09,373.48,379.34,380.38,376.37,373.54,372.14,L5
2005-06-06 22:05:05+00:00,375.81,373.52,378.82,379.93,376.28,373.42,373.28,L5
2005-06-14 22:07:02+00:00,374.20,373.19,377.71,379.28,375.64,373.65,373.29,L7
2005-06-30 22:06:59+00:00,374.18,374.13,378.72,378.87,375.64,373.65,374.32,L7
2005-08-01 22:06:59+00:00,372.59,373.15,376.40,375.63,371.78,370.95,371.61,L7
2005-08-09 22:05:35+00:00,372.91,373.38,377.94,376.78,373.03,371.66,372.24,L5
2005-09-02 22:06:46+00:00,371.00,375.08,379.48,379.12,374.52,375.94,376.27,L7
2005-09-18 22:06:39+00:00,370.20,374.00,379.48,379.12,374.52,375.94,376.27,L7
2005-09-26 22:05:42+00:00,371.40,374.77,380.29,379.73,374.67,375.62,376.49,L5
2005-11-13 22:05:57+00:00,368.79,372.86,379.32,378.52,373.90,372.73,373.53,L5
2005-11-21 22:07:07+00:00,368.70,373.22,379.32,378.52,373.90,372.37,373.17,L7
2005-12-23 22:07:15+00:00,370.74,374.53,382.55,381.02,376.12,373.48,374.26,L7
2006-01-08 22:07:25+00:00,372.42,375.18,382.52,384.21,378.49,375.02,374.27,L7
2006-02-09 22:07:38+00:00,376.28,378.82,384.11,386.97,379.57,375.06,374.86,L7
2006-02-17 22:08:11+00:00,375.28,377.74,381.72,383.74,377.31,373.70,373.52,L5
2006-03-13 22:07:41+00:00,374.89,377.26,383.32,384.74,376.93,372.83,372.17,L7
2006-04-30 22:07:38+00:00,375.52,378.11,381.41,383.77,374.94,372.70,371.34,L7
2006-06-17 22:07:34+00:00,374.30,377.21,378.72,382.51,375.02,375.07,374.12,L7
2006-06-25 22:10:20+00:00,371.23,375.60,376.41,379.81,372.37,372.29,371.17,L5
2006-07-03 22:07:28+00:00,369.02,374.47,374.79,378.52,372.01,372.06,371.43,L7
2006-07-19 22:07:20+00:00,364.22,371.40,370.61,374.14,368.44,369.42,369.28,L7
2006-11-24 22:07:37+00:00,359.18,372.65,374.47,377.59,372.45,372.76,371.08,L7
2006-12-02 22:12:34+00:00,356.32,372.65,374.47,377.59,372.45,372.76,365.66,L5
2006-12-10 22:07:44+00:00,362.94,376.49,378.70,381.19,375.56,375.92,369.90,L7
2007-02-12 22:08:00+00:00,371.93,384.72,391.00,388.23,381.37,382.95,368.32,L7
2007-02-28 22:08:05+00:00,371.93,380.99,386.72,385.70,380.11,381.60,369.32,L7
2007-05-03 22:08:02+00:00,371.93,381.20,386.69,385.86,381.39,381.52,372.84,L7
2007-07-22 22:07:45+00:00,372.75,374.88,381.55,379.90,378.18,378.38,377.87,L7
2007-08-07 22:07:40+00:00,372.75,374.88,384.53,379.70,380.76,379.11,377.01,L7
2007-10-02 22:10:31+00:00,370.15,379.88,389.33,382.21,385.20,378.75,378.58,L5
2007-10-10 22:07:19+00:00,366.31,376.44,385.34,380.48,383.49,377.38,377.65,L7
2007-11-27 22:07:48+00:00,366.13,374.59,385.03,378.97,378.94,373.65,373.38,L7
2007-12-29 22:07:56+00:00,367.34,374.87,383.38,379.34,377.91,373.69,374.19,L7
2008-03-18 22:07:44+00:00,366.31,372.54,374.94,377.37,372.07,369.29,371.10,L7
2008-08-09 22:06:47+00:00,373.00,373.30,367.59,379.16,372.07,373.03,370.96,L7
2008-09-10 22:06:32+00:00,370.07,371.47,368.23,378.13,370.19,373.79,370.71,L7
2008-09-26 22:06:23+00:00,370.92,372.82,373.25,379.47,371.40,376.56,373.14,L7
2008-10-12 22:06:13+00:00,371.73,372.65,372.01,377.98,370.13,375.14,373.62,L7
2008-11-13 22:06:43+00:00,370.35,371.71,371.43,376.87,368.64,372.33,371.74,L7
2008-11-21 22:01:05+00:00,370.56,371.80,371.29,376.81,368.98,371.65,370.87,L5
2008-11-29 22:06:55+00:00,370.99,373.76,373.14,378.08,369.55,372.22,370.87,L7
