dates,satname,nzd0023-0000,nzd0023-0001,nzd0023-0002,nzd0023-0003,nzd0023-0004,nzd0023-0005,nzd0023-0006
1999-10-04 22:10:38+00:00,L7,391.33,395.66,395.88,395.53,383.32,384.48,383.96
2000-02-09 22:10:19+00:00,L7,,,,,,378.87,375.18
2000-03-28 22:10:07+00:00,L7,382.86,381.40,389.79,383.58,383.05,380.83,381.27
2000-04-29 22:09:53+00:00,L7,387.74,386.15,395.07,394.66,386.77,384.07,383.62
2000-05-15 22:09:42+00:00,L7,370.38,376.85,374.90,380.94,376.34,376.88,376.80
2000-09-20 22:08:03+00:00,L7,363.99,370.97,370.39,374.44,369.73,367.46,369.44
2000-10-06 22:07:59+00:00,L7,383.94,379.66,386.42,378.38,378.27,378.28,383.56
2000-11-07 22:07:53+00:00,L7,,376.22,384.22,380.12,374.02,377.48,380.59
2001-01-26 22:08:07+00:00,L7,378.27,374.22,373.15,373.89,367.83,373.70,375.95
2001-03-15 22:07:52+00:00,L7,377.92,374.00,375.72,374.99,369.52,364.07,364.15
2001-04-16 22:07:42+00:00,L7,385.85,381.01,387.63,385.73,376.96,380.72,383.92
2001-06-03 22:07:16+00:00,L7,381.98,377.45,376.37,380.42,377.81,377.08,380.93
2001-09-07 22:06:11+00:00,L7,363.77,364.67,364.23,357.42,343.88,348.88,353.12
2001-11-26 22:06:09+00:00,L7,365.99,368.80,369.31,372.45,366.91,366.88,371.65
2002-02-14 22:06:29+00:00,L7,382.09,369.45,364.97,367.78,359.70,355.94,363.53
2002-04-03 22:06:21+00:00,L7,,,,,380.17,378.92,378.18
2002-11-13 22:05:30+00:00,L7,383.16,382.94,390.14,389.69,378.03,379.06,
2003-01-16 22:06:02+00:00,L7,379.71,378.49,376.91,376.33,378.32,374.26,375.03
2003-05-24 22:06:17+00:00,L7,368.34,385.66,381.24,386.79,375.32,375.72,379.90
2004-01-19 22:06:35+00:00,L7,388.64,,,398.23,389.26,385.40,384.58
2004-04-08 22:06:49+00:00,L7,,,,323.03,,,
2004-04-16 21:57:19+00:00,L5,378.97,377.76,379.43,384.01,382.45,,
2004-05-18 21:58:14+00:00,L5,359.74,371.26,367.21,370.87,367.49,364.75,361.25
2004-06-03 21:58:42+00:00,L5,,395.16,,,,,213.39
2004-06-11 22:06:38+00:00,L7,,401.88,397.61,397.18,393.96,386.46,390.11
2004-07-13 22:06:34+00:00,L7,369.81,374.02,374.15,374.09,374.26,372.07,374.23
2004-07-29 22:06:27+00:00,L7,379.37,378.52,384.02,381.22,379.34,375.40,378.92
2004-08-30 22:06:20+00:00,L7,379.34,,,,,374.32,374.86
2004-11-02 22:06:28+00:00,L7,369.26,369.85,371.59,374.93,369.12,369.08,
2004-11-10 22:02:36+00:00,L5,373.08,369.66,377.32,378.92,374.29,372.15,360.97
2004-12-04 22:06:44+00:00,L7,,381.26,390.17,387.99,383.75,380.41,380.02
2005-01-13 22:03:41+00:00,L5,363.09,360.07,382.22,386.77,379.38,374.10,373.11
2005-01-21 22:06:59+00:00,L7,386.41,384.90,388.81,391.24,389.35,386.33,384.24
2005-02-06 22:07:07+00:00,L7,356.18,360.90,364.37,369.77,368.28,373.10,371.64
2005-02-14 22:04:09+00:00,L5,389.83,382.30,380.85,372.06,374.03,366.37,360.44
2005-02-22 22:07:14+00:00,L7,356.09,358.97,363.53,365.49,365.00,359.49,357.24
2005-03-02 22:04:24+00:00,L5,,355.14,360.51,365.95,360.49,356.97,360.91
2005-04-03 22:04:40+00:00,L5,389.63,386.19,389.29,388.83,386.92,387.56,393.85
2005-04-19 22:04:43+00:00,L5,388.52,392.06,396.09,395.70,,,
2005-06-06 22:05:05+00:00,L5,374.18,375.03,376.61,377.85,374.53,374.22,371.62
2005-06-14 22:07:02+00:00,L7,363.70,372.47,370.38,375.53,372.76,377.21,375.80
2005-06-30 22:06:59+00:00,L7,384.55,393.38,400.14,383.98,,,394.17
2005-08-01 22:06:59+00:00,L7,381.88,380.54,391.56,384.99,381.70,379.78,379.50
2005-08-09 22:05:35+00:00,L5,345.93,350.91,365.71,369.78,366.04,369.55,364.23
2005-09-02 22:06:46+00:00,L7,365.62,374.32,374.05,379.01,373.42,373.50,374.16
2005-09-18 22:06:39+00:00,L7,356.35,358.44,,,,,
2005-09-26 22:05:42+00:00,L5,388.81,387.79,393.88,390.41,381.69,378.31,384.55
2005-11-13 22:05:57+00:00,L5,,,389.34,388.64,380.78,366.73,369.33
