dates,satname,sar2410-0000,sar2410-0001,sar2410-0002,sar2410-0003,sar2410-0004,sar2410-0005
1984-04-13 09:26:43+00:00,L5,242.96,205.51,167.43,186.01,209.18,243.81
1984-05-06 09:33:03+00:00,L5,232.94,198.22,191.35,208.96,247.35,235.25
1984-05-31 09:27:59+00:00,L5,,,,,,
1984-06-07 09:33:54+00:00,L5,227.36,45.40,79.88,83.75,180.23,285.50
1984-07-18 09:28:46+00:00,L5,243.00,205.02,191.69,210.80,253.73,245.40
1984-08-03 09:29:20+00:00,L5,239.01,205.99,194.65,204.36,232.57,239.85
1984-09-04 09:29:37+00:00,L5,241.26,205.30,191.84,205.87,242.68,241.65
1984-09-11 09:35:50+00:00,L5,233.98,198.41,190.01,197.78,213.62,235.78
1984-09-20 09:30:04+00:00,L5,238.40,194.22,186.44,210.24,254.12,243.12
1984-10-13 09:35:49+00:00,L5,232.53,194.83,188.10,206.97,213.54,233.26
1984-10-22 09:29:36+00:00,L5,240.85,197.25,187.79,207.47,242.35,244.96
1985-01-17 09:36:05+00:00,L5,235.93,203.07,192.45,205.96,237.41,240.39
1985-02-02 09:36:09+00:00,L5,232.83,26.05,312.79,200.99,212.31,236.40
1985-03-15 09:30:22+00:00,L5,231.97,195.38,185.40,197.72,210.08,232.28
1985-04-23 09:35:59+00:00,L5,236.66,189.77,184.32,207.53,247.51,238.10
1985-05-02 09:29:43+00:00,L5,242.22,188.45,185.73,207.91,251.20,242.69
1985-06-03 09:30:04+00:00,L5,237.69,205.18,186.69,201.07,209.54,241.16
1985-06-10 09:35:50+00:00,L5,232.66,189.17,185.08,196.85,209.46,232.35
1985-06-26 09:35:47+00:00,L5,230.16,187.62,183.26,195.30,210.63,232.77
1985-07-05 09:29:57+00:00,L5,231.79,202.44,192.41,201.21,220.95,233.29
1985-08-13 09:35:25+00:00,L5,235.87,189.89,191.73,203.86,234.83,236.31
1985-08-22 09:29:08+00:00,L5,244.54,196.18,186.93,209.00,250.94,247.45
1985-11-10 09:28:33+00:00,L5,231.23,197.84,192.44,209.13,249.04,238.24
1985-12-03 09:33:55+00:00,L5,233.54,195.22,192.32,206.09,239.19,236.00
1986-01-04 09:33:20+00:00,L5,236.03,186.71,168.28,187.14,254.09,239.00
1986-01-13 09:26:58+00:00,L5,236.07,202.41,182.11,206.21,232.89,244.64
1986-02-21 09:32:17+00:00,L5,233.95,187.74,187.16,201.22,247.39,235.20
1986-03-25 09:31:37+00:00,L5,239.11,187.27,174.48,189.21,222.21,239.86
1986-05-12 09:30:29+00:00,L5,233.79,188.00,185.91,200.15,223.40,235.96
1986-05-21 09:24:03+00:00,L5,231.96,190.36,179.83,203.30,230.63,233.16
1986-06-06 09:23:59+00:00,L5,232.34,201.82,191.93,208.57,246.34,233.32
1986-06-22 09:23:04+00:00,L5,234.41,188.76,189.81,206.27,244.39,238.24
1986-07-08 09:22:57+00:00,L5,233.33,193.71,186.48,205.42,238.06,235.13
1986-07-24 09:21:59+00:00,L5,228.79,192.77,185.86,205.71,213.54,232.05
1986-07-31 09:27:55+00:00,L5,237.33,197.09,189.20,204.42,241.49,236.30
1986-08-16 09:27:20+00:00,L5,241.64,195.37,192.25,206.36,251.77,241.83
1986-09-17 09:26:13+00:00,L5,239.04,194.63,185.12,201.65,241.24,245.21
1986-09-26 09:19:45+00:00,L5,241.94,276.39,169.04,74.66,75.94,238.58
1986-10-12 09:19:38+00:00,L5,236.74,196.38,184.37,204.27,266.99,236.30
1987-01-07 09:25:13+00:00,L5,224.96,195.58,191.16,198.08,209.71,233.02
1987-02-17 09:20:35+00:00,L5,236.01,201.98,184.12,191.27,202.83,237.66
1987-03-21 09:22:02+00:00,L5,238.32,200.97,192.07,211.32,259.67,239.90
1987-04-29 09:29:06+00:00,L5,241.11,207.11,192.29,206.92,249.44,241.20
1987-05-15 09:29:33+00:00,L5,221.09,190.63,181.54,196.73,202.39,224.76
1987-06-09 09:23:59+00:00,L5,236.64,198.68,191.59,202.40,234.59,236.55
1987-06-16 09:30:19+00:00,L5,233.03,183.42,180.41,202.12,216.53,232.72
1987-06-25 09:24:20+00:00,L5,241.11,203.20,191.38,210.58,240.98,243.81
1987-07-02 09:30:39+00:00,L5,234.24,195.71,187.95,203.00,217.15,236.34
1987-07-11 09:25:03+00:00,L5,239.95,203.09,188.63,208.43,244.17,241.85
1987-07-18 09:30:57+00:00,L5,237.38,195.06,186.64,207.10,248.03,240.17
1987-07-27 09:25:01+00:00,L5,236.59,193.71,187.60,200.39,219.26,237.39
1987-08-03 09:31:25+00:00,L5,241.27,199.81,188.45,208.48,243.95,241.68
1987-08-12 09:25:31+00:00,L5,236.79,195.72,189.45,203.57,244.69,237.75
1987-08-19 09:31:54+00:00,L5,234.31,194.67,185.37,206.46,247.14,235.08
1987-09-04 09:32:19+00:00,L5,231.51,198.64,191.04,209.46,250.71,233.63
1987-09-13 09:26:45+00:00,L5,239.97,201.90,184.75,207.54,243.17,242.66
1987-09-20 09:32:42+00:00,L5,237.09,200.61,192.18,202.78,227.64,237.41
1987-11-16 09:27:39+00:00,L5,238.15,201.81,185.62,207.72,254.67,244.38
1987-12-02 09:28:18+00:00,L5,237.80,206.35,190.18,206.88,248.86,242.64
1988-01-10 09:34:42+00:00,L5,238.31,203.95,192.42,205.86,252.59,240.42
1988-01-19 09:28:41+00:00,L5,221.28,181.66,188.08,194.10,241.34,224.86
1988-02-11 09:35:17+00:00,L5,232.10,199.68,192.23,196.72,214.95,233.16
1988-02-20 09:29:38+00:00,L5,239.08,190.37,185.86,206.13,255.31,243.02
1988-03-07 09:29:48+00:00,L5,241.74,-44.44,73.15,43.57,254.24,231.61
1988-03-14 09:35:39+00:00,L5,231.76,197.87,178.62,197.31,224.56,233.61
1988-04-15 09:35:50+00:00,L5,234.57,190.45,192.32,210.71,250.29,236.39
1988-04-24 09:30:07+00:00,L5,232.32,203.45,193.78,209.35,241.38,234.16
1988-05-01 09:35:57+00:00,L5,229.67,190.23,192.25,208.91,251.09,231.27
1988-05-17 09:36:08+00:00,L5,235.83,188.01,178.42,191.95,217.43,236.19
1988-06-02 09:36:14+00:00,L5,232.02,180.22,182.39,197.79,226.74,232.38
1988-06-11 09:30:05+00:00,L5,236.55,198.98,185.56,200.99,235.02,238.30
1988-06-18 09:36:19+00:00,L5,232.09,187.35,177.03,192.98,214.67,233.49
1988-07-04 09:36:24+00:00,L5,232.33,188.03,178.24,199.13,232.32,234.34
1988-07-13 09:30:39+00:00,L5,240.99,201.97,186.12,196.69,232.39,242.58
1988-07-20 09:36:27+00:00,L5,235.07,189.45,180.00,197.79,224.89,236.05
1988-07-29 09:30:42+00:00,L5,231.34,188.41,177.20,200.26,251.64,229.37
1988-08-05 09:36:28+00:00,L5,230.64,189.09,184.72,206.47,240.30,228.22
1988-08-14 09:30:40+00:00,L5,237.98,207.27,185.53,200.78,215.21,241.60
1988-08-21 09:36:29+00:00,L5,234.22,193.90,188.10,197.06,211.66,236.84
1988-08-30 09:30:45+00:00,L5,235.92,194.66,183.31,199.46,217.27,239.15
