dates,sar2410-0000,sar2410-0001,sar2410-0002,sar2410-0003,sar2410-0004,sar2410-0005,satname
1984-04-13 09:26:43+00:00,242.96,205.51,167.43,186.01,209.18,243.81,L5
1984-05-06 09:33:03+00:00,232.94,198.22,191.35,208.96,247.35,235.25,L5
1984-06-07 09:33:54+00:00,227.36,,,,,,L5
1984-07-18 09:28:46+00:00,243.0,205.02,191.69,210.8,253.73,245.4,L5
1984-08-03 09:29:20+00:00,239.01,205.99,194.65,204.36,232.57,239.85,L5
1984-09-04 09:29:37+00:00,241.26,205.3,191.84,205.87,242.68,241.65,L5
1984-09-11 09:35:50+00:00,233.98,198.41,190.01,197.78,213.62,235.78,L5
1984-09-20 09:30:04+00:00,238.4,194.22,186.44,210.24,,243.12,L5
1984-10-13 09:35:49+00:00,232.53,194.83,188.1,206.97,213.54,233.26,L5
1984-10-22 09:29:36+00:00,240.85,197.25,187.79,207.47,242.35,244.96,L5
1985-01-17 09:36:05+00:00,235.93,203.07,192.45,205.96,237.41,240.39,L5
1985-02-02 09:36:09+00:00,232.83,,,200.99,212.31,236.4,L5
1985-03-15 09:30:22+00:00,231.97,195.38,185.4,197.72,210.08,232.28,L5
1985-04-23 09:35:59+00:00,236.66,189.77,184.32,207.53,247.51,238.1,L5
1985-05-02 09:29:43+00:00,242.22,188.45,185.73,207.91,251.2,242.69,L5
1985-06-03 09:30:04+00:00,237.69,205.18,186.69,201.07,209.54,241.16,L5
1985-06-10 09:35:50+00:00,232.66,189.17,185.08,196.85,209.46,232.35,L5
1985-06-26 09:35:47+00:00,230.16,187.62,183.26,195.3,210.63,232.77,L5
1985-07-05 09:29:57+00:00,231.79,202.44,192.41,201.21,220.95,233.29,L5
1985-08-13 09:35:25+00:00,235.87,189.89,191.73,203.86,234.83,236.31,L5
1985-08-22 09:29:08+00:00,244.54,196.18,186.93,209.0,250.94,247.45,L5
1985-11-10 09:28:33+00:00,231.23,197.84,192.44,209.13,249.04,238.24,L5
1985-12-03 09:33:55+00:00,233.54,195.22,192.32,206.09,239.19,236.0,L5
1986-01-04 09:33:20+00:00,236.03,186.71,168.28,187.14,254.09,239.0,L5
1986-01-13 09:26:58+00:00,236.07,202.41,182.11,206.21,232.89,244.64,L5
1986-02-21 09:32:17+00:00,233.95,187.74,187.16,201.22,247.39,235.2,L5
1986-03-25 09:31:37+00:00,239.11,187.27,174.48,189.21,222.21,239.86,L5
1986-05-12 09:30:29+00:00,233.79,188.0,185.91,200.15,223.4,235.96,L5
1986-05-21 09:24:03+00:00,231.96,190.36,179.83,203.3,230.63,233.16,L5
1986-06-06 09:23:59+00:00,232.34,201.82,191.93,208.57,246.34,233.32,L5
1986-06-22 09:23:04+00:00,234.41,188.76,189.81,206.27,244.39,238.24,L5
1986-07-08 09:22:57+00:00,233.33,193.71,186.48,205.42,238.06,235.13,L5
1986-07-24 09:21:59+00:00,228.79,192.77,185.86,205.71,213.54,232.05,L5
1986-07-31 09:27:55+00:00,237.33,197.09,189.2,204.42,241.49,236.3,L5
1986-08-16 09:27:20+00:00,241.64,195.37,192.25,206.36,251.77,241.83,L5
1986-09-17 09:26:13+00:00,239.04,194.63,185.12,201.65,241.24,245.21,L5
1986-09-26 09:19:45+00:00,241.94,,169.04,,,238.58,L5
1986-10-12 09:19:38+00:00,236.74,196.38,184.37,204.27,266.99,236.3,L5
1987-01-07 09:25:13+00:00,224.96,195.58,191.16,198.08,,233.02,L5
1987-02-17 09:20:35+00:00,236.01,201.98,184.12,191.27,,237.66,L5
1987-03-21 09:22:02+00:00,238.32,200.97,192.07,211.32,259.67,239.9,L5
1987-04-29 09:29:06+00:00,241.11,207.11,192.29,206.92,249.44,241.2,L5
1987-05-15 09:29:33+00:00,221.09,190.63,181.54,196.73,202.39,224.76,L5
1987-06-09 09:23:59+00:00,236.64,198.68,191.59,202.4,234.59,236.55,L5
1987-06-16 09:30:19+00:00,233.03,183.42,180.41,202.12,216.53,232.72,L5
1987-06-25 09:24:20+00:00,241.11,203.2,191.38,210.58,240.98,243.81,L5
1987-07-02 09:30:39+00:00,234.24,195.71,187.95,203.0,217.15,236.34,L5
1987-07-11 09:25:03+00:00,239.95,203.09,188.63,208.43,244.17,241.85,L5
1987-07-18 09:30:57+00:00,237.38,195.06,186.64,207.1,248.03,240.17,L5
1987-07-27 09:25:01+00:00,236.59,193.71,187.6,200.39,219.26,237.39,L5
1987-08-03 09:31:25+00:00,241.27,199.81,188.45,208.48,243.95,241.68,L5
1987-08-12 09:25:31+00:00,236.79,195.72,189.45,203.57,244.69,237.75,L5
1987-08-19 09:31:54+00:00,234.31,194.67,185.37,206.46,247.14,235.08,L5
1987-09-04 09:32:19+00:00,231.51,198.64,191.04,209.46,250.71,233.63,L5
1987-09-13 09:26:45+00:00,239.97,201.9,184.75,207.54,243.17,242.66,L5
1987-09-20 09:32:42+00:00,237.09,200.61,192.18,202.78,227.64,237.41,L5
1987-11-16 09:27:39+00:00,238.15,201.81,185.62,207.72,254.67,244.38,L5
1987-12-02 09:28:18+00:00,237.8,206.35,190.18,206.88,248.86,242.64,L5
1988-01-10 09:34:42+00:00,238.31,203.95,192.42,205.86,252.59,240.42,L5
1988-01-19 09:28:41+00:00,221.28,181.66,188.08,194.1,241.34,224.86,L5
1988-02-11 09:35:17+00:00,232.1,199.68,192.23,196.72,214.95,233.16,L5
1988-02-20 09:29:38+00:00,239.08,190.37,185.86,206.13,255.31,243.02,L5
1988-03-07 09:29:48+00:00,241.74,,,,254.24,231.61,L5
1988-03-14 09:35:39+00:00,231.76,197.87,178.62,197.31,224.56,233.61,L5
1988-04-15 09:35:50+00:00,234.57,190.45,192.32,210.71,250.29,236.39,L5
1988-04-24 09:30:07+00:00,232.32,203.45,193.78,209.35,241.38,234.16,L5
1988-05-01 09:35:57+00:00,229.67,190.23,192.25,208.91,251.09,231.27,L5
1988-05-17 09:36:08+00:00,235.83,188.01,178.42,191.95,217.43,236.19,L5
1988-06-02 09:36:14+00:00,232.02,180.22,182.39,197.79,226.74,232.38,L5
1988-06-11 09:30:05+00:00,236.55,198.98,185.56,200.99,235.02,238.3,L5
1988-06-18 09:36:19+00:00,232.09,187.35,177.03,192.98,214.67,233.49,L5
1988-07-04 09:36:24+00:00,232.33,188.03,178.24,199.13,232.32,234.34,L5
1988-07-13 09:30:39+00:00,240.99,201.97,186.12,196.69,232.39,242.58,L5
1988-07-20 09:36:27+00:00,235.07,189.45,180.0,197.79,224.89,236.05,L5
1988-07-29 09:30:42+00:00,231.34,188.41,177.2,200.26,251.64,229.37,L5
1988-08-05 09:36:28+00:00,230.64,189.09,184.72,206.47,240.3,228.22,L5
1988-08-14 09:30:40+00:00,237.98,207.27,185.53,200.78,215.21,241.6,L5
1988-08-21 09:36:29+00:00,234.22,193.9,188.1,197.06,211.66,236.84,L5
1988-08-30 09:30:45+00:00,235.92,194.66,183.31,199.46,217.27,239.15,L5
1988-09-06 09:36:31+00:00,,,,195.37,235.97,,L5
1988-09-15 09:30:41+00:00,228.2,184.82,185.51,203.4,221.25,225.46,L5
1988-09-22 09:36:26+00:00,233.12,194.02,184.55,205.92,237.39,235.6,L5
1988-10-08 09:36:21+00:00,223.69,180.93,178.63,201.75,227.11,225.19,L5
1988-11-02 09:30:34+00:00,227.85,200.26,180.39,203.93,246.42,231.44,L5
1988-12-04 09:30:29+00:00,231.14,199.39,189.71,203.8,233.87,237.3,L5
1988-12-11 09:36:09+00:00,238.64,202.53,187.3,205.32,250.35,244.52,L5
1989-01-12 09:35:56+00:00,229.66,199.12,188.39,208.13,251.46,231.85,L5
1989-01-28 09:35:43+00:00,236.05,202.47,192.42,205.45,248.14,242.19,L5
1989-02-06 09:29:59+00:00,230.63,211.99,192.47,204.67,234.77,238.13,L5
1989-02-22 09:29:52+00:00,223.36,207.8,192.19,208.98,229.5,225.85,L5
1989-03-26 09:28:53+00:00,236.15,196.67,186.47,207.15,243.22,236.39,L5
1989-04-02 09:34:48+00:00,237.94,196.87,186.27,199.65,221.5,239.75,L5
1989-05-20 09:34:09+00:00,234.11,204.04,179.22,190.6,205.01,238.05,L5
1989-05-29 09:28:17+00:00,255.02,213.19,187.27,200.0,239.09,251.89,L5
1989-06-14 09:27:46+00:00,233.16,193.81,194.34,212.36,245.45,233.55,L5
1989-06-21 09:33:31+00:00,240.55,194.5,179.05,193.91,206.98,241.68,L5
1989-06-30 09:27:39+00:00,236.36,189.52,185.88,195.15,217.23,237.47,L5
1989-07-16 09:27:19+00:00,239.97,204.05,196.89,207.54,237.78,240.75,L5
