dates,sar2410-0000,sar2410-0001,sar2410-0002,sar2410-0003,sar2410-0004,sar2410-0005,satname
1984-04-13 09:26:43+00:00,242.96,205.51,167.43,186.01,209.18,243.81,L5
1984-05-06 09:33:03+00:00,237.95,201.87,179.39,197.49,228.26,239.53,L5
1984-06-07 09:33:54+00:00,234.42,201.87,179.39,197.49,228.26,239.53,L5
1984-07-18 09:28:46+00:00,236.56,202.92,183.49,201.92,236.75,241.49,L5
1984-08-03 09:29:20+00:00,237.05,203.69,186.28,202.53,235.71,241.08,L5
1984-09-04 09:29:37+00:00,237.75,204.01,187.39,203.20,237.10,241.19,L5
1984-09-11 09:35:50+00:00,237.22,203.08,187.83,202.30,233.19,240.29,L5
1984-09-20 09:30:04+00:00,237.36,201.81,187.63,203.43,233.19,240.69,L5
1984-10-13 09:35:49+00:00,236.06,200.28,190.58,206.43,233.91,239.19,L5
1984-10-22 09:29:36+00:00,236.59,199.91,190.23,206.56,235.12,239.91,L5
1985-01-17 09:36:05+00:00,237.42,199.87,190.18,205.52,230.36,239.86,L5
1985-02-02 09:36:09+00:00,236.54,198.85,189.44,205.04,226.99,239.37,L5
1985-03-15 09:30:22+00:00,235.42,196.95,188.04,204.89,223.14,238.40,L5
1985-04-23 09:35:59+00:00,234.35,196.07,187.39,203.05,226.83,236.79,L5
1985-05-02 09:29:43+00:00,235.92,194.17,186.97,204.02,231.70,237.97,L5
1985-06-03 09:30:04+00:00,236.22,196.37,186.92,203.53,228.01,238.50,L5
1985-06-10 09:35:50+00:00,235.71,195.17,186.61,202.58,225.36,237.62,L5
1985-06-26 09:35:47+00:00,235.02,194.09,186.13,201.67,223.52,237.02,L5
1985-07-05 09:29:57+00:00,234.66,195.13,186.92,201.62,223.23,236.60,L5
1985-08-13 09:35:25+00:00,234.88,193.49,186.83,201.43,224.28,236.12,L5
1985-08-22 09:29:08+00:00,235.95,193.79,186.84,202.27,227.24,237.38,L5
1985-11-10 09:28:33+00:00,234.85,195.47,188.36,202.35,226.48,237.37,L5
1985-12-03 09:33:55+00:00,234.26,194.05,189.17,203.06,230.72,236.63,L5
1986-01-04 09:33:20+00:00,236.24,193.17,186.34,203.04,245.62,239.40,L5
1986-01-13 09:26:58+00:00,236.21,194.71,185.63,203.57,243.50,240.27,L5
1986-02-21 09:32:17+00:00,234.16,193.98,184.46,201.96,244.52,238.62,L5
1986-03-25 09:31:37+00:00,234.99,192.87,182.80,199.83,240.80,238.82,L5
1986-05-12 09:30:29+00:00,235.41,191.22,181.71,198.34,236.53,238.44,L5
1986-05-21 09:24:03+00:00,234.92,191.10,181.44,199.05,235.69,237.69,L5
1986-06-06 09:23:59+00:00,234.75,192.04,181.39,199.40,236.71,237.31,L5
1986-06-22 09:23:04+00:00,234.71,191.63,182.44,200.26,237.67,237.42,L5
1986-07-08 09:22:57+00:00,234.37,192.51,184.71,202.54,235.66,236.94,L5
1986-07-24 09:21:59+00:00,233.46,191.30,185.18,202.48,233.24,235.36,L5
1986-07-31 09:27:55+00:00,233.89,191.95,185.63,202.70,234.16,235.47,L5
1986-08-16 09:27:20+00:00,234.67,192.29,186.29,203.06,235.92,236.10,L5
1986-09-17 09:26:13+00:00,235.17,192.98,186.09,203.11,235.31,237.11,L5
1986-09-26 09:19:45+00:00,235.46,193.61,185.54,204.65,236.76,236.98,L5
1986-10-12 09:19:38+00:00,235.57,193.89,185.44,204.61,239.78,236.92,L5
1987-01-07 09:25:13+00:00,235.78,195.30,185.29,203.41,243.01,237.61,L5
1987-02-17 09:20:35+00:00,235.74,197.14,182.76,198.82,254.11,238.15,L5
1987-03-21 09:22:02+00:00,235.59,198.73,184.15,201.24,263.33,237.09,L5
1987-04-29 09:29:06+00:00,235.10,201.41,189.91,201.90,254.56,237.94,L5
