,dates,mex0366-0000,mex0366-0001,mex0366-0002,mex0366-0003,mex0366-0004,mex0366-0005,mex0366-0006,mex0366-0007,mex0366-0008,mex0366-0009,mex0366-0010,mex0366-0011,mex0366-0012,mex0366-0013,mex0366-0014,mex0366-0015,mex0366-0016,mex0366-0017,mex0366-0018,mex0366-0019,mex0366-0020,mex0366-0021,mex0366-0022,mex0366-0023,mex0366-0024,mex0366-0025,mex0366-0026,mex0366-0027,mex0366-0028,mex0366-0029,mex0366-0030,mex0366-0031,mex0366-0032,mex0366-0033,mex0366-0034,mex0366-0035,mex0366-0036,mex0366-0037,mex0366-0038,mex0366-0039,mex0366-0040,mex0366-0041,mex0366-0042,mex0366-0043,mex0366-0044,mex0366-0045,mex0366-0046,mex0366-0047,mex0366-0048,mex0366-0049,mex0366-0050,mex0366-0051,mex0366-0052,mex0366-0053,mex0366-0054,mex0366-0055,mex0366-0056,mex0366-0057,mex0366-0058,mex0366-0059,mex0366-0060,mex0366-0061,mex0366-0062,mex0366-0063,mex0366-0064,mex0366-0065,mex0366-0066,mex0366-0067,mex0366-0068,mex0366-0069,mex0366-0070,mex0366-0071,mex0366-0072,mex0366-0073,mex0366-0074,mex0366-0075,mex0366-0076,mex0366-0077,mex0366-0078,mex0366-0079,mex0366-0080,mex0366-0081,mex0366-0082,mex0366-0083,mex0366-0084,mex0366-0085,mex0366-0086,mex0366-0087,mex0366-0088,mex0366-0089,mex0366-0090,mex0366-0091,mex0366-0092,mex0366-0093,mex0366-0094,mex0366-0095,mex0366-0096,mex0366-0097,mex0366-0098,mex0366-0099,mex0366-0100,mex0366-0101,mex0366-0102,mex0366-0103,mex0366-0104,mex0366-0105,mex0366-0106,mex0366-0107,mex0366-0108,mex0366-0109,mex0366-0110,mex0366-0111,mex0366-0112,mex0366-0113,mex0366-0114,mex0366-0115,mex0366-0116,mex0366-0117,mex0366-0118,mex0366-0119,mex0366-0120,mex0366-0121,mex0366-0122,mex0366-0123,mex0366-0124,mex0366-0125,mex0366-0126,mex0366-0127,mex0366-0128,mex0366-0129,mex0366-0130,mex0366-0131,mex0366-0132,mex0366-0133,mex0366-0134
0,1986-03-10 16:56:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.29494242932512,120.58678462458622,120.17708963100891,118.97289990794178,120.54880721470046,119.86692676643449,120.72459607192337,117.49221501966797,120.64928957218879,119.73672828722906,124.87837123058958,123.35652932353037,126.38453028106085,124.3387372756284,129.19624367842607,127.96161740514233,139.5487181463449,139.6575146856066,147.93431999889305,144.80625285489506,151.51419012969228,154.19807376992838,155.83523781225642,151.78364167105863,149.00196295664313,149.02443347141912,154.15064922715447,153.34273868167548,161.67125550722426,160.41287184999368,167.673603986155,166.7301469468669,169.02978017693732,173.66436250511543,185.4525379964906,187.7152775336142,194.0123732783337,197.96764141629393,204.75606924815116,209.04351159947655,215.49768681127085,219.31558857329077,226.92347606324256,227.33999492694565,233.49137138036875,240.70928609863313,247.7094792620932,249.6578572457962,259.17752399624453,274.6453882998986,281.0117844162355,291.19385993955603,296.67948027848735,305.18274747578016,307.9078567711403,311.1359846240346,322.8183638005485,333.31844701210144,338.78548050022516,348.8089306453279,357.99045383764553,366.8791940726554,372.8727742949369,382.17777325014583,385.6022464682891,399.2270684182653,400.2706406865395,402.68234198076556,403.3778564641026,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1986-03-19 16:49:55+00:00,,108.13885310601711,103.68606129038356,100.83224997623554,92.5572677728372,84.4421725984383,74.89292312180284,67.62639200297932,72.66491472308644,74.42322515472887,82.28737543535112,130.3221673279279,128.6335958353121,116.83402125102245,112.75106666859713,109.38678877674558,112.39032080547793,117.95229999980248,118.46928510511847,113.15026193557733,111.02451153604073,108.09353247532553,106.83082357936378,110.04175079634713,107.54336059241786,109.55427408084738,110.53148412376277,109.84827740412635,111.02279839254521,108.34623837465364,108.30721240393854,107.61775477157322,107.55344520458694,104.9916204017521,101.79258119104401,99.31478799788309,100.3959472137913,103.28495049247094,116.23189911967914,119.3391172958005,125.02255062882008,127.97258821125658,125.61774561740802,124.99292155958804,121.71820142370035,125.07612969167337,120.7183553422313,124.79088596985059,124.35170110826769,129.79622057488817,127.81891927925801,131.66336758005312,128.35666042878444,133.086845389849,130.9563183638162,136.91573908261392,139.89712657828062,141.556899597319,145.4528981336394,148.06645902314196,153.6445421647877,155.23300499674275,161.52346351001918,160.0550927176374,159.50068036420106,161.40965005339385,162.28702240642912,163.62923618205255,164.79463759506595,161.05696059745063,167.46801297160334,166.58120500182943,171.27478959605776,171.80974742944935,184.16976930516563,192.01175078913346,200.51721835336963,197.17894764021946,208.11355324795153,211.64512994501555,219.24702410964113,223.84809162118006,226.85130719308415,234.7884787836084,240.60425791978656,248.05440727857217,248.4601610465802,256.60830062495654,263.2757401152795,272.5847176097188,289.6661631982556,298.4768822524235,303.5370382714766,312.9030931196924,313.7230741000127,325.07251902405267,330.6138836452926,342.195147399724,344.3869194353838,355.17267682370084,359.6388916606041,366.3295025513158,372.9534710605471,379.45415957020646,385.92664334162396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1986-03-26 16:55:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.77022377137826,144.05002653499935,150.03257607505572,147.7284357881244,152.14139131484373,159.72609524115802,162.06063311774622,172.57905607845797,180.30641377801652,186.628131871678,187.96291770415013,191.9823311570881,200.27565496338084,206.3521935734479,209.50731890301537,217.7202965333838,218.69736226269794,225.2898647395326,225.71896281236886,235.22081268689232,241.06400843558163,249.94202407486188,259.5821462275487,270.2961240941723,277.02936910120735,285.8738121293671,290.3554941816323,295.94107027482954,300.8871227160091,314.76348473487917,319.25673685970156,328.61854739933534,,339.41520431355616,,,367.5509041316079,372.0302752369431,380.64414910677516,389.03849721454816,385.67287623776485,393.0051185106379,395.57951452041266,404.34232531178884,,,,,,,,,,,375.9737859536484,360.2297088085486,292.51573072047455,,,,,,406.38046545048945,,,,,
3,1986-04-11 16:55:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.59643173083754,282.0065136876393,291.44866392497823,299.17961666614264,307.7076983430948,312.143172096701,324.78852184607877,326.9358791664433,338.2486948272068,344.91990675846944,346.0779349896337,364.3022471280723,367.3996042933024,381.7227573198312,383.37172349986406,397.00317398525283,396.1272703171709,397.15433009971036,397.5175170949666,404.5758183542973,,,,,,,,,,,,,,,,,,,,,,,,238.4791385469028,
4,1986-04-20 16:49:14+00:00,,100.12399161480623,101.44294177539099,98.57175585465409,90.51132331713808,80.11766459426656,74.84318130280425,70.0023439107245,70.38103559107813,73.99154382038685,80.39854341454691,125.04895768077402,122.34404508023438,122.41306221054289,116.75317108210356,115.22677625612793,113.269639551807,113.47230807634834,109.69947287853128,108.76771279624052,101.29424054674918,101.61503181667274,103.98058715051206,106.47701817355482,102.93428446470422,99.86668185299892,101.10999916563175,100.17461932654676,104.07835191466171,102.60495316575084,104.33626122420179,102.19580224692099,101.27823765334259,107.21685156671771,106.09850156859667,104.30942627734268,104.45497732925318,104.22057535618772,104.84873911693752,113.32561294969767,119.19509933774424,125.81994871051947,122.53143184835324,121.40182680892988,122.77128430227975,123.09019712200043,121.93665029628474,119.75272458272735,121.92224239401813,122.31102069911722,127.0820358736793,125.65314802205721,129.616259461154,126.43852208547204,131.43987083370578,131.57391124179162,137.88099752842902,140.49161215161118,150.12595075453962,150.804331607508,153.92495740730539,153.41223401201816,155.31665264975595,154.91022879681248,155.82219131306184,159.02024721054528,156.3505658209194,161.22589789361555,161.7960764011008,168.0643044212898,167.60218972911437,170.70154350122849,166.79587438133143,175.04136513927082,180.36862409468915,190.74758977783318,195.26556391800654,200.7859732971539,205.19799966519054,210.7518483079339,216.64847135727382,224.12651353231965,229.1318012293187,231.0867676178559,236.25115931658598,248.75045071816456,252.3154081827001,259.01065275008636,266.7609199864072,271.2641530333989,281.18109101090306,287.60766759632196,295.9938548291697,308.08273962690095,314.2415126870487,319.9953808993177,326.4719155307007,333.324216514049,342.7252542067637,352.0832631153274,359.39099125318364,366.27547605287776,372.17129811733963,378.4921566495606,392.05641861693306,392.6425652505059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1987-09-14 16:50:46+00:00,,,,,,,,,,46.01678017573151,52.71360269667872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.70988645921199,,,,,,,,,130.6437904930623,130.45792144355,130.49983489775485,131.9030539173284,134.90096546842753,,,,138.18537738382537,,,,171.86237323939292,177.21365852257776,186.09834621037334,188.71216692585983,192.97406356993645,,,,,,,,,,,,269.3384481744157,,,,,,,,,,,,,,360.9021207718218,359.05583711259555,366.48517265121825,366.53052973480874,367.7309668758658,,,383.4397180388349,,,,,304.23125460106996,280.216742154463,,369.1826089472525,384.5081326706344,303.86649253972803,,,,,,,292.09345605261893,,,268.9139662350971,344.8305238020145
6,1990-03-05 16:50:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.00963938398746,337.9232723547671
7,1990-03-21 16:50:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.9058233182055,285.94672994420773,296.42029164146595,308.6371743164383,315.7115501879787,324.4105294049415,322.44778652385963,328.88949446968724,330.3100199380843,339.1566114764507,347.2927525260782,347.8729695415438,358.4289825644262,377.8968061855936,383.5770681377692,383.7445493052645,388.8389147394071,,392.02858728430533,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1990-04-06 16:50:11+00:00,,,,,,,,,,,,,,,,,,,,,118.88533165406317,116.67973948894428,118.91515300834375,123.1584225464026,125.60023746112614,130.68584006410356,127.57611578993297,126.64990590859384,124.67284080747542,126.67586902668067,123.77389856304207,126.98640454223992,127.9047757553247,134.2236285312067,129.73269569684342,131.85114604174782,130.82939891884874,130.8008407347754,135.44224486016304,142.34486146675852,143.85594174850686,146.2841711241814,142.27760119642144,140.3745214323827,147.34403200341703,145.27613473098475,143.53718162996577,151.500498495009,150.77386002011895,153.8539096230764,153.89896161497998,153.9341617235547,153.43738086891304,156.7937140518896,156.68494077628552,157.4998996398888,165.4859699930015,174.96294034755581,174.0710239625136,174.47110427103442,174.10290531531354,175.48715498352118,173.7105601399024,177.56913968154822,175.27141125269034,180.8072538779577,182.31700495142255,183.31816254175956,183.2906755040139,184.7405655936046,186.98115740649328,187.44556956474236,191.6234758185559,191.04071773113813,203.90823519743608,210.67971748738702,221.15149600084405,221.05830695342277,226.99730873891636,229.37469117846769,237.04391807823075,237.51756809486162,241.556144696556,243.6334628607324,246.26299020128468,255.11137638485982,258.06288052006005,259.41164984706444,263.9644764435713,278.7624457487629,284.0962208191324,294.83934612604975,306.85068606087526,316.591422156938,322.93567998638633,331.69648633111046,333.12338221847324,337.3452099216728,342.676313700539,351.82557471574455,357.583963880996,364.57286195556276,368.57845858581635,377.0123527689344,380.9926085149323,386.26936765629284,386.9304056572992,,391.8561770160352,396.3740331026352,393.5270267233709,,,,,,,,,,,,,,,,,,,,,,,,
9,1990-04-15 16:44:09+00:00,,125.97935912779421,132.35207862618725,130.05984969274397,122.68338683732453,113.89055258466402,110.63074875853074,107.8519119889743,101.01924420136191,104.61623388707473,106.89221490211034,128.87216571698158,131.14987036033142,133.398034152603,127.85325645181483,127.96052941712553,129.47810076453268,129.61120456703046,126.94938510613916,125.07890110627027,124.20491559867088,123.85107715506587,130.38177520736025,130.0060493845439,132.80364582287996,130.1116296284204,129.90755564310095,131.83184472099236,132.13629704561112,127.3041145358218,125.21872052225983,129.21255061531912,128.83657889692356,133.38793195739848,134.1387310852121,136.3447050634098,132.41516007598455,135.51242159953048,136.7726364449998,140.6447450106738,144.17123258703526,149.78874770168656,149.3093824443307,148.56625929023033,150.98547233560708,151.31773709111266,153.41740787193166,155.63003204272832,155.17742608835687,157.11053147153928,158.68664085021814,157.21895327590582,158.52630727632177,158.85000806235053,162.7524716520059,160.96423028040107,170.04839470746387,168.95674186082064,172.3617681378215,172.56378340217648,176.28944300354252,174.9564213806913,175.09619427923278,173.8726581636299,175.6331839592174,176.16383880872104,181.52797759181948,181.18216790405444,183.7534198057886,185.76593600534542,193.546140953325,191.26546544253048,193.86005091082296,193.9160253321337,204.74112863415522,212.46011912319292,221.35733671837076,225.59078691765154,228.85787122703985,236.39944572517157,238.25629693866054,244.91160291879478,241.96370554840118,245.22160487712247,253.1615325994718,254.6700596289964,254.71057124052305,258.4122632597483,268.195349189117,277.86401416868785,284.95509396524307,297.75844433071956,301.0177673498992,316.171029083112,318.99295893248154,329.4023219331825,329.54206289021204,336.56664875297645,344.9681847972814,355.19766271288216,363.3151067761838,366.21727812032543,375.33239589473436,384.7323372139132,385.7944996419982,392.2486062718868,394.5298847331852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
