,dates,aus0106-0000,aus0106-0001,aus0106-0002,aus0106-0003,aus0106-0004,aus0106-0005,aus0106-0006,aus0106-0007,aus0106-0008,aus0106-0009,aus0106-0010,aus0106-0011,aus0106-0012,aus0106-0013,aus0106-0014,aus0106-0015,aus0106-0016,aus0106-0017,aus0106-0018,aus0106-0019,aus0106-0020,aus0106-0021,aus0106-0022,aus0106-0023,aus0106-0024,aus0106-0025,aus0106-0026,aus0106-0027,aus0106-0028,aus0106-0029,aus0106-0030,aus0106-0031,aus0106-0032,aus0106-0033,aus0106-0034,aus0106-0035,aus0106-0036,aus0106-0037,aus0106-0038,aus0106-0039,aus0106-0040,aus0106-0041,aus0106-0042,aus0106-0043,aus0106-0044
0,1987-05-22 23:06:56+00:00,,80.29998174864903,82.55555396517322,91.16915224333111,98.6949013995703,111.66578559459883,122.28567378739052,126.63787453393485,140.75322163330776,139.04658733163694,133.36247803878783,146.51568572148636,151.9350759223898,166.67224578351244,178.37446156552875,185.36406494047785,180.81608282612976,175.91003188924654,173.36185683753246,170.34414409722967,161.14763913557582,165.21210049809198,162.94518295502203,166.58312282707763,157.49564813042903,156.5221865895081,165.24546434400108,166.0609694093874,163.98765697647386,155.71459470314065,155.24755641047815,140.55782137546757,137.87908271447256,139.15605916966322,142.44270138929542,146.33250237797662,159.39093470791607,159.0452588319061,153.55375755671426,152.86569537791465,148.51792856031045,161.0180849967117,157.83633912905833,168.0722307442805,179.67473607917245
1,1987-09-11 23:09:41+00:00,,91.18898477699277,95.6000915954138,102.64533125316835,113.98080791364815,123.30348335293965,132.36595973844788,145.86530364713096,150.74492727520183,150.9463181983296,155.5253805014822,162.84063327742908,172.80196234456227,176.62926979643387,184.27627634804938,182.20771980699342,180.45633043134902,183.65526038562362,187.2271764488962,185.51291933529177,175.45620054745046,170.13476880456636,166.78548026422982,169.64410173654838,165.13886503784548,166.57194023866185,162.78888403780607,166.21104296189154,170.0822566189187,165.59716503886872,152.7511071248496,148.5318996519342,144.20719449854022,140.08516014125067,143.54658554185949,156.68050223946204,170.7475245728617,164.8098064227675,166.1395322736395,168.07386029207376,166.11222493819477,163.64528736366734,162.44913003909667,154.64790975356152,162.4486434339183
2,1987-09-27 23:10:03+00:00,208.07411555601695,117.97456890633094,126.3971541119901,127.71123038093612,131.4426248737657,139.06563066484185,146.34891064481317,157.9229330360872,161.77402199661898,168.19977340109142,167.0519704416723,172.51931530201765,180.58399251271453,192.19994298646756,200.85385725900798,196.2640497060753,197.83345890371749,198.54351562675242,200.3194924482787,194.52376080559557,189.02680984451538,187.28858059201735,180.57772610777013,184.1386238379577,180.67858232769106,181.1167175998988,180.237168225234,181.88316042088786,179.579337078758,170.61487620819722,164.43384533418825,161.29149824787345,152.3303764786861,153.93059377102617,157.2895351566055,172.55725225108452,175.0901066538684,180.10540662642978,172.83047768971383,171.33232362908902,167.69534917509415,177.028416767548,157.2739864144849,164.2446589626276,172.38060014165745
3,1987-10-06 23:04:03+00:00,216.91972832170657,104.7391195832227,111.59453723411798,117.70243255641796,124.68058101158059,131.79316731439462,139.7687261402785,153.07286613639974,157.01511543309732,156.6336851427297,159.05164532406206,168.79189929984415,176.598810255803,184.94417537839564,191.17293620849648,196.4444480485257,191.46197694129341,194.15909680158322,192.769868911229,191.66063229789413,183.2144752233772,179.30220266392692,179.29399999410822,179.44179029982897,174.76882331008133,175.77825614696502,176.2838943493968,175.6181603351158,174.49036856057322,165.43413703834446,155.93512310336087,154.75444987045242,149.40325153296877,147.221329146586,150.16175273578247,156.42343822384376,166.28472489443922,168.19990310574593,163.72986174107666,168.6614842512864,171.65943827993888,162.41557943037313,156.6689069778834,159.03169214929997,
4,1987-10-29 23:10:37+00:00,196.24499171180344,,122.48789270611574,122.80239456225853,126.66095426695496,131.03922844329526,140.74657648222788,149.26129958801494,152.59397701937846,152.67457851355275,153.70478930414305,163.33335803539873,174.2493524114087,181.29093339321372,185.88632725477086,187.07410815313872,187.9160518741138,184.79144685254514,182.66763925604997,186.10344812488466,177.7134365323118,170.6407197983452,167.23345094236393,171.1961218023401,167.11340371489428,162.90178970364207,163.10293595873281,163.82412939016157,165.9922760407496,155.60010197610555,149.10611044612497,145.0101959290995,143.13028752191644,142.41300229253403,150.89032532663464,155.19820305594328,159.13678660143685,167.16813613391778,162.31156225535136,157.74133892714997,153.11266937495873,,,,
5,1987-12-16 23:11:29+00:00,219.20643846353119,,149.3902860268757,144.02071182779034,137.62821648678,145.92451473705415,153.04636159531964,166.0562834985834,163.5311037547006,164.93027239354217,164.19239769937744,168.9059450455704,184.79450081006996,190.1154120507962,201.79094790977177,196.20179873742296,190.75367262228767,193.53641412198857,189.64603727688933,188.3066207004356,184.13906100366333,181.55543865229058,175.93710273950788,175.86136307041681,176.4950769848735,179.3666875818409,170.68180667162707,172.72759718884018,173.56466148976668,164.30930788635968,157.27395159136583,155.90779760472142,149.41656350366335,151.92905564251905,163.0029058366924,167.11164932547504,168.2118287799601,171.5530644093063,173.04968659269701,169.72097070159097,157.92444637561337,160.50033996753692,156.17626826456987,162.68663984145596,178.4962585404757
6,1988-01-17 23:12:02+00:00,170.10012068171184,81.23506413590371,92.05226941768835,98.41820364982037,105.39808148994392,114.60879012476646,119.37911624989385,130.98483337907766,138.93720759872403,142.63016153433506,139.32092740226486,145.52113932912036,151.53570424846052,161.247315277561,172.75569000795585,171.44951872083757,166.85945677747284,166.59107380227454,165.46216510597938,163.73698228251706,159.47396830779158,149.398977159758,149.8961300426839,148.6291530260619,152.22576276479313,153.0850914284971,153.89456109840205,159.92048853273596,159.6711585391317,152.52511143379857,138.82852490697383,128.54041168771369,120.3518002843801,114.67740280130562,115.32844431230998,130.35496412749882,141.9288306743918,146.39142285232487,145.05604812236726,148.1115925830035,140.34529554227169,138.93924119389678,133.50376325558568,131.22926992865024,
7,1988-02-18 23:12:35+00:00,194.56673456370154,94.08597711474857,107.26231209594923,111.73603421294848,117.49700640352495,126.6615256189911,135.41520479648216,145.4739519827893,147.85442251450584,157.1244562082702,157.65954231678003,157.98714421755923,163.36356930115076,178.4009060845044,184.00943551748057,178.5129260723344,180.25246970195352,174.74871251148355,168.98524614956196,162.14941132781897,158.99648858988132,158.25326017579576,156.29408857440748,156.03998418101435,154.14114346246478,162.6671011630046,158.36175841356186,160.5579390151037,166.14881031106594,152.13163869088808,141.103646423827,138.40352463226517,130.91583844974937,123.12876384172111,126.8953099825569,137.02467217506555,143.98588759554968,143.36544205707384,143.11722890162739,145.40059386332038,151.24346726871616,145.08508487978895,131.02631397052514,134.14092420643743,140.66118880593956
8,1988-04-22 23:13:04+00:00,148.85496469485278,74.25960735860625,77.60871056302564,93.07148150406164,103.98879947547722,109.2681936376299,117.40423123412495,125.43588920132152,133.41213370679816,129.43973958455263,136.9683087436061,143.79970855663314,149.48992692774038,161.2896238607441,168.69948399533678,170.24450764105984,158.72327658409216,170.94387097310477,162.3134684501254,167.0644354112648,150.30006278868234,146.03235875206144,147.61234527501742,142.8984448607056,154.29977339080648,148.77115118365873,158.84945173366222,147.1819044657214,158.15108325585558,144.58920452253855,119.00839252988123,137.78267070178467,134.06981985789105,133.25674333243094,124.58550814996597,132.71326361207005,127.36136425313586,129.2341873901499,122.64072243478395,147.96944266710713,141.55788704006264,138.0860599802789,125.3061867131732,134.99704714699237,136.18097850559298
9,1988-05-08 23:13:14+00:00,122.43245720236388,66.8571729905128,75.7673915040765,85.33023049848569,96.08979323987123,108.80250868741487,119.23688984424393,130.51398963150154,135.83475876153182,135.18505750544344,131.88587453385912,135.64191909251076,149.7636784966518,154.72131535231335,175.02667212786125,169.77217250156792,170.11242266228513,164.61065989836698,167.54409952299932,169.26702073516145,154.92226052752815,146.54569731846468,143.69097362191545,150.28768808100574,155.55859553180545,152.00188637912743,158.36532484148046,150.17417262557885,150.74729438184633,148.30906124594026,134.89132876015884,137.31679036404012,118.6784650747133,117.5084063346402,137.005382117306,145.73907131849685,143.18357704120007,132.30751067846984,127.8197053930863,144.60505933534753,135.41044075645655,128.8149841194954,123.28910631884696,139.66433641947606,152.43320586451145
10,1988-05-24 23:13:21+00:00,146.469100426272,85.38880545571611,92.46459024773306,91.89740082099975,94.67694512996886,115.29751479852975,131.0329820455447,139.71329956192224,137.4545836638154,138.92024161012304,142.89208944563828,144.5552672518542,161.1321757552162,170.18948057275918,179.97031513587152,175.29712666280182,169.1456544631088,171.3813565486226,168.1483557130015,167.4040766040227,163.94940573393256,156.7658488085544,149.96307710893322,156.18825442115832,165.53900871491226,158.66615640841206,159.58678256803697,157.06664730161302,152.75800262146916,138.90005496505884,140.47115994630306,138.10577404225367,120.96878373942211,132.29661857183504,142.41845961604704,144.4684835636168,144.85955926645087,142.5689604445638,143.0335623476528,155.04613526963357,138.18752980979266,126.85635294946773,129.31333734260087,144.90816551659606,154.74812835224162
11,1988-06-09 23:13:27+00:00,88.1013331269731,88.32639583948523,84.27003253212915,81.71019353214872,93.55849401387532,105.99383633252928,122.15533991872421,136.6884872681765,138.19291953275658,134.2715546532725,139.3139673470723,142.71905796191484,157.05934788381057,164.30595149768774,172.2520378398451,168.1940018084661,167.55510284882175,171.0781301274699,162.72203475825643,164.361805157996,153.92723989304545,157.08158855747,147.4097354981178,157.26708918863153,155.02380298389107,158.25941213484555,155.89851529438647,159.95453542349054,156.5604954309346,148.3402348582498,132.1027059209515,130.66450152810916,135.92783021051898,119.60065305986183,141.55154126827404,153.8129214267981,157.1336168982407,142.55200999421277,151.64276556824433,136.8954669729693,130.31442591294135,139.7915485597531,144.95297373899356,141.00778321184745,152.4916908594974
12,1988-06-18 23:07:20+00:00,79.12879098085926,80.47886467996081,89.80404952935933,87.71331353158018,103.59841987967818,106.44042979979177,120.52133764971985,131.59169119783715,138.45717030668732,133.7275132169568,138.7517103007287,141.64762340627263,157.77200822283973,164.19060049323832,175.52445061992353,171.52762399857525,167.10576092983536,165.10559554243918,162.8495800924047,163.105820898245,159.76241821121246,150.65933856765335,147.2607088255895,151.244547377455,156.53869724395213,158.36548983955564,161.8495960819149,159.42881060553827,155.0343288386347,145.6926925574537,136.1789699391727,132.70391079909794,122.68927145571335,121.97594680541143,129.64105257552694,142.11675416434198,152.8878249483006,145.51554220564287,146.03932567542415,133.178132443004,138.40103107953433,134.8482231277692,138.61057466378958,141.94190954567935,137.6963524414784
13,1988-06-25 23:13:32+00:00,85.53190383263163,79.20802217150707,81.1924527105961,76.38774983530053,83.95409873031983,101.14558647802306,111.62043736461783,130.07436651461802,130.57150008792786,125.5195984346764,132.3507507411589,131.83125550988746,147.4277883064318,153.99466658977488,163.13325976046224,155.35635751676367,156.40877386929054,154.6913901651514,156.9290594118415,155.63456476179775,147.78483612634002,145.12615345744595,139.54030184110758,143.3031798344696,147.3454697509807,144.481178046556,145.29944464236843,150.400782251663,135.37622658555242,134.1619164238738,123.17020027423399,118.17382930991182,113.77432680586173,109.39553955987982,127.1845427219863,134.138354842834,149.6975726685272,141.41153681664352,141.6304688743374,130.73937946340925,137.40857783827204,137.23599527479922,128.4859736677821,119.26143439222034,128.74270198237303
14,1988-07-27 23:13:38+00:00,83.797924670319,74.11102657486984,87.84096736313882,83.37161755586843,89.54829143495651,100.97530051823027,110.8702057117795,130.09989597550558,130.09264446699214,135.13287046823382,136.48799764927466,142.46868655358017,155.57721279778892,161.712657459279,173.0771844096553,166.04418861483472,168.9658714710494,160.86869489456532,158.44312261582843,161.35114500703858,155.10572199156246,146.60108365663834,147.33992970056212,146.14913897961182,152.09359076660374,155.9853590581273,161.12589023676503,155.8227825068476,143.02750080212877,139.11443690236308,121.17733948803304,120.51870068081351,116.89268967867808,117.64045981095624,124.08227667906424,138.519624927314,147.28031861225688,147.9079246019461,143.8505512590887,149.40207442745918,138.67684559561832,123.29112258174527,123.96003088526255,127.20509736135455,137.773902652484
15,1988-08-28 23:13:42+00:00,191.5360917646959,111.57566780920462,117.4221520815978,112.95914043061978,120.52961467019665,137.75149013112159,146.29163496344867,146.71393330379675,156.52705013197013,153.92626965023157,160.89068014746604,163.52192942638138,173.99004587267459,189.24266395397538,196.0974922326039,197.20035278344736,191.20971747396862,191.81987570619458,184.966659704566,183.58233450630465,174.94874250384876,169.85365599652303,164.90119648571581,168.69566920105993,173.68928440811106,170.6280543082414,173.73230551883523,167.86983428090343,163.25280204151966,150.94121629828777,141.63006572546624,135.43621233386597,137.911117419588,135.58397009856907,146.08065522827425,149.94613534772657,162.4932205118762,163.62610180381824,157.52619424155074,139.7633576163356,150.11922023407914,152.95955910881224,141.21320823511326,141.46050283150194,153.0242999948642
16,1988-09-22 23:07:26+00:00,195.3501288416183,108.49457323694439,105.25653863684408,104.72487443763289,112.86794935785522,122.01589553794236,132.68714422508552,142.45517285685895,149.87521315675215,148.5660586947037,150.52579523847433,154.0881065100548,162.4028523205816,170.87355727764404,180.4769567104835,183.87505732372725,181.13742862810878,180.16208899325568,175.2698502204255,176.4164429163643,166.39002423084955,164.3417337898056,162.1012867617127,161.57599330994265,159.63757952838716,165.67941163376898,162.10761547602817,163.81437606301554,164.66343545779964,152.08841644129302,140.714049532941,136.85543710717135,127.68876267279046,132.16558576635103,141.76254065454404,144.33654341336626,158.69701821922973,159.1822946610741,154.80376086541148,140.8647657620909,162.98623033348008,150.39673504955283,144.3814073381077,142.18619481622392,146.51733903545647
17,1988-09-29 23:13:32+00:00,192.19428785581567,114.33265577860371,118.99420424907058,116.69361098898148,127.73288197117247,131.09155354615072,144.07945364487728,159.24174474223508,164.6597103767528,162.64738968468836,157.02682712389964,159.8639392046589,174.87901328692084,184.73580118525317,197.0306269024549,195.6859439451812,189.73730494150928,192.5786171044299,193.55280941743294,188.74312975711365,172.05811874055047,166.8092013981605,159.6126328853763,165.7707071882789,168.57404802708595,174.28149026997934,171.20850397517975,171.4318377675633,172.50988080493488,158.07083371578582,148.93311937572645,136.7094452311022,135.16806125780775,134.5920803297772,148.17056356131246,151.12485204061392,160.2172434079933,163.01877703756028,156.88836759354555,149.2430713788944,164.37302771327882,152.44118875553482,143.1617413910106,148.84432317958348,150.30129947740198
18,1988-12-02 23:13:27+00:00,196.8655577694531,116.17446776298483,113.64276973663127,119.74835349685775,120.04820232382971,119.64294023883839,146.43905748480842,147.13091822495534,156.4843656241117,163.75719285461767,160.0656133412553,166.33596692146634,180.99521551127046,181.27918749732703,187.9426099367732,185.315929146946,183.58233093407733,185.83325267188062,183.1659088308117,175.15851997859676,166.33278968269488,166.05170258465242,167.24861580279182,170.57680193435382,169.1764271491933,169.0391636834348,162.0851283665138,155.86105332042015,163.75854442219608,154.28120861797314,141.05215446689502,137.02909015832194,142.05455055321832,128.49179042528482,145.70887191809018,152.64133271326438,160.8197036038469,160.30924127816033,163.12887498878834,154.51443527551208,170.18666109484226,167.0827220452308,151.8608243469554,154.88492526485643,149.12737981197324
19,1989-01-03 23:13:14+00:00,185.06136075963835,91.44645607330325,96.78493656489552,85.22286264805531,83.57545848788634,111.33260723508641,120.28094809613485,138.36144482504304,139.3521587225635,141.71892237853652,153.34574225541468,152.22115079528515,165.87178092500747,166.02047217438795,176.78564009698016,169.2923734741257,168.62698507714663,163.2527961226605,163.5155040012948,169.0879796793688,160.68871846652291,161.0429261691759,154.75635372044175,157.08775143570645,161.67113469170957,153.49551378017165,152.35689621379998,153.33456073728323,151.8519805133962,144.6636893318991,122.68781114813875,130.34904470552954,130.79411950245165,131.731194342606,135.15815781479708,133.21555267543852,145.87077479951532,149.3963114708531,151.84957575153615,146.1722184249509,151.8895307100293,155.00452466070598,144.83601883058483,118.40069525970368,137.2463666554823
