,dates,nzd0006-0000,nzd0006-0001,nzd0006-0002,nzd0006-0003,nzd0006-0004,nzd0006-0005,nzd0006-0006,nzd0006-0007,nzd0006-0008,nzd0006-0009,nzd0006-0010,nzd0006-0011,nzd0006-0012,nzd0006-0013
0,1999-08-17 22:10:26+00:00,,,,,,,,,,,,,159.36789506540705,156.93580616269927
1,1999-12-07 22:10:30+00:00,175.90345786871856,165.48628549361231,140.4597046817613,120.46981959998085,124.40178424823375,132.63975191757189,135.43375195531547,139.16194023195877,139.53751646324918,144.43752987242604,156.16616281107278,163.75133063184592,160.80307635140386,156.79074758943042
2,2000-03-28 22:10:07+00:00,154.2858213336841,150.8582849929626,136.01100825679802,131.7923650381396,131.31833022593543,129.36312325709628,115.17964093827582,123.53347387946287,136.2357380399498,160.28428489251323,157.47435112755036,150.67909784288418,150.54720673432396,153.10954769589853
3,2000-04-29 22:09:53+00:00,172.1583901319739,,147.92994370939434,150.81562008551595,154.41585608405515,144.59632883925886,143.4025629657496,143.45142216496475,158.666229669987,159.77320336026804,171.5942521475592,160.3498736786386,163.0226618294063,172.27777602124215
4,2000-05-15 22:09:42+00:00,150.60962567743374,147.1949134514346,135.98940156988252,130.21614786161203,126.23919134286503,119.37401158990929,125.02896670098023,119.00337017199594,133.556006893882,140.3322644700195,146.70010893529363,143.27172121500024,146.51895408384485,161.3053092214642
5,2000-06-16 22:09:26+00:00,,,,,,,,,,,,,,
6,2000-08-03 22:08:44+00:00,147.69534098501467,128.423629385489,123.03849024726111,120.53193031770554,124.03520237994789,113.04961069184627,106.33338460374952,107.42221433473617,124.75180504482276,141.42595884066012,134.63301279329343,138.1889455119332,,128.81760806866527
7,2000-08-19 22:08:38+00:00,128.02932312876646,106.03952046323049,109.02069294523224,108.88500211805425,111.18727047963544,93.02771350398763,102.46417456771468,104.55564061287713,112.38419541346741,118.82687922044624,121.20235718192384,133.3197097153573,,119.77089771831866
8,2000-09-04 22:08:22+00:00,155.73018029264279,131.20553984858245,134.1830395352677,140.86426591179696,137.08933193737585,136.74487878963416,117.52089693232115,120.06405221781968,129.52420039456177,137.90847963445552,,,,136.05972657575157
9,2000-10-06 22:07:59+00:00,167.78281362839672,149.08884776863212,150.41833601639001,158.91844068210412,154.9935714485022,143.83441304829003,133.71517401410182,125.33559948344686,141.98143169655833,140.3164705944179,,167.29125054722215,158.75728979467527,166.97715069618542
10,2000-11-07 22:07:53+00:00,156.1869583208407,,136.52221336566413,143.16509223725058,132.07182092671792,128.44256322240665,,,,,,,,
11,2001-04-16 22:07:42+00:00,158.35790960334924,149.4171122260049,126.7941694676787,123.77731501152624,120.26791328135621,129.55898580545315,129.99538793874956,132.88255563120623,126.93184888069212,132.14579369272263,133.18793319296807,142.90992935440207,147.51567220984896,145.32438339813228
12,2001-06-03 22:07:16+00:00,156.55121305866686,146.0426122924113,124.96942949982693,117.40242891992922,119.02478102486411,109.11638362565972,117.89110300320228,124.61004047317044,118.45682441587437,125.52348611785051,143.27654546995294,146.9897561620576,148.80789528640696,129.8400527716335
13,2001-06-19 22:07:05+00:00,157.48843150816586,149.28233579795918,129.11261191329888,125.23506989579352,125.5639301812261,123.50768156731684,112.39152260148265,117.00195019916514,125.81059592171101,130.16389332310393,145.87693183906202,147.52666100296744,151.616033107146,148.723471618481
14,2001-12-28 22:06:14+00:00,148.59829661261236,137.80730443219724,118.31200667913367,,,128.67194475622995,116.07807693057437,113.30444656312184,108.99679508596806,133.87360449001858,147.02061363089646,155.24805243643792,153.0293692035495,153.35068420805698
15,2002-01-29 22:06:21+00:00,142.2015585149465,135.14488067780792,117.91701074152726,119.93427575390734,122.59253758451159,121.40829615897604,123.85312676529082,115.14324801040918,117.79795073372958,128.600118748252,136.78635945965354,140.33505873712596,149.18647709050725,153.6975322092804
16,2002-02-14 22:06:29+00:00,165.5902604442896,141.58256162223665,,,,,127.0773727758459,123.08541193251,128.18356155845353,132.348739742375,135.55800091411194,142.04439336891016,151.79939573864075,158.2851660297234
17,2002-03-18 22:06:22+00:00,166.495798410919,152.4937092964212,141.04238653703467,146.4099941332619,135.31303902272526,139.8821326702742,133.83887663079787,133.90582565301685,138.71156719315013,145.55442019703884,149.73130932004022,165.4991409859438,169.35862609817502,157.8084288579768
18,2002-04-03 22:06:21+00:00,160.2192543369626,156.157935845386,133.44076813356747,136.011091198128,126.07257727367731,134.6816599468624,121.32388288292586,122.90144879462918,133.83354873713986,140.2043283614133,144.78767232283545,163.8749263431174,156.05748138320942,157.85652689213438
19,2002-05-21 22:06:17+00:00,,,,,,,,,,,119.06796001489025,132.41673735091,138.23228784685972,111.13029052262024
20,2002-06-22 22:06:03+00:00,156.55211213452048,142.8980828248872,119.51739677633539,110.57060360742196,114.24969217058812,116.29165440387936,87.73423350136156,,,127.48237329770541,139.31934442950387,148.70594340212062,171.12157930107108,174.99663667663762
21,2002-07-08 22:06:00+00:00,164.05069218293818,146.2982742166525,124.62723010957518,121.64719196376195,133.69343371912288,140.19882615281088,137.48287481463618,118.8105913557897,135.1899166741909,152.19041050257857,148.89609894692416,164.52234725484456,183.75375753168046,184.49779827943172
