dates,nzd0018-0000,nzd0018-0001,nzd0018-0002,nzd0018-0003,nzd0018-0004,nzd0018-0005,nzd0018-0006,nzd0018-0007,nzd0018-0008,nzd0018-0009,nzd0018-0010,nzd0018-0011,nzd0018-0012,nzd0018-0013,nzd0018-0014,nzd0018-0015,nzd0018-0016,nzd0018-0017,nzd0018-0018,nzd0018-0019,nzd0018-0020,nzd0018-0021,nzd0018-0022,nzd0018-0023,nzd0018-0024,satname
1999-08-17 22:10:26+00:00,374.36,368.08,365.18,,,,,,,,,373.33,376.12,376.82,380.05,383.82,382.37,381.72,384.14,386.45,365.30,375.63,376.61,379.64,381.54,L7
1999-10-04 22:10:38+00:00,388.87,381.92,382.10,399.93,407.64,402.42,392.26,396.97,397.06,406.53,397.36,388.71,389.00,394.88,395.69,398.29,399.30,391.57,397.06,403.28,383.32,385.52,389.02,396.20,397.36,L7
2000-03-28 22:10:07+00:00,396.56,389.05,390.09,388.35,398.67,391.31,392.26,396.97,397.06,401.51,396.67,402.13,394.66,400.66,401.35,404.64,407.62,401.21,404.15,408.90,395.32,393.38,395.60,405.48,404.34,L7
2000-05-15 22:09:42+00:00,381.32,377.09,375.81,370.04,389.72,374.39,375.52,377.58,383.10,387.49,392.22,399.93,391.97,387.64,395.62,397.31,391.95,392.24,393.00,391.19,382.12,377.30,384.24,388.51,388.58,L7
2000-08-03 22:08:44+00:00,371.66,368.18,363.24,370.04,389.72,374.39,375.52,377.58,383.10,387.49,392.22,399.93,391.97,387.64,395.62,397.31,391.95,392.24,393.00,391.19,378.70,372.36,378.76,383.62,382.37,L7
2000-09-04 22:08:22+00:00,369.40,364.10,358.23,359.82,368.90,358.71,355.50,353.19,362.08,369.07,376.67,386.18,381.87,379.03,386.45,389.29,382.53,383.62,386.37,385.91,373.47,370.01,374.01,378.09,377.87,L7
2000-09-20 22:08:03+00:00,370.24,364.20,358.89,358.96,364.47,354.12,350.09,351.82,359.85,367.06,373.54,383.60,380.52,377.79,385.63,388.83,383.14,382.27,384.44,386.94,374.40,371.23,375.31,378.00,379.20,L7
2001-01-26 22:08:07+00:00,366.36,359.77,354.28,353.32,349.31,341.54,342.08,347.43,353.15,351.93,360.77,372.29,374.19,374.69,381.81,384.13,379.23,377.41,377.69,386.33,373.57,372.80,373.00,373.88,375.67,L7
2001-04-16 22:07:42+00:00,374.04,369.53,370.44,358.44,365.63,357.73,353.97,356.66,359.13,360.13,367.98,378.79,384.20,385.45,388.54,394.41,388.61,385.21,381.93,387.40,378.16,376.48,373.92,377.80,384.12,L7
2001-06-03 22:07:16+00:00,372.85,368.29,368.03,357.25,363.49,358.22,352.66,356.76,368.47,363.37,370.04,376.05,384.71,384.59,389.93,393.42,386.52,384.28,383.34,391.40,382.76,371.39,370.45,372.96,380.32,L7
