dates,satname,nzd0018-0000,nzd0018-0001,nzd0018-0002,nzd0018-0003,nzd0018-0004,nzd0018-0005,nzd0018-0006,nzd0018-0007,nzd0018-0008,nzd0018-0009,nzd0018-0010,nzd0018-0011,nzd0018-0012,nzd0018-0013,nzd0018-0014,nzd0018-0015,nzd0018-0016,nzd0018-0017,nzd0018-0018,nzd0018-0019,nzd0018-0020,nzd0018-0021,nzd0018-0022,nzd0018-0023,nzd0018-0024
1999-08-17 22:10:26+00:00,L7,371.86,365.86,362.32,355.82,353.18,347.62,347.67,348.11,352.52,352.12,344.83,370.25,373.04,373.74,376.97,380.74,379.04,378.64,380.50,382.45,360.30,369.92,372.17,375.20,377.90
1999-10-04 22:10:38+00:00,L7,413.37,404.66,410.45,410.60,422.19,416.97,408.26,410.30,407.06,418.84,410.69,416.40,414.18,425.26,423.65,425.08,429.56,413.73,424.54,436.12,421.34,418.27,419.21,430.54,427.72
2000-03-28 22:10:07+00:00,L7,392.87,385.11,384.73,380.10,394.26,384.75,,,,400.35,400.15,404.03,391.30,392.22,395.20,400.37,403.17,404.84,402.86,402.69,395.55,398.49,395.32,403.76,400.06
2000-05-15 22:09:42+00:00,L7,378.03,376.41,376.31,368.79,397.17,376.04,383.72,384.41,388.22,384.79,395.29,405.99,402.79,393.23,406.20,404.42,391.73,389.79,395.15,392.89,385.20,374.95,387.82,387.93,389.10
2000-08-03 22:08:44+00:00,L7,340.84,340.13,324.96,,,,,,,,,,,,,,,,,,348.86,336.21,347.36,353.41,353.21
2000-09-04 22:08:22+00:00,L7,360.76,350.19,341.07,337.37,324.55,324.62,332.48,326.29,339.19,329.91,343.06,356.38,359.36,359.50,365.79,370.92,361.18,364.07,370.37,372.34,354.00,358.65,356.44,358.14,361.64
2000-09-20 22:08:03+00:00,L7,373.21,364.27,361.09,355.99,350.62,339.79,338.67,348.60,355.03,360.58,363.67,375.37,376.02,373.60,382.72,387.01,384.50,377.78,378.12,389.44,377.40,375.27,379.86,377.01,383.97
2001-01-26 22:08:07+00:00,L7,365.77,362.40,361.59,352.33,353.29,340.76,333.69,349.56,351.86,348.83,357.74,368.65,370.74,374.51,380.45,378.01,374.18,373.91,365.13,375.82,364.27,364.19,364.14,362.74,367.69
2001-04-16 22:07:42+00:00,L7,375.56,370.67,371.58,357.36,368.15,364.87,363.45,354.77,359.65,363.13,369.21,380.62,389.35,388.08,388.33,402.51,394.04,388.20,388.90,388.19,378.56,373.34,371.70,380.87,390.73
2001-06-03 22:07:16+00:00,L7,376.72,371.36,370.36,361.53,368.30,368.29,360.03,365.27,393.41,377.52,382.50,378.25,393.41,390.55,400.39,399.12,390.68,390.10,395.27,409.39,404.44,375.50,374.61,374.39,381.82
2001-09-07 22:06:11+00:00,L7,361.72,354.86,347.76,,,,,,,,,368.91,363.64,364.07,372.37,376.41,356.23,364.62,366.45,368.28,360.51,349.18,357.09,358.40,358.51
2001-11-26 22:06:09+00:00,L7,365.10,360.76,361.38,358.83,370.20,350.14,353.15,359.94,362.36,363.82,371.05,381.96,381.79,375.91,378.04,394.26,389.81,374.71,379.06,389.26,378.45,375.19,374.12,373.76,379.66
2002-01-29 22:06:21+00:00,L7,351.35,345.52,342.19,329.63,323.26,318.95,310.18,330.62,333.20,336.40,342.06,350.04,346.85,352.79,354.86,359.59,357.01,354.47,354.44,359.34,353.68,,339.66,343.01,354.39
2002-02-14 22:06:29+00:00,L7,369.23,371.38,356.11,355.57,,359.37,343.58,351.76,353.97,349.61,357.67,371.58,368.55,371.90,373.85,370.67,364.93,362.11,361.78,369.98,363.66,368.40,348.32,354.82,360.69
2002-07-24 22:05:50+00:00,L7,365.58,359.57,346.63,365.73,379.19,368.63,353.16,358.57,364.56,357.51,349.99,361.08,361.94,365.72,374.09,374.47,367.80,371.34,369.54,377.60,369.79,368.59,346.23,367.57,370.97
2003-04-06 22:06:21+00:00,L7,372.74,368.21,366.54,361.01,373.11,370.44,378.54,353.70,374.41,370.81,383.04,383.45,387.91,382.73,392.21,393.18,388.12,378.89,383.99,388.79,384.03,,,,
2003-05-24 22:06:17+00:00,L7,373.60,369.64,357.93,354.25,352.98,343.84,350.93,350.15,356.93,348.70,366.22,380.89,379.26,377.97,379.58,387.77,384.83,385.35,382.82,386.96,375.59,368.94,,,
2003-10-31 22:06:00+00:00,L7,377.83,373.89,370.05,,,363.11,365.58,357.31,359.63,354.33,361.31,372.22,376.22,375.85,385.51,389.44,,,,383.89,374.84,371.44,348.66,374.26,374.59
2004-01-19 22:06:35+00:00,L7,388.57,,,396.82,402.15,389.85,380.97,376.32,384.98,386.34,387.98,405.82,407.13,411.04,413.54,,,429.38,420.27,422.76,423.37,411.58,409.49,411.13,411.15
2004-04-08 22:06:49+00:00,L7,380.38,384.31,377.38,377.36,378.40,,,336.69,343.18,367.30,368.66,387.48,386.08,389.43,394.16,396.96,395.52,388.28,396.18,,,,395.85,398.04,371.51
2004-05-18 21:58:14+00:00,L5,375.44,370.86,375.67,371.09,378.05,368.93,368.94,356.93,340.86,344.95,346.02,368.09,376.96,383.31,386.11,382.49,380.89,379.54,380.40,385.66,373.42,372.07,373.40,359.68,363.63
2004-06-11 22:06:38+00:00,L7,,394.37,410.15,396.34,413.63,407.40,405.25,410.31,401.78,397.03,406.76,414.52,417.34,,,424.90,418.64,423.35,444.32,432.16,411.97,402.77,401.39,402.55,395.50
2004-07-13 22:06:34+00:00,L7,383.44,376.44,373.73,370.02,375.59,363.27,372.33,363.50,347.27,,,374.60,377.70,380.95,382.16,383.59,384.98,385.92,385.96,389.97,385.79,374.31,378.76,368.71,375.94
2004-07-29 22:06:27+00:00,L7,393.14,392.75,383.22,378.05,382.84,378.08,383.63,383.76,,,373.47,394.88,388.44,395.21,393.98,400.18,395.46,403.28,400.85,406.41,404.48,385.04,382.31,,
2004-08-30 22:06:20+00:00,L7,,377.81,380.22,376.52,385.95,369.97,382.49,385.21,377.28,368.53,367.96,386.19,,,389.65,395.66,390.79,389.86,393.23,397.35,392.98,386.85,381.95,380.96,386.95
2004-11-02 22:06:28+00:00,L7,385.77,385.51,382.24,381.62,386.99,365.68,,,380.57,375.49,381.46,394.15,389.10,383.89,397.39,397.18,392.96,391.95,394.27,395.10,395.08,,,380.99,388.22
2004-11-10 22:02:36+00:00,L5,392.00,380.13,379.50,374.86,382.34,364.20,355.59,357.67,340.56,353.65,351.05,374.29,380.69,387.83,388.44,392.58,386.00,386.13,391.17,390.30,384.87,375.19,366.32,368.27,373.16
2004-11-18 22:06:34+00:00,L7,396.26,389.45,,,387.77,377.94,381.70,381.84,381.05,375.48,377.28,400.49,397.84,391.35,399.84,401.72,,,397.52,398.69,393.74,388.28,386.47,376.24,386.58
2005-01-13 22:03:41+00:00,L5,383.05,364.75,367.68,363.09,387.95,372.27,378.34,378.80,377.64,355.24,357.97,381.35,375.90,371.82,376.84,376.69,376.67,403.51,400.87,396.57,387.20,388.93,377.97,390.73,393.27
2005-01-21 22:06:59+00:00,L7,408.73,404.11,406.40,405.41,417.62,406.81,408.27,400.99,,,409.44,416.32,411.99,410.85,412.98,417.00,408.37,415.52,419.28,414.56,415.27,413.47,411.25,,
2005-02-14 22:04:09+00:00,L5,395.25,388.92,385.13,378.21,364.68,357.89,356.80,350.84,353.36,349.79,374.64,385.51,385.40,387.24,390.68,395.19,393.37,384.01,382.51,390.53,,,,,
2005-02-22 22:07:14+00:00,L7,375.73,364.61,356.93,350.20,355.04,341.68,338.01,337.77,339.05,,,345.05,347.07,352.96,357.51,363.73,359.57,366.75,363.47,373.72,363.27,365.68,357.79,354.32,366.71
2005-04-03 22:04:40+00:00,L5,407.27,410.02,408.09,403.84,403.46,406.52,398.36,392.27,406.35,408.81,402.31,415.31,397.62,391.70,412.72,420.07,411.62,403.67,425.81,436.47,441.46,437.18,432.48,434.21,445.67
2005-04-19 22:04:43+00:00,L5,397.81,395.36,390.72,390.55,396.08,389.43,384.32,380.25,383.16,381.36,385.28,394.87,393.72,385.95,400.82,407.30,406.84,403.28,413.63,418.81,411.46,403.85,404.74,411.94,422.24
2005-06-14 22:07:02+00:00,L7,374.72,366.11,361.26,350.32,335.26,344.42,335.99,337.40,340.73,332.18,,,347.97,355.03,356.25,370.26,362.03,369.25,360.84,370.89,351.85,355.02,346.52,349.87,364.41
2005-07-16 22:07:01+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-01 22:06:59+00:00,L7,397.40,388.34,387.64,375.17,368.29,380.57,349.12,362.77,,,376.99,394.75,397.98,407.05,399.11,408.05,391.75,389.92,404.74,402.73,399.69,398.94,383.75,385.04,
2005-09-02 22:06:46+00:00,L7,379.30,371.81,371.99,363.40,361.02,352.43,347.90,,351.53,343.48,355.81,366.86,365.47,367.75,371.34,377.27,379.64,384.22,381.69,390.18,381.83,375.14,,,371.57
2005-09-18 22:06:39+00:00,L7,,628.72,,,330.61,347.62,,,326.81,327.76,,351.23,359.05,351.67,365.67,359.08,360.93,364.84,365.45,375.38,366.59,,,342.89,349.30
2005-09-26 22:05:42+00:00,L5,414.40,408.56,411.11,412.89,407.89,388.59,389.30,392.48,390.64,388.58,407.60,414.81,410.96,409.33,398.24,406.89,424.55,430.24,425.03,419.34,425.05,415.01,414.13,416.54,397.33
2006-01-08 22:07:25+00:00,L7,408.68,400.50,404.00,405.11,411.22,404.94,411.45,408.87,,,413.47,416.55,413.24,415.99,417.69,416.90,418.50,418.51,424.36,426.34,427.08,411.76,406.69,,
2006-02-09 22:07:38+00:00,L7,399.64,386.89,,,389.07,378.60,377.31,378.41,380.56,373.34,386.81,398.15,397.30,395.90,400.26,402.67,,,404.84,409.42,400.69,397.19,393.15,392.37,390.90
2006-02-17 22:08:11+00:00,L5,374.39,363.90,364.81,371.14,368.58,352.82,344.63,358.57,356.21,345.51,359.71,364.44,359.02,367.06,364.41,373.43,371.38,375.90,373.61,380.17,367.88,373.08,372.51,361.90,365.71
2006-03-13 22:07:41+00:00,L7,373.06,359.93,356.46,,361.71,338.11,326.28,350.48,352.13,,,,,,,,,,,,368.05,371.61,367.65,356.02,361.79
2006-04-06 22:09:08+00:00,L5,370.46,362.55,364.98,358.55,378.05,346.65,341.93,373.15,370.14,357.76,374.31,397.30,404.81,402.91,395.63,397.71,393.27,401.01,402.46,397.42,387.46,386.52,387.28,371.65,378.40
