dates,satname,nzd0234-0000,nzd0234-0001,nzd0234-0002,nzd0234-0003,nzd0234-0004,nzd0234-0005,nzd0234-0006,nzd0234-0007,nzd0234-0008,nzd0234-0009,nzd0234-0010,nzd0234-0011,nzd0234-0012,nzd0234-0013,nzd0234-0014,nzd0234-0015,nzd0234-0016,nzd0234-0017,nzd0234-0018,nzd0234-0019,nzd0234-0020,nzd0234-0021,nzd0234-0022,nzd0234-0023,nzd0234-0024,nzd0234-0025,nzd0234-0026,nzd0234-0027,nzd0234-0028,nzd0234-0029,nzd0234-0030,nzd0234-0031,nzd0234-0032,nzd0234-0033,nzd0234-0034,nzd0234-0035,nzd0234-0036,nzd0234-0037,nzd0234-0038,nzd0234-0039,nzd0234-0040,nzd0234-0041,nzd0234-0042,nzd0234-0043,nzd0234-0044,nzd0234-0045,nzd0234-0046,nzd0234-0047,nzd0234-0048,nzd0234-0049,nzd0234-0050,nzd0234-0051,nzd0234-0052,nzd0234-0053,nzd0234-0054,nzd0234-0055,nzd0234-0056,nzd0234-0057,nzd0234-0058,nzd0234-0059,nzd0234-0060,nzd0234-0061,nzd0234-0062,nzd0234-0063,nzd0234-0064,nzd0234-0065,nzd0234-0066,nzd0234-0067,nzd0234-0068,nzd0234-0069,nzd0234-0070,nzd0234-0071,nzd0234-0072,nzd0234-0073,nzd0234-0074,nzd0234-0075,nzd0234-0076,nzd0234-0077,nzd0234-0078,nzd0234-0079,nzd0234-0080,nzd0234-0081,nzd0234-0082,nzd0234-0083,nzd0234-0084,nzd0234-0085,nzd0234-0086,nzd0234-0087,nzd0234-0088,nzd0234-0089,nzd0234-0090,nzd0234-0091,nzd0234-0092,nzd0234-0093,nzd0234-0094,nzd0234-0095,nzd0234-0096,nzd0234-0097,nzd0234-0098,nzd0234-0099,nzd0234-0100,nzd0234-0101,nzd0234-0102,nzd0234-0103,nzd0234-0104,nzd0234-0105,nzd0234-0106,nzd0234-0107,nzd0234-0108,nzd0234-0109,nzd0234-0110,nzd0234-0111,nzd0234-0112,nzd0234-0113,nzd0234-0114,nzd0234-0115,nzd0234-0116,nzd0234-0117,nzd0234-0118,nzd0234-0119,nzd0234-0120,nzd0234-0121,nzd0234-0122,nzd0234-0123,nzd0234-0124,nzd0234-0125,nzd0234-0126,nzd0234-0127,nzd0234-0128,nzd0234-0129,nzd0234-0130,nzd0234-0131,nzd0234-0132,nzd0234-0133,nzd0234-0134,nzd0234-0135,nzd0234-0136,nzd0234-0137,nzd0234-0138,nzd0234-0139,nzd0234-0140,nzd0234-0141,nzd0234-0142,nzd0234-0143,nzd0234-0144,nzd0234-0145,nzd0234-0146,nzd0234-0147,nzd0234-0148,nzd0234-0149
2006-02-20 21:49:55+00:00,L7,371.36,371.66,358.69,358.18,356.04,353.27,345.54,346.43,341.20,334.39,337.27,341.85,344.04,340.22,346.91,341.75,345.11,342.15,346.61,340.69,345.10,345.31,345.92,344.20,345.75,345.68,341.53,346.37,343.19,347.00,338.32,348.35,348.24,347.78,348.40,352.21,352.63,352.12,352.08,,,,,,,,,,,,,,,,,,,,,,380.48,369.44,364.32,355.07,346.23,337.08,,,,,,,,,,,,342.95,337.57,334.26,338.65,341.05,340.06,345.33,351.31,356.41,358.60,358.52,351.50,351.45,352.65,351.30,352.24,356.08,359.00,362.72,364.76,364.80,366.70,373.00,368.73,370.74,364.99,370.44,368.88,371.81,374.91,372.90,373.42,367.75,365.02,363.37,365.53,364.99,,,,,,,,352.77,353.79,352.47,358.01,356.05,358.19,359.55,363.94,359.40,364.11,368.19,368.77,368.40,369.66,374.85,364.44,350.25,347.09,349.85,358.61,372.48,372.49,374.80,380.73,385.00,381.54,380.14,383.53,385.18
2006-02-28 21:50:40+00:00,L5,374.98,367.97,371.12,365.05,359.22,355.94,356.51,353.51,346.38,344.40,342.67,344.99,349.74,350.68,345.73,341.98,342.81,345.39,346.36,347.85,345.71,345.40,347.32,344.62,339.93,337.37,340.75,344.90,342.19,350.07,347.42,348.54,355.30,350.58,350.26,352.88,352.16,359.29,360.31,358.94,356.05,358.33,362.10,355.18,351.98,354.23,364.04,366.89,367.48,370.80,373.68,380.22,377.95,377.56,371.77,368.91,373.28,374.23,378.65,377.40,384.65,375.31,370.24,361.58,348.20,338.66,338.03,339.44,344.06,349.75,350.26,355.55,355.70,356.89,350.61,352.10,350.16,347.63,346.83,344.26,351.00,344.79,348.15,348.58,353.39,364.08,354.65,366.52,365.96,362.93,363.24,362.43,359.14,365.21,364.61,369.47,372.53,370.90,373.06,372.67,376.14,379.02,380.29,385.13,384.19,379.54,372.94,374.69,371.22,370.71,371.67,365.12,366.65,365.77,369.98,370.14,367.01,360.73,358.71,354.68,354.61,357.11,359.58,358.38,359.84,363.45,363.65,367.65,371.33,370.81,368.86,371.27,372.91,373.39,373.14,372.13,365.79,356.24,355.30,353.63,358.56,368.04,375.69,378.82,382.10,386.82,385.17,383.79,384.85,387.16
2006-04-25 21:49:52+00:00,L7,196.09,235.35,201.25,241.16,251.08,224.11,215.03,232.91,220.12,198.08,180.50,362.32,362.00,360.24,362.61,357.86,360.50,360.05,361.15,362.24,358.37,359.46,359.39,361.83,357.07,360.00,358.10,358.32,354.74,357.01,355.08,356.38,357.36,357.87,357.76,358.90,356.62,360.42,359.73,360.16,,,,,,,,,,,,,383.75,379.58,378.55,392.21,391.28,394.39,393.51,386.85,376.77,370.26,362.38,354.47,343.38,341.24,341.48,349.00,350.74,350.44,349.18,351.28,355.77,355.03,351.23,349.20,349.73,347.04,349.34,341.41,341.71,346.65,344.91,351.04,348.69,353.99,355.53,357.78,356.03,357.19,357.26,355.67,358.04,358.97,366.19,360.16,366.54,364.06,,,,,,,,,379.53,369.10,370.14,363.41,363.48,364.55,364.69,378.55,376.33,370.76,362.90,359.08,356.18,356.94,350.21,351.94,352.31,354.72,353.00,359.46,364.89,376.07,374.93,374.69,376.57,368.82,365.94,359.79,363.44,358.72,361.08,360.94,367.53,369.31,377.40,377.94,376.85,377.18,382.79,390.76,384.98,386.90,393.04,407.10
2006-05-27 21:49:54+00:00,L7,191.89,232.25,,236.93,243.26,223.50,213.04,244.29,219.29,193.08,186.28,176.34,170.98,180.80,187.98,210.28,220.33,218.78,212.70,166.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.47,363.60,359.43,353.20,348.00,351.10,352.99,360.11,361.14,358.62,356.54,357.31,359.64,356.40,360.77,357.29,355.87,355.45,353.68,351.28,349.83,352.93,356.27,366.66,372.51,378.95,378.49,376.31,374.13,364.85,365.84,357.24,364.54,371.62,376.89,377.90,378.16,378.02,374.20,376.71,,,,,,,,,374.32,365.09,365.44,372.57,373.77,372.75,371.75,367.88,367.63,368.49,362.51,365.53,358.90,364.17,364.27,367.99,368.79,372.13,374.41,378.43,374.58,370.68,366.91,363.40,363.41,359.55,363.16,362.30,369.99,368.56,370.06,,,,,,,,,,
2006-06-28 21:49:46+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.83,376.65,,,,,,,,,,,,,,,,,,,,,,365.24,352.53,351.78,352.08,352.49,351.41,348.76,345.29,339.42,342.44,339.99,341.88,339.44,343.90,348.38,351.59,353.61,354.97,353.35,351.87,347.24,344.81,347.53,363.27,362.39,367.58,366.52,363.00,364.21,367.69,372.02,376.79,378.23,370.88,370.64,364.71,368.41,367.38,,,,,,,,357.08,355.77,358.13,364.35,361.59,369.94,374.17,376.51,378.25,385.81,388.00,388.63,385.85,376.94,372.68,368.44,364.48,357.81,370.52,377.55,375.56,374.92,,,,,,,,,,,432.78
2006-07-22 21:52:58+00:00,L5,388.77,377.64,363.27,366.07,370.73,368.53,361.66,359.46,364.18,361.02,367.10,365.34,365.96,366.28,365.29,368.27,368.07,367.46,371.96,369.48,367.16,364.08,366.97,368.13,365.99,363.79,365.23,366.72,367.41,370.69,366.08,367.25,363.87,368.78,364.33,365.75,369.18,371.01,369.48,372.21,373.57,371.02,375.55,386.40,376.39,372.95,383.02,382.19,393.88,384.56,388.91,405.01,392.16,390.54,403.75,411.86,410.81,408.35,406.96,405.34,398.50,387.68,370.30,362.42,359.64,358.16,370.83,376.53,378.68,377.48,373.85,368.38,370.22,368.30,359.23,359.29,373.06,370.73,364.49,358.24,347.94,355.94,354.39,350.25,348.82,354.13,361.23,371.74,388.27,395.97,375.03,364.45,362.70,360.61,370.06,374.29,386.29,380.89,375.91,381.00,378.55,388.83,390.24,392.58,387.65,380.77,393.25,399.32,381.84,380.10,383.63,405.86,399.71,388.97,390.34,386.46,383.86,388.65,391.82,391.97,390.27,385.55,387.73,381.84,384.15,385.71,390.93,396.90,395.06,391.35,380.80,380.89,377.71,374.02,377.87,389.10,386.32,383.43,377.84,387.89,391.68,,,,,,,,,
2006-08-15 21:49:31+00:00,L7,360.39,366.71,363.65,361.84,359.37,353.58,354.34,349.39,352.89,356.67,353.14,355.92,356.62,362.11,356.51,360.84,359.86,361.64,357.78,360.12,354.85,357.66,353.97,354.52,350.10,355.73,350.27,354.79,350.61,353.77,351.53,353.60,357.26,348.29,354.06,350.28,355.63,355.16,356.02,348.99,355.98,357.13,360.83,354.77,357.02,360.15,366.72,358.98,373.52,368.42,379.07,381.72,376.53,371.80,373.63,377.10,379.49,381.56,385.57,395.98,393.95,376.64,349.31,338.53,340.93,345.66,351.07,360.83,365.03,358.12,349.58,351.93,349.88,353.83,348.49,346.46,353.97,359.01,349.58,347.45,338.10,341.09,338.67,338.36,343.33,344.78,344.76,353.97,361.22,357.84,353.55,,,,,,,,,385.13,365.23,369.96,373.61,371.48,374.03,372.29,373.35,375.82,366.64,365.52,371.85,375.28,366.97,363.80,368.54,368.20,363.21,369.67,374.52,373.63,373.00,360.59,363.08,367.79,373.55,377.98,380.68,389.31,387.46,372.28,367.27,352.90,356.80,356.75,376.48,,,,,136.46,189.63,213.99,231.41,217.56,218.92,214.66,225.28,244.81,272.48,107.54
2006-08-23 21:53:23+00:00,L5,358.02,365.57,355.83,355.12,357.66,359.61,346.75,344.62,348.73,354.23,351.57,355.73,352.82,361.55,357.43,358.76,360.65,361.34,354.91,353.33,356.24,354.94,355.07,354.71,347.83,352.63,353.08,353.99,352.70,354.03,353.18,354.43,357.60,352.03,350.81,351.53,354.49,354.40,353.14,351.59,350.23,355.68,355.95,355.14,351.35,363.01,362.19,357.88,370.16,368.23,373.48,383.75,375.08,374.42,374.74,378.23,381.71,378.42,391.21,395.26,395.57,376.60,368.34,350.68,348.87,350.88,356.77,362.92,366.97,361.27,352.81,352.20,342.28,348.65,346.46,346.51,350.79,352.14,350.27,337.88,343.24,337.62,336.57,336.27,340.75,347.15,349.56,361.89,365.17,370.60,354.85,353.15,348.83,350.03,359.74,365.15,371.53,368.34,368.66,374.21,365.07,373.94,379.24,372.51,378.79,374.57,370.43,379.26,379.25,383.36,383.25,383.01,384.37,364.88,373.92,368.76,370.38,369.54,373.11,375.87,375.69,369.36,368.66,374.89,372.38,380.29,379.10,386.92,386.38,385.05,379.63,365.39,365.63,360.11,374.45,378.46,385.67,375.07,369.74,377.16,384.77,384.05,379.70,384.57,393.13,404.34,403.54,408.64,423.87,445.15
2006-08-31 21:49:28+00:00,L7,379.18,366.12,367.33,358.70,359.86,354.46,357.22,351.42,351.14,357.86,355.06,362.08,358.30,365.94,357.99,367.57,360.89,367.65,361.40,365.20,362.78,364.69,361.37,364.39,358.82,358.66,359.89,358.01,364.03,358.07,362.34,357.81,361.50,356.44,358.36,361.61,357.17,363.88,355.99,363.58,354.21,359.18,359.07,362.73,365.22,363.52,371.50,362.84,375.30,371.24,387.38,384.36,388.58,380.27,385.80,389.37,383.86,385.69,399.25,398.55,,,,,,,,,378.79,363.50,353.88,351.26,351.02,353.95,349.70,348.33,355.29,359.43,352.64,348.34,343.63,337.01,342.33,338.38,339.34,342.45,353.74,365.48,371.43,361.48,354.71,355.88,351.79,347.42,357.49,372.03,370.64,369.01,373.69,376.26,377.15,372.09,377.29,380.74,381.29,382.44,375.71,381.33,,,,,,,,372.56,382.94,372.99,374.61,377.77,376.23,373.53,365.87,373.64,374.60,381.57,388.38,395.76,395.25,390.02,380.95,372.60,365.08,362.68,371.28,378.87,384.05,375.68,372.58,369.97,386.21,382.74,378.20,380.70,393.78,408.72,410.47,415.92,428.44,467.95
2006-10-10 21:53:56+00:00,L5,368.62,363.74,348.37,341.47,343.35,344.58,337.35,341.94,341.45,347.38,347.78,354.14,348.24,348.89,349.46,350.23,346.94,348.55,347.31,349.10,346.82,345.80,342.78,341.93,345.56,342.37,345.44,340.52,343.54,342.02,347.08,343.89,344.21,343.02,345.48,345.67,348.28,343.83,344.75,349.00,346.50,350.33,345.77,347.64,344.47,352.81,351.99,356.19,356.73,362.81,369.01,368.36,368.59,368.37,366.47,364.91,372.35,375.49,381.15,376.84,372.70,363.04,355.25,342.41,334.87,340.79,347.74,347.39,345.03,353.65,346.89,343.86,339.13,343.08,339.59,339.78,344.63,339.33,342.34,334.24,333.11,333.93,335.98,337.66,334.69,334.42,339.64,352.01,349.59,353.13,348.62,348.33,339.59,347.77,354.49,354.82,357.13,356.86,366.36,360.65,362.60,362.05,370.04,369.01,368.94,373.69,368.64,370.38,362.81,365.33,371.65,373.75,368.62,364.27,370.21,369.37,373.67,369.94,375.00,369.47,371.58,367.27,363.22,367.29,364.68,371.31,372.50,380.11,374.39,364.12,356.69,356.18,360.55,358.42,367.79,371.86,371.64,368.84,366.62,368.90,372.80,376.10,373.76,375.60,384.50,396.15,397.52,407.87,416.81,434.48
2006-12-06 21:48:41+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.26,342.67,,,,,,,,,,,,,349.64,353.62,354.22,352.00,349.80,351.73,352.63,357.71,356.13,353.46,347.40,340.03,338.20,331.24,333.00,324.40,335.07,339.08,337.91,328.96,332.73,333.84,340.87,345.35,349.74,355.43,354.12,344.54,347.17,336.29,340.71,353.09,370.02,386.84,401.72,396.05,,366.90,367.09,373.55,381.58,398.13,405.99,438.24,453.63,450.08,446.82,420.00
2006-12-21 21:50:03+00:00,L7,351.00,335.69,323.19,325.12,329.66,327.49,325.49,323.54,320.49,328.70,327.30,337.89,335.42,336.84,333.04,338.07,336.71,338.35,337.65,339.67,334.69,337.27,334.62,334.67,329.65,332.67,336.15,328.47,333.19,332.37,334.09,328.09,334.67,334.22,330.70,336.23,337.86,337.69,342.46,338.61,345.00,342.32,339.99,344.11,342.18,347.63,348.93,357.32,361.17,366.86,373.01,375.28,367.75,369.04,362.61,366.70,370.75,376.58,374.49,373.99,370.10,367.19,360.11,355.53,339.96,332.02,330.80,332.01,335.58,335.80,338.60,344.39,345.70,333.64,324.52,320.77,322.15,322.30,323.02,318.18,323.95,324.15,318.12,318.14,321.09,324.24,319.48,328.40,332.04,339.72,343.03,341.19,334.62,,,,,,,,,,369.46,361.18,362.33,366.15,361.40,361.46,360.19,363.83,361.46,355.18,354.55,351.55,346.63,340.44,337.35,334.68,341.25,345.01,344.90,331.14,333.46,342.53,341.89,355.48,353.92,361.17,363.64,359.15,352.68,345.55,342.04,346.32,354.30,360.75,366.26,363.61,,,136.34,177.42,157.70,,,,,,421.61,420.15
2007-01-06 21:50:04+00:00,L7,343.57,333.01,323.07,324.82,328.06,330.40,323.04,322.65,318.11,327.04,325.52,336.84,333.42,335.17,333.23,339.03,338.70,339.55,341.11,338.42,338.41,336.86,341.83,335.67,339.07,333.68,337.78,333.14,336.47,334.43,329.61,324.43,331.22,329.85,326.57,334.67,327.38,335.71,332.02,334.48,336.95,337.27,336.38,334.69,337.66,349.70,349.92,349.97,358.66,356.66,359.09,362.88,363.85,354.93,354.46,356.48,367.13,373.30,374.77,376.32,371.73,371.23,363.74,353.67,345.09,341.20,,,,,,,,,,343.64,323.69,321.13,315.13,314.79,318.93,321.07,320.26,321.37,324.74,323.22,329.02,328.81,336.09,339.85,339.17,329.10,326.46,329.12,334.92,339.10,344.89,347.50,355.37,352.78,354.94,358.30,359.58,364.43,363.15,365.83,363.54,365.32,363.72,363.79,363.74,360.60,359.16,,,,,,,,345.77,342.91,338.05,342.84,343.05,350.10,355.28,360.78,362.19,355.41,348.66,344.78,343.92,346.44,352.03,359.55,360.71,354.16,357.42,357.40,357.11,360.07,367.57,371.61,388.46,398.66,403.10,414.37,419.64,417.22
2007-01-30 21:54:48+00:00,L5,375.01,364.41,346.46,340.55,345.80,338.96,334.70,338.21,341.39,340.27,346.57,346.75,350.86,349.67,353.37,355.54,354.56,355.87,354.97,358.10,352.69,354.66,351.06,353.89,346.13,351.41,348.03,350.37,347.11,349.27,350.24,348.22,350.42,347.64,349.83,350.35,351.59,356.37,362.11,357.66,363.05,360.14,365.02,363.08,363.11,365.23,368.77,370.76,374.27,380.33,380.75,391.03,389.88,391.23,388.26,386.53,392.43,401.08,400.30,400.41,395.32,393.70,387.94,385.22,377.78,376.42,374.04,372.78,377.49,375.24,375.58,374.22,367.93,361.01,352.18,357.61,354.56,346.29,334.01,339.85,344.69,335.02,338.64,342.84,347.40,343.68,350.38,356.07,358.98,365.02,358.21,364.10,355.52,357.47,357.43,367.44,365.39,370.65,368.68,377.70,378.52,372.81,376.58,377.04,379.17,378.79,375.56,379.01,379.59,384.17,378.51,376.22,373.47,369.49,369.08,360.05,358.11,357.41,359.57,367.17,356.96,350.60,348.54,353.38,353.25,354.21,358.53,368.82,372.11,357.80,355.46,353.91,356.60,359.51,370.79,379.22,385.19,375.17,375.27,369.38,368.83,376.99,387.40,403.09,414.06,422.46,417.16,420.58,426.74,427.32
2007-02-07 21:50:14+00:00,L7,346.63,341.54,315.93,317.78,317.70,318.89,305.77,317.09,313.41,318.43,318.64,326.09,324.44,329.32,325.30,328.12,325.75,329.14,328.93,328.31,328.06,324.68,326.99,324.71,326.37,322.62,323.68,321.31,327.85,325.18,325.20,321.66,323.93,320.78,323.69,323.05,323.63,326.37,325.01,326.89,332.64,329.71,331.35,333.21,332.08,335.81,335.41,342.45,340.24,347.87,345.28,353.72,348.46,349.96,343.94,345.69,349.40,354.17,354.39,347.35,349.59,337.47,340.10,329.56,318.70,310.26,312.31,325.49,318.79,329.20,321.88,316.47,313.48,312.74,313.83,315.29,318.03,315.71,314.97,309.12,309.69,309.34,307.49,,,,,,,,,,,317.75,324.69,326.04,334.46,334.96,332.35,332.21,336.47,335.34,338.65,338.41,337.82,336.92,337.17,336.39,338.11,333.16,335.97,341.84,348.94,335.66,334.53,330.52,325.89,320.87,329.56,340.86,333.34,326.22,322.40,329.43,327.57,330.59,333.76,,,,,,,,,,,,,347.57,343.41,351.28,349.10,370.62,384.74,394.16,392.65,389.19,386.89,310.15
2007-04-28 21:50:19+00:00,L7,,,,,,,,,203.56,348.17,359.33,356.56,361.96,346.85,354.76,346.66,352.58,352.00,356.27,357.75,355.60,357.62,352.29,351.99,349.03,350.75,352.76,351.19,348.98,349.69,349.19,351.24,354.24,348.87,349.79,348.34,352.17,354.08,351.69,352.65,349.29,350.26,357.45,353.28,355.72,348.81,356.18,356.10,370.40,382.27,384.01,382.72,385.74,377.53,374.41,375.18,382.33,383.90,386.68,391.92,391.47,394.43,390.96,370.62,355.89,359.77,352.81,357.38,367.04,371.24,373.31,366.32,371.47,,,,,,,,,359.73,346.83,346.61,350.41,353.06,365.03,372.11,373.43,366.70,365.90,355.64,352.23,360.27,367.64,376.02,378.61,374.72,367.72,370.90,368.37,372.64,377.21,383.47,378.39,376.69,375.67,378.50,377.52,375.42,375.91,379.83,376.36,369.37,367.69,366.00,367.24,,,,,,,,,381.24,385.63,374.11,378.92,369.48,365.73,364.57,360.59,364.52,374.04,373.41,373.58,366.21,363.83,366.02,369.25,382.59,393.38,399.80,408.75,407.53,404.99,393.23,386.84,381.15
2007-06-15 21:50:07+00:00,L7,218.19,246.76,215.10,248.27,274.62,237.71,220.80,242.67,228.47,204.74,189.17,179.44,181.86,188.91,213.55,217.75,221.02,224.81,213.62,176.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.02,385.42,380.17,367.85,354.04,344.32,350.16,348.85,356.89,370.35,375.26,375.58,368.16,366.78,366.93,358.89,357.10,355.33,353.39,351.24,348.16,349.65,346.38,338.96,342.81,342.51,349.22,359.60,370.43,365.34,360.09,358.67,357.16,356.19,360.02,369.84,368.72,370.96,368.12,366.54,370.51,367.54,,,,,,,,381.40,377.99,374.90,371.63,372.93,369.27,367.03,365.91,365.05,359.22,367.13,360.54,355.41,349.54,,234.79,260.07,,128.29,62.49,,,,,,,,,213.19,,,,,,,,,,,,,
2007-07-17 21:50:02+00:00,L7,,,,,350.70,352.71,356.67,351.54,349.93,354.90,357.50,361.74,356.52,361.27,352.67,358.17,352.30,346.47,354.01,354.33,356.44,349.41,353.64,351.03,349.71,351.50,347.96,353.26,346.02,350.61,347.63,349.83,342.02,346.27,341.37,341.65,341.93,343.87,358.18,361.39,357.23,357.48,354.38,352.44,345.61,357.04,366.76,369.37,376.01,372.59,367.45,367.81,361.44,364.85,359.39,357.51,359.98,366.35,358.53,361.05,365.43,365.69,362.59,356.44,350.54,337.76,335.82,343.20,355.09,365.48,372.56,370.77,360.04,353.05,346.89,350.85,356.36,,,,,,,,,,,374.46,367.07,354.08,348.65,342.28,344.39,340.42,344.02,359.82,359.53,360.48,357.70,359.51,358.01,358.96,356.28,361.91,367.57,371.25,376.01,378.72,375.65,375.47,376.11,377.44,375.38,365.60,363.91,350.42,365.30,364.20,360.13,354.58,,,,,,,,,,376.06,362.63,351.66,354.95,368.41,368.26,375.44,373.37,374.38,,373.91,386.83,393.46,397.79,401.14,408.27,410.60,404.19,387.59,385.64,380.85
2007-08-02 21:49:58+00:00,L7,349.13,357.05,349.06,351.38,351.47,346.93,343.05,348.16,346.33,357.82,355.70,356.52,354.77,350.78,350.66,345.24,349.15,346.46,354.65,348.76,351.00,346.42,349.79,344.33,347.80,346.02,344.61,347.86,342.04,347.78,341.96,347.02,336.48,343.11,335.72,340.50,347.88,349.23,350.93,356.28,348.21,350.83,345.69,350.72,349.33,353.64,357.57,362.23,371.03,365.96,367.85,366.80,361.71,353.94,353.21,354.66,357.63,358.72,355.17,356.98,367.19,362.35,353.66,351.23,336.65,333.56,335.11,341.73,353.22,359.74,362.66,353.62,348.64,351.85,351.44,348.14,352.30,349.22,340.76,338.53,333.82,332.52,331.55,333.55,337.14,,355.10,,,,,,,,,351.50,357.02,359.40,358.59,357.71,358.33,358.48,362.66,364.80,361.02,370.01,370.72,379.09,372.92,367.56,358.98,366.36,345.09,,359.96,351.59,357.86,358.11,354.84,350.50,349.65,354.58,357.74,359.02,361.88,362.18,368.98,365.96,,,,,,,,,,,,143.50,202.28,246.75,243.94,223.98,423.61,427.50,408.22,406.71,399.87,393.10
2007-08-18 21:49:52+00:00,L7,191.22,230.76,183.75,241.21,246.21,219.13,200.71,227.16,205.45,184.42,172.45,168.57,169.13,175.17,191.27,203.24,204.68,212.65,197.84,150.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.72,354.63,357.61,348.90,332.64,336.82,339.73,344.86,345.15,349.93,352.02,352.66,343.42,342.53,335.46,342.30,339.34,336.45,336.32,331.33,323.45,324.48,325.19,332.89,338.86,342.81,350.84,351.89,356.14,352.95,344.39,340.31,336.68,335.16,348.61,345.30,352.29,352.41,349.86,356.42,354.24,,,,,,,,,374.88,366.35,364.26,363.69,360.40,359.55,350.45,355.06,353.66,352.16,345.43,347.12,344.42,344.06,349.34,350.01,357.50,359.47,366.03,357.62,356.39,354.60,353.24,348.18,351.90,350.50,351.41,352.76,357.52,356.91,362.08,375.00,384.66,388.53,392.74,395.63,400.23,379.88,374.86,370.40,370.53
2008-01-25 21:50:11+00:00,L7,334.45,333.21,329.74,321.74,320.15,320.36,320.79,319.77,315.13,312.96,315.33,319.86,323.47,321.74,322.67,326.07,322.90,325.07,323.13,323.65,319.57,320.77,319.15,318.48,323.19,322.93,323.62,321.12,318.76,320.33,326.72,322.50,324.77,319.94,320.49,319.11,325.85,328.00,334.82,331.45,328.76,326.20,327.72,323.25,327.21,330.62,331.04,331.67,332.28,338.67,331.69,333.20,334.60,339.14,334.75,341.43,342.46,341.15,345.12,342.42,340.14,339.98,332.75,317.74,306.36,306.67,306.05,310.36,311.67,314.15,319.79,318.51,318.11,318.85,316.36,314.95,317.27,314.32,,,,,,,,,,314.95,308.45,305.87,306.56,307.69,311.66,314.62,315.71,317.48,316.07,320.98,321.41,326.52,328.34,334.57,335.72,327.54,333.43,328.15,331.81,335.13,334.31,322.41,325.25,330.94,336.01,344.60,333.23,328.58,331.59,331.79,326.23,319.75,318.05,,,,,,,,,,331.92,327.29,324.84,329.75,328.55,325.25,329.08,337.69,334.14,342.95,341.58,342.47,349.89,346.91,355.49,358.42,352.66,340.62,333.06,314.54
2008-07-03 21:49:23+00:00,L7,374.88,371.68,357.12,364.07,362.72,371.90,366.63,354.47,350.40,361.27,361.27,362.32,355.82,361.80,364.92,358.56,362.98,355.55,366.70,364.06,358.31,344.46,349.97,349.08,350.22,355.60,349.01,352.80,351.42,353.25,347.16,350.41,351.24,359.99,360.51,364.97,365.50,370.46,372.12,365.36,366.32,357.08,351.50,350.55,353.60,356.43,363.38,357.17,347.73,357.35,364.51,379.80,385.74,369.27,352.31,348.64,,382.92,390.84,,,,,,,,351.48,369.06,364.63,367.74,379.00,363.52,352.66,365.07,361.83,373.29,368.63,382.43,377.28,365.86,363.67,365.11,363.94,364.95,359.13,347.48,345.80,347.04,351.44,358.96,350.16,345.24,345.46,363.02,371.17,370.27,372.94,364.72,364.52,376.46,382.05,373.80,371.37,372.70,385.84,395.66,,,,,,,,376.14,373.46,376.60,372.32,364.68,363.13,354.08,357.23,356.92,358.11,342.24,343.92,358.16,376.52,382.25,375.74,366.00,365.09,362.13,373.07,369.91,372.12,373.66,366.81,361.49,368.60,387.58,383.88,384.88,376.55,373.04,379.40,386.59,385.04,382.11,392.33,401.99
2008-07-19 21:49:11+00:00,L7,368.95,359.99,344.76,333.50,331.93,343.52,349.33,341.83,333.41,333.72,336.10,343.72,338.33,334.90,336.89,333.42,333.16,335.52,345.72,339.36,340.42,331.41,335.12,329.71,333.37,331.44,334.18,334.49,334.31,334.98,331.95,333.36,333.90,341.85,343.14,337.32,342.41,353.31,350.17,353.01,343.62,341.88,330.55,331.28,333.53,341.02,340.29,342.15,334.47,335.94,350.27,358.78,359.60,352.33,345.82,340.56,347.68,362.93,370.59,368.86,365.79,364.12,361.94,356.10,341.88,338.40,337.22,346.28,342.87,346.86,,,,,,,,,,,,,,,,,,,,,,,329.44,341.33,348.13,,,,,,,,360.31,357.18,368.00,368.40,363.21,362.80,367.81,368.02,361.31,360.09,356.82,352.42,346.29,345.45,345.72,345.52,343.48,340.62,340.42,353.82,354.07,329.29,333.76,348.91,352.66,347.93,352.80,345.24,342.01,345.86,351.14,349.30,364.47,,,,351.57,,364.60,434.29,462.07,,431.00,462.67,458.81,470.70,453.25,411.01
