dates,nzd0234-0000,nzd0234-0001,nzd0234-0002,nzd0234-0003,nzd0234-0004,nzd0234-0005,nzd0234-0006,nzd0234-0007,nzd0234-0008,nzd0234-0009,nzd0234-0010,nzd0234-0011,nzd0234-0012,nzd0234-0013,nzd0234-0014,nzd0234-0015,nzd0234-0016,nzd0234-0017,nzd0234-0018,nzd0234-0019,nzd0234-0020,nzd0234-0021,nzd0234-0022,nzd0234-0023,nzd0234-0024,nzd0234-0025,nzd0234-0026,nzd0234-0027,nzd0234-0028,nzd0234-0029,nzd0234-0030,nzd0234-0031,nzd0234-0032,nzd0234-0033,nzd0234-0034,nzd0234-0035,nzd0234-0036,nzd0234-0037,nzd0234-0038,nzd0234-0039,nzd0234-0040,nzd0234-0041,nzd0234-0042,nzd0234-0043,nzd0234-0044,nzd0234-0045,nzd0234-0046,nzd0234-0047,nzd0234-0048,nzd0234-0049,nzd0234-0050,nzd0234-0051,nzd0234-0052,nzd0234-0053,nzd0234-0054,nzd0234-0055,nzd0234-0056,nzd0234-0057,nzd0234-0058,nzd0234-0059,nzd0234-0060,nzd0234-0061,nzd0234-0062,nzd0234-0063,nzd0234-0064,nzd0234-0065,nzd0234-0066,nzd0234-0067,nzd0234-0068,nzd0234-0069,nzd0234-0070,nzd0234-0071,nzd0234-0072,nzd0234-0073,nzd0234-0074,nzd0234-0075,nzd0234-0076,nzd0234-0077,nzd0234-0078,nzd0234-0079,nzd0234-0080,nzd0234-0081,nzd0234-0082,nzd0234-0083,nzd0234-0084,nzd0234-0085,nzd0234-0086,nzd0234-0087,nzd0234-0088,nzd0234-0089,nzd0234-0090,nzd0234-0091,nzd0234-0092,nzd0234-0093,nzd0234-0094,nzd0234-0095,nzd0234-0096,nzd0234-0097,nzd0234-0098,nzd0234-0099,nzd0234-0100,nzd0234-0101,nzd0234-0102,nzd0234-0103,nzd0234-0104,nzd0234-0105,nzd0234-0106,nzd0234-0107,nzd0234-0108,nzd0234-0109,nzd0234-0110,nzd0234-0111,nzd0234-0112,nzd0234-0113,nzd0234-0114,nzd0234-0115,nzd0234-0116,nzd0234-0117,nzd0234-0118,nzd0234-0119,nzd0234-0120,nzd0234-0121,nzd0234-0122,nzd0234-0123,nzd0234-0124,nzd0234-0125,nzd0234-0126,nzd0234-0127,nzd0234-0128,nzd0234-0129,nzd0234-0130,nzd0234-0131,nzd0234-0132,nzd0234-0133,nzd0234-0134,nzd0234-0135,nzd0234-0136,nzd0234-0137,nzd0234-0138,nzd0234-0139,nzd0234-0140,nzd0234-0141,nzd0234-0142,nzd0234-0143,nzd0234-0144,nzd0234-0145,nzd0234-0146,nzd0234-0147,nzd0234-0148,nzd0234-0149,satname
1999-08-12 21:52:44+00:00,378.90,367.70,360.79,363.73,361.69,369.36,361.69,363.15,354.30,361.97,361.32,364.95,361.58,358.74,356.70,348.73,354.50,351.99,351.75,349.71,352.01,343.18,345.62,341.65,345.42,342.81,348.14,343.11,346.62,342.04,343.01,342.37,340.06,341.44,335.90,339.43,333.68,336.55,343.13,354.05,349.42,337.34,333.35,332.63,334.19,343.50,357.30,363.44,368.55,360.70,356.55,346.50,349.14,351.08,342.95,338.38,351.40,357.74,367.64,374.35,377.57,376.54,370.08,362.64,356.36,353.11,348.70,355.98,351.50,350.02,346.95,347.64,346.52,331.78,334.68,332.22,339.93,341.14,343.82,343.75,342.01,352.66,347.29,348.27,345.91,346.24,,,,,,,,,,,,,,364.07,373.90,409.44,373.53,377.09,372.26,371.69,363.29,358.55,363.01,360.81,359.89,354.82,366.86,371.00,372.05,372.60,372.85,366.85,360.32,360.23,356.37,352.00,356.78,365.30,366.06,373.20,382.92,390.15,388.65,387.55,370.84,368.64,365.77,366.26,373.31,378.82,378.21,369.60,373.61,382.84,372.17,382.44,375.32,369.58,358.54,371.84,364.89,357.47,359.36,364.15,L7
1999-09-29 21:52:52+00:00,391.48,379.03,366.76,366.56,367.80,375.59,372.08,371.01,359.79,367.03,364.93,371.61,367.41,370.63,367.38,360.12,361.98,362.27,362.43,356.70,360.37,351.21,353.33,347.18,351.18,346.39,352.07,344.90,351.01,349.62,350.12,350.56,347.36,345.37,339.39,343.19,338.13,342.16,350.73,361.46,356.99,345.25,341.94,335.43,333.99,346.15,358.18,368.14,376.56,369.85,365.00,350.98,351.94,348.32,345.91,344.30,360.12,365.41,370.61,380.62,381.76,379.97,376.98,371.92,367.19,363.73,361.81,365.74,359.27,362.46,355.98,354.13,351.51,337.15,341.92,338.92,342.37,341.26,344.19,348.25,347.47,354.21,349.91,353.71,349.55,350.89,354.79,362.34,354.15,356.45,356.18,355.48,359.59,364.00,375.19,372.50,384.47,381.71,381.70,369.39,370.45,391.42,374.98,378.96,375.18,377.15,372.12,363.08,365.60,365.20,367.75,366.86,375.16,373.96,378.06,379.01,378.08,373.90,365.38,364.75,360.49,360.35,361.90,372.09,372.86,380.69,387.48,394.33,393.12,387.24,382.16,378.00,374.94,371.67,381.58,385.49,383.12,376.59,377.61,393.12,385.88,391.60,381.82,374.99,367.62,375.18,371.72,364.64,372.89,381.55,L7
1999-10-15 21:52:49+00:00,387.13,376.97,365.89,366.79,366.48,371.35,366.78,369.63,358.59,365.88,362.92,371.31,369.10,370.67,362.11,357.43,361.89,360.40,362.42,355.79,360.60,350.88,353.72,347.49,351.63,346.21,351.07,345.60,349.77,351.87,349.43,350.43,345.07,346.12,339.09,343.93,337.70,342.56,348.14,358.98,355.31,342.44,340.52,334.19,334.94,342.87,357.03,368.06,375.94,369.20,363.31,350.73,351.45,346.83,343.54,344.55,360.29,365.43,367.06,378.30,379.99,378.72,376.70,371.78,369.29,361.98,359.59,359.85,356.31,358.62,356.09,354.17,352.45,336.86,341.92,339.56,340.93,333.92,341.50,348.46,345.27,347.50,348.18,351.55,349.00,350.42,350.36,355.51,349.93,350.17,353.02,350.60,357.38,359.66,369.57,369.73,379.30,375.24,370.68,366.84,368.34,384.31,371.43,376.81,375.39,375.64,372.14,362.99,364.82,364.86,366.12,365.12,371.56,372.61,372.48,376.69,375.73,373.85,367.19,366.08,360.73,361.60,363.02,371.90,372.64,379.15,385.72,392.48,392.84,385.64,382.59,379.10,375.83,371.67,381.58,385.49,383.12,376.59,377.61,393.12,385.88,391.60,381.82,374.99,367.62,375.18,371.72,364.64,372.89,381.55,L7
2000-02-04 21:52:37+00:00,382.72,372.54,363.70,364.38,363.51,365.68,363.31,366.09,356.37,362.59,361.79,369.24,365.51,366.41,358.77,355.55,361.34,361.11,360.98,355.56,358.79,349.69,352.35,345.29,350.89,347.64,351.70,348.37,351.83,351.95,348.78,349.50,345.58,345.80,338.48,342.55,338.15,345.15,348.63,356.22,352.47,344.55,340.11,333.68,335.68,344.56,356.73,365.91,371.29,366.10,360.51,349.73,351.19,346.98,343.02,341.46,356.17,360.43,363.03,372.90,377.87,378.17,377.13,372.64,367.00,360.34,356.34,360.34,359.53,360.28,355.80,354.25,352.87,340.15,342.80,339.45,341.98,334.50,341.69,347.09,347.40,349.79,350.12,351.88,347.78,349.54,348.25,353.41,348.97,348.26,347.00,345.34,352.53,357.00,365.12,364.94,375.66,373.72,371.74,365.56,365.84,378.74,370.46,377.68,374.98,375.17,371.26,363.56,364.31,364.03,364.26,362.53,368.96,370.98,373.56,376.29,375.78,371.82,366.53,365.00,360.91,361.46,362.29,370.96,373.08,378.48,382.54,390.66,391.21,384.25,382.70,379.02,380.07,377.48,388.55,388.47,384.10,377.16,374.93,387.15,380.04,387.26,380.25,378.00,374.09,380.53,376.39,370.71,379.84,388.81,L7
2000-04-24 21:52:10+00:00,370.20,364.81,363.36,365.56,359.95,354.26,358.44,359.31,356.12,352.73,358.39,363.65,357.56,354.55,352.40,351.32,361.61,363.22,360.96,358.67,356.60,349.80,342.36,340.50,348.06,349.26,351.10,353.55,353.90,352.36,348.14,347.92,347.59,339.11,333.22,332.39,337.48,347.71,350.46,348.08,345.27,344.13,340.35,335.88,338.14,345.01,355.18,367.06,366.83,358.01,346.53,342.69,344.04,344.97,341.81,339.36,342.01,345.21,353.05,355.63,368.43,372.12,372.89,372.01,362.57,360.02,358.13,366.30,373.87,369.15,358.51,358.76,354.22,350.28,345.99,344.45,343.32,337.86,341.94,348.78,356.79,351.12,349.42,345.27,337.81,341.75,343.89,343.40,333.52,331.34,330.31,332.88,335.71,346.55,356.18,361.37,367.19,368.26,365.72,357.36,358.29,358.33,361.98,373.34,374.27,376.23,374.00,367.87,365.07,361.34,360.72,360.10,363.77,367.85,373.44,374.79,376.44,372.74,368.69,365.81,363.64,361.82,365.32,371.74,376.44,377.83,380.24,386.25,384.13,378.10,379.96,378.20,386.50,388.07,392.28,390.12,387.04,380.10,372.99,375.22,371.88,379.88,379.00,384.50,387.00,392.48,383.14,376.88,380.47,384.71,L7
2000-05-26 21:51:48+00:00,379.11,373.94,370.35,371.47,368.20,362.58,364.97,365.32,361.78,364.50,368.39,369.62,363.69,359.18,355.87,357.32,363.44,364.92,364.39,362.27,361.11,353.94,349.12,347.32,352.75,352.72,355.65,354.61,358.35,354.61,353.07,351.95,351.76,344.72,338.47,337.97,342.24,351.08,351.54,352.97,347.80,347.35,343.73,340.00,340.80,348.41,360.90,373.68,372.19,362.16,350.75,346.62,346.58,346.13,344.76,339.83,344.03,345.58,355.54,360.66,370.04,375.38,376.93,375.26,368.40,366.89,364.00,373.00,379.23,376.49,366.49,363.36,358.52,353.73,350.27,349.33,348.15,346.52,348.48,354.87,358.45,354.53,349.83,348.68,341.63,342.54,346.43,343.20,335.66,335.44,335.16,339.13,342.39,350.69,361.68,367.83,373.49,370.84,367.39,360.12,360.34,362.72,366.76,375.56,377.83,379.96,377.20,372.22,369.15,364.75,364.60,365.23,367.10,368.53,374.80,377.64,379.50,378.43,374.28,375.06,369.44,368.79,371.08,375.42,380.18,380.72,383.44,388.43,387.00,383.38,385.98,384.13,390.30,391.21,395.11,393.37,390.14,384.34,377.11,378.23,377.18,384.72,383.83,388.82,393.04,398.52,389.61,379.85,381.63,381.49,L7
2000-07-13 21:51:19+00:00,376.25,375.09,370.31,369.96,368.58,364.97,364.49,366.02,363.98,365.38,368.03,367.91,364.61,360.87,357.83,358.61,361.88,363.37,362.08,361.75,360.06,355.11,352.65,349.59,352.52,353.63,356.69,354.40,357.87,353.94,352.04,352.44,352.38,347.20,340.92,337.40,342.24,348.89,353.02,357.80,348.06,347.20,343.58,337.44,341.27,352.75,364.96,373.49,371.03,361.38,354.26,349.21,347.06,346.86,345.56,341.15,345.12,351.05,358.04,359.98,367.24,371.68,372.32,369.57,364.37,363.36,365.34,369.96,372.99,372.32,364.76,361.69,355.00,352.39,349.00,350.52,349.15,349.23,350.02,352.13,355.32,354.75,351.26,352.27,348.15,343.72,348.15,346.74,337.72,335.44,335.16,339.13,342.39,350.69,361.68,367.83,373.49,370.84,367.39,360.12,360.34,362.72,366.76,375.56,377.83,379.96,377.20,372.22,369.15,364.75,364.60,365.23,367.10,368.53,374.80,377.64,379.50,378.43,374.28,375.06,369.44,368.79,374.18,375.38,376.62,377.69,382.71,387.66,388.66,387.98,388.65,385.50,390.56,388.88,390.75,388.21,386.63,381.97,377.43,375.99,376.62,382.83,383.83,388.82,393.04,398.52,389.61,379.85,381.63,372.74,L7
2000-08-14 21:50:56+00:00,377.18,379.03,376.36,374.42,374.81,371.61,368.73,370.67,369.52,370.47,372.28,369.89,366.78,364.55,361.44,362.89,362.19,364.50,363.54,364.98,362.27,360.22,356.31,355.79,355.26,355.32,357.62,353.75,355.92,353.75,354.47,353.26,354.61,347.94,345.67,340.75,346.58,351.52,353.26,356.71,348.50,346.90,345.67,342.99,349.16,359.61,369.05,375.99,370.24,362.76,355.65,352.79,349.24,348.15,349.31,348.32,352.66,359.45,365.32,363.01,366.44,369.48,369.34,365.48,363.40,364.13,369.16,369.46,372.19,371.51,365.03,364.10,357.91,357.02,352.50,354.27,352.46,355.14,354.15,357.02,353.14,353.83,352.61,353.69,350.05,343.55,347.67,347.93,337.18,337.05,338.96,342.27,343.77,351.04,360.39,367.56,367.72,367.69,365.41,364.40,366.19,364.42,370.69,374.13,382.08,381.59,381.04,379.83,377.37,371.73,371.49,374.46,371.65,375.21,374.44,379.31,381.41,379.92,379.29,378.35,374.31,374.38,379.24,378.06,379.04,380.27,386.47,390.76,391.66,392.12,391.39,389.96,391.51,387.75,386.31,384.92,386.72,381.50,379.89,379.45,383.75,385.86,388.53,391.47,395.36,402.66,392.58,381.70,379.36,365.83,L7
2000-09-15 21:50:25+00:00,377.12,378.57,377.74,374.83,374.79,371.55,369.79,369.83,366.66,367.41,369.45,369.74,366.15,365.44,362.09,363.51,363.37,365.00,362.90,362.59,359.14,358.15,355.91,354.25,352.49,352.00,353.54,349.86,353.17,350.44,352.38,349.48,351.62,345.40,344.89,342.86,347.23,350.15,352.95,355.45,346.81,345.61,346.43,346.73,349.30,359.63,366.15,373.57,367.44,361.29,354.97,352.76,351.34,348.60,350.33,351.56,358.07,364.63,368.98,363.49,366.44,367.08,368.05,362.49,359.31,360.31,363.99,366.47,368.51,370.14,363.60,363.45,358.67,358.50,354.54,355.80,353.85,354.73,353.32,354.91,353.00,351.97,352.16,352.89,351.23,345.31,348.76,347.28,337.41,338.26,338.05,342.47,341.29,350.56,357.26,363.57,363.76,364.53,363.94,362.39,366.30,366.87,372.51,373.77,379.44,379.99,379.95,378.10,375.61,372.13,370.94,373.94,371.47,373.78,374.91,377.95,378.01,376.52,376.58,376.17,373.65,372.10,378.82,377.79,379.40,380.26,385.85,389.73,388.99,391.21,389.83,387.37,389.66,386.65,385.46,384.85,385.03,379.87,379.16,379.79,384.70,386.48,386.92,388.91,393.37,399.34,390.49,382.04,378.01,367.72,L7
2000-11-02 21:50:13+00:00,374.34,372.88,372.27,368.10,369.57,368.92,366.59,366.70,363.36,362.68,365.15,367.26,364.04,363.41,360.47,361.31,360.20,361.03,358.42,357.79,354.07,354.52,354.91,352.95,347.70,347.78,348.42,344.73,348.75,345.07,347.14,343.59,346.88,343.79,344.38,344.38,346.23,346.55,347.40,351.32,343.49,343.56,344.18,344.09,348.86,358.04,362.85,367.70,361.10,357.17,355.07,354.05,352.35,347.47,348.00,351.74,359.46,366.60,369.29,363.94,364.70,362.51,362.69,355.97,352.46,351.73,355.12,357.53,358.88,362.65,357.67,357.57,354.84,358.17,354.92,355.08,353.96,354.27,351.65,350.45,346.45,348.21,348.63,352.01,351.57,342.91,346.03,343.76,337.17,339.84,337.16,340.92,340.06,346.97,350.71,354.71,355.61,356.90,358.24,359.93,362.70,365.76,372.47,369.96,373.70,375.09,375.98,375.18,373.70,370.71,367.41,370.85,368.45,370.81,371.42,374.25,371.55,368.72,370.23,370.21,369.92,367.96,375.79,374.90,376.13,376.09,381.40,385.56,385.57,389.20,388.37,385.31,385.23,382.14,381.58,380.87,377.35,372.28,374.45,378.01,381.86,383.27,381.12,382.98,386.06,393.61,387.48,379.92,376.86,366.80,L7
