dates,nzd0234-0000,nzd0234-0001,nzd0234-0002,nzd0234-0003,nzd0234-0004,nzd0234-0005,nzd0234-0006,nzd0234-0007,nzd0234-0008,nzd0234-0009,nzd0234-0010,nzd0234-0011,nzd0234-0012,nzd0234-0013,nzd0234-0014,nzd0234-0015,nzd0234-0016,nzd0234-0017,nzd0234-0018,nzd0234-0019,nzd0234-0020,nzd0234-0021,nzd0234-0022,nzd0234-0023,nzd0234-0024,nzd0234-0025,nzd0234-0026,nzd0234-0027,nzd0234-0028,nzd0234-0029,nzd0234-0030,nzd0234-0031,nzd0234-0032,nzd0234-0033,nzd0234-0034,nzd0234-0035,nzd0234-0036,nzd0234-0037,nzd0234-0038,nzd0234-0039,nzd0234-0040,nzd0234-0041,nzd0234-0042,nzd0234-0043,nzd0234-0044,nzd0234-0045,nzd0234-0046,nzd0234-0047,nzd0234-0048,nzd0234-0049,nzd0234-0050,nzd0234-0051,nzd0234-0052,nzd0234-0053,nzd0234-0054,nzd0234-0055,nzd0234-0056,nzd0234-0057,nzd0234-0058,nzd0234-0059,nzd0234-0060,nzd0234-0061,nzd0234-0062,nzd0234-0063,nzd0234-0064,nzd0234-0065,nzd0234-0066,nzd0234-0067,nzd0234-0068,nzd0234-0069,nzd0234-0070,nzd0234-0071,nzd0234-0072,nzd0234-0073,nzd0234-0074,nzd0234-0075,nzd0234-0076,nzd0234-0077,nzd0234-0078,nzd0234-0079,nzd0234-0080,nzd0234-0081,nzd0234-0082,nzd0234-0083,nzd0234-0084,nzd0234-0085,nzd0234-0086,nzd0234-0087,nzd0234-0088,nzd0234-0089,nzd0234-0090,nzd0234-0091,nzd0234-0092,nzd0234-0093,nzd0234-0094,nzd0234-0095,nzd0234-0096,nzd0234-0097,nzd0234-0098,nzd0234-0099,nzd0234-0100,nzd0234-0101,nzd0234-0102,nzd0234-0103,nzd0234-0104,nzd0234-0105,nzd0234-0106,nzd0234-0107,nzd0234-0108,nzd0234-0109,nzd0234-0110,nzd0234-0111,nzd0234-0112,nzd0234-0113,nzd0234-0114,nzd0234-0115,nzd0234-0116,nzd0234-0117,nzd0234-0118,nzd0234-0119,nzd0234-0120,nzd0234-0121,nzd0234-0122,nzd0234-0123,nzd0234-0124,nzd0234-0125,nzd0234-0126,nzd0234-0127,nzd0234-0128,nzd0234-0129,nzd0234-0130,nzd0234-0131,nzd0234-0132,nzd0234-0133,nzd0234-0134,nzd0234-0135,nzd0234-0136,nzd0234-0137,nzd0234-0138,nzd0234-0139,nzd0234-0140,nzd0234-0141,nzd0234-0142,nzd0234-0143,nzd0234-0144,nzd0234-0145,nzd0234-0146,nzd0234-0147,nzd0234-0148,nzd0234-0149,satname
2005-05-24 21:49:26+00:00,380.84,364.85,360.48,355.71,355.85,349.72,347.56,345.74,348.11,349.51,350.33,355.17,356.60,355.44,354.75,356.32,352.06,352.43,353.58,352.84,352.14,351.62,350.92,350.22,351.09,351.24,353.10,352.04,355.70,357.36,360.02,359.24,362.21,362.51,358.52,356.55,357.73,357.53,356.08,357.07,359.29,363.63,363.97,362.31,357.32,357.02,359.53,364.68,363.20,363.87,367.53,368.96,370.18,372.58,371.94,372.94,378.65,378.97,381.92,378.79,372.49,371.21,359.10,349.70,332.88,327.85,330.72,333.10,339.46,348.29,354.53,356.74,361.73,361.21,363.66,356.80,353.00,349.20,345.91,345.33,343.62,342.21,337.21,335.66,334.19,333.06,335.72,338.80,342.50,347.43,348.10,354.74,357.82,359.15,357.93,358.31,355.94,355.80,357.53,363.18,366.70,366.66,368.19,373.89,378.56,378.01,372.35,368.19,365.33,366.54,372.76,376.54,373.33,375.21,374.04,368.73,365.92,364.80,362.47,362.05,360.18,361.40,362.95,365.81,367.57,372.59,375.71,378.15,379.64,371.48,369.25,367.27,367.82,366.42,373.01,375.78,375.89,377.42,376.35,376.27,378.18,384.17,393.94,398.37,406.27,414.49,414.72,408.78,405.54,394.25,L7
2005-06-01 21:47:18+00:00,380.84,364.28,361.36,357.82,358.92,352.18,350.56,347.13,350.09,351.53,352.28,356.99,357.30,356.29,356.32,358.71,353.15,353.83,355.94,355.57,354.62,353.41,352.99,351.78,352.31,352.09,354.33,353.32,357.16,359.49,361.20,360.21,363.53,363.52,361.19,359.05,360.22,358.89,358.05,358.79,360.79,365.78,365.83,363.77,360.10,358.88,361.00,364.76,364.01,366.52,370.26,370.49,371.18,374.15,373.26,375.45,380.43,380.53,384.24,380.59,374.32,370.93,360.40,349.79,333.28,329.50,330.99,334.68,342.92,352.63,357.74,359.96,365.87,360.94,363.64,356.86,354.00,353.33,352.13,348.88,345.92,343.69,338.90,338.19,337.41,334.44,336.64,341.83,345.51,350.55,350.82,356.06,359.59,359.51,357.09,358.13,357.30,358.28,360.40,365.86,368.91,369.31,369.76,374.26,378.55,378.16,373.08,370.37,369.00,370.74,374.86,378.56,375.07,375.60,373.23,368.71,366.99,366.00,364.73,363.31,360.56,361.99,364.74,367.45,369.54,374.58,377.37,379.32,380.06,372.28,370.80,368.20,370.10,367.93,374.30,377.10,378.24,378.24,376.90,375.90,378.18,384.17,393.94,398.37,406.27,414.49,414.72,408.78,405.54,394.25,L5
2005-06-09 21:49:20+00:00,384.10,370.97,366.60,363.86,365.97,360.34,358.28,353.17,356.88,357.53,356.79,359.96,359.73,358.94,360.19,362.96,358.73,359.91,361.39,360.41,357.97,356.44,356.22,354.86,355.62,354.77,358.05,355.70,359.91,361.61,362.57,361.62,366.23,366.71,365.66,363.97,364.29,361.69,360.26,360.94,363.37,369.53,368.59,366.80,362.34,361.95,363.52,364.98,365.49,370.00,373.12,372.84,374.17,376.99,377.32,378.54,383.79,382.77,387.84,383.97,378.47,374.42,362.80,353.56,336.57,331.81,331.26,334.44,343.36,354.59,360.23,360.55,366.47,362.40,363.64,356.43,359.01,360.15,359.25,352.97,348.77,347.25,342.76,341.67,341.49,337.49,339.74,346.48,349.49,354.63,354.43,356.99,359.19,358.89,355.66,358.02,360.49,362.26,365.41,370.04,374.00,374.42,374.74,376.11,378.95,378.57,373.54,373.34,373.85,376.57,378.77,382.79,378.33,376.08,372.42,368.11,367.90,366.80,364.61,364.29,361.93,363.72,368.73,371.32,372.37,377.06,380.42,381.15,381.22,371.95,369.99,367.64,370.85,368.89,374.94,379.29,379.85,380.76,377.96,378.64,380.47,384.69,394.05,398.95,403.45,412.01,414.87,410.70,410.76,404.02,L7
2005-06-25 21:49:15+00:00,381.77,369.94,364.47,362.34,365.03,361.34,360.87,356.04,357.98,358.75,360.45,363.67,362.60,362.06,363.81,367.21,364.64,366.36,366.46,366.13,362.42,362.36,360.50,360.39,359.97,359.24,362.63,358.71,364.31,364.63,366.38,364.99,366.69,366.82,367.19,365.06,364.18,362.51,362.07,362.12,363.23,371.02,370.92,368.00,361.48,361.71,363.21,364.94,365.99,371.14,375.08,375.20,376.60,379.01,379.48,381.72,386.72,385.41,391.18,387.27,382.47,377.23,365.12,352.48,336.46,331.94,332.07,335.91,345.02,358.18,362.76,362.36,367.63,363.87,363.42,357.93,360.85,362.38,361.75,352.61,351.38,349.24,346.25,343.89,344.22,338.71,340.90,348.07,353.41,359.54,357.83,359.07,360.33,359.23,355.04,356.42,359.59,362.81,368.28,373.25,378.05,378.72,378.94,378.58,380.84,379.93,375.24,375.37,376.09,380.77,382.04,386.24,380.78,378.92,375.22,371.46,371.86,371.30,370.77,368.84,367.09,367.33,372.22,374.02,375.27,379.55,381.72,383.22,382.55,373.02,371.12,368.63,372.08,370.57,376.73,381.45,385.84,382.85,379.91,382.18,383.48,387.51,396.44,402.64,406.64,415.28,416.09,412.55,412.63,406.44,L7
2005-07-19 21:47:39+00:00,381.77,369.94,364.47,362.34,365.03,361.97,359.68,356.15,357.39,358.52,360.39,364.08,363.69,363.20,363.61,366.12,363.16,364.90,365.46,364.89,362.26,362.15,360.59,359.61,360.03,359.51,362.45,359.43,363.76,363.70,365.72,365.14,366.51,366.04,367.17,365.47,364.54,362.31,362.26,363.61,364.91,371.22,371.01,367.64,361.55,362.84,364.26,365.96,367.50,371.74,376.25,376.89,378.72,380.96,380.96,382.61,386.43,386.20,390.19,388.65,385.02,379.08,366.58,352.80,338.07,331.47,332.04,337.39,345.74,358.42,362.34,360.80,365.89,363.31,363.55,358.91,360.61,361.78,363.27,355.31,351.05,348.59,346.62,344.89,344.88,340.45,342.12,348.64,354.30,359.57,357.49,358.06,360.21,358.60,355.04,356.08,360.07,363.06,368.85,373.35,377.34,378.51,378.29,378.21,380.97,379.52,375.24,375.81,376.32,379.77,381.38,384.89,380.00,377.93,375.05,372.34,371.93,371.89,370.60,368.19,367.01,367.88,371.37,372.76,374.66,378.91,381.23,382.18,382.16,373.41,372.52,369.97,373.18,372.22,378.24,383.00,386.36,382.75,379.37,380.73,381.56,387.51,396.44,402.64,406.64,415.28,416.09,412.55,412.63,406.44,L5
2005-08-12 21:49:11+00:00,383.83,375.83,369.02,369.88,373.34,369.23,367.36,363.14,364.12,365.15,366.86,369.30,368.42,368.26,368.19,370.03,366.74,369.30,369.52,370.32,367.19,368.04,365.78,365.27,364.08,364.25,366.44,364.60,367.42,366.97,368.46,368.36,369.84,369.70,371.75,370.97,368.10,366.56,367.35,368.82,370.82,374.45,374.98,370.22,365.28,367.56,369.63,370.44,373.88,379.19,384.57,383.48,385.35,386.23,386.49,391.03,394.83,395.12,397.21,396.81,395.29,388.56,373.48,356.86,341.75,334.18,335.00,342.89,351.01,366.59,369.71,365.37,367.31,361.21,363.41,360.70,364.70,370.03,371.77,362.65,356.47,353.00,350.50,350.60,350.18,346.12,346.48,354.74,362.09,365.43,362.48,360.58,361.44,359.37,357.56,359.63,364.65,369.42,375.04,380.61,384.12,385.64,384.08,382.27,384.87,382.83,380.80,383.22,384.66,387.07,388.27,391.08,384.37,381.77,377.97,378.00,378.06,378.19,377.92,374.18,373.91,374.92,377.94,376.57,380.42,383.35,384.94,383.60,382.69,375.22,375.52,373.48,378.09,378.61,381.66,386.65,389.97,385.09,380.98,381.45,383.55,390.03,398.52,403.24,409.64,417.26,418.69,417.17,415.97,407.09,L7
2005-08-13 21:42:05+00:00,383.83,375.83,369.02,369.88,373.34,369.23,367.36,363.14,364.12,365.15,366.86,369.30,368.42,368.26,368.19,370.03,366.74,369.30,369.52,370.32,367.19,368.04,365.78,365.27,364.08,364.25,366.44,364.60,367.42,366.97,368.46,368.36,369.84,369.70,371.75,370.97,368.10,366.56,367.35,368.82,370.82,374.45,374.98,370.22,365.28,367.56,369.63,370.44,373.88,379.19,384.57,383.48,385.35,386.23,386.49,391.03,394.83,395.12,397.21,396.81,395.29,388.56,373.48,356.86,341.75,334.18,335.00,342.89,351.01,366.59,369.71,365.37,367.31,361.21,363.41,360.70,364.70,370.03,371.77,362.65,356.47,353.00,350.50,350.60,350.18,346.12,346.48,354.74,362.09,365.43,362.48,360.58,361.44,359.37,357.56,359.63,364.65,369.42,375.04,380.61,384.12,385.64,384.08,382.27,384.87,382.83,380.80,383.22,384.66,387.07,388.27,391.08,384.37,381.77,377.97,378.00,378.06,378.19,377.92,374.18,373.91,374.92,377.94,376.57,380.42,383.35,384.94,383.60,382.69,375.22,375.52,373.48,378.09,378.61,381.66,386.65,389.97,385.09,380.98,382.19,384.24,391.31,399.38,403.46,410.72,418.27,420.59,419.02,417.53,407.74,L5
2005-08-28 21:49:05+00:00,382.08,375.53,369.30,368.43,371.09,368.18,365.51,362.62,363.43,364.31,366.10,368.16,367.18,367.73,368.24,369.14,365.67,367.40,367.42,368.21,365.80,367.09,365.00,364.07,363.00,362.97,365.38,364.25,367.31,366.46,367.62,367.40,368.43,368.66,371.14,370.50,368.19,366.57,368.03,369.58,370.53,372.81,375.45,370.92,367.63,370.40,371.35,372.27,375.31,381.72,385.46,384.91,386.52,386.64,387.72,391.50,394.35,394.66,397.07,396.23,394.08,387.23,372.48,356.03,341.40,333.39,335.72,343.81,351.58,365.26,368.01,364.57,366.29,361.42,362.28,359.65,362.82,367.63,369.69,361.60,354.97,350.95,348.33,348.58,350.30,347.00,348.64,355.58,362.09,365.43,362.48,360.58,361.44,359.37,357.56,359.63,366.01,368.17,374.30,379.78,383.07,385.07,383.40,381.99,383.71,381.74,380.11,382.84,383.80,386.05,387.07,388.80,382.74,380.50,376.44,376.99,375.83,376.05,376.74,374.06,373.50,373.88,376.19,375.10,378.62,381.33,382.70,381.25,380.44,374.89,375.52,373.48,378.09,378.61,381.66,386.65,389.97,385.09,380.98,382.19,384.24,391.31,399.38,403.46,410.72,418.27,420.59,419.02,417.53,407.74,L7
2005-11-08 21:48:04+00:00,382.36,374.13,367.75,367.06,368.99,369.71,367.87,364.64,364.04,364.78,366.98,368.79,368.90,369.30,369.75,369.18,366.45,366.98,367.80,368.93,366.29,367.44,364.45,363.91,361.63,362.86,364.49,364.23,365.62,365.58,366.44,367.13,366.71,366.66,370.92,371.14,368.38,365.61,367.59,369.12,368.40,369.75,373.04,369.32,367.41,372.06,371.83,371.32,375.37,382.41,387.94,386.94,388.88,389.06,390.36,391.78,391.55,392.65,396.05,397.22,395.25,387.24,373.64,354.29,342.31,334.53,336.80,346.25,353.71,363.07,365.21,363.29,366.40,362.77,361.72,359.27,361.70,365.90,367.08,359.31,352.31,347.79,347.74,349.68,350.76,350.15,352.86,359.03,363.83,364.40,361.57,358.08,359.85,355.45,353.21,356.59,366.55,370.23,376.78,379.48,381.26,384.05,382.17,380.64,382.98,381.26,381.12,385.22,387.70,388.00,387.52,387.39,382.24,379.85,376.35,377.86,377.12,378.60,378.89,375.45,373.78,373.99,374.52,373.65,377.54,380.80,381.18,380.48,380.57,378.67,382.39,377.86,383.04,383.95,386.04,389.88,392.58,385.22,380.46,383.63,385.54,393.30,399.31,404.16,409.29,415.65,417.01,414.13,413.31,410.53,L5
2005-11-24 21:48:28+00:00,377.96,371.91,366.32,366.10,367.16,368.57,367.00,364.82,363.31,364.09,365.85,368.41,368.77,369.21,369.62,369.13,367.11,367.47,368.76,369.26,367.05,367.58,365.52,364.23,362.64,363.01,365.01,364.00,365.67,365.82,366.72,367.90,367.52,367.87,371.79,371.77,369.55,366.10,367.45,369.65,368.79,370.88,373.04,369.89,367.49,372.32,371.67,372.05,375.56,382.69,387.83,387.49,389.45,389.94,390.03,390.49,391.57,391.45,395.26,394.89,394.54,385.13,376.05,356.53,344.99,339.68,340.87,349.13,355.09,363.01,362.57,363.57,367.08,362.11,360.06,357.33,360.53,362.68,363.54,355.42,350.43,347.19,347.85,349.63,352.07,351.53,356.50,361.32,365.77,364.57,363.32,358.96,359.50,357.77,354.22,359.31,368.06,371.28,377.97,379.45,380.07,383.77,383.58,381.88,384.28,382.62,383.32,386.86,387.83,388.36,385.32,385.36,382.35,380.98,377.90,379.21,376.97,377.94,378.35,373.61,371.43,371.69,372.87,372.49,376.47,380.79,381.84,382.90,382.57,381.87,386.39,380.13,383.13,384.80,386.19,389.54,392.09,383.31,379.53,381.64,384.83,391.80,396.85,401.74,408.41,414.76,415.01,412.13,409.76,409.57,L5
2006-01-19 21:49:46+00:00,375.39,372.27,363.62,362.38,360.91,364.06,360.69,361.50,358.74,357.91,359.98,361.55,363.81,364.86,365.73,362.60,364.48,362.08,363.57,363.09,363.77,364.63,360.78,358.49,357.22,357.74,359.26,359.67,360.32,359.97,360.67,363.75,364.44,366.72,368.99,370.98,370.22,367.23,368.45,371.28,370.56,367.30,372.12,368.14,369.57,375.61,374.42,379.05,380.50,385.92,387.42,389.40,390.95,390.45,390.45,388.93,387.65,388.01,390.70,390.22,388.79,382.28,374.89,361.46,350.47,347.35,350.29,352.45,356.48,358.93,361.42,364.40,364.37,363.44,358.05,354.76,355.43,351.91,350.02,348.37,343.93,345.09,344.84,345.51,348.75,351.70,360.37,359.34,365.89,360.65,360.41,356.04,354.04,354.35,354.15,359.63,365.56,366.41,371.56,373.04,373.84,377.82,380.50,382.18,382.47,381.72,387.07,387.45,383.05,381.82,380.60,378.43,378.64,381.24,377.50,377.42,370.79,371.10,373.53,372.10,370.23,367.32,367.78,365.82,371.88,375.53,376.51,380.50,380.08,382.93,389.22,380.99,380.52,384.89,385.84,386.25,379.77,370.16,370.04,375.03,378.64,386.33,391.67,395.82,402.69,410.15,410.26,406.67,403.71,400.40,L7
2006-01-27 21:49:58+00:00,376.16,370.21,362.09,360.25,359.71,362.57,358.69,358.96,355.86,354.86,356.15,357.03,359.12,359.38,360.72,359.17,360.25,358.64,360.38,359.69,359.62,359.76,357.59,355.24,354.94,354.90,356.47,357.37,358.60,358.70,359.42,362.30,363.31,365.33,366.49,368.51,366.68,365.36,365.20,368.81,368.24,365.59,367.65,364.24,365.94,371.03,371.00,375.15,377.02,381.32,384.36,386.98,388.57,387.30,386.46,384.49,384.94,384.91,387.79,387.25,385.84,379.34,373.02,361.58,350.64,346.62,348.12,350.31,354.01,356.34,359.68,362.84,364.10,362.74,358.38,354.52,354.55,351.29,348.24,346.50,343.04,343.09,343.10,345.75,347.56,350.20,357.13,357.46,361.34,359.08,359.65,356.59,355.13,354.98,356.51,360.88,366.01,365.44,370.19,372.42,372.92,376.88,378.77,381.12,381.77,381.30,384.44,384.92,381.15,380.61,378.37,377.16,377.59,378.55,375.53,375.43,369.03,369.20,370.17,368.31,366.24,365.71,365.77,364.09,369.42,372.15,372.98,375.30,375.86,378.36,383.37,377.38,377.90,380.35,383.66,384.65,376.82,367.47,366.34,369.81,373.96,382.93,388.00,393.21,400.27,407.83,407.56,403.75,401.32,398.88,L5
2006-02-20 21:49:55+00:00,373.88,368.09,361.63,359.41,359.16,360.78,356.14,357.33,353.27,350.80,352.22,354.12,355.90,355.57,357.82,356.22,358.50,356.33,358.47,356.29,357.14,356.21,356.07,353.32,354.25,353.45,354.96,356.26,357.36,357.59,356.68,360.91,361.52,363.05,363.89,365.50,364.65,363.81,363.05,368.62,366.50,365.40,367.19,365.36,367.32,371.74,371.03,374.70,376.30,381.58,384.19,388.14,389.29,387.03,386.69,383.27,384.95,383.93,386.79,385.39,384.06,377.05,372.19,361.76,351.20,347.32,350.56,350.34,354.01,356.34,359.68,362.84,364.10,362.74,358.38,354.52,354.55,350.59,347.15,342.41,341.95,343.79,343.46,347.04,349.54,351.51,358.95,359.86,358.97,358.54,360.63,357.57,355.92,357.10,358.10,363.04,366.91,365.85,370.14,372.94,373.15,376.77,376.89,379.79,379.71,381.26,383.88,384.12,379.74,379.38,376.66,375.61,376.57,376.19,375.34,374.33,369.03,369.20,370.17,368.31,366.24,364.20,363.20,362.66,367.18,368.90,370.26,371.86,374.56,375.43,380.62,376.27,375.69,377.29,380.96,382.80,372.05,361.88,359.86,361.75,366.49,377.42,380.67,386.51,391.58,399.27,396.76,391.70,390.44,392.86,L7
2006-02-28 21:50:40+00:00,376.40,368.54,362.75,361.79,360.94,361.66,358.82,358.22,352.70,349.85,350.46,353.02,355.89,354.81,355.52,354.23,358.07,356.91,359.27,357.23,356.82,354.64,355.07,352.81,352.75,351.87,353.25,354.30,354.24,356.40,355.42,359.96,362.19,362.47,361.86,363.91,362.47,363.52,361.68,366.14,365.32,366.64,364.64,361.62,360.07,363.39,367.22,371.41,373.19,375.49,381.40,386.04,386.81,385.74,382.26,378.67,382.90,382.31,385.12,384.06,385.26,378.08,374.38,365.07,354.11,350.53,351.23,349.36,353.07,356.46,359.88,363.65,364.58,362.95,358.77,355.55,355.54,350.63,346.40,341.72,343.69,346.60,347.72,350.97,351.16,354.78,358.20,362.34,361.63,360.44,362.25,359.26,357.05,359.31,360.09,365.02,367.16,368.87,371.83,373.62,374.25,377.38,378.03,381.50,381.99,383.08,384.56,384.11,379.56,378.86,376.55,375.62,377.32,376.63,377.67,375.67,371.47,370.22,369.00,365.76,364.11,363.35,363.52,362.64,367.12,369.58,370.54,373.40,376.80,376.06,379.23,376.23,376.10,377.47,380.36,381.82,371.81,361.66,359.96,361.91,366.41,376.91,380.60,386.28,390.38,397.67,395.17,390.72,389.98,393.28,L5
2006-04-25 21:49:52+00:00,376.40,368.54,362.75,361.79,360.94,361.66,358.82,358.22,352.70,349.85,350.46,352.56,354.97,353.61,354.34,352.78,355.61,354.89,357.35,355.76,354.99,353.67,354.37,352.46,352.05,351.62,352.53,353.71,353.00,355.26,353.96,358.13,360.09,360.29,359.53,361.43,359.85,361.36,359.58,362.65,365.32,366.64,364.64,361.62,360.07,363.39,367.22,371.41,373.19,375.49,381.40,386.04,383.90,382.21,379.21,378.87,382.20,381.77,383.96,382.23,382.08,375.17,370.87,361.91,350.78,347.56,347.69,347.38,350.77,353.54,356.18,359.50,361.19,359.71,355.59,352.72,352.80,348.71,345.42,340.27,342.10,344.96,345.48,349.45,349.11,352.88,355.66,359.28,358.93,358.46,359.88,357.66,356.33,358.03,359.65,363.01,365.66,366.87,371.83,373.62,374.25,377.38,378.03,381.50,381.99,383.08,382.32,380.65,376.90,375.42,373.45,372.72,374.10,375.50,375.81,373.32,368.51,366.83,365.43,362.64,360.15,360.40,360.40,359.99,363.12,366.46,368.24,372.49,375.21,374.55,377.43,373.64,373.05,373.17,376.19,377.36,369.12,360.52,359.81,360.78,366.19,375.54,378.97,383.46,388.75,396.00,393.22,389.69,389.74,393.28,L7
2006-05-27 21:49:54+00:00,378.90,367.70,360.68,359.39,359.43,359.17,354.58,353.97,347.48,343.52,343.74,346.98,348.64,347.07,349.04,347.39,350.04,349.51,351.47,350.10,348.09,347.64,349.47,347.40,346.93,346.44,347.54,349.64,349.00,351.05,349.12,352.76,355.79,354.95,353.26,355.69,353.52,357.46,356.12,357.79,361.24,361.69,359.34,355.08,354.43,356.19,363.62,366.64,368.71,370.29,376.29,381.91,378.68,375.72,372.05,374.24,377.84,378.96,380.73,378.52,378.90,373.27,366.46,360.00,349.95,343.11,343.55,345.34,349.62,352.79,354.02,356.34,358.86,358.69,355.86,354.28,352.32,349.17,347.00,342.21,343.47,343.65,344.62,349.75,352.73,358.41,358.60,362.48,359.68,360.16,359.24,358.80,357.44,359.04,363.09,364.68,367.86,366.32,370.68,371.19,371.92,373.44,372.77,377.65,377.33,378.66,377.76,375.04,371.58,370.25,367.48,366.49,368.81,370.62,370.46,368.34,363.24,361.07,359.78,356.96,355.90,356.35,358.12,356.96,359.85,361.42,363.68,366.57,369.66,368.04,369.35,368.49,368.35,366.48,368.72,371.73,364.01,357.96,357.63,358.90,362.17,371.93,374.86,378.99,383.83,391.40,388.60,386.54,388.14,392.74,L7
2006-06-28 21:49:46+00:00,378.90,367.70,360.68,359.39,359.43,359.17,354.58,353.97,347.48,343.52,343.74,346.98,348.64,347.07,349.04,347.39,350.04,349.51,351.47,350.10,348.09,347.64,349.47,347.40,346.93,346.44,347.54,349.64,349.00,351.05,349.12,352.76,355.79,354.95,353.26,355.69,353.52,357.46,356.12,357.79,361.24,361.69,359.34,355.08,354.43,356.19,363.62,366.64,368.71,374.86,379.47,381.91,378.68,375.72,372.05,374.24,377.84,378.96,380.73,378.52,378.90,373.27,366.46,360.00,349.95,343.11,343.55,345.34,349.62,352.79,354.02,356.34,361.45,359.19,356.71,355.32,353.76,350.62,348.38,343.78,343.94,344.76,345.26,349.66,351.83,357.41,358.56,362.50,360.08,360.44,359.48,358.44,356.67,357.99,361.92,365.53,368.20,367.54,371.20,370.84,371.78,373.67,373.99,378.86,378.89,378.57,377.98,374.54,372.28,370.82,367.48,366.49,368.81,370.62,370.46,368.34,363.24,361.63,360.26,358.46,358.62,358.14,361.02,360.63,363.93,365.37,368.44,371.22,373.84,372.03,371.69,370.26,369.45,367.22,367.98,372.48,366.87,361.30,361.09,358.90,362.17,371.93,374.86,378.99,383.83,391.40,388.60,386.54,388.14,392.74,L7
2006-07-22 21:52:58+00:00,379.07,369.50,362.06,359.91,360.09,358.44,353.35,351.66,348.50,345.04,346.17,347.43,349.12,347.28,348.35,347.78,347.41,348.05,351.20,349.69,349.51,348.90,350.52,349.38,348.72,347.65,347.76,350.90,349.77,353.80,350.16,353.38,354.63,354.67,353.59,355.82,354.77,358.28,356.76,358.64,361.35,361.42,361.08,362.14,358.82,358.85,366.94,368.16,373.43,374.53,379.08,386.23,379.30,376.68,377.22,380.65,382.42,381.38,382.87,380.80,379.70,373.31,363.93,357.53,348.54,342.69,344.77,348.54,352.58,353.98,353.96,354.43,360.26,357.78,353.88,353.63,354.76,351.96,348.98,344.79,343.99,345.01,345.11,348.48,350.05,355.49,357.23,361.94,362.66,364.34,360.44,358.48,356.53,358.16,363.47,367.43,371.13,369.47,372.02,373.39,373.45,377.18,377.01,381.63,380.92,378.02,376.84,375.27,372.56,371.09,368.09,371.19,372.15,371.43,372.47,370.54,366.36,365.04,363.91,362.09,361.73,360.92,363.21,362.93,365.47,367.10,370.55,373.78,375.82,373.74,371.88,370.67,369.52,367.09,368.29,372.31,368.84,364.66,363.17,360.19,365.01,371.15,373.71,377.78,383.46,389.71,386.45,385.01,387.71,392.72,L5
2006-08-15 21:49:31+00:00,376.38,372.75,365.64,364.38,362.80,359.77,356.70,354.38,352.91,350.71,351.50,352.85,354.43,354.55,353.90,352.78,353.33,353.64,355.26,354.56,353.00,353.34,353.81,353.53,350.86,351.54,350.20,353.42,350.72,354.85,350.71,353.92,355.43,353.61,353.99,355.03,356.27,358.63,358.48,357.45,362.23,362.47,366.49,365.76,362.06,362.71,371.55,369.69,378.63,377.19,382.12,389.29,379.97,377.25,379.30,384.66,385.85,386.13,387.67,388.24,385.51,376.25,362.48,354.44,347.72,343.99,348.57,353.82,357.79,357.45,354.36,354.63,358.94,357.62,352.87,353.24,356.04,354.05,350.82,346.90,344.51,346.50,346.16,347.88,350.76,356.26,358.12,363.40,365.27,365.39,360.49,358.52,356.03,358.27,363.06,367.69,371.62,370.95,373.75,376.59,373.57,377.50,378.48,381.53,380.84,377.46,377.98,376.56,372.41,370.35,369.52,372.63,371.99,371.95,373.93,371.92,367.43,367.07,367.52,366.24,366.26,361.70,364.94,365.38,368.11,370.42,374.19,379.28,380.38,375.98,372.61,369.25,368.15,366.19,368.72,371.32,369.48,365.98,365.10,363.48,368.61,372.87,375.05,376.98,381.89,387.55,383.91,383.63,387.16,393.21,L7
2006-08-23 21:53:23+00:00,370.61,369.52,363.51,362.06,361.79,359.47,354.88,351.81,353.10,354.12,353.66,354.39,354.95,357.45,354.49,354.82,354.49,355.78,355.41,355.58,353.99,354.22,354.73,354.50,350.37,351.96,351.54,354.14,351.72,355.41,352.72,354.23,356.34,353.42,353.50,353.93,355.67,358.11,357.64,356.11,359.00,360.58,363.65,362.91,359.22,362.62,369.03,366.53,376.30,375.24,380.23,387.72,378.83,376.51,378.22,383.19,384.84,384.37,388.16,389.45,387.17,376.42,362.12,352.77,347.13,345.35,349.80,355.20,359.18,357.95,353.97,354.07,356.44,356.22,351.84,352.17,355.18,354.67,351.94,346.72,344.52,345.32,344.91,345.94,348.56,354.19,355.94,362.91,366.48,367.52,360.15,358.34,354.97,356.55,362.43,367.34,371.94,370.79,373.23,376.16,372.25,377.28,380.48,381.10,381.98,377.10,376.36,376.86,372.63,371.97,371.85,375.14,374.33,371.12,373.81,371.28,367.81,367.33,368.23,367.51,367.50,363.42,366.32,367.83,369.47,373.28,376.61,382.62,383.05,379.10,374.26,368.27,367.13,364.43,368.83,371.25,372.35,369.52,368.17,367.43,373.60,374.98,376.19,378.50,385.40,393.22,390.68,392.56,399.83,410.94,L5
