,dates,per0159-0000,per0159-0001,per0159-0002,per0159-0003,per0159-0004
0,1984-12-25 14:41:08+00:00,,,,,
1,1985-01-26 14:41:44+00:00,,164.02608380483522,164.26262548514336,175.85215077383157,179.53211866992305
2,1985-09-07 14:40:44+00:00,166.6835066246847,141.01059637478988,139.4210246089189,158.0549980645676,170.6804688060378
3,1986-05-05 14:36:17+00:00,192.48471628491825,163.23975168705581,163.41276794986035,168.56001135637067,179.06269056971308
4,1986-10-12 14:30:38+00:00,,,,,
5,1987-02-01 14:31:36+00:00,222.1642025050055,147.04018492048561,,,
6,1987-03-05 14:32:51+00:00,185.508982128068,159.18729914456623,172.34694807255033,168.19189040219783,173.12586671146366
7,1987-05-24 14:35:24+00:00,217.39046894688335,162.52579784128434,155.83154405195398,158.87297486387345,169.48079284049822
8,1987-07-27 14:36:25+00:00,,,,,
9,1987-12-18 14:39:56+00:00,214.7876376758388,157.7064733873199,154.91059634123184,159.3016973278649,165.69121730872894
10,1988-01-03 14:39:48+00:00,,,,,
11,1988-02-04 14:40:24+00:00,183.42323283128232,156.51877691895407,173.15767375778975,164.7667606599175,181.27225241073776
12,1988-03-07 14:40:48+00:00,,,,,
13,1988-03-23 14:41:20+00:00,180.981441873822,163.3176613573057,158.06477306912444,162.671826562918,165.4561312359285
14,1988-04-08 14:41:26+00:00,182.66425094714188,166.43215065887532,166.60989611153337,173.053578376573,173.4750243016871
15,1988-04-24 14:41:31+00:00,220.36726707061672,164.52362426365417,155.79895872920486,158.58188165928254,164.72247017747122
16,1988-08-14 14:41:40+00:00,,,,,
17,1988-09-15 14:41:41+00:00,,,,,
18,1988-10-01 14:41:35+00:00,,,,,
19,1988-10-17 14:41:30+00:00,,,,,
20,1988-11-02 14:41:57+00:00,177.76497477210773,147.86642625016708,143.97053054032963,155.37973483273126,165.85409894440122
21,1988-12-20 14:41:16+00:00,218.14044010314865,,,160.6200124093055,
22,1989-05-13 14:39:54+00:00,220.50385489789048,164.78789814574498,160.65248973703112,164.40374839774387,171.18509903697404
23,1989-06-14 14:38:51+00:00,,,,,
24,1989-10-04 14:36:59+00:00,220.54103656305082,164.0782866166812,164.55526170078613,161.88631281618498,174.19961318156427
