,dates,per0159-0000,per0159-0001,per0159-0002,per0159-0003,per0159-0004
0,1984-12-25 14:41:08+00:00,,,,,
1,1985-01-26 14:41:44+00:00,,163.7335500690953,164.03657668934432,175.55961703809163,179.2395849341831
2,1985-09-07 14:40:44+00:00,166.64027148716423,140.9800774541872,139.39744180663502,158.02447914396492,170.64994988543512
3,1986-05-05 14:36:17+00:00,194.43980216320853,164.61981230702543,164.47917842892778,169.94007197634028,180.4427511896827
4,1986-10-12 14:30:38+00:00,,,,,
5,1987-02-01 14:31:36+00:00,221.36549154724776,146.4763889503037,,,
6,1987-03-05 14:32:51+00:00,183.0124185173666,157.425018948777,170.98518610307684,166.4296102064086,171.36358651567443
7,1987-05-24 14:35:24+00:00,218.94172004584067,163.62079861701892,156.67768101502162,159.96797563960803,170.5757936162328
8,1987-07-27 14:36:25+00:00,,,,,
9,1987-12-18 14:39:56+00:00,219.14625711174457,160.78314593031223,157.28802512445318,162.37836987085723,168.76788985172126
10,1988-01-03 14:39:48+00:00,,,,,
11,1988-02-04 14:40:24+00:00,184.70302283096572,157.42215809520118,173.85574103034435,165.67014183616462,182.17563358698487
12,1988-03-07 14:40:48+00:00,,,,,
13,1988-03-23 14:41:20+00:00,177.6551267330001,160.96967419907844,156.25041935594885,160.32383940469074,163.10814407770124
14,1988-04-08 14:41:26+00:00,179.64468587362538,164.3006929599225,164.962860616888,170.92212067762017,171.34356660273428
15,1988-04-24 14:41:31+00:00,219.72040694149905,164.06701711368873,155.4461259315043,158.1252745093171,164.2658630275058
16,1988-08-14 14:41:40+00:00,,,,,
17,1988-09-15 14:41:41+00:00,,,,,
18,1988-10-01 14:41:35+00:00,,,,,
19,1988-10-17 14:41:30+00:00,,,,,
20,1988-11-02 14:41:57+00:00,179.8567986704346,149.34300782545665,145.1115253939625,156.85631640802083,167.3306805196908
21,1988-12-20 14:41:16+00:00,222.85603882271167,,,163.94867032899703,
22,1989-05-13 14:39:54+00:00,219.83908911191372,164.3186517085849,160.28989021740742,163.9345019605838,170.71585259981396
23,1989-06-14 14:38:51+00:00,,,,,
24,1989-10-04 14:36:59+00:00,220.86599942554636,164.30767216667806,164.73251417123825,162.11569836618185,174.42899873156114
25,1989-12-07 14:34:59+00:00,240.93715231630685,139.28594342291936,139.03368964329533,139.3091775312762,139.75480486417973
26,1989-12-23 14:34:34+00:00,,164.22972425306875,168.0231289364235,169.33288939455662,181.43868471336035
27,1990-01-08 14:34:00+00:00,238.94702530222088,169.19708436854322,170.0410172693789,163.05462290050303,174.77516377936854
28,1990-01-24 14:33:08+00:00,219.53559471062738,162.46671637717589,167.64475234084063,167.06698798737,177.1599879513146
29,1990-02-25 14:32:08+00:00,,,,,
30,1990-03-13 14:31:57+00:00,169.46885378311032,149.56336162729204,146.56091774236825,155.49257887386972,160.18211592370102
31,1990-03-29 14:31:26+00:00,202.6527123954973,154.88404015409122,157.67436519347956,167.23765841069738,176.31108121238583
32,1990-04-14 14:31:34+00:00,219.05385418628032,160.9616951697993,170.0779260969779,166.98156866387188,173.42675564676213
33,1990-04-30 14:31:25+00:00,179.88229170643552,160.40808910951165,158.39975980293548,162.13080598800497,166.6363839834102
34,1990-08-04 14:30:57+00:00,,,,,
35,1991-01-27 14:31:54+00:00,219.71804893555196,163.88937363162788,169.00795433416778,166.47503481531237,174.90692850223488
36,1991-02-12 14:31:42+00:00,,,,,
37,1991-02-28 14:32:23+00:00,188.91929630883618,161.51027940049687,160.06324075967007,159.78162712332562,173.96327235299157
38,1991-04-01 14:32:59+00:00,218.95665416230713,160.48180011181955,167.5917313389219,169.5429320856544,175.54012616536806
39,1991-04-17 14:33:17+00:00,,146.1986638586478,141.0708366811736,154.31337662681258,153.43979998119156
40,1991-05-03 14:33:12+00:00,,,,,
41,1991-08-07 14:34:52+00:00,,,,,
42,1991-12-13 14:35:48+00:00,257.0243593242026,135.32207729004458,125.49568252692217,124.98507356536456,132.16932850073948
43,1991-12-29 14:35:16+00:00,,,,,
44,1992-01-30 14:35:41+00:00,,142.9842787884116,138.20796987477885,138.76578936994764,150.75085425841695
45,1992-02-15 14:35:04+00:00,,,,,
46,1992-03-02 14:35:30+00:00,,153.15186127371777,154.26859909376668,158.6883747057644,160.35799622193463
47,1992-03-18 14:35:32+00:00,218.17462960619403,155.12197747498368,155.4870054383149,159.5107241232216,160.51269545568437
48,1992-05-05 14:35:07+00:00,184.44054377367524,138.03064403540196,132.8836260231493,137.10240030441014,145.5398222356135
49,1992-05-21 14:34:33+00:00,188.29457992520133,,,,107.91138774016387
50,1992-06-22 14:34:37+00:00,,,,,
51,1992-07-08 14:34:01+00:00,184.0368588347132,142.36770821451407,110.55266287313103,,
52,1992-08-09 14:33:37+00:00,,,,,
53,1992-08-25 14:33:20+00:00,,,,,
54,1992-09-26 14:32:48+00:00,,,,,
55,1992-10-12 14:32:28+00:00,,,,,
56,1992-11-13 14:32:23+00:00,222.50825994350214,159.07291647332892,,167.2837801316699,
57,1993-02-01 14:32:47+00:00,,,,,
58,1993-02-17 14:32:54+00:00,200.4467258970135,154.63080289849665,146.48772136769423,157.42192114326392,165.12167310352464
59,1993-03-05 14:33:27+00:00,173.45120754629,152.92871144878023,153.13591406975334,159.87990442232888,170.48621746800072
60,1993-04-06 14:33:35+00:00,,,,,
61,1993-04-22 14:33:20+00:00,,,,,
62,1993-05-08 14:33:24+00:00,190.4388680194832,,,,
63,1993-05-24 14:33:28+00:00,,,,,
64,1993-06-09 14:33:29+00:00,200.3167753763761,,,,
65,1993-07-11 14:33:45+00:00,,,,,
66,1993-08-12 14:33:20+00:00,,,,,
67,1993-08-28 14:33:19+00:00,,,,,
68,1993-10-15 14:33:08+00:00,,,,,
69,1994-01-19 14:32:39+00:00,,,,152.55049100222644,151.54170122856328
70,1994-02-04 14:32:07+00:00,,,,,
71,1994-03-08 14:32:03+00:00,219.59880034789512,159.395644160537,154.58656124189548,159.69433392277983,173.3966759513272
72,1994-04-25 14:31:14+00:00,200.42589749010529,150.5877453802005,151.15000606185984,155.00413434327595,153.5482969545879
73,1994-05-11 14:30:31+00:00,,,168.65226203817673,,
74,1994-05-27 14:30:15+00:00,191.41043205110785,141.75939072672787,145.2024806478131,158.2796840142547,156.58435911669304
75,1994-06-12 14:30:20+00:00,,,,,
76,1994-06-28 14:29:33+00:00,,,,,
77,1994-07-14 14:29:07+00:00,,,,,
78,1994-08-15 14:28:15+00:00,,,,,
79,1994-09-16 14:27:28+00:00,,,,,
80,1994-10-02 14:27:00+00:00,,,,,
81,1994-10-18 14:26:30+00:00,,,,,
82,1994-11-19 14:25:23+00:00,,,,,
