,dates,usa_CA_0294-0000,usa_CA_0294-0001,usa_CA_0294-0002,usa_CA_0294-0003,usa_CA_0294-0004,usa_CA_0294-0005,usa_CA_0294-0006,usa_CA_0294-0007,usa_CA_0294-0008,usa_CA_0294-0009,usa_CA_0294-0010,usa_CA_0294-0011,usa_CA_0294-0012,usa_CA_0294-0013,usa_CA_0294-0014,usa_CA_0294-0015,usa_CA_0294-0016,usa_CA_0294-0017,usa_CA_0294-0018,usa_CA_0294-0019,usa_CA_0294-0020,usa_CA_0294-0021,usa_CA_0294-0022,usa_CA_0294-0023,usa_CA_0294-0024,usa_CA_0294-0025,usa_CA_0294-0026,usa_CA_0294-0027,usa_CA_0294-0028,usa_CA_0294-0029,usa_CA_0294-0030,usa_CA_0294-0031
0,1984-04-14 18:24:25+00:00,210.71247134685763,159.09541953389007,168.53857291469103,178.33177151019598,171.3885526175173,162.89017063837377,190.4481182845766,182.86555725133888,177.78363558203648,176.58096108682008,184.14939587550052,176.86041605865935,180.1988956572674,172.19837765601957,178.4214594137125,180.56592057576006,172.8513511632303,177.72130595646033,169.78778779676153,172.93993144639788,171.959081967378,177.90429766433473,166.3640557523986,176.95235911923243,177.87584040790114,180.97283742252512,186.59746566651734,196.79181065387775,211.22902643917277,213.059995510596,203.8403276592874,198.82712877030545
1,1984-05-16 18:24:53+00:00,226.8053603126749,158.4410229625459,171.1428374361625,188.93155542564796,191.9729968789713,178.74786198044563,197.20231527911608,194.64129399917755,181.3905236984785,189.88107425850507,198.47200913727,191.212724110355,180.02365299519997,189.56600899356943,191.95355418741963,195.66179967849752,192.13598419134132,193.01562670470938,183.65268680746348,198.30609834547295,194.23173080578928,192.089094834254,171.154020000007,181.530847447452,192.03864714248454,195.2845951992301,198.4114927012193,224.05304111501334,230.45849418589398,220.3865297358118,218.58085193107584,227.9399207452666
2,1984-06-01 18:25:17+00:00,192.5097467859547,163.70382894456617,168.82729956357343,186.93867258972836,183.8602257416875,167.83016914608754,192.1687817133577,185.34218426784216,176.29847347665336,181.76871160409198,189.988248662939,197.8294106488089,191.57092574850563,184.0483619538874,190.64073890381263,204.82702563671134,189.06461823755697,176.9296060110206,172.9160145756088,183.8588105491026,172.05285351912252,181.6424940730285,170.75330941098878,170.98558204162657,187.73721502897774,184.85299893764508,196.51260484548158,209.7869344739362,230.2721239516339,209.4114219069937,213.64946053907894,209.39503362171592
3,1984-06-17 18:25:35+00:00,225.7473282736397,171.83199924248993,196.30465742010986,199.06604894051324,182.9246497408055,176.52711285943886,202.91413745133366,190.8977322218921,191.77622642625204,197.01821095734908,214.2161880882812,215.4985968065612,210.39021152850472,205.4991435041793,203.23851452684883,208.75462841867082,188.9243052935587,184.67085133154902,188.16347588231827,206.58618130420206,194.7605676954329,194.25602722329356,168.7956180677897,191.66643586761813,190.2769645735376,195.4926550029967,213.99223473903763,220.62950246207993,245.44399104505067,230.81004566962145,225.00696858823974,218.01353526810567
4,1984-07-03 18:25:46+00:00,210.53861059845033,163.6961171475423,193.33432870007076,189.2317958197711,188.37523658299386,178.5299758562318,198.04901011175548,188.3623735333328,185.26034053591098,193.7948462709993,208.6611548797399,198.10853232316796,215.39228482696754,204.49349302891935,201.6321485793718,201.82618269621878,194.2469658606163,191.00390670432034,191.11258405156434,192.7270907059454,194.76857772695928,181.5789856965234,176.5631129513281,187.3870139361345,192.0707669242911,195.43935958119238,214.05976881600685,226.4441243262532,214.1583542918808,220.96576546602017,218.4262089850994,210.5357646063276
5,1984-09-21 18:27:21+00:00,196.40487426765804,200.9729160002676,208.35660030032375,215.6485884752055,208.49740576774286,190.65237034168268,195.4380857896455,200.55561004848204,192.99870660849743,190.51546941862685,209.17358520816146,193.74756200709496,192.7986571320062,190.5714364655836,194.01032151553926,202.2184138513783,188.1406965880185,184.5107795541869,167.13179576423025,180.21298583177702,188.41419377609907,182.2189857034312,172.02323189002405,171.6203992069229,180.4190432631798,187.00665521184655,197.53796805108522,191.96684738468335,193.43633237216824,187.0459201466336,173.0348467499315,181.43490805783128
6,1984-10-23 18:27:16+00:00,185.98512921347535,186.28406959273593,192.30443230638116,217.78256944053624,201.8573894754625,184.31976535881608,197.4977228760996,194.95054022569425,189.90368358081875,194.2408007165422,194.90966336654893,181.53114675381352,195.16560904672616,199.0393066381197,194.25896346943065,199.77434253107103,200.88434803137795,192.2334087890447,173.30615552717805,176.65341758540313,178.44397664917014,183.27570489854662,172.74729319412867,171.61448575734119,173.2121957697039,190.8154100369585,196.64832885732443,194.81476925017887,183.7159877842551,179.28050822040262,170.54719818268137,176.8611602459053
7,1985-02-28 18:27:41+00:00,193.65314445132316,182.25024521312366,195.40648250054227,207.85309233705883,187.92144649341472,198.2302781645614,191.16265950015014,190.9909416669924,181.26493958560948,196.38094491119443,221.2900760741983,207.06994325561914,194.06332960271573,180.15413753555373,203.74767887173283,209.43357307051798,203.80423426726074,194.41461010334834,181.3803116813539,207.5371645576546,198.19502168892862,181.15338727263043,189.60491325250968,200.96628379361658,209.96945516348774,205.47877070299907,201.1265339283527,194.76653030561204,192.6286007902602,213.87664717078775,205.60092968963033,200.36584268216785
8,1985-08-07 18:26:58+00:00,223.11197929510945,245.54429030158764,,237.63014919564438,223.26825851439114,207.64552594181006,209.64597102341065,204.05423416702521,204.84861946278656,201.5278933190167,223.52993153655225,221.71700444527065,222.4079839912365,214.05864423886456,209.90373552761764,217.33372131266324,196.7939757307782,191.00675071816804,196.25389651170076,223.64022115186378,215.20252737896922,204.69499722112263,197.22930991541878,198.08027702488795,195.00369339663354,191.1705198013309,195.5157748911122,185.05497724500833,191.15391249376518,205.68196936774558,203.1313254321116,194.39558254166877
9,1985-09-08 18:26:36+00:00,216.91874386689364,206.17568625011566,207.73667227865695,,,172.87754726017087,191.88539872839218,189.44916170781673,188.3629707297662,182.38918741271988,204.68378584963526,189.63372464402894,197.9648904507819,201.76746250082638,201.81557938060462,194.41528002735373,188.49703881681208,195.1141433110214,196.76762817452303,210.0413524631383,199.06155210895795,183.70291132293468,181.52037660702877,181.0902644863732,176.21197883150836,177.3937041754591,170.98590793791962,163.65560265587004,169.49285780094118,186.3323041217546,182.24105081285052,173.01570727109197
