,dates,usa_CA_0294-0000,usa_CA_0294-0001,usa_CA_0294-0002,usa_CA_0294-0003,usa_CA_0294-0004,usa_CA_0294-0005,usa_CA_0294-0006,usa_CA_0294-0007,usa_CA_0294-0008,usa_CA_0294-0009,usa_CA_0294-0010,usa_CA_0294-0011,usa_CA_0294-0012,usa_CA_0294-0013,usa_CA_0294-0014,usa_CA_0294-0015,usa_CA_0294-0016,usa_CA_0294-0017,usa_CA_0294-0018,usa_CA_0294-0019,usa_CA_0294-0020,usa_CA_0294-0021,usa_CA_0294-0022,usa_CA_0294-0023,usa_CA_0294-0024,usa_CA_0294-0025,usa_CA_0294-0026,usa_CA_0294-0027,usa_CA_0294-0028,usa_CA_0294-0029,usa_CA_0294-0030,usa_CA_0294-0031
0,1984-04-14 18:24:25+00:00,220.2234112272999,168.60635941433233,174.9924249764197,185.86126558221278,179.24541599701308,170.41966471039058,198.66211181768583,194.15979835936406,189.83082609726335,186.6202865161758,195.4436369835257,185.07440959176859,187.7283897292842,179.72787172803638,186.63545294682174,191.19579455978376,182.36229104367257,186.32644203876524,177.64465117625733,181.97532433281802,183.2533230754032,186.93969055075488,175.87499563284086,186.4632989996747,188.50571439192484,192.2670785305503,198.6446561817442,207.42168463790145,222.52326754719795,225.96769963405336,217.7409320999338,212.72773321095184
1,1984-05-16 18:24:53+00:00,227.080834300502,158.716496950373,171.32976621361658,189.1496389993444,192.2005623471763,178.96594555414208,197.44022463223948,194.96841935972222,181.7394574163928,190.171852356767,198.79913449781466,191.4506334634784,180.2417365688964,189.78409256726587,192.19146354054303,195.96968237077485,192.41145817916842,193.26486507464818,183.88025227566848,198.5677986339087,194.55885616633395,192.35079512268976,171.4294939878341,181.8063214352791,192.34652983476187,195.61172055977477,198.7604264191336,224.36092380729067,230.78561954643865,220.76038729072,218.98346775943853,228.34253657362927
2,1984-06-01 18:25:17+00:00,190.14756024762409,161.34164240623556,167.22438726970623,185.0686082468833,181.90885425350132,165.96010480324247,190.1287115211631,182.53708775357455,173.30637052810124,179.27529248029856,187.18315214867138,195.7893404566143,189.70086140566056,182.17829761104232,188.60066871161803,202.1869347997536,186.70243169922637,174.79238961919768,170.96464308742264,181.61473333768853,169.24775700485492,179.39841686161444,168.39112287265817,168.62339550329597,185.09712419202,182.04790242337748,193.52050189692946,207.14684363697847,227.46702743736628,206.2055973192593,210.19703405998035,205.94260714261733
3,1984-06-17 18:25:35+00:00,217.60011431574281,163.68478528459303,190.7761908058227,192.61617122384487,176.19434255819505,170.0772351427705,195.87790721496816,181.22291564688956,181.45642207958267,188.41837400179128,204.54137151327865,208.4623665701957,203.94033381183635,199.04926578751093,196.20228429048333,199.64891870102136,180.7770913356618,177.29956251249945,181.4331686997078,198.84632804420002,185.08575112043036,186.51617396329152,160.6484041098928,183.51922190972124,181.17125485588815,185.81783842799416,203.67243039236826,211.52379274443047,235.7691744700481,219.7531124410471,213.09950203439047,206.1060687142564
4,1984-07-03 18:25:46+00:00,199.96637893043226,153.12388547952423,186.16031435391562,180.86211241592343,179.64165390071807,170.16029245238414,188.91844639846713,175.80784842756134,171.86884708975475,182.63526839920243,196.10662977396845,188.9779686098796,207.02260142311988,196.1238096250717,192.50158486608345,190.0101590672574,183.67473419259824,181.43855424278019,182.37900136928855,182.6834706213282,182.21405262118782,171.53536561190623,165.99088128331002,176.81478226811643,180.25474329532972,182.88483447542092,200.66827536985062,214.6281006972918,201.60382918610935,206.6177367737099,202.97448577799605,195.08404139922425
5,1984-09-21 18:27:21+00:00,200.4193075884458,204.98734932105535,211.08068005371544,218.82668152082914,211.81367677187188,193.83046338730634,198.90509638487129,205.3227496169175,198.08365548149527,194.7529268127917,213.9407247765969,197.21457260232074,195.97675017762987,193.74952951120724,197.47733211076505,206.70513344519992,192.15512990880626,188.1428858920425,170.44806676835927,184.0266974865254,193.18133334453452,186.03269735817958,176.0376652108118,175.63483252771067,184.9057628570014,191.773794780282,202.62291692408306,196.45356697850497,198.2034719406037,192.49407965341697,178.90209544954436,187.30215675744415
6,1984-10-23 18:27:16+00:00,197.56197557372772,197.8609159529883,200.16014947940957,226.94757280906938,211.42087125132318,193.48476872734923,207.49590836904486,208.69804527849396,204.56768897047178,206.46080520791972,208.65716841934864,191.52933224675877,204.3306124152593,208.20431000665286,204.2571489623759,212.71317081605898,212.46119439163033,202.70769835308255,182.86963730303873,187.6514216276429,192.19148170196985,194.27370894078638,184.32413955438105,183.19133211759356,186.15102405469185,204.5629150897582,211.31233424697746,207.75359753516682,197.46349283705482,194.99194256645944,187.4672044015118,193.78116646473572
7,1985-02-28 18:27:41+00:00,187.99233290727622,176.58943366907673,191.5652175242247,203.371616531355,183.24512391354986,193.74880235885757,186.2737768030187,184.26872795843667,174.09457829648335,190.40564383692268,214.56786236564258,202.1810605584877,189.5818537970119,175.6726617298499,198.8587961746014,203.10678369775962,198.1434227232138,189.29292346825824,176.70398910148904,202.15939359081,191.4728079803729,175.77561630578583,183.94410170846274,195.30547224956965,203.64266579072938,198.75655699444334,193.95617263922657,188.43974093285368,185.90638708170448,206.19411721815263,197.3274358944848,192.09234888702233
8,1985-08-07 18:26:58+00:00,218.92903522771527,241.36134623419346,,234.31865180895733,219.81278298045683,204.334028555123,206.03342841975206,199.08698808699464,199.55022364408728,197.1125634701006,218.56268545652168,218.10446184161205,219.09648660454945,210.7471468521775,206.29119292395904,212.65866617851682,192.611031663384,187.22218227623998,192.79842097776645,219.6664242878393,210.23528129893865,200.72120035709816,193.0463658480246,193.89733295749377,190.32863826248712,186.20327372130032,190.2173790724129,180.3799221108619,186.1866664137346,200.0051167048535,197.01779179515088,188.28204890470806
9,1985-09-08 18:26:36+00:00,217.66969353962494,206.92663592284697,208.2462452708675,,,173.47204908441648,192.53394617302376,190.34091444418516,189.3141736485592,183.18185651171405,205.5755385860037,190.28227208866053,198.5593922750275,202.361964325072,202.4641268252362,195.25457672040636,189.2479884895434,195.7935739673021,197.38797790417064,210.75475465223306,199.9533048453264,184.41631351202943,182.27132627976007,181.8412141591045,177.051275524561,178.28545691182754,171.93711085671262,164.49489934892267,170.3846105373096,187.35145010617566,183.33859264222704,174.1132491004685
