,dates,aus0220-0000,aus0220-0001,aus0220-0002,aus0220-0003,aus0220-0004,aus0220-0005,aus0220-0006,aus0220-0007,aus0220-0008,aus0220-0009
0,1987-05-22 23:08:08+00:00,163.80778603479177,176.92375913867374,163.47105332824518,168.82488876901095,161.79867617332536,166.46601030755684,164.2181083195771,164.39646556195174,166.50285260663878,185.17062535937345
1,1987-09-27 23:11:15+00:00,207.0556336663533,205.4976781177649,195.25481427076483,195.75329254609278,177.93147159343113,163.47494329649,163.09002443575642,168.29439002026055,171.15656443818926,194.2537120875732
2,1987-10-13 23:11:33+00:00,190.72870474222262,199.0172614101502,185.05081827611374,179.04324609045247,163.04570964915084,152.50632991357853,148.72568753774894,155.47345070565316,161.9879772813971,174.3530748602156
3,1988-01-17 23:13:14+00:00,169.44822251046244,179.73427608198855,141.23070061826442,158.6378548212576,154.27246522094373,161.39271131855946,146.30551488879868,158.2174682304212,159.89844817849948,169.21666311964117
4,1988-02-18 23:13:47+00:00,189.92324067102453,182.2074761016253,157.5322099141368,158.01185447396276,153.64055524441994,156.9165850587827,166.58277924208025,175.57002262956442,188.77741130884104,190.21677590413728
5,1988-04-22 23:14:16+00:00,166.14242909530233,176.31860110670885,164.81781492377814,176.66053289673587,169.06842677780412,164.00092841385498,169.60723882973298,164.6497214392741,165.74582241290327,177.4692281414767
6,1988-05-08 23:14:26+00:00,176.30727000266788,151.60349258019954,138.8590884087422,155.0220009452058,159.33477704036875,164.0414453369264,162.4662486531981,158.39644079103036,174.1016383663977,174.6767377705812
7,1988-06-25 23:14:44+00:00,162.38715839384733,168.80204628736197,165.14782036305357,172.65204408830076,162.80434185313382,163.7762664152509,170.3358044382231,162.1040118660919,168.08136591953587,
8,1988-07-27 23:14:50+00:00,164.08563499511376,164.1967092428573,159.54996857402588,175.44676311030804,168.4890920157281,155.32715073909196,159.40992584672935,153.27850100825935,150.55610199600864,174.51047832515536
9,1988-08-28 23:14:54+00:00,168.64267203924064,176.9011890630409,156.71777223394614,164.27595132804854,159.42193503682068,158.48058855674716,158.48303000604886,161.92906173565075,162.67302183839067,186.68425963143187
