,dates,per0161-0000,per0161-0001,per0161-0002,per0161-0003,per0161-0004,per0161-0005,per0161-0006,per0161-0007,per0161-0008,per0161-0009,per0161-0010,per0161-0011,per0161-0012,per0161-0013,per0161-0014,per0161-0015,per0161-0016,per0161-0017,per0161-0018,per0161-0019,per0161-0020,per0161-0021
0,1986-05-05 14:36:17+00:00,201.60065378346286,182.8558119706534,186.16836550806005,200.47521611067089,211.54855804570195,198.91167314145235,194.88474725532166,191.74718588559264,195.2987626535659,197.24402377714947,193.32969279650632,197.83636261742174,214.6371491680962,208.19960314696667,203.0496850999678,194.25902042035068,186.67221153618397,184.1907662046164,178.25654126239,169.68365589994707,164.01892193223665,169.446867472917
1,1987-03-05 14:32:51+00:00,205.83288564969766,183.41864099115944,182.8406622626646,203.3579621426927,212.47184841527172,199.9990449989055,193.4842037890421,189.9294447777253,191.8994207272182,192.62436300977055,191.67662515319967,197.27045730282478,199.83349821032994,203.01946621020176,201.7597798079372,196.13254256009088,184.7883866032571,181.9399458802876,171.37021159863195,166.71735447765792,162.76921538804658,175.21203323462385
2,1987-05-24 14:35:24+00:00,202.6591814061289,179.70429535240453,174.1618820045132,188.90872873776766,203.6914203434619,201.01761230387734,189.17722038030794,191.40713399913162,188.79826484715952,190.90735253829845,189.06563781083457,193.9566122416536,195.43188479574297,203.32950717184252,195.78349646855526,191.94881422727696,186.1753933523354,181.94593767245445,167.0473865896603,172.63371309738307,164.67673099090734,165.91147822195296
3,1987-12-18 14:39:56+00:00,206.34333340268,183.89915216791167,183.1199839618784,199.4883085490584,211.25859255747997,197.3006260904683,196.1334904101942,188.82745327933262,186.90306430702987,186.0103140107365,186.12813214449477,192.59884754524785,197.924730221391,203.1938459644743,192.17530200807124,187.50363925834387,184.65300617924476,181.13869057664698,169.54074117705602,159.3135764223943,155.28783352904765,164.05495134760974
4,1988-03-23 14:41:20+00:00,200.59842991353918,170.7556587904254,169.3718432447463,179.79353494150408,197.25982860112907,184.14852561561315,178.87763264524594,178.60779736762214,177.63984769085732,173.1986791582105,173.86726292746928,185.88110765321983,198.52047292827575,198.92381730998133,186.71539000376464,181.88058136719428,175.13971180011902,175.4586033584514,167.11692765550293,157.13446613619053,150.1695431870487,156.57630566114648
5,1988-04-08 14:41:26+00:00,202.94960440942566,179.9053623232768,180.58784994567347,189.2648168785717,203.8968040011522,188.1234894550181,187.45313100801383,186.16248395438043,185.92982431886574,186.76620914993572,185.81553248383682,191.93648072865244,208.39115397238984,207.8450488243103,199.48737490981344,198.07004883191652,187.43533210482087,185.9003167735096,172.83886109043667,164.95744854660325,163.24791971602292,167.77578558252327
6,1989-05-13 14:39:54+00:00,203.75921230455234,183.5281246461276,179.6206877399053,187.54067056152718,209.54862262287207,195.7028009667387,187.2233010249626,191.1272819414715,190.7124496337422,190.14929452124844,186.96045705467643,201.56362592087632,207.47105390861014,208.3674690849641,197.08778887956078,194.0337111003156,188.8757255937995,183.19046991763042,179.34898074913673,169.39284684308282,162.23598125371655,164.3218791635216
7,1989-10-04 14:36:59+00:00,205.13364187655208,182.0830020403685,184.82302895046382,200.9858034623499,212.6232419219504,195.20234293407827,184.64133107613645,185.20204221067146,179.6968725274915,193.55552182952272,193.18894503330947,188.53345232272432,197.57754262940009,198.25433859294603,189.05736799556598,190.67608532232475,182.12040341959332,181.53163636274203,172.92360482676395,169.55976083394816,157.7658880915403,162.13066377029978
8,1989-12-23 14:34:34+00:00,225.6211381706965,195.04680977517137,194.40321511712133,206.56427446224978,219.53640404502636,209.93549164599168,201.02688323786856,196.5902019847642,199.97516925838136,202.83603231319407,202.8338597234888,201.9132085037449,209.8359756746249,211.075544067126,202.7000950694183,201.79959536683242,188.91651781759202,189.87522238096722,180.2490868097028,174.29332899841086,165.75153920363988,174.66580900509842
9,1990-01-08 14:34:00+00:00,224.02714163072272,196.17952601158422,193.66603044603124,207.20616642829174,223.8647766852211,211.36291902655023,204.0774369845776,198.61287687451778,201.1721408861437,203.33516162857836,208.78486313071753,206.883689517021,217.73202177304753,216.8583836178271,215.03268320887315,208.18530788160754,204.24162479382434,194.19614043006732,189.61290016640035,179.46901609043755,169.46287299774724,174.98653654879115
10,1990-01-24 14:33:32+00:00,216.44970987666588,182.36047927000095,176.25198534552732,188.4094091854476,202.52329035375473,189.90129230472024,178.3431748130158,177.20357260257506,175.45494263355675,175.62766724823564,178.60873327214705,175.79874618351087,177.68931916746658,181.82685782400142,182.63579131326793,176.29214346149152,169.91456670432203,158.29618702843788,161.88685081354237,145.54091466287173,143.9491538118575,148.81552450385857
11,1990-03-13 14:31:57+00:00,203.22510714964437,180.56616633811166,180.55659777190374,190.1906486673019,206.85039256699042,201.6394393565771,191.39273873857252,191.20074798784344,186.7788382307374,186.8418211127831,183.0894562925151,186.3755468027405,197.13213028469022,192.64763681485763,182.45278087998577,179.61044528077292,170.7083831151499,172.99784701092835,168.854457395135,164.80832051966792,158.4170622585437,162.83108523450093
