dates,nzd0027-0000,nzd0027-0001,nzd0027-0002,nzd0027-0003,nzd0027-0004,nzd0027-0005,nzd0027-0006,nzd0027-0007,nzd0027-0008,nzd0027-0009,nzd0027-0010,nzd0027-0011,nzd0027-0012,nzd0027-0013,nzd0027-0014,nzd0027-0015,nzd0027-0016,nzd0027-0017,nzd0027-0018,nzd0027-0019,nzd0027-0020,nzd0027-0021,nzd0027-0022,nzd0027-0023,nzd0027-0024,nzd0027-0025,nzd0027-0026,nzd0027-0027,nzd0027-0028,nzd0027-0029,nzd0027-0030,nzd0027-0031,nzd0027-0032,nzd0027-0033,nzd0027-0034,nzd0027-0035,nzd0027-0036,nzd0027-0037,nzd0027-0038,nzd0027-0039,nzd0027-0040,nzd0027-0041,nzd0027-0042,nzd0027-0043,nzd0027-0044,nzd0027-0045,nzd0027-0046,nzd0027-0047,nzd0027-0048,nzd0027-0049,nzd0027-0050,nzd0027-0051,nzd0027-0052,nzd0027-0053,nzd0027-0054,nzd0027-0055,nzd0027-0056,nzd0027-0057,nzd0027-0058,nzd0027-0059,nzd0027-0060,nzd0027-0061,nzd0027-0062,nzd0027-0063,nzd0027-0064,nzd0027-0065,nzd0027-0066,nzd0027-0067,nzd0027-0068,nzd0027-0069,nzd0027-0070,nzd0027-0071,nzd0027-0072,nzd0027-0073,nzd0027-0074,nzd0027-0075,nzd0027-0076,nzd0027-0077,nzd0027-0078,nzd0027-0079,nzd0027-0080,nzd0027-0081,nzd0027-0082,nzd0027-0083,nzd0027-0084,nzd0027-0085,nzd0027-0086,nzd0027-0087,nzd0027-0088,nzd0027-0089,nzd0027-0090,nzd0027-0091,nzd0027-0092,nzd0027-0093,nzd0027-0094,nzd0027-0095,nzd0027-0096,satname
2001-01-26 22:08:07+00:00,429.55,417.39,415.35,412.46,419.06,403.48,439.82,433.07,433.00,439.49,448.70,451.25,437.06,433.38,450.90,458.43,453.57,457.45,463.94,466.74,463.49,478.70,486.69,486.83,476.24,472.20,470.88,481.42,487.98,476.77,,484.54,,485.40,480.87,484.03,488.98,485.99,,,454.15,448.38,444.85,449.16,454.77,452.24,449.44,455.63,455.08,440.73,417.81,402.63,402.44,403.03,418.81,424.91,416.31,427.15,425.96,422.93,433.82,425.44,422.03,417.34,416.96,417.69,418.32,413.44,411.05,413.00,411.35,405.60,403.74,404.47,407.22,403.78,404.37,400.38,399.73,406.35,402.01,397.19,397.18,392.97,398.84,399.03,401.19,392.84,390.18,395.27,400.45,390.64,393.26,379.64,388.69,383.51,367.28,L7
2001-06-03 22:07:16+00:00,410.09,394.91,396.91,393.85,408.29,395.71,422.95,419.59,412.72,420.81,425.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.98,426.33,424.10,428.75,423.88,423.90,430.23,418.42,402.47,404.10,390.10,386.28,388.95,406.23,410.82,409.16,411.51,418.18,426.80,422.22,415.36,411.82,408.95,410.12,409.49,405.01,406.07,401.17,402.40,398.37,398.83,394.35,394.17,391.39,394.78,390.25,388.01,385.43,391.05,388.57,388.85,392.69,387.56,383.02,380.39,381.00,386.99,387.51,382.29,383.76,368.29,366.39,363.85,362.65,,,L7
2001-06-19 22:07:05+00:00,412.90,402.26,396.32,392.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.37,432.32,,433.71,427.97,431.56,437.76,420.08,404.14,383.50,399.92,392.58,389.53,406.99,410.28,409.41,413.20,417.31,419.26,413.36,409.53,403.20,402.29,401.82,406.32,399.75,400.36,396.68,395.81,393.50,391.94,387.82,386.08,381.81,384.74,385.54,382.90,380.23,385.48,386.74,384.63,390.55,381.52,383.05,,,378.90,377.55,373.81,373.48,351.90,358.26,356.13,358.32,,,L7
2001-12-12 22:06:14+00:00,381.32,380.38,382.45,376.41,388.26,372.96,409.99,402.89,403.23,413.64,417.16,415.48,407.24,405.10,419.53,430.60,426.60,433.98,436.57,443.99,438.70,454.27,460.58,458.29,451.31,442.92,440.71,447.24,449.53,439.36,429.26,,,445.50,452.74,464.26,479.32,478.23,473.51,451.97,424.12,423.46,416.87,,423.76,420.60,420.25,423.98,420.56,402.37,358.14,384.75,380.04,388.57,402.33,404.68,403.16,409.08,411.19,414.60,412.50,406.17,403.73,403.50,405.39,405.99,401.81,398.10,397.84,396.27,396.26,391.83,388.86,386.12,385.32,383.09,384.93,378.71,,,,,,,,,,,,,,,,,,,,L7
2001-12-21 22:00:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.15,386.00,383.32,383.58,389.29,393.18,390.31,389.13,390.52,,389.61,392.14,391.76,393.76,389.75,378.12,381.40,367.05,362.39,360.73,369.45,,,L7
2002-01-22 22:00:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.61,417.14,344.25,405.08,,,435.35,438.61,441.69,443.94,435.16,430.45,424.58,423.26,428.04,424.46,420.71,421.97,424.75,422.46,419.26,419.94,414.97,413.99,403.42,409.11,402.20,401.68,399.83,405.89,407.71,412.02,415.51,408.19,409.24,402.25,397.01,397.85,400.42,390.95,394.42,379.89,379.50,388.20,388.12,381.93,376.24,L7
2002-01-29 22:06:21+00:00,400.17,393.55,387.61,386.60,,377.90,423.02,415.92,415.26,423.02,430.91,430.35,417.83,420.14,429.78,438.96,434.20,442.43,446.92,451.85,447.00,460.75,470.46,469.20,459.35,453.39,450.03,454.65,461.65,458.18,443.27,,,462.87,459.01,456.11,462.96,452.93,463.87,457.51,433.82,431.62,428.09,430.85,433.02,434.54,433.44,437.44,431.76,414.41,391.79,389.61,392.16,391.20,,,,417.34,418.69,416.01,423.73,,,411.25,,,,,,,,,,,,,,,394.60,397.58,396.03,393.58,395.62,392.94,391.97,386.13,384.59,376.98,374.25,384.55,384.14,373.59,381.13,369.66,380.29,375.26,366.72,L7
2002-02-23 22:00:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.83,373.26,403.85,,,,,,,,,,397.53,432.34,,,,,415.56,,,405.70,398.25,401.75,396.90,399.32,376.22,370.57,365.14,368.38,363.51,,L7
2002-04-28 22:00:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.16,410.90,402.82,404.27,400.33,399.83,393.31,392.61,386.87,,,397.27,390.18,390.86,398.64,387.30,390.94,386.25,387.02,386.59,385.39,,337.05,,,,,,,,372.02,,L7
2002-06-22 22:06:03+00:00,402.69,391.10,389.38,,,,417.95,410.12,408.35,417.58,422.03,420.75,412.77,410.59,424.24,433.97,432.05,430.30,439.73,441.52,438.16,453.31,460.83,459.23,445.23,441.41,439.91,449.15,449.80,442.88,433.02,,,438.22,465.89,467.38,475.42,,,,,,,,,,,,,398.62,378.64,397.68,385.41,391.32,410.62,415.45,411.21,410.81,405.59,411.97,418.81,,,,,,,,,,,,,,,,,,,,,,,,,,,372.44,379.20,372.22,,354.74,356.96,356.77,357.47,,,L7
2002-12-24 21:59:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.17,416.75,402.63,404.28,396.73,396.66,403.83,399.35,393.30,,,384.10,410.99,405.40,407.78,389.32,392.52,397.18,390.34,385.16,379.14,,,,L7
2003-01-16 22:06:02+00:00,417.63,412.34,406.07,407.38,410.66,397.81,437.10,431.02,434.82,442.50,444.58,446.77,436.54,428.94,448.26,454.05,448.12,452.26,461.30,468.92,461.70,477.74,486.47,485.99,477.06,461.83,463.02,466.35,469.24,464.95,460.63,,,469.24,471.95,479.79,486.16,482.48,483.41,470.90,443.34,436.37,435.70,443.26,444.85,444.96,442.57,442.97,441.40,428.37,412.51,417.77,403.95,404.83,419.62,420.08,416.43,423.24,425.03,425.81,424.47,416.55,413.84,410.11,411.79,410.15,409.28,407.50,405.10,,,,,393.64,398.50,391.81,393.03,386.17,389.63,390.57,389.15,387.78,,,,,,,,,,,,,,,,L7
2003-02-10 22:00:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.26,413.88,397.62,397.25,394.11,397.62,390.51,387.87,,,,397.02,396.26,398.73,392.49,385.61,386.45,379.09,392.40,383.75,,,,366.76,378.10,386.19,383.20,377.25,L7
2003-04-22 22:06:19+00:00,413.77,412.66,407.54,408.57,411.01,401.11,450.23,440.68,440.56,441.22,443.30,447.24,438.50,434.23,445.97,452.71,449.69,458.50,462.70,468.98,461.84,474.01,481.99,481.31,471.41,464.14,464.72,470.91,476.78,469.66,459.64,455.76,443.98,465.41,472.12,477.30,487.89,485.50,486.31,472.35,448.20,450.20,450.77,447.80,447.13,445.64,444.44,450.04,440.34,425.32,407.26,422.98,404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-05-08 22:06:20+00:00,414.87,412.85,406.53,403.57,408.41,397.08,438.87,434.63,434.02,439.17,440.57,444.34,438.35,432.10,443.96,453.65,446.80,452.62,459.00,464.62,458.73,470.60,480.17,477.83,470.04,458.70,459.02,,,,,,,,,,,,,,442.87,441.80,438.36,440.54,443.19,442.38,441.15,445.24,436.73,421.58,401.43,410.82,399.00,401.25,418.62,419.80,417.45,423.80,428.10,430.31,432.73,426.57,420.35,418.29,420.56,419.52,417.33,415.91,413.52,409.55,408.67,403.71,401.40,400.11,401.38,398.65,394.61,396.93,392.72,402.00,396.10,402.49,403.67,400.14,398.68,394.64,397.20,399.45,397.07,393.20,396.73,389.09,383.36,373.88,385.92,375.71,349.48,L7
2003-05-24 22:06:17+00:00,414.65,401.88,395.10,396.61,405.01,397.07,425.69,424.99,420.15,429.78,430.50,,,,,,,,,,448.03,461.79,470.43,469.55,451.58,446.00,443.56,454.67,456.40,446.05,436.96,415.97,410.79,460.01,471.13,474.78,483.61,484.33,474.45,458.14,433.13,431.87,425.91,427.21,430.36,427.11,434.87,436.03,422.98,414.09,405.39,411.05,398.78,400.07,410.52,417.10,417.05,417.75,422.96,428.86,421.86,413.40,408.95,407.44,405.45,407.13,402.71,403.79,401.81,403.35,400.96,402.27,396.81,396.79,390.75,390.92,390.48,384.89,388.17,386.63,388.20,390.48,390.25,385.98,385.59,383.41,,387.15,388.32,382.63,,375.17,368.12,364.34,361.78,,,L7
2003-08-29 21:48:38+00:00,416.58,407.64,401.18,399.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.48,445.23,439.77,445.86,443.58,380.57,416.65,417.62,410.02,403.23,420.88,424.55,415.78,425.86,426.70,424.35,438.42,434.35,425.03,425.14,417.76,420.31,416.25,414.79,409.84,414.48,409.84,404.96,402.86,400.72,402.27,401.87,401.73,396.26,397.02,402.36,399.79,394.37,398.65,395.42,398.82,398.65,401.13,400.93,388.01,388.05,394.40,390.16,382.52,373.46,383.56,377.22,364.40,L5
2003-09-30 21:49:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.56,422.38,,,,,,,,399.51,407.82,392.16,387.34,405.15,416.85,408.33,416.27,425.12,416.35,423.80,421.17,413.38,411.77,407.62,410.20,406.79,405.15,403.48,402.02,401.46,392.51,393.04,389.50,388.28,389.91,388.97,382.19,384.59,385.12,383.73,382.84,379.61,382.51,381.51,377.83,385.44,379.07,376.32,,,,355.44,361.44,369.40,374.48,370.36,L5
2003-12-19 21:50:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,472.55,,,,,,,,,,,,,,,,447.92,448.79,451.63,456.43,451.54,450.38,450.06,435.26,421.12,412.77,421.95,407.34,411.93,425.48,428.07,431.24,430.36,436.19,443.73,433.38,431.34,425.75,427.06,429.83,429.73,422.83,421.00,421.79,411.82,410.08,407.73,407.05,407.51,400.59,401.20,403.02,397.05,398.83,398.77,401.41,402.93,402.60,394.66,395.63,392.85,390.02,396.98,399.61,396.23,394.30,376.98,374.27,378.38,373.63,374.96,375.59,L5
2003-12-26 21:56:18+00:00,425.68,411.96,410.22,412.01,425.08,403.53,447.20,436.19,434.97,445.73,454.30,454.55,442.74,445.26,456.68,461.83,451.19,452.13,457.62,459.11,460.14,471.05,480.67,481.75,468.01,464.62,465.03,474.65,489.32,482.71,475.98,,480.23,442.63,478.21,480.39,487.13,487.72,490.65,468.46,446.55,441.71,435.49,444.24,448.51,445.09,442.00,451.41,459.10,428.96,428.24,430.57,417.19,418.26,,438.36,418.04,422.51,424.30,420.42,433.10,429.53,421.58,423.45,430.15,432.22,430.40,426.68,423.88,427.09,429.23,404.42,404.88,402.13,409.45,402.84,406.01,412.31,414.07,416.06,413.59,412.73,414.17,409.61,404.75,401.02,405.36,399.87,394.24,402.20,415.75,413.50,406.16,390.31,406.95,406.80,382.18,L5
2004-01-19 22:06:35+00:00,409.51,407.05,403.51,400.69,411.40,399.37,445.07,,,,,,,425.62,437.63,448.90,442.62,443.49,453.82,458.84,453.94,466.65,475.82,,,,,,,,,,,,,,485.34,482.88,478.14,467.37,438.25,434.58,431.83,433.93,434.99,434.14,433.81,439.37,429.64,417.73,418.96,,,,,416.29,414.43,415.82,418.62,420.45,418.48,414.18,411.55,408.94,411.57,410.09,,,,,400.10,396.22,394.37,393.88,391.97,391.40,388.29,383.86,385.04,385.76,,,,382.11,383.88,381.47,381.79,382.47,383.75,381.78,376.87,365.88,,,,370.06,365.30,L7
2004-04-16 21:57:19+00:00,419.51,403.02,400.01,399.24,,,,,,,,,434.21,433.47,442.60,459.08,449.15,451.00,461.03,464.44,454.31,467.00,476.42,477.48,472.01,462.01,462.05,462.59,465.40,457.61,454.75,452.32,456.74,464.46,472.34,476.81,487.90,490.22,485.25,468.07,446.77,444.93,436.54,436.23,440.38,438.97,439.47,442.25,436.35,422.36,407.92,416.31,402.77,408.81,421.08,425.89,420.61,430.33,430.28,425.46,421.20,415.23,412.55,408.55,414.00,412.91,417.21,418.06,413.61,416.44,414.36,413.30,412.91,400.22,398.83,395.17,392.45,388.48,392.17,399.31,400.44,400.72,403.13,398.30,395.73,397.32,390.47,395.27,394.23,388.55,391.81,385.74,389.82,388.14,389.14,384.68,371.91,L5
2004-05-18 21:58:14+00:00,398.22,392.93,389.86,382.50,383.09,388.24,417.67,412.55,414.39,425.86,428.94,433.30,418.51,418.86,432.65,442.61,434.58,442.14,445.85,451.13,,,,,,,,,,,,,,,,,,,,,,435.63,429.82,438.83,440.59,435.77,436.37,444.72,435.27,425.61,381.41,396.12,397.01,395.53,414.61,418.73,415.12,419.75,422.56,423.50,428.11,420.43,414.75,414.20,409.15,410.94,409.47,407.59,405.02,406.76,408.58,408.70,404.28,403.96,407.00,402.39,400.18,385.87,389.47,390.60,387.83,386.42,389.88,389.20,397.19,396.86,396.20,405.62,394.66,399.00,396.53,390.44,383.73,373.69,383.62,359.75,333.79,L5
2004-06-11 22:06:38+00:00,387.31,388.52,385.93,392.75,400.93,383.34,418.94,411.83,412.82,424.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.78,431.16,425.03,423.08,426.98,429.95,427.32,430.58,433.44,421.85,411.03,405.91,408.83,396.13,,,,,420.84,421.81,426.19,419.33,411.76,410.81,405.28,411.73,408.66,407.29,404.72,,,,,394.56,394.21,394.97,394.80,394.98,395.70,391.61,394.32,392.52,394.02,,,,,,380.40,385.98,377.76,,362.56,361.36,361.55,,,,L7
2004-06-12 21:52:47+00:00,396.57,394.62,394.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.97,430.45,425.49,432.32,437.22,433.01,435.68,437.09,423.08,408.42,405.03,410.38,390.35,398.63,416.00,422.48,420.24,419.43,424.92,428.25,420.40,414.79,410.47,411.36,416.35,411.91,409.85,407.67,408.28,407.90,406.63,406.31,401.44,403.76,401.93,402.84,401.92,394.23,395.42,394.64,396.74,398.94,400.65,391.73,395.28,391.29,387.67,396.18,395.27,387.11,383.19,375.67,375.07,373.42,369.58,,,L5
2004-07-29 22:06:27+00:00,375.89,367.96,371.75,374.63,,379.43,406.44,401.85,402.13,414.63,418.03,418.39,406.50,406.10,418.93,429.75,424.29,428.44,440.83,,,,,,,439.71,436.64,444.84,444.62,436.19,430.66,411.97,423.79,438.52,462.39,476.15,483.17,481.27,,457.31,432.33,,,,,,428.18,430.61,422.80,409.21,396.08,397.56,393.78,394.33,402.70,408.63,408.83,410.86,419.46,,,,,396.72,402.42,400.86,397.48,396.50,393.83,393.85,393.44,391.39,386.68,,,,382.45,380.92,379.24,380.84,381.83,382.30,386.21,376.68,380.18,377.42,,,,377.89,375.43,361.82,357.85,359.99,361.32,352.18,,L7
2004-08-06 22:00:22+00:00,379.61,376.05,372.42,371.80,376.36,376.62,404.56,404.01,406.51,420.65,418.69,422.69,409.73,412.82,416.49,422.37,417.36,421.26,430.21,432.52,430.27,441.69,455.31,451.29,444.05,436.53,439.31,445.37,451.85,447.98,438.73,441.58,434.91,435.59,458.77,466.06,469.78,456.50,,438.82,418.63,417.33,415.39,416.32,417.89,418.85,422.65,428.36,420.53,412.50,387.71,394.00,389.39,391.01,407.61,401.59,399.56,406.24,409.07,408.15,408.89,405.39,406.53,405.14,404.87,407.25,409.81,404.27,402.25,397.68,392.12,386.95,384.43,380.24,380.81,378.64,384.10,380.94,383.70,387.63,385.81,383.69,381.17,375.04,374.09,369.67,373.94,372.89,380.98,381.35,386.99,378.57,374.52,365.86,369.18,352.31,345.29,L5
2004-08-30 22:06:20+00:00,399.48,387.93,387.27,389.65,398.91,,417.39,415.39,417.29,429.09,435.12,436.17,,,,,,,446.32,446.58,446.22,456.96,465.25,464.90,456.50,452.06,452.92,459.19,464.12,460.93,452.20,463.48,462.00,450.53,463.78,481.99,,,,,438.97,437.71,432.40,438.20,440.44,434.71,434.05,438.48,436.69,428.94,401.22,405.08,408.60,421.78,,,,,425.12,427.06,429.96,424.75,417.35,416.28,417.05,417.53,418.56,414.43,415.50,,,,,395.06,392.28,392.41,386.86,384.82,387.22,389.23,389.73,385.20,,,,387.06,388.03,386.03,383.72,385.48,383.54,383.49,373.89,365.98,369.60,,,L7
2004-10-10 21:59:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.10,404.18,404.01,411.01,405.73,400.64,401.12,,,,,,,,391.46,389.17,392.15,389.92,388.14,385.55,,,,,,,384.67,376.62,375.63,369.41,366.95,361.53,363.30,,,L7
2004-11-11 22:00:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.93,436.77,433.56,431.05,439.38,433.15,423.91,407.34,400.41,,,,,,,,420.75,422.28,416.78,409.82,412.68,417.06,416.34,412.03,,,,,,,392.80,390.34,390.07,386.58,389.34,390.71,392.70,,,,,,,385.43,388.40,387.72,392.30,390.02,385.79,381.06,,,,,L7
2004-12-13 22:00:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.94,418.39,415.32,420.29,420.21,409.11,406.70,,,,,,,398.04,399.29,395.59,402.04,397.27,398.99,398.48,,,,,,,394.77,390.91,381.64,402.24,397.24,,L7
