dates,nzd0027-0000,nzd0027-0001,nzd0027-0002,nzd0027-0003,nzd0027-0004,nzd0027-0005,nzd0027-0006,nzd0027-0007,nzd0027-0008,nzd0027-0009,nzd0027-0010,nzd0027-0011,nzd0027-0012,nzd0027-0013,nzd0027-0014,nzd0027-0015,nzd0027-0016,nzd0027-0017,nzd0027-0018,nzd0027-0019,nzd0027-0020,nzd0027-0021,nzd0027-0022,nzd0027-0023,nzd0027-0024,nzd0027-0025,nzd0027-0026,nzd0027-0027,nzd0027-0028,nzd0027-0029,nzd0027-0030,nzd0027-0031,nzd0027-0032,nzd0027-0033,nzd0027-0034,nzd0027-0035,nzd0027-0036,nzd0027-0037,nzd0027-0038,nzd0027-0039,nzd0027-0040,nzd0027-0041,nzd0027-0042,nzd0027-0043,nzd0027-0044,nzd0027-0045,nzd0027-0046,nzd0027-0047,nzd0027-0048,nzd0027-0049,nzd0027-0050,nzd0027-0051,nzd0027-0052,nzd0027-0053,nzd0027-0054,nzd0027-0055,nzd0027-0056,nzd0027-0057,nzd0027-0058,nzd0027-0059,nzd0027-0060,nzd0027-0061,nzd0027-0062,nzd0027-0063,nzd0027-0064,nzd0027-0065,nzd0027-0066,nzd0027-0067,nzd0027-0068,nzd0027-0069,nzd0027-0070,nzd0027-0071,nzd0027-0072,nzd0027-0073,nzd0027-0074,nzd0027-0075,nzd0027-0076,nzd0027-0077,nzd0027-0078,nzd0027-0079,nzd0027-0080,nzd0027-0081,nzd0027-0082,nzd0027-0083,nzd0027-0084,nzd0027-0085,nzd0027-0086,nzd0027-0087,nzd0027-0088,nzd0027-0089,nzd0027-0090,nzd0027-0091,nzd0027-0092,nzd0027-0093,nzd0027-0094,nzd0027-0095,nzd0027-0096,satname
1999-08-17 22:10:26+00:00,387.73,376.27,373.85,373.00,,,407.78,407.58,404.59,411.54,420.19,420.46,412.35,409.16,423.05,430.71,427.07,433.06,436.52,442.57,440.86,455.35,461.58,462.94,453.27,448.08,446.74,,,,,,,440.36,446.25,453.11,459.75,458.97,458.70,447.40,425.65,424.72,420.38,421.50,426.91,423.95,420.54,430.49,422.26,415.18,404.60,364.78,381.87,386.87,404.12,409.04,399.15,,410.87,417.60,418.62,414.41,411.23,410.10,414.46,414.59,409.15,409.21,405.45,406.52,406.40,404.80,400.62,405.43,403.70,405.94,401.30,403.15,401.62,407.77,398.93,400.86,395.77,397.11,393.45,391.74,398.97,402.04,399.03,390.18,394.03,374.29,379.32,371.22,381.52,376.10,362.80,L7
1999-09-27 22:04:25+00:00,387.73,376.27,373.85,373.00,,,407.78,407.58,404.59,411.54,420.19,420.46,412.35,409.16,423.05,430.71,427.07,433.06,436.52,442.57,440.86,455.35,461.58,462.94,453.27,448.08,446.74,,,,,,,440.36,446.25,453.11,459.75,458.97,458.70,447.40,425.65,424.72,420.38,421.50,426.91,423.95,420.54,430.49,422.26,415.18,404.60,364.78,381.87,386.87,404.12,409.04,399.15,,411.16,416.34,421.60,418.40,414.70,412.77,412.99,414.70,411.42,409.05,408.53,407.61,409.76,405.35,403.20,405.34,403.41,404.82,403.51,400.68,401.08,406.66,400.33,400.82,395.73,398.50,396.19,393.19,400.93,396.51,393.71,389.94,395.50,381.67,384.70,375.00,385.06,383.25,371.53,L7
1999-10-04 22:10:38+00:00,386.40,378.72,376.71,377.75,398.84,389.54,412.92,407.02,404.02,413.68,418.61,417.96,409.73,407.88,420.68,430.99,427.19,431.56,438.28,442.39,439.92,455.24,462.56,460.87,450.44,447.97,447.07,452.15,448.17,441.78,448.96,459.92,457.44,449.97,460.94,467.94,472.53,471.14,467.75,454.88,429.93,427.38,421.37,423.56,431.20,428.02,425.21,428.24,418.70,406.16,394.06,382.19,390.89,383.62,406.54,411.50,411.08,419.82,415.78,421.26,422.79,418.81,415.46,412.26,414.24,414.93,411.17,409.76,408.62,407.61,409.76,405.35,403.20,405.34,403.41,404.82,403.51,400.68,401.08,406.66,400.33,400.82,395.73,398.50,396.19,393.19,400.93,396.51,393.71,389.94,395.50,381.67,384.70,375.00,385.06,383.25,371.53,L7
1999-10-13 22:04:24+00:00,386.40,378.72,376.71,377.75,398.84,389.54,412.92,407.02,404.02,413.68,418.61,417.96,409.73,407.88,420.68,430.99,427.19,431.56,438.28,442.39,439.92,455.24,462.56,460.87,450.44,447.97,447.07,452.15,448.17,441.78,448.96,459.92,457.44,449.97,460.94,467.94,472.53,471.14,467.75,454.88,429.93,427.38,421.37,423.56,431.20,428.02,425.21,428.24,418.70,406.16,394.06,382.19,393.30,383.62,406.54,411.50,411.08,414.00,415.20,419.29,421.60,418.13,414.39,412.01,412.54,413.10,410.48,408.43,408.11,408.36,408.62,403.96,401.60,403.13,401.16,401.20,402.49,398.37,401.08,406.66,400.33,400.82,395.73,398.50,396.19,393.19,400.93,396.51,393.71,389.94,395.50,379.38,382.54,372.46,382.93,379.84,370.24,L7
1999-11-14 22:04:18+00:00,386.40,378.72,376.71,377.75,398.84,389.54,412.92,407.02,404.02,413.68,418.61,417.96,409.73,407.88,420.68,430.99,427.19,431.56,438.28,442.39,439.92,455.24,462.56,460.87,450.44,447.97,447.07,452.15,448.17,441.78,448.96,459.92,457.44,449.97,460.94,467.94,472.53,471.14,467.75,454.88,429.93,427.38,421.37,423.56,431.20,428.02,425.21,428.24,418.70,406.16,394.06,382.19,393.30,383.62,406.54,411.50,411.08,412.83,414.62,418.58,421.53,417.74,413.76,411.64,412.41,412.63,411.10,408.82,408.74,409.02,409.01,403.42,402.13,402.48,401.28,401.25,401.24,398.10,399.11,404.69,400.02,400.83,397.09,397.42,396.05,395.05,400.57,396.91,392.92,388.35,393.14,378.75,379.98,372.42,382.43,378.88,370.25,L7
2000-02-09 22:10:19+00:00,400.74,390.49,388.06,387.73,411.73,398.80,426.14,419.05,416.75,424.43,430.86,430.47,421.22,417.96,433.63,442.59,437.84,442.54,448.44,451.70,450.17,463.22,470.94,468.85,460.17,453.44,452.84,462.20,462.39,451.47,444.64,456.70,460.85,457.92,466.01,472.19,478.79,478.85,478.89,462.92,438.50,434.26,428.66,432.11,437.45,435.47,433.90,436.30,431.13,422.09,409.62,394.67,391.35,379.53,413.78,419.03,416.38,418.33,417.21,420.74,424.77,420.66,416.57,414.94,415.07,415.79,414.04,412.15,411.75,412.96,412.10,406.65,404.38,405.24,404.20,404.63,403.33,401.21,403.37,407.16,403.77,404.03,401.04,401.17,400.07,398.27,402.68,400.08,393.46,391.24,397.42,383.74,383.58,374.64,387.46,383.13,371.58,L7
2000-04-29 22:09:53+00:00,423.19,414.86,410.07,406.49,421.93,404.86,447.17,439.73,440.16,447.14,454.14,452.93,442.01,437.57,454.91,463.14,454.76,460.20,465.82,468.51,466.02,476.98,487.55,484.51,478.75,467.85,464.38,472.26,476.61,461.16,440.32,453.48,464.25,473.84,476.17,480.69,491.29,494.27,501.18,479.00,455.65,446.94,442.88,446.01,446.96,446.03,447.68,448.81,445.90,438.53,429.23,417.98,389.95,387.38,425.19,430.50,430.71,425.44,425.29,427.69,429.69,424.78,420.38,420.04,420.05,421.24,419.06,418.47,417.50,416.14,413.80,408.75,407.09,406.25,407.02,408.53,403.86,402.02,404.04,405.12,405.38,404.70,404.46,401.60,400.71,399.43,398.23,399.93,393.93,391.35,395.59,384.17,379.80,378.02,387.88,384.75,369.37,L7
2000-05-15 22:09:42+00:00,417.10,409.63,404.64,400.68,414.11,400.21,440.53,434.44,433.44,441.24,446.13,447.36,436.08,430.08,447.53,454.81,449.86,453.31,459.81,462.67,459.10,471.44,480.76,478.72,470.84,461.73,464.38,472.26,476.61,461.16,440.32,453.48,464.25,473.84,476.17,480.69,491.29,494.27,501.18,479.00,455.65,446.94,437.20,438.98,440.85,438.29,439.81,442.23,436.60,428.56,420.31,410.31,381.49,388.18,421.13,426.49,426.66,429.15,428.65,431.03,430.41,425.06,420.95,420.84,421.74,423.58,420.13,420.40,419.62,416.22,413.03,410.79,406.65,405.74,404.59,406.82,404.73,401.22,404.74,405.41,405.67,403.20,403.39,401.17,399.55,395.98,393.63,398.23,394.80,392.81,396.52,383.44,379.57,377.89,386.18,381.70,368.91,L7
2000-08-03 22:08:44+00:00,412.76,404.36,398.35,395.28,414.11,397.76,435.84,429.70,428.31,435.53,441.22,442.35,431.33,424.70,440.55,448.02,443.51,447.05,453.48,456.80,453.38,465.88,475.57,474.34,465.07,457.47,453.53,461.64,468.65,453.88,440.32,453.48,455.91,462.96,464.37,467.42,474.25,474.61,501.18,460.85,438.12,437.66,431.31,438.98,435.65,433.23,434.06,438.09,436.60,423.45,413.55,410.31,381.49,379.44,421.13,426.49,426.66,424.19,423.83,426.11,427.35,425.06,420.95,417.84,417.83,420.18,417.72,416.90,416.29,412.38,410.48,406.56,404.20,402.95,402.24,404.02,404.20,399.97,403.94,405.25,404.69,401.76,401.71,399.15,398.63,395.99,394.38,396.36,393.25,392.75,396.06,383.33,380.66,377.31,385.11,376.18,368.91,L7
2000-11-07 22:07:53+00:00,402.34,393.86,386.64,384.07,398.46,390.66,424.50,419.67,413.77,421.20,425.28,427.38,416.67,411.33,423.92,432.56,430.47,433.21,440.93,444.15,439.72,454.57,462.85,462.00,450.79,445.20,441.74,448.85,453.77,441.69,416.99,,447.57,442.63,451.85,458.25,464.44,464.72,,449.69,419.81,422.28,419.81,424.91,422.00,419.61,422.13,428.77,418.00,398.71,397.88,375.25,367.44,374.11,407.49,413.59,416.12,414.51,417.64,420.33,418.43,412.34,409.53,407.94,410.26,410.51,408.01,405.84,406.47,401.46,401.01,396.38,395.20,392.58,390.81,391.89,394.50,389.94,391.83,395.04,393.60,391.60,392.75,388.77,388.75,386.28,384.80,387.22,385.75,384.99,385.15,378.82,368.37,366.23,369.24,358.25,353.75,L7
