,dates,usa_CA_0116-0000,usa_CA_0116-0001
0,1984-04-18 18:01:41+00:00,206.6670226112962,204.84658415668346
1,1984-05-04 18:01:45+00:00,213.59852424583437,206.43905082478545
2,1984-05-20 18:02:16+00:00,221.22518727978252,216.30234326580288
3,1984-06-05 18:02:38+00:00,214.13059974717018,216.57207936382557
4,1984-06-21 18:02:54+00:00,220.8015054410635,210.09524714342018
5,1984-10-27 18:04:31+00:00,211.49412290438832,200.4196043150849
6,1984-11-28 18:04:24+00:00,221.16296607393028,209.13301995342698
7,1984-12-14 18:04:35+00:00,213.5611201455968,207.16015883758388
8,1984-12-30 18:04:44+00:00,209.8166119006225,214.2035289424756
9,1985-01-15 18:04:51+00:00,224.37408459233484,211.39040360549427
10,1985-01-31 18:04:55+00:00,213.834132595482,207.75580878007042
11,1985-03-20 18:04:55+00:00,200.7020820279619,193.78544348502857
12,1985-06-08 18:04:37+00:00,219.74488819551004,218.02020766156244
13,1985-09-12 18:03:49+00:00,210.78345064356873,216.80920616145346
14,1985-10-14 18:03:28+00:00,203.76808436533818,207.11310527375653
15,1985-11-15 18:03:01+00:00,,
16,1986-01-18 18:01:49+00:00,218.82878423781972,209.96351125388668
17,1986-02-03 18:01:28+00:00,213.79405241007333,208.52183070938628
18,1986-04-08 18:00:05+00:00,214.42809557256862,210.4196697891359
19,1986-05-10 17:59:18+00:00,201.17580720208142,206.6817541442981
20,1986-06-27 17:57:51+00:00,199.70719023998623,203.4678423392619
21,1986-07-13 17:57:19+00:00,212.14525353125572,216.11070756236396
22,1986-07-29 17:56:45+00:00,214.4495466329376,234.2556514188928
23,1986-08-30 17:55:34+00:00,207.7813370363586,213.26834796428432
24,1986-09-15 17:55:02+00:00,219.5803868331361,216.7639404330343
25,1986-10-17 17:54:01+00:00,204.97878053382158,206.46926540498998
26,1986-11-02 17:53:27+00:00,204.76796908814643,189.02559525984887
27,1986-12-20 17:53:28+00:00,201.17858070626872,197.85727818364415
28,1987-01-05 17:53:57+00:00,205.78168330745282,205.9901260050795
29,1987-01-21 17:54:24+00:00,208.5769421308217,209.3991845798541
30,1987-02-06 17:54:58+00:00,222.24232114309635,212.70916105530893
31,1987-03-26 17:56:47+00:00,205.92893825116977,208.90625456981047
32,1987-04-11 17:57:20+00:00,202.90685424208243,203.2942447168287
33,1987-05-29 17:58:41+00:00,202.17728924056956,207.9721266674485
34,1987-08-01 18:00:08+00:00,216.2651580310019,217.11813310176757
35,1987-09-02 18:01:03+00:00,212.41285996586632,212.12154066408402
36,1987-09-18 18:01:26+00:00,196.4947800861669,202.59820202497627
37,1987-10-20 18:02:03+00:00,213.52457986571122,220.77019057441342
38,1988-03-28 18:04:33+00:00,201.02605452359126,204.64803454198926
39,1988-04-29 18:04:42+00:00,208.66748625441974,210.22020511910063
40,1988-08-03 18:05:14+00:00,215.21948099821196,216.89304968529137
41,1988-09-04 18:05:18+00:00,213.465305282807,209.93359811292532
42,1988-09-20 18:05:13+00:00,200.03533602684647,213.7258266861058
43,1988-12-09 18:04:56+00:00,224.1328724492911,206.22589634079006
44,1988-12-25 18:04:49+00:00,205.01529736465113,195.8075891283361
45,1989-01-26 18:04:28+00:00,222.00925374579958,208.74169363059553
46,1989-02-27 18:04:19+00:00,224.90963326552625,211.90184742427084
47,1989-03-15 18:03:46+00:00,223.61294875283374,222.19881285033426
48,1989-03-31 18:03:31+00:00,221.63345712996983,214.7520240263625
49,1989-05-02 18:03:17+00:00,209.8094002620859,208.12285866358314
50,1989-06-19 18:02:19+00:00,199.61471221440405,195.187758739976
51,1989-07-05 18:02:04+00:00,209.13687250397737,209.5266567420524
52,1989-07-21 18:01:45+00:00,204.95770277065708,208.8474806386148
53,1989-09-07 18:00:41+00:00,208.7141585245474,211.4285000388819
54,1989-10-25 17:59:15+00:00,220.41158031055204,210.68395730645602
55,1989-11-10 17:58:56+00:00,230.45275812890586,217.8168101369057
56,1989-11-26 17:58:28+00:00,215.19406711556456,205.43313149115653
57,1989-12-12 17:58:03+00:00,211.90748546704168,208.79934243227896
58,1989-12-28 17:57:32+00:00,217.59034583564411,207.40257058217207
59,1990-01-13 17:57:01+00:00,199.75407969440298,196.8203719085832
60,1990-01-29 17:56:32+00:00,207.5664751880773,206.68077504926654
61,1990-02-14 17:56:01+00:00,206.03700225801637,207.11643013813529
62,1990-03-18 17:54:57+00:00,216.4596967749349,208.1253176785611
63,1990-05-05 17:54:39+00:00,220.09458044716325,221.87462015545347
64,1990-05-21 17:54:44+00:00,199.75795408872756,203.8173169075215
65,1990-06-06 17:54:41+00:00,197.51922478966145,199.14477729090459
66,1990-08-25 17:54:24+00:00,208.2569074839559,206.04377977869552
67,1991-04-06 17:56:14+00:00,219.3724685183098,222.25660901002743
68,1991-04-22 17:56:31+00:00,219.06678076128068,213.92342159107776
69,1991-05-08 17:56:51+00:00,211.66697783774805,213.79882353045755
70,1991-06-25 17:57:33+00:00,215.57534297936851,218.0874026892795
71,1991-08-28 17:58:10+00:00,201.74626700295747,206.52270658331213
72,1991-10-31 17:58:37+00:00,208.2568780377557,208.5663903740113
73,1992-06-27 17:57:44+00:00,194.74330263904358,207.31647184786573
74,1992-08-30 17:56:50+00:00,202.00618832318642,206.7766169594474
75,1992-09-15 17:56:36+00:00,202.97011030435087,204.01364899601845
76,1992-10-01 17:56:14+00:00,202.80031856428508,203.32816169817892
77,1992-10-17 17:55:59+00:00,202.77893656532166,204.5756829727357
78,1992-11-02 17:55:47+00:00,207.24862269873447,206.23942015573041
79,1992-11-18 17:55:30+00:00,217.1082799144665,212.90627033772145
80,1992-12-20 17:55:52+00:00,197.62665479282356,194.33922485207137
81,1993-02-06 17:56:23+00:00,217.04157062250783,198.1769659593233
82,1993-03-10 17:56:40+00:00,207.42002210432594,210.44030065573304
83,1993-04-11 17:56:48+00:00,215.32815832794824,223.52002824973698
84,1993-05-13 17:56:59+00:00,219.18579451480136,221.0060090507369
85,1993-05-29 17:57:02+00:00,227.52088711626493,223.8130440860504
