,dates,chi0166-0000,chi0166-0001
0,1986-07-30 13:59:40+00:00,,177.95782535935905
1,1986-09-16 13:57:58+00:00,179.86398229987415,172.70194498377072
2,1988-02-26 14:07:12+00:00,207.18015082752814,194.1393456733796
3,1988-06-17 14:08:03+00:00,,166.57624707904276
4,1988-08-20 14:08:12+00:00,189.89561840952285,179.90238182839
5,1988-09-05 14:08:15+00:00,191.25475329753735,
6,1988-09-21 14:08:10+00:00,180.39018232650932,181.81750228117673
7,1989-05-03 14:06:13+00:00,189.56225256797288,181.37978021055247
8,1989-08-07 14:04:21+00:00,183.1801236372379,160.9153489853193
9,1989-09-24 14:03:11+00:00,196.014965989002,185.06651255427465
10,1990-02-15 13:58:56+00:00,190.14336334133992,174.16050337638285
11,1990-09-27 13:57:10+00:00,198.9641363065472,199.08524068164496
12,1991-02-02 13:58:00+00:00,186.96307143000172,179.860429647881
13,1991-09-30 14:01:25+00:00,,
14,1991-12-03 14:01:54+00:00,198.6411402201426,185.69519663750788
15,1992-01-20 14:01:43+00:00,188.08362597104565,177.2843403206574
16,1992-02-05 14:01:40+00:00,187.42486215233055,175.09223722398622
17,1992-12-05 13:58:39+00:00,182.00941570875912,178.85448424529267
18,1993-01-22 13:59:11+00:00,195.50972321441697,186.15470340469858
19,1993-05-30 14:00:00+00:00,,179.96727206790962
20,1993-10-05 13:59:43+00:00,192.89698041077324,181.83620588484425
21,1994-01-25 13:58:43+00:00,193.48097656601172,187.77040444768426
22,1994-02-26 13:58:19+00:00,,
23,1995-05-04 13:45:34+00:00,198.92886601371342,178.71418128914044
24,1995-05-20 13:44:50+00:00,,
25,1995-10-11 13:38:02+00:00,185.69626955228287,183.0570470279252
26,1996-01-15 13:40:45+00:00,165.63470517822074,170.98624363107905
27,1996-03-03 13:44:03+00:00,185.95661752893423,175.94797581630218
28,1996-03-19 13:45:05+00:00,190.3685283906244,182.13765669412493
29,1996-04-20 13:47:05+00:00,177.71626548672165,172.37531594704197
30,1996-10-13 13:56:40+00:00,181.82926342452703,174.63552527281973
31,1997-01-01 14:00:30+00:00,202.3315110084445,197.4257653146537
32,1997-02-02 14:01:58+00:00,198.87553871090594,188.16884448009893
33,1997-06-10 14:06:44+00:00,,172.2905423656838
34,1997-06-26 14:07:17+00:00,,172.64396497697265
35,1997-07-12 14:07:50+00:00,,176.90420950222583
36,1998-01-20 14:13:02+00:00,200.45727174591457,202.02457185450191
37,1998-02-21 14:13:42+00:00,,147.1493652598334
38,1998-03-25 14:14:11+00:00,,
39,1998-06-13 14:15:19+00:00,182.25158860401038,184.45043696409476
40,1998-06-29 14:15:30+00:00,,183.27891234818367
41,1998-09-01 14:16:07+00:00,194.92135243867205,189.59942721755738
42,1998-09-17 14:16:14+00:00,209.2619579420239,200.3438957315534
43,1999-03-28 14:16:13+00:00,192.3379225808012,
44,1999-04-29 14:16:09+00:00,197.63656336971277,186.43383413185614
45,1999-07-18 14:15:11+00:00,197.50679612766245,207.1108478294233
46,1999-11-15 14:30:20+00:00,,
47,1999-12-01 14:30:15+00:00,214.91989428603864,212.48511614741682
48,2000-01-18 14:30:13+00:00,231.84409544161218,214.25623886392856
49,2000-02-03 14:30:14+00:00,215.82473764757765,206.75407476018665
50,2000-02-11 14:11:30+00:00,210.94297474886162,203.87792844004403
51,2000-02-19 14:30:07+00:00,202.51694693332433,196.10743803369536
52,2000-03-06 14:30:02+00:00,201.7150399878064,192.96956651964155
53,2000-03-14 14:11:10+00:00,199.1605001833489,193.75876459326938
54,2000-03-22 14:30:04+00:00,204.63832026486136,196.87329263194815
55,2000-05-25 14:29:25+00:00,204.74046974198546,202.92744442704588
56,2000-06-02 14:13:32+00:00,,174.52862138293864
57,2000-06-18 14:13:53+00:00,195.84098196998394,190.25956686679166
58,2000-06-26 14:29:09+00:00,204.7228492640638,196.10664787538926
59,2000-07-12 14:28:56+00:00,204.7572346472188,199.51837048599953
60,2000-11-09 14:16:18+00:00,206.23732695158066,197.99095551095445
61,2000-11-25 14:16:39+00:00,204.72369850915595,197.0905956141508
