,dates,mex0364-0000,mex0364-0001,mex0364-0002,mex0364-0003,mex0364-0004,mex0364-0005,mex0364-0006,mex0364-0007,mex0364-0008,mex0364-0009,mex0364-0010,mex0364-0011,mex0364-0012,mex0364-0013,mex0364-0014,mex0364-0015,mex0364-0016,mex0364-0017,mex0364-0018,mex0364-0019,mex0364-0020,mex0364-0021,mex0364-0022,mex0364-0023,mex0364-0024,mex0364-0025,mex0364-0026,mex0364-0027,mex0364-0028,mex0364-0029,mex0364-0030,mex0364-0031,mex0364-0032,mex0364-0033,mex0364-0034,mex0364-0035,mex0364-0036,mex0364-0037,mex0364-0038,mex0364-0039,mex0364-0040,mex0364-0041,mex0364-0042,mex0364-0043,mex0364-0044,mex0364-0045,mex0364-0046,mex0364-0047,mex0364-0048,mex0364-0049,mex0364-0050,mex0364-0051,mex0364-0052,mex0364-0053,mex0364-0054
0,1986-03-19 16:49:55+00:00,121.70376155441085,123.23582355113493,126.90169733473843,132.79074811011247,141.94668309180284,145.12213917286235,149.6401961584419,155.7625117636988,152.7114897463411,150.18978479073647,148.22280206428985,144.14150002042751,149.47366847817742,152.9796629523012,154.63572003346832,160.5534262396557,162.2706682323551,165.29337862976024,167.99990592287546,175.71489645983175,178.4880917122973,178.32632561078378,183.1134667507515,188.02131822521295,184.099679226091,189.89702300462434,187.0566535644884,190.73037085151486,189.0983266514472,183.36980783427975,178.07388295147953,168.57405723352514,156.96873840004412,149.1109957631478,144.63680246477742,139.09217883439675,150.33879354311338,166.96327848352084,185.71362058451473,199.94749768185898,217.74095723841603,259.8931186919029,340.4831921421178,378.4910725711508,,,,,,,,,,,
1,1986-04-20 16:49:14+00:00,116.58136539940836,126.20048842856045,126.87950906228852,132.773952944446,134.21561974136813,138.32535254204586,142.82250908544364,147.8852886157348,151.62142805747956,145.89404567463123,140.80723238108263,140.66039385206028,141.9198046671737,147.1975710057034,151.73623979034824,155.48194836440356,168.5497761405984,167.7123754838683,171.09174173628446,171.09205169617377,168.9932538119552,174.2092597131393,171.50067680099613,180.03765427822913,178.82197563243736,182.36895380045496,181.6807752677831,185.25198262285653,184.2835894643342,176.74757091757655,170.52386919222624,160.9339573841418,150.69796819791924,144.92724035011233,145.59934425175453,141.8287026067757,154.94673879554284,164.50011815327233,184.96304687061243,199.4486477561032,221.14050744697954,258.4785442424601,320.1205933065067,392.36802803819864,,,,,,,,,,,
2,1987-09-14 16:50:46+00:00,93.49322400354085,,,,,,,,,,,,,,,,,,,,,,142.05970629950585,,,137.93118111766108,134.2713501140922,137.2313146807327,147.20865262165134,137.4924787378473,140.99147129020517,135.78961701951354,126.50121780854015,122.57656442142799,119.09014676105578,115.31892753301071,,,162.78033535265425,,,229.18943062468605,288.0810976377194,350.07624046637034,,,,,,,,,,,
3,1990-02-10 16:45:34+00:00,,,,,,169.9968384683314,169.40076396828405,177.01155136337277,179.5270895953456,172.159764650062,169.68818498391542,170.78606756493267,170.60192144030387,176.33383382732666,179.5791958224845,179.65545208987666,181.6935170355022,182.4305618847249,184.80886987015325,185.40533363869167,188.3192368480968,184.53456142179795,185.18215586640446,189.48765582994497,192.08745377837607,181.6040835390213,180.43768841412742,179.4083775734055,184.2327535710225,174.56901181793185,171.7897031661255,165.627073691277,160.51057197175868,151.6265484538183,154.01193966796166,162.79180675097166,164.49072712868104,158.68210988531024,174.29056459077742,181.46234737838483,,228.3755771063999,265.173296894377,309.32548387459184,346.35198690254066,,,,,,,,,,
4,1990-04-15 16:44:09+00:00,146.95588722710642,152.66238498663523,152.68045827273082,155.750307298142,157.04200708159541,160.88064598958212,169.6892392614144,177.7931404757423,181.62798340749683,176.88231935654773,170.68644187704163,169.5026940984161,171.16619400766643,173.5225530622801,175.5120468598634,183.95345871416595,186.138857036241,187.0041046991943,186.1995885281035,183.41853075468222,182.76814408588515,182.4844583289284,186.6623873449949,195.14886385033634,191.00076228298963,191.5472031397838,185.1370684736268,186.1236829296352,184.16488068885667,174.21526454319513,178.69692368356053,170.04471296934682,167.30594359852893,164.31154655497633,159.97668896754269,164.84685649963583,171.6268796430423,171.59834421600442,177.97176001917504,195.2657499010965,198.9106072630791,228.15213756705901,262.1480965327725,297.3336132313189,328.5102560382691,348.439832641075,370.5498106777079,393.0051388991697,,,,,,,
5,1990-05-01 16:44:01+00:00,138.2452133173262,143.0602766529927,147.37258722725173,149.70872110878068,147.60736671519282,156.62028778118304,160.45122978559965,159.02466720399616,164.94602410625166,165.42651263431924,166.98301521264858,161.95445552524953,165.13749972530405,166.91564414165987,173.89257947082362,174.59828945711743,177.5490993592473,183.07669072720657,183.2907354997193,182.65752322369497,180.22679901297676,181.9018353047057,180.6808649109332,180.84937512888584,180.04530431677645,181.90439112421123,178.34086780874995,175.17442083138312,172.10332516937646,166.23445558132863,163.57732205968085,163.59953049512822,157.43274686924698,149.4552875843083,144.75459881980944,153.76240425429646,160.0219887877751,163.81142578044967,166.0001367253323,184.12521210994237,187.38071268180033,216.57977593861884,243.65359883290233,273.42758923029356,305.11630125137,338.5852092725564,354.3034642240339,,,,,,,,
6,1992-06-07 16:47:24+00:00,144.58294968253293,143.9274572261381,146.4418741195175,147.1632605612175,152.46685827497268,157.29525997396703,165.2141098276122,170.5307759077827,172.30378553926244,170.040747107115,161.5613023196939,162.81234331033232,170.9771785150882,173.57568760366527,173.89002938363598,179.04071434841762,177.04317867169073,176.63484536094336,177.22522768027588,176.5875663155498,182.21122272110057,181.05147735481958,184.48345156456764,185.3193199981161,182.01801406076353,180.5024089805563,175.93997583233997,177.53419855997083,176.86570972507258,174.4940361641615,169.4522728551117,165.46186983412974,159.17786159389854,154.86216429874,151.48697648329207,150.22062045310994,155.93375983218348,157.15651044640882,157.76610531182476,171.02348543080763,178.40650639267966,198.22684675998556,234.0227460425194,264.8613848069316,295.64912521007284,318.7118881348005,353.6144676162905,390.84024051637573,,,,,,,
7,1993-01-17 16:45:36+00:00,158.41492993411032,162.80108305873273,165.83173192729208,172.63636975161768,176.60704378688675,180.89695171962694,184.1864353469567,190.29466990342576,192.21232817730638,190.9398360118395,186.97020479339426,185.61017357817167,188.3596088126734,187.56232535388972,194.38126520762208,195.25946240022225,196.37230666020838,195.02693152815425,198.95087178677147,193.24445361054046,192.10782080053553,193.0995612963074,189.59709325800057,191.70240130139402,186.94213848529245,186.8005390363753,188.35201245973792,195.01649479921616,202.41019959523965,199.95820598297442,193.48435319712212,190.43628232621217,181.41143368260472,173.93228056174254,173.6857094778647,167.47217199297756,158.9988964001638,151.28182095916958,163.8958106664393,176.54163169477766,176.73457186698596,193.98476665011555,232.5969297713134,263.5592837556512,297.3462870428495,310.79050747883383,353.5569258367236,387.8069420538852,,,,386.9536067190835,366.28625547704,370.43198408038774,330.49952800061914
8,1993-02-02 16:45:46+00:00,161.9130292419085,165.51853383964553,172.97849700720607,175.2637823593751,177.72999223591566,180.3876609197682,188.60757395951944,194.95251323721388,195.1209948039655,192.59506426749104,188.84859639754185,185.5882637365207,188.84907438607965,189.43937685691455,193.55999064105538,198.49066999469915,196.16033745039755,199.02785494863062,199.2370352999412,195.30823562605337,193.18708144899833,195.27411594695764,196.44646804071547,192.3333333244906,191.07420743999927,192.25042470749761,194.6896467348165,197.07492021552272,208.6081424757859,202.5371842489745,199.43214695398896,189.9278141991006,182.43945906089846,175.05424283732796,173.16523051888063,165.0488281600169,165.08365298833291,160.17974409426458,166.6126043279989,178.37947315764018,187.9833490413825,209.02702842700916,234.0381217157926,265.7449374322469,300.2738580874457,315.61821281934147,357.27778053555693,394.2205512915734,,,,,,,
9,1993-02-18 16:45:53+00:00,156.28357383434792,163.29843677353284,166.90880271440682,166.2076451614231,171.21461892117816,175.16399074803365,179.71331948188677,187.64266770574108,191.059425199087,189.119375171548,183.9881154477385,181.28626786238453,185.44659700408596,181.36132148024132,186.51511828686705,191.18973312388837,198.6803598627802,198.62223145939646,197.4366703118211,193.24807773361718,189.1664710100665,193.02201799017115,187.0453363276295,188.52002062778746,187.14542115108378,187.9809445062709,188.86587453916786,189.49586394413555,197.18083305021295,194.9373315927429,192.0829555784517,183.7083877272278,173.80090751378663,169.73712128432882,170.31263780352168,167.08355900122098,167.95346780313682,157.98786721228825,167.69370570674758,177.59706461880185,189.4549824245261,210.89660587164028,245.94916606195642,275.078645333971,303.66295522911423,,,,397.37934889182515,400.28187942050863,393.660431611508,377.14640170579827,366.31688146281124,372.84352930792653,326.5844395942472
