dates,satname,sar0073-0000,sar0073-0001,sar0073-0002,sar0073-0003,sar0073-0004,sar0073-0005,sar0073-0006,sar0073-0007
1984-05-06 09:33:51+00:00,L5,242.10,247.34,228.28,238.01,217.70,220.65,242.18,233.09
1984-06-07 09:34:42+00:00,L5,230.73,230.18,207.30,195.80,201.40,201.47,229.39,209.60
1984-07-18 09:29:10+00:00,L5,244.32,255.76,229.60,240.73,223.98,226.34,247.68,231.57
1984-09-04 09:30:25+00:00,L5,249.16,259.69,232.23,246.28,217.85,219.36,247.68,231.90
1984-09-11 09:36:38+00:00,L5,237.03,243.59,228.52,225.63,224.13,216.88,234.90,222.46
1984-09-20 09:30:28+00:00,L5,132.51,199.73,112.97,,449.57,143.80,530.05,19.97
1984-09-27 09:36:39+00:00,L5,253.07,257.41,237.37,256.24,233.05,231.45,259.43,241.34
1984-11-07 09:30:17+00:00,L5,248.94,256.29,228.38,225.99,216.15,222.90,245.13,234.25
1984-12-09 09:30:22+00:00,L5,249.72,251.66,229.70,256.31,235.21,232.66,268.76,240.70
1985-03-31 09:30:43+00:00,L5,257.93,254.50,224.76,231.66,220.52,213.94,242.33,228.31
1985-04-16 09:30:39+00:00,L5,243.78,248.83,229.41,239.29,222.95,221.34,242.29,232.24
1985-06-03 09:30:28+00:00,L5,236.68,248.06,223.99,213.51,203.65,202.84,225.36,217.66
1985-06-26 09:36:35+00:00,L5,232.56,242.38,224.62,,193.59,197.53,210.52,206.70
1985-07-05 09:30:21+00:00,L5,247.44,254.67,233.43,225.37,207.67,206.81,232.87,219.53
1985-07-12 09:36:29+00:00,L5,237.13,250.33,225.76,234.02,213.04,207.05,234.29,217.81
1985-07-28 09:36:22+00:00,L5,243.05,251.15,233.11,,202.82,199.66,233.81,208.05
1985-08-22 09:29:56+00:00,L5,244.44,255.30,238.21,236.98,221.75,218.63,246.73,228.84
1985-08-29 09:36:02+00:00,L5,236.83,250.76,232.62,239.14,219.39,221.39,240.52,224.33
1985-09-23 09:29:32+00:00,L5,254.95,258.84,234.98,246.21,226.67,221.09,252.38,235.30
1985-11-10 09:28:57+00:00,L5,251.54,266.19,233.78,257.54,241.23,245.97,270.46,244.25
1985-12-03 09:34:43+00:00,L5,461.94,473.58,278.20,244.89,235.33,239.76,265.89,247.08
1986-01-04 09:34:08+00:00,L5,230.16,222.22,194.85,206.75,220.31,226.38,257.81,236.81
1986-01-13 09:27:46+00:00,L5,233.69,242.06,204.80,241.50,225.51,235.08,263.91,242.28
1986-04-19 09:25:41+00:00,L5,237.41,248.15,230.69,228.89,209.09,216.96,240.06,219.71
1986-05-12 09:31:17+00:00,L5,243.99,254.82,235.90,254.31,230.67,221.32,252.71,235.43
1986-06-29 09:29:50+00:00,L5,238.88,247.32,230.70,,183.66,189.84,205.60,190.97
1986-07-08 09:23:21+00:00,L5,253.39,256.03,237.99,227.54,208.22,204.01,234.19,222.07
1986-07-15 09:29:17+00:00,L5,232.18,241.64,225.73,216.22,190.64,193.86,227.26,209.73
1986-08-09 09:22:13+00:00,L5,248.07,257.36,231.84,248.12,220.29,222.55,250.47,235.78
1986-08-25 09:21:37+00:00,L5,251.04,256.25,236.41,244.60,226.69,223.94,252.37,237.87
1986-09-10 09:21:03+00:00,L5,250.16,258.23,234.43,240.27,225.01,221.38,241.94,230.48
1986-09-17 09:27:01+00:00,L5,234.96,246.04,223.90,225.37,217.69,219.27,233.55,220.40
1986-09-26 09:20:33+00:00,L5,248.07,257.23,228.13,223.99,226.49,225.91,256.04,236.92
1986-10-28 09:19:29+00:00,L5,245.08,257.22,235.54,246.98,227.07,226.24,257.78,239.80
1986-11-04 09:25:25+00:00,L5,,,,,,,,
1986-12-22 09:25:33+00:00,L5,206.18,258.14,199.38,,280.31,233.17,273.63,236.58
1986-12-31 09:19:38+00:00,L5,253.07,265.48,233.16,246.86,232.09,231.86,262.17,238.85
1987-01-07 09:26:01+00:00,L5,232.03,249.94,226.68,240.24,221.93,229.50,253.47,232.29
1987-05-15 09:30:21+00:00,L5,241.84,247.82,225.63,229.17,202.35,199.03,225.14,221.62
1987-06-16 09:31:07+00:00,L5,234.83,234.23,222.13,204.38,186.83,196.19,217.96,204.02
1987-07-02 09:31:27+00:00,L5,244.20,251.98,231.48,235.25,212.11,205.81,238.13,221.90
1987-07-18 09:31:44+00:00,L5,242.19,248.95,223.51,240.93,217.76,214.59,241.13,224.83
1987-07-27 09:25:49+00:00,L5,244.54,256.86,236.35,228.84,208.80,206.16,230.07,220.62
1987-08-03 09:32:13+00:00,L5,236.23,248.24,228.08,231.84,217.51,222.48,240.57,225.81
1987-08-19 09:32:41+00:00,L5,236.19,246.25,227.91,232.55,213.55,214.81,229.87,214.11
1987-09-04 09:33:07+00:00,L5,234.71,242.16,226.13,226.08,213.53,218.56,237.30,222.49
1987-09-20 09:33:30+00:00,L5,239.07,249.93,230.90,243.37,225.37,223.80,245.45,226.20
1987-10-06 09:33:50+00:00,L5,233.51,222.78,207.95,208.38,221.35,222.30,244.69,224.95
1987-10-31 09:28:04+00:00,L5,249.47,257.17,231.46,249.18,233.48,231.05,254.30,237.64
1987-11-07 09:34:26+00:00,L5,250.20,265.58,235.12,243.36,222.40,223.85,250.99,232.77
1987-11-16 09:28:26+00:00,L5,252.68,256.12,229.16,247.71,240.62,237.38,266.94,246.45
1987-12-02 09:28:42+00:00,L5,239.37,251.80,221.67,250.40,242.12,235.60,261.68,243.60
1987-12-18 09:28:55+00:00,L5,401.62,417.65,41.46,,207.88,217.32,236.66,418.79
1987-12-25 09:35:13+00:00,L5,243.21,254.52,237.32,253.29,231.49,222.18,264.18,235.72
1988-01-10 09:35:29+00:00,L5,254.96,254.39,235.85,260.83,248.92,232.60,267.83,242.77
1988-02-11 09:36:05+00:00,L5,254.19,257.34,245.11,250.78,219.20,222.42,257.53,234.09
1988-04-15 09:36:38+00:00,L5,249.97,255.75,234.20,242.63,217.39,216.92,241.44,222.79
1988-04-24 09:30:31+00:00,L5,239.18,251.04,236.57,222.33,215.02,208.96,238.32,225.89
1988-05-01 09:36:45+00:00,L5,250.41,256.81,237.78,238.78,216.21,222.71,241.87,226.54
1988-05-17 09:36:55+00:00,L5,246.22,259.56,242.17,249.16,219.88,210.40,251.76,229.24
1988-05-26 09:30:48+00:00,L5,233.98,245.14,220.42,224.54,215.78,225.08,239.81,231.44
1988-06-02 09:37:02+00:00,L5,249.24,258.07,239.14,,190.71,200.46,220.29,189.38
1988-06-27 09:30:59+00:00,L5,244.94,254.69,235.47,247.50,227.27,220.21,250.84,229.05
1988-07-04 09:37:12+00:00,L5,225.44,227.41,219.32,211.60,187.50,190.68,204.43,197.33
1988-07-13 09:31:03+00:00,L5,245.27,254.93,231.16,246.31,226.19,223.09,245.43,229.36
1988-07-20 09:37:15+00:00,L5,228.02,241.43,219.75,215.81,187.30,191.91,203.22,187.76
1988-07-29 09:31:06+00:00,L5,246.01,253.08,235.13,226.93,205.34,199.47,233.87,208.49
1988-08-05 09:37:16+00:00,L5,233.41,245.54,228.29,228.53,209.60,204.91,228.00,207.29
1988-08-21 09:37:17+00:00,L5,241.33,249.15,230.61,238.85,217.65,217.85,242.80,223.70
1988-09-06 09:37:19+00:00,L5,234.32,241.89,222.87,233.41,220.34,215.33,236.68,221.00
1988-09-22 09:37:13+00:00,L5,240.24,249.06,235.23,237.62,224.13,219.34,250.75,228.68
1988-10-08 09:37:09+00:00,L5,241.29,248.47,231.09,237.76,225.16,221.47,250.97,231.76
1988-10-24 09:37:05+00:00,L5,246.67,250.59,231.07,247.15,229.28,223.35,250.06,237.93
1988-11-18 09:30:56+00:00,L5,255.84,268.07,238.51,257.44,246.65,231.58,267.90,240.68
1988-12-04 09:30:53+00:00,L5,253.74,259.25,229.24,214.51,220.21,220.58,258.87,228.77
1988-12-11 09:36:57+00:00,L5,250.43,266.02,232.61,259.87,238.39,230.26,269.29,243.37
1988-12-27 09:36:51+00:00,L5,232.70,239.55,225.16,240.66,229.98,235.40,260.72,234.99
1989-01-05 09:30:40+00:00,L5,243.52,251.88,225.61,246.81,241.59,237.77,263.24,247.60
1989-01-12 09:36:44+00:00,L5,250.38,254.43,231.31,246.90,224.44,230.11,260.96,240.84
1989-02-06 09:30:23+00:00,L5,254.02,268.52,239.96,259.27,230.12,246.06,269.33,248.20
1989-03-01 09:36:18+00:00,L5,248.60,250.29,225.65,215.68,212.16,205.87,230.93,220.14
1989-04-02 09:35:35+00:00,L5,246.14,255.14,233.97,240.72,218.35,217.24,245.52,230.15
1989-04-18 09:35:31+00:00,L5,238.64,252.00,231.95,232.83,226.87,219.40,239.62,225.78
1989-05-20 09:34:56+00:00,L5,234.01,242.63,228.09,,201.48,197.33,224.28,210.40
1989-06-14 09:28:10+00:00,L5,247.58,255.17,241.83,234.25,213.58,208.52,239.75,221.78
1989-06-21 09:34:19+00:00,L5,228.52,242.66,222.53,227.63,202.32,200.89,222.29,204.38
1989-06-30 09:28:02+00:00,L5,248.98,255.52,234.00,245.00,224.63,221.96,247.11,232.06
1989-07-16 09:27:43+00:00,L5,247.68,259.11,240.49,235.08,214.60,217.15,239.90,223.37
1989-07-23 09:33:45+00:00,L5,223.24,229.48,214.40,208.61,191.44,196.15,206.88,202.12
1989-08-01 09:27:23+00:00,L5,231.34,241.43,230.85,227.33,211.01,208.11,233.35,218.56
1989-08-24 09:33:03+00:00,L5,235.36,248.25,225.92,249.84,225.30,233.75,257.55,241.40
1989-09-09 09:32:39+00:00,L5,236.30,248.65,224.73,211.97,194.50,196.28,215.91,196.31
1989-09-25 09:32:16+00:00,L5,246.99,254.44,235.69,245.65,234.22,230.26,253.80,236.65
1989-10-04 09:26:00+00:00,L5,256.48,273.29,246.17,242.46,219.74,222.60,251.46,229.55
1989-10-11 09:31:53+00:00,L5,250.73,257.49,236.37,241.13,227.28,223.41,248.79,231.56
1989-10-20 09:25:15+00:00,L5,257.25,256.34,235.34,246.56,219.74,224.44,250.46,235.09
1989-10-27 09:31:15+00:00,L5,236.31,248.63,230.32,234.99,221.08,216.93,242.60,230.37
1989-11-12 09:30:54+00:00,L5,231.65,243.80,230.55,248.46,227.48,230.81,256.42,235.90
1989-12-23 09:23:34+00:00,L5,233.04,245.81,214.31,241.86,237.54,238.43,260.55,249.55
1990-01-15 09:28:57+00:00,L5,244.14,247.00,229.89,246.09,235.53,231.24,261.39,249.08
1990-01-31 09:28:30+00:00,L5,250.53,251.88,233.70,227.10,217.66,223.48,253.23,228.90
1990-02-09 09:22:02+00:00,L5,246.67,257.10,236.50,248.83,228.49,233.50,254.90,241.97
1990-02-25 09:21:33+00:00,L5,245.38,258.94,235.68,247.45,225.65,224.81,256.29,237.38
1990-03-04 09:27:26+00:00,L5,243.75,256.53,229.14,231.01,223.17,224.93,257.27,227.08
1990-03-29 09:20:28+00:00,L5,,,,,,,198.91,162.86
1990-04-14 09:20:34+00:00,L5,248.90,255.55,240.83,236.02,213.99,218.37,240.23,224.00
1990-04-21 09:26:46+00:00,L5,230.49,242.03,218.11,222.74,207.65,206.23,227.18,207.60
1990-05-07 09:26:43+00:00,L5,224.16,223.48,210.55,219.96,207.51,204.04,223.37,206.01
1990-05-23 09:26:44+00:00,L5,217.70,217.88,200.79,197.97,185.30,192.65,200.82,195.40
1990-06-01 09:20:32+00:00,L5,249.33,253.27,226.19,233.13,210.83,216.89,240.13,220.92
1990-06-08 09:26:43+00:00,L5,241.94,252.18,231.77,222.95,197.27,197.53,218.76,198.54
1990-06-24 09:26:42+00:00,L5,248.51,253.71,240.09,,216.15,215.24,235.10,222.10
1990-07-03 09:20:30+00:00,L5,230.75,239.94,216.06,241.35,228.49,228.19,243.48,231.40
1990-07-10 09:26:40+00:00,L5,234.52,243.92,214.56,225.51,205.28,199.85,221.76,208.45
1990-07-19 09:20:25+00:00,L5,250.28,256.62,232.32,239.01,217.68,226.46,247.17,225.79
1990-07-26 09:26:36+00:00,L5,233.20,241.85,223.15,221.61,204.26,200.93,221.67,211.12
1990-08-04 09:20:20+00:00,L5,246.94,256.83,218.77,242.18,225.40,222.07,242.09,231.97
1990-08-11 09:26:31+00:00,L5,239.19,245.27,230.12,227.33,210.51,206.21,239.88,223.53
1990-08-20 09:20:18+00:00,L5,235.88,242.45,231.06,244.34,229.79,222.59,248.86,231.07
1990-08-27 09:26:25+00:00,L5,224.23,227.03,212.13,225.53,215.14,207.69,230.39,206.16
1990-09-05 09:20:10+00:00,L5,251.97,264.77,226.88,240.91,228.61,225.58,247.46,235.42
1990-09-28 09:26:14+00:00,L5,245.26,249.82,226.54,246.76,227.18,224.39,255.46,235.09
1990-10-14 09:26:08+00:00,L5,245.87,251.91,234.06,229.40,216.51,212.40,239.50,227.83
1990-10-23 09:19:53+00:00,L5,245.08,256.54,223.70,213.05,204.89,209.46,227.08,219.36
1990-11-15 09:26:01+00:00,L5,216.03,203.09,201.57,192.35,220.19,209.25,226.27,233.09
1990-12-26 09:20:01+00:00,L5,248.54,252.87,228.80,247.66,236.94,232.90,266.97,253.01
1991-01-11 09:20:27+00:00,L5,252.11,267.17,237.37,257.08,240.27,244.95,270.16,249.24
1991-02-28 09:21:24+00:00,L5,225.80,235.86,378.50,239.68,461.81,310.40,568.29,347.55
1991-04-01 09:21:58+00:00,L5,264.51,257.02,229.29,223.58,221.68,217.21,243.62,230.20
1991-04-08 09:28:18+00:00,L5,233.33,240.21,222.60,223.17,210.68,219.79,235.27,219.27
1991-04-24 09:28:34+00:00,L5,224.95,235.17,227.87,224.93,212.13,204.36,230.63,219.92
1991-05-19 09:22:50+00:00,L5,239.54,249.07,233.67,226.58,209.62,202.49,231.81,209.98
1991-05-26 09:29:10+00:00,L5,237.65,249.67,234.63,,187.03,186.86,220.49,196.73
1991-06-11 09:29:20+00:00,L5,233.82,241.47,221.77,225.09,200.55,199.26,224.16,197.48
1991-06-20 09:23:18+00:00,L5,256.35,265.77,241.36,228.63,209.85,208.72,234.51,224.50
1991-06-27 09:29:37+00:00,L5,232.26,244.71,230.03,247.83,220.08,221.04,247.97,231.25
1991-07-06 09:23:34+00:00,L5,252.49,256.09,236.22,221.15,204.77,202.71,240.71,215.91
1991-07-13 09:29:45+00:00,L5,233.10,242.84,230.75,223.48,196.13,197.24,221.23,211.34
1991-07-22 09:23:46+00:00,L5,244.89,256.72,227.67,231.79,218.15,213.12,235.40,225.53
1991-07-29 09:30:00+00:00,L5,235.56,243.40,229.49,232.65,208.18,206.76,231.82,212.96
1991-08-07 09:23:52+00:00,L5,252.59,266.60,240.14,240.37,224.63,221.79,247.41,229.43
1991-08-14 09:30:03+00:00,L5,240.61,247.39,228.74,242.28,220.98,217.36,243.39,220.99
1991-08-30 09:30:13+00:00,L5,243.50,247.25,231.59,238.38,217.11,210.32,249.44,226.36
1991-09-08 09:24:12+00:00,L5,250.60,256.63,234.64,244.39,228.03,221.64,253.43,234.15
1991-09-15 09:30:26+00:00,L5,235.84,246.69,227.48,224.43,213.65,220.83,232.81,217.64
1991-09-24 09:24:18+00:00,L5,247.70,258.83,231.09,244.90,221.32,221.55,252.38,236.90
1991-10-10 09:24:25+00:00,L5,243.82,253.21,230.25,224.73,207.61,214.44,237.63,223.30
1991-11-02 09:30:40+00:00,L5,,-16.01,-14.48,,486.09,227.87,531.39,236.99
