,dates,per0132-0000,per0132-0001,per0132-0002,per0132-0003,per0132-0004,per0132-0005,per0132-0006,per0132-0007,per0132-0008
0,1986-05-05 14:35:53+00:00,120.97487111377323,101.05319418434956,91.89660124092936,97.4956128848701,104.42313521397222,116.35387587171505,,,
1,1986-11-29 14:29:16+00:00,,,,,,,,,
2,1986-12-15 14:29:44+00:00,,,,,,,,,
3,1987-02-08 14:37:40+00:00,126.32791631971058,112.27771296371726,121.01689991717613,104.60303596052944,109.46726042955565,127.76071274184714,135.10771853686722,145.96701078529296,169.81285027141817
4,1987-03-28 14:39:28+00:00,,,,,,,,,
5,1988-01-26 14:46:24+00:00,136.2320373588759,125.555770562712,129.39531745381032,134.11627352800593,141.32307270312808,146.5839265199472,154.63285243289204,163.3790428201926,176.32040529541172
6,1988-03-30 14:47:10+00:00,120.92921230756646,108.71718003772239,99.23638272102724,111.0534404598806,120.22583799627567,119.05108860800557,125.32787020878034,142.14728464454546,156.93309211829236
7,1989-03-01 14:46:53+00:00,123.24837389836811,118.92892443193767,114.44449114492289,117.65347260410977,134.66758566988835,134.40290640326606,140.31975313951153,158.09439114790368,171.333860413185
8,1989-05-04 14:45:53+00:00,,,,,,,,,
9,1989-10-04 14:36:35+00:00,,,,,,,,,
10,1990-03-13 14:31:33+00:00,105.65669193409659,99.6549991970919,104.09473430626096,115.5311274900234,126.12576135077236,124.27602394178714,,131.1057672694503,158.91804851571706
11,1990-05-16 14:31:13+00:00,,,,,,,,,
12,1990-10-14 14:36:43+00:00,111.23226555800454,101.11033462864795,97.2128040449932,109.65249180811387,117.80752926027135,120.33409245944651,128.5565666746526,143.70926248868426,155.1610883338809
13,1991-01-18 14:37:29+00:00,,,,,,,,,169.43534730037373
14,1991-01-27 14:31:30+00:00,120.07707988357753,109.13008395808411,100.01738623339917,95.73277880374174,107.05082235575907,105.46759407300678,123.83143888340398,132.44036692570674,148.31257709793954
15,1991-05-03 14:33:12+00:00,,,,,,,,,
16,1991-05-19 14:33:26+00:00,,,,,,,,,
17,1991-07-06 14:34:09+00:00,,,,,,118.40480922258423,129.06487889692016,,
18,1991-08-07 14:34:28+00:00,,,,,,,,,
19,1991-08-30 14:40:48+00:00,,,,,,,,,
20,1991-09-08 14:34:47+00:00,,,,,,,,,
21,1991-09-15 14:41:02+00:00,,,,,,,,,
22,1991-09-24 14:34:53+00:00,,,,,,,,,
23,1991-10-10 14:35:00+00:00,,,,,,,,,
24,1991-10-26 14:35:05+00:00,,,,,,,,,
25,1991-12-13 14:35:24+00:00,136.43383784877523,130.9933608320498,122.89524702647903,119.69266837017635,128.04592031689478,127.87577463225428,134.4155807615485,152.91278821482055,168.68123766588803
26,1991-12-29 14:35:16+00:00,,,,,,,,,
