dates,satname,nzd0117-0000,nzd0117-0001,nzd0117-0002
1999-10-06 21:58:40+00:00,L7,402.07,325.59,336.49
1999-10-22 21:58:28+00:00,L7,392.80,324.50,339.38
2000-03-14 21:58:11+00:00,L7,567.70,,
2000-04-15 21:57:55+00:00,L7,,,
2001-01-12 21:56:06+00:00,L7,386.70,310.42,332.19
2001-06-05 21:55:16+00:00,L7,403.66,327.03,338.93
2001-10-11 21:53:46+00:00,L7,403.79,328.99,339.80
2002-01-31 21:54:26+00:00,L7,328.38,311.76,327.82
2002-04-05 21:54:25+00:00,L7,387.87,332.41,337.35
2002-05-23 21:54:18+00:00,L7,404.24,322.16,
2002-08-27 21:53:36+00:00,L7,394.57,318.34,336.01
2002-10-14 21:53:19+00:00,L7,418.80,343.59,340.05
2003-07-21 21:42:09+00:00,L5,409.94,340.96,345.24
2003-08-06 21:42:27+00:00,L5,396.76,339.71,357.73
2003-08-22 21:42:44+00:00,L5,425.57,,
2003-08-30 21:53:59+00:00,L7,328.07,309.67,326.13
2003-10-17 21:53:51+00:00,L7,418.49,,
2003-10-25 21:43:40+00:00,L5,378.67,323.34,335.78
2004-02-06 21:54:44+00:00,L7,387.11,345.60,337.27
2004-02-22 21:54:43+00:00,L7,355.60,335.59,334.81
2004-03-01 21:44:38+00:00,L5,380.12,326.90,338.29
2004-03-17 21:44:44+00:00,L5,398.17,,
2004-03-25 21:54:54+00:00,L7,370.64,319.04,333.45
2004-04-18 21:45:25+00:00,L5,336.44,317.53,330.95
2004-05-20 21:46:20+00:00,L5,363.23,316.29,330.25
2004-05-28 21:54:47+00:00,L7,386.30,317.12,329.54
2004-06-05 21:46:48+00:00,L5,395.80,310.86,324.93
2004-07-07 21:47:45+00:00,L5,395.04,310.81,321.41
2004-07-23 21:48:09+00:00,L5,387.50,318.76,336.89
2004-08-16 21:54:26+00:00,L7,,,
2004-09-25 21:49:43+00:00,L5,380.55,342.29,353.07
2004-11-04 21:54:31+00:00,L7,343.22,324.57,335.25
2004-12-22 21:54:54+00:00,L7,388.39,344.43,351.70
2005-01-15 21:51:45+00:00,L5,343.76,336.69,338.68
2005-02-08 21:55:11+00:00,L7,330.06,315.42,331.05
2005-03-12 21:55:20+00:00,L7,318.37,305.11,314.44
2005-04-13 21:55:12+00:00,L7,341.16,319.97,336.71
2005-04-21 21:52:46+00:00,L5,410.83,361.81,365.47
2005-06-08 21:53:09+00:00,L5,395.00,335.89,342.57
2005-07-26 21:53:30+00:00,L5,604.81,,
2005-08-19 21:54:56+00:00,L7,,,
2005-10-06 21:54:37+00:00,L7,386.44,303.82,308.31
2005-10-30 21:53:39+00:00,L5,396.26,330.07,342.55
2005-11-15 21:54:02+00:00,L5,394.07,301.98,
2005-12-09 21:55:14+00:00,L7,388.92,345.99,357.73
2006-01-10 21:55:28+00:00,L7,372.84,354.67,364.67
2006-02-11 21:55:41+00:00,L7,371.40,330.46,342.81
2006-03-15 21:55:44+00:00,L7,328.40,317.11,330.51
2006-03-31 21:55:42+00:00,L7,387.38,314.83,324.41
2006-04-08 21:57:12+00:00,L5,387.43,330.00,339.14
2006-05-02 21:55:41+00:00,L7,324.16,304.81,320.64
2006-05-26 21:57:54+00:00,L5,,,
2006-06-19 21:55:36+00:00,L7,,327.99,339.41
2006-06-27 21:58:24+00:00,L5,363.89,317.13,332.28
2006-07-05 21:55:30+00:00,L7,418.23,339.93,344.43
2006-07-21 21:55:21+00:00,L7,406.92,339.41,362.96
2006-09-07 21:55:13+00:00,L7,,,
2006-09-23 21:55:06+00:00,L7,402.54,332.36,336.92
2006-11-26 21:55:41+00:00,L7,387.14,315.54,331.59
2007-03-02 21:56:07+00:00,L7,386.84,342.56,344.73
2007-09-18 21:58:42+00:00,L5,379.85,316.59,332.63
2007-10-28 21:55:34+00:00,L7,356.07,310.81,323.91
2008-03-04 21:55:48+00:00,L7,371.88,,
2008-06-24 21:55:16+00:00,L7,388.03,315.55,328.45
2008-08-27 21:54:42+00:00,L7,409.06,330.81,348.60
2008-12-25 21:50:10+00:00,L5,396.28,331.81,338.83
2009-02-03 21:55:25+00:00,L7,386.63,332.84,342.95
2009-03-23 21:55:51+00:00,L7,387.91,335.13,347.27
2009-05-10 21:56:03+00:00,L7,371.13,309.25,315.61
2009-07-29 21:55:52+00:00,L7,386.33,320.49,337.10
2009-12-12 21:56:13+00:00,L5,394.81,344.02,356.66
2009-12-20 21:56:43+00:00,L7,,,
2010-01-05 21:57:00+00:00,L7,386.90,333.71,336.62
2010-01-29 21:56:29+00:00,L5,364.34,323.80,327.99
2010-02-14 21:56:32+00:00,L5,,320.30,330.38
2010-03-26 21:57:49+00:00,L7,396.93,343.12,364.02
2010-05-13 21:57:45+00:00,L7,355.71,313.24,327.42
2010-05-29 21:57:45+00:00,L7,394.01,314.08,324.61
2010-06-30 21:57:49+00:00,L7,,,
2010-07-16 21:57:51+00:00,L7,347.42,,
2010-10-28 21:55:27+00:00,L5,334.32,312.52,324.63
2010-12-31 21:55:32+00:00,L5,394.33,349.01,367.96
2011-01-16 21:55:34+00:00,L5,383.72,334.20,344.67
2011-02-25 21:59:08+00:00,L7,387.39,326.25,335.31
2011-05-16 21:59:11+00:00,L7,410.33,320.17,338.40
2011-08-04 21:59:04+00:00,L7,466.39,,
2011-08-20 21:59:02+00:00,L7,389.20,313.35,331.54
2011-08-28 21:54:21+00:00,L5,362.90,306.99,321.64
2011-09-05 21:58:58+00:00,L7,387.25,330.71,344.27
2012-01-11 21:59:39+00:00,L7,317.35,303.16,314.56
2012-01-27 21:59:39+00:00,L7,346.86,312.64,337.79
2012-05-02 22:00:07+00:00,L7,388.78,338.22,361.63
2012-07-05 22:00:17+00:00,L7,,,
2012-08-06 22:00:40+00:00,L7,,,324.86
2012-10-25 22:01:27+00:00,L7,387.71,332.87,344.21
2012-11-26 22:01:37+00:00,L7,387.22,329.59,339.05
2013-01-13 22:01:46+00:00,L7,386.32,305.54,314.24
2013-04-11 22:07:51+00:00,L8,387.95,337.08,341.10
2013-05-05 22:01:31+00:00,L7,,,
2013-05-29 22:07:41+00:00,L8,480.58,300.60,313.92
2013-07-08 22:01:03+00:00,L7,388.16,317.10,328.39
2013-09-02 22:07:40+00:00,L8,387.56,325.33,339.31
2013-10-20 22:07:26+00:00,L8,386.25,318.64,322.83
2013-11-05 22:07:22+00:00,L8,326.41,310.32,321.89
2013-12-15 22:01:57+00:00,L7,,,
2014-02-01 22:02:30+00:00,L7,328.37,307.12,320.61
2014-02-09 22:06:33+00:00,L8,395.28,352.00,361.53
2014-03-05 22:02:25+00:00,L7,,,
2014-03-29 22:05:52+00:00,L8,404.07,326.79,342.25
2014-04-06 22:02:36+00:00,L7,387.03,316.30,334.34
2014-04-30 22:05:22+00:00,L8,386.84,316.29,336.14
2014-05-08 22:02:53+00:00,L7,355.17,329.65,351.09
2014-05-16 22:05:09+00:00,L8,388.20,327.89,337.33
2014-07-27 22:03:14+00:00,L7,355.94,319.52,349.93
2014-08-20 22:05:42+00:00,L8,386.46,313.95,336.00
2014-10-07 22:05:49+00:00,L8,418.28,331.08,339.92
2014-11-08 22:05:52+00:00,L8,386.28,325.29,338.11
2014-12-18 22:04:09+00:00,L7,388.54,,
2015-01-11 22:05:40+00:00,L8,386.59,332.78,340.14
2015-01-19 22:04:10+00:00,L7,377.42,,
2015-02-28 22:05:24+00:00,L8,387.99,346.12,355.60
2015-03-16 22:05:13+00:00,L8,386.41,316.18,322.04
2015-03-24 22:04:40+00:00,L7,318.34,298.79,311.95
2015-04-25 22:04:54+00:00,L7,327.88,314.49,338.55
2015-06-12 22:05:14+00:00,L7,,,
2015-07-06 22:05:06+00:00,L8,350.69,303.97,317.15
2015-07-22 22:05:13+00:00,L8,388.25,315.85,333.92
2015-08-07 22:05:16+00:00,L8,,,
2015-08-15 22:05:28+00:00,L7,371.51,306.65,319.67
2015-08-23 22:05:24+00:00,L8,387.30,328.36,337.94
2015-09-16 22:05:34+00:00,L7,388.12,318.16,329.28
2015-10-18 22:05:54+00:00,L7,371.34,315.55,329.67
2015-12-21 22:06:54+00:00,L7,401.98,345.98,366.48
2016-01-22 22:07:21+00:00,L7,347.02,321.22,335.81
2016-02-23 22:07:30+00:00,L7,355.92,312.05,
2016-04-11 22:07:52+00:00,L7,,,
2016-04-19 22:05:11+00:00,L8,386.93,338.36,340.85
2016-04-27 22:07:59+00:00,L7,386.30,327.08,338.09
2016-05-21 22:05:14+00:00,L8,387.50,336.25,339.29
2016-06-22 22:05:24+00:00,L8,339.80,293.47,310.29
2016-06-30 22:08:12+00:00,L7,401.90,329.51,340.37
2016-08-17 22:08:15+00:00,L7,387.97,326.17,339.82
2016-09-18 22:08:21+00:00,L7,326.95,304.70,330.49
2016-09-26 22:05:52+00:00,L8,387.62,327.06,345.42
2016-10-04 22:08:23+00:00,L7,386.58,306.50,323.42
2016-10-20 22:08:21+00:00,L7,,,
2016-11-13 22:05:58+00:00,L8,372.17,327.17,344.34
2016-11-21 22:08:09+00:00,L7,388.16,333.93,351.41
2016-12-23 22:08:00+00:00,L7,,,
2017-01-16 22:05:47+00:00,L8,341.18,323.88,335.79
2017-02-01 22:05:40+00:00,L8,372.10,335.19,341.52
2017-02-25 22:07:41+00:00,L7,,,
2017-03-05 22:05:27+00:00,L8,374.29,353.30,361.25
2017-03-29 22:07:52+00:00,L7,370.67,324.01,328.48
2017-04-30 22:08:04+00:00,L7,,,
2017-05-24 22:05:10+00:00,L8,388.92,342.55,343.04
