dates,satname,nzd0329-0000,nzd0329-0001,nzd0329-0002,nzd0329-0003,nzd0329-0004,nzd0329-0005,nzd0329-0006,nzd0329-0007,nzd0329-0008,nzd0329-0009,nzd0329-0010,nzd0329-0011,nzd0329-0012
1999-08-17 22:12:02+00:00,L7,425.29,420.24,405.34,215.74,,,,,,,,,
1999-08-26 22:05:56+00:00,L7,424.60,412.08,390.41,237.63,196.04,126.40,78.86,,,,,,
1999-10-13 22:06:24+00:00,L7,418.72,407.29,393.42,387.96,390.30,385.27,372.81,368.16,365.21,388.52,387.20,384.69,377.39
1999-11-21 22:12:00+00:00,L7,431.33,413.61,405.14,403.15,394.48,396.72,384.27,374.77,373.37,389.90,391.74,379.03,374.64
1999-12-16 22:05:57+00:00,L7,442.15,430.37,414.40,404.54,413.07,430.99,430.78,402.67,390.11,409.67,421.33,413.92,412.03
2000-02-18 22:06:05+00:00,L7,414.53,408.43,405.32,400.93,384.70,389.11,384.69,387.08,388.20,405.27,400.57,394.61,393.20
2000-02-25 22:11:49+00:00,L7,440.79,438.68,427.30,428.45,419.05,417.74,414.27,410.88,411.66,434.11,433.84,414.01,414.60
2000-03-21 22:06:01+00:00,L7,398.53,402.88,397.99,370.43,377.47,376.38,385.95,376.99,368.39,370.11,394.08,390.37,386.49
2000-04-13 22:11:30+00:00,L7,424.46,423.66,422.54,424.49,413.21,391.30,84.41,,394.98,418.66,430.33,,
2000-05-24 22:04:58+00:00,L7,427.72,312.65,219.84,218.97,,,,,,,,,
2000-06-25 22:04:44+00:00,L7,444.87,409.43,381.74,399.81,420.45,363.88,379.29,433.36,400.12,367.23,216.12,383.20,409.29
2000-07-11 22:04:53+00:00,L7,422.87,307.67,225.59,220.09,,,,,,,,,
2000-07-27 22:04:12+00:00,L7,582.96,446.06,373.35,406.44,356.55,390.40,394.54,265.74,382.13,359.04,364.73,374.47,397.95
2000-08-12 22:04:05+00:00,L7,419.77,400.19,221.28,234.33,194.20,,,,,,,,
2000-08-19 22:10:13+00:00,L7,451.04,431.79,403.66,233.25,173.91,,,,,,,,
2000-09-13 22:03:38+00:00,L7,421.40,406.47,395.07,365.07,154.75,,,,,,,,
2000-10-31 22:03:22+00:00,L7,433.94,426.37,405.12,392.44,378.91,375.72,372.13,376.67,385.42,395.55,393.99,389.95,386.63
